f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_distr.skewness,disp.diff_median_25,ic.eps.max,ela_meta.lin_simple.intercept,disp.ratio_median_25,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2
12,1,-0.2442347720701322,-0.9706575368274007,-1.6498597446463192,-0.2962093342859331,1.425590629580189,-0.3308869591035896,-0.288926638438176,1.4248294425074624,1.4275086135387989,-1.541531148769448
13,1,-0.2442347715766996,-1.1272712054836722,-1.6470571634793645,-0.2901322683372056,-1.2407815103388884,-0.3308869613908652,-0.2889266289878339,-1.2403201706004758,1.4275086135387989,1.4534378293135664
14,1,-0.2442347540598425,-0.7734199341366997,-1.4901126181298996,-0.2968716179614755,-1.582659455405524,-0.3308869463104734,-0.2889266027895825,-1.5821634773508806,1.6945529634057128,1.1252116669470908
15,1,-0.2218510106293309,0.978451001470732,0.6997709232301093,0.4470262560790737,-1.1006840594723903,-0.3260863961990263,-0.2724345058246702,-1.1011264888098915,-0.7091399635591878,-0.3940282282374141
16,1,-0.2442347721915427,-1.4811514525325238,-1.652395413321183,-0.3589300512623053,0.9415142356360175,-0.3308869623285062,-0.2889266009858481,0.9417454880577886,1.4275086135387989,-1.5419859656226116
17,1,-0.042000403725165,1.442525842765615,0.6997709232301093,-0.0981803830424848,0.8344601200909,0.1741399048529935,0.0400381761647842,0.8353032608061662,-0.7091399635591878,-0.9522401126870044
18,1,-0.1181000262119299,1.529539875508405,0.6997709232301093,-0.2431101273736915,-0.1362211241370208,0.938853278115792,0.3757693981731257,-0.1370055458192335,-0.7091399635591878,0.5844344285354423
19,1,-0.2442344344388798,-0.2339503165525258,0.6984363607696548,-0.1782492529643163,-0.2544052867271727,-0.3308858718165742,-0.2889258841788432,-0.25368260261428,-0.7091399635591878,1.2132945308431289
21,1,0.0542309967108546,1.4744425783853896,0.6997709232301093,-0.1676097883618519,0.3938634968856997,0.3507607205808274,0.2892346401195445,0.3941821074845382,-0.7091399635591878,0.924182617848732
22,1,-0.243987878507529,0.4418789540744628,0.6997709232301093,0.1650773779856398,-0.3100071304434525,-0.3308696303269355,-0.2885835735069518,-0.310997648057462,-0.7091399635591878,0.2751589683841211
23,1,-0.2442341399213003,-0.3093450928418168,0.6914966359752905,-0.2208009791179189,-0.8348090117455229,-0.330886416181071,-0.2889260885214748,-0.8339974377264922,-0.7091399635591878,1.0119622705093276
24,1,-0.2442346218199073,-0.6864059013939092,0.5444278528331898,-0.032589770138762,-1.179679165111947,-0.3308869416790954,-0.2889264585866311,-1.1799346762942666,-0.7091399635591878,0.2230066358880163
25,1,-0.2442347510992469,-0.6226014058562386,-0.0438472797352126,-0.1245613494515925,0.1451634021895571,-0.3308869191046795,-0.2889264648527603,0.144452266624962,1.1604642636718838,-0.941779325064239
26,1,-0.2442346231151679,-0.5239970923618276,0.6131578195466036,-0.0445476698360563,0.1220282283137015,-0.3308868798658267,-0.2889264186255231,0.1219356416294266,-0.7091399635591878,-0.1601007600935468
27,1,-0.2442272989101396,-0.2571308780557667,0.6979025357854727,-0.0855540674133931,0.3402537702854512,-0.3308862421492295,-0.2889258775157236,0.3409609938587259,-0.7091399635591878,-0.1285667916075299
28,1,-0.2442299043575935,-0.3035499524660066,0.6993705544919729,5.207404803009374,0.9955070616816566,-0.3308863634316646,-0.2889257770239513,0.9959900846379434,-0.7091399635591878,-1.2158822819042334
29,1,-0.125805701696435,1.210488422118173,0.6997709232301093,-0.0730320001406367,1.3068499646377851,-0.2432769539196592,-0.2040591688603485,1.3061054198037287,-0.7091399635591878,0.3009319233967314
30,1,-0.028887621959039,1.0161773653172563,0.6997709232301093,0.0009659360887221,0.6661786479208711,-0.3142209000560505,-0.2724772311524505,0.6664285733396498,-0.7091399635591878,0.2236130583589012
