f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var.cov_init,disp.diff_median_25,disp.diff_mean_02,ela_meta.lin_simple.coef.min,ela_level.qda_mda_25,ic.eps.max,ela_level.lda_mda_50,ela_level.mmce_lda_25
11,1,-0.4707873425899954,-0.4083349320689115,-0.7091399635591878,1.196531301560895,1.0491580853296492,-0.2600128961880879,0.778437055992281,-0.3838669837270781,-0.4917843055381465,0.9781962919560258
12,1,-1.0197458599998566,-0.9656167438146368,1.4275086135387989,1.4771523156008903,1.286485066255728,-0.2600129301793298,0.7749577664058294,-0.3838672764924984,-0.4907101266482788,0.9781962919560258
13,1,-1.1528376242742588,-1.1191390777843435,1.4275086135387989,-1.2466276418754378,-1.5061604552168226,-0.2600129296867032,-0.147053974003936,-0.383867278646661,-0.4100825798252313,-1.7823899824729208
14,1,-0.8256617825241566,-0.7722723354276261,1.6945529634057128,-1.5958663249288685,-1.5657584822997077,-0.2600129121984555,-0.8206444379410321,-0.3838672644439054,-0.3518364319612161,-0.4868608665733622
15,1,1.1872507447077636,0.9450191191160316,-0.7091399635591878,-1.1035138495241297,-1.4054017733732145,-0.2376657270487324,-0.3008385737251119,-0.3793460928150403,-0.3191942197258363,0.6893707378459464
16,1,-1.4245608724598755,-1.466034223903128,1.4275086135387989,0.9826536070475652,0.8075807549795602,-0.2600129303005422,0.7906145695448636,-0.3838672795297339,-0.4900688258185071,0.9781962919560258
17,1,1.37025538290984,1.399933772373908,-0.7091399635591878,0.8732945832557866,0.6944503389161037,-0.0581088614040477,0.2732442080394588,0.0917684477738959,3.622288777613296,0.9781962919560258
18,1,1.3813348221834638,1.4852302698597597,-0.7091399635591878,-0.1182857286381251,0.4876818463189846,-0.1340841940741693,0.0992797287168622,0.8119776586235548,-0.1827895332333947,0.9781962919560258
19,1,-0.215683253314814,-0.2434510932725845,-0.7091399635591878,-0.2390144328331626,-0.0961129605834947,-0.2600125930995142,0.9962405841041732,-0.383866252482522,-0.1628771424689833,-1.4715885709849004
20,1,1.5255337243296738,1.5819166759342984,-0.7091399635591878,0.7506750517762942,0.8912093432879942,0.3273573077885719,1.536226327921514,1.7935172345911905,2.570202701331325,0.9781962919560258
21,1,1.3979816796920828,1.4312205162902136,-0.7091399635591878,0.4232117783647573,0.708425691026206,0.0379653689603647,-3.633997997546073,0.2581104299628904,-0.4787338336522923,1.0409844558929997
22,1,0.7048242601360116,0.4190382531676448,-0.7091399635591878,-0.2958134014563985,0.2646113163095362,-0.2597664398559889,1.6092914092370043,-0.3838509562017915,-0.2180129813086056,0.2603182842766258
23,1,-0.3376955783155929,-0.3173576821697495,-0.7091399635591878,-0.8319144297171548,-0.4496201102872298,-0.260012299062956,0.1897412579646128,-0.3838667651665397,-0.2571162994039353,0.1713683853659129
24,1,-0.4929462211372424,-0.6869758379417742,-0.7091399635591878,-1.1842097442413162,-1.035209885472359,-0.2600127801745014,-1.2503367018678468,-0.3838672600820606,-0.4624608250968353,-0.1603624141010985
25,1,-0.6149585461380214,-0.6244307538712295,1.1604642636718838,0.1691570936438253,0.3280600583685957,-0.2600129092426954,-1.106294112988736,-0.383867238821412,0.3797755871630893,0.9781962919560258
26,1,-0.4264141882991332,-0.5277727515587574,-0.7091399635591878,0.1455238123128488,-0.7549526819974722,-0.2600127814676465,-0.1821947988271006,-0.3838672018661498,-0.2353120711916973,0.0405597104972174
27,1,-0.2323301108234332,-0.266174102925825,-0.7091399635591878,0.3684478177557276,0.1241990757161083,-0.2600054692248865,0.3689246716668875,-0.3838666012628608,-0.2285303149168615,-1.5417020207145211
28,1,-0.2933224240247308,-0.3116769297564394,-0.7091399635591878,1.0378089153516346,1.3922662725581467,-0.2600080704169896,-0.5200338176715834,-0.3838667154870001,-0.4150686937767062,-1.4014751212552798
30,1,1.026460382249302,0.9820008173266804,-0.7091399635591878,0.7013899588978205,0.4914055588223306,-0.0450174961073882,-0.9747769666208524,-0.3681711350959008,-0.4628456055946983,-1.117881914139948
