f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,ela_distr.skewness,disp.ratio_mean_25,pca.expl_var.cov_init,ela_meta.lin_simple.intercept
14,1,-0.8256468567138909,-1.4901126181298996,-0.3869122884306553,-0.7737405087270683,-0.2271129945261537,1.441916434292033,-0.2767866707080742,-1.6895245645430288,1.6945529634057128,-0.329691808625631
16,1,-1.4249510845532447,-1.6523954133211831,-0.3869123035303657,-1.461832906253094,-1.6167628541379957,-1.4617097160002177,-0.339045703305884,0.8898212554528904,1.4275086135387989,-0.3296918068528833
17,1,1.3717557831379317,0.6997709232301089,0.0891611019799089,1.380714115354829,0.6369027272059827,-0.0980974351975883,-0.0774531810636437,0.7659135299126539,-0.7091399635591878,-0.0063783506567526
18,1,1.3828427173316111,0.6997709232301089,0.8100330466355429,1.4653135614048047,-0.2941995394729331,0.4535075326014235,-0.2228514000771455,-0.1850782636086604,-0.7091399635591878,0.3235853089199811
19,1,-0.2152556946808577,0.6984363607696544,-0.3869112755380688,-0.249240846203443,0.5484369536497912,0.3975070282563462,-0.1577808676871223,-0.3203441973234172,-0.7091399635591878,-0.3296911023599821
20,1,1.527139165862352,0.6997709232301089,1.7924758316278575,1.561209836581001,0.4868795195502747,-0.176498141280694,-0.1407765232108034,0.6564617056854458,-0.7091399635591878,1.012649463947232
21,1,1.3995008359576149,0.6997709232301089,0.2556561514350378,1.411745180897303,0.8407426137750407,-0.106497510849349,-0.1471070118020234,0.3291387973833209,-0.7091399635591878,0.2385371406943953
22,1,0.7058745154655318,0.6997709232301089,-0.3868959651817584,0.4078345716019623,1.2421560612862597,0.3611067004320439,0.1866555412114527,-0.3730049806780187,-0.7091399635591878,-0.3293546722795929
23,1,-0.3373505574887549,0.6914966359752902,-0.3869117886938564,-0.3225434631271981,0.1510781874265642,0.9323118447518308,-0.2004701391491976,-0.877928962254481,-0.7091399635591878,-0.32969130319219
24,1,-0.492706222877691,0.5444278528331894,-0.3869122840647968,-0.6891410626770926,1.1883393823729098,0.898711542144788,-0.0116505513535474,-1.2341636731826602,-0.7091399635591878,-0.3296916668999575
25,1,-0.6148010856855882,-0.0438472797352129,-0.3869122627845842,-0.6271071032358517,0.3468087114196381,0.565508541291578,-0.1039194219960328,0.1164305352059158,1.1604642636718838,-0.3296916730584402
26,1,-0.4261291830446447,0.6131578195466032,-0.3869122257953159,-0.5312389997033619,0.765546706252278,0.3163062969559808,-0.0236471040774337,0.0771930887848407,-0.7091399635591878,-0.3296916276253457
27,1,-0.2319138133068614,0.6979025357854723,-0.3869116246393539,-0.2717781611684715,0.5889837665297123,0.1091044308791993,-0.0647860518028838,0.2847385290647365,-0.7091399635591878,-0.329691095811329
28,1,-0.2929473860430679,0.6993705544919725,-0.3869117389686019,-0.316909134385941,1.9211308733300296,-0.35569975518494,5.245281916801662,0.9177004936994428,-0.7091399635591878,-0.3296909970459156
29,1,1.1719969463033086,0.6997709232301089,-0.3043250239807532,1.1551155925548944,0.6240014685623716,-0.9437050508082544,-0.0522235078735628,1.2450234020015676,-0.7091399635591878,-0.2462823213856241
30,1,1.027728215108052,0.6997709232301089,-0.3712017155634827,0.9661965498605428,1.0239404865143205,-0.6049019995205372,0.0220136212131734,0.6068986154693499,-0.7091399635591878,-0.3135250224963656
