f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,disp.diff_median_25,ic.eps.max,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02
19,1,-0.264308452614299,-0.3034974286419648,0.9835940974080822,-0.7091399635591878,0.6907914288859633,-0.325407181843618,-0.3870905610462929,-0.1610166186799289,2.542699859892723,-0.1609868299865466
20,1,0.3235480289655746,1.4976996209656326,-0.6443395576072424,-0.7091399635591878,0.6921215851505006,0.6606590443893814,1.792427397681275,0.827267409028705,0.7786259035490203,0.8269092162623721
21,1,0.0339163561476279,1.3489989137892051,-0.9274584541316356,-0.7091399635591878,0.6921215851505006,0.3343946157335192,0.2555154460170616,0.6394294080819234,2.162117450940442,0.6396541081335431
22,1,-0.2640620954559743,0.3502195243658559,-1.352136798918255,-0.7091399635591878,0.6921215851505006,-0.3819982091458249,-0.3870752497707405,0.1971562967617749,2.636283175955604,0.1973022016490058
23,1,-0.2643081583341591,-0.3764253788960528,1.6206116145880014,-0.7091399635591878,0.6838746163103684,-0.9161365687398126,-0.3870910742328907,-0.5379733342163098,-0.2333925794051403,-0.537777834957143
25,1,-0.264308769019375,-0.6794323236296983,0.7004752008835319,1.1604642636718838,-0.049041485449774,0.0812700265413444,-0.3870915483520831,0.222343665070548,-0.6540812351657611,0.2222142677458548
26,1,-0.2643086411384766,-0.5840542242005433,-0.4320003852139426,-0.7091399635591878,0.6057944435820193,0.0577232667768565,-0.387091511360594,-0.8231455720173332,-0.4074596042041054,-0.8232245975726269
27,1,-0.2643013228382115,-0.3259195501651278,2.116069683505714,-0.7091399635591878,0.6902593663801481,0.2798311462705412,-0.3870909101685383,0.0238330504336086,-0.742278816128189,0.0240413133517738
28,1,-0.2643039261851575,-0.370819848515262,0.1342374078348634,-0.7091399635591878,0.6917225382711394,0.9467417093892668,-0.3870910245046506,1.4146880665350028,-0.733823456694668,1.4146378552306542
29,1,-0.1459751969404974,1.0936810187701371,-0.2904409369517362,-0.7091399635591878,0.6921215851505006,1.2636235525785753,-0.3044993509664868,0.986075900738257,-0.2045089985926775,0.9861170148128504
30,1,-0.0491352524152038,0.9057275851022222,1.6206116145880014,-0.7091399635591878,0.6921215851505006,0.6115543844935587,-0.3713800578613663,0.3935323886606829,-0.6968577482643775,0.3933104251628868
