f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ic.eps.s,ela_meta.quad_simple.adj_r2,disp.diff_median_25,ela_level.mmce_qda_50,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cov_init,ela_distr.number_of_peaks,disp.ratio_median_10,disp.diff_median_02,pca.expl_var_PC1.cor_x,nbc.nn_nb.mean_ratio,ela_level.lda_mda_50,ela_meta.lin_simple.intercept,ela_level.mmce_qda_25,disp.diff_median_05,ela_level.lda_mda_10,ela_level.lda_qda_10,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,nbc.nb_fitness.cor,ela_level.qda_mda_25,disp.ratio_median_25,disp.ratio_median_02,ela_distr.skewness,disp.ratio_median_05,ela_level.mmce_lda_25
12,1,-0.2643087955163326,-1.0676769283872851,-1.9482130026263988,-0.3870915868295578,-1.1261537758184943,-1.6650409705729778,1.4918605685491495,2.5285716467867783,-0.3628131719730456,-1.8079093224383296,-0.7595059965715167,1.3748219635293522,1.3061143026634578,-0.6833424647366652,-2.041403622894704,-0.4936202059761062,-0.3303101986715777,2.0166787440677445,1.3203207868259934,-0.8196422584444218,-1.1928881387876973,1.91514980853646,-1.4656767297170463,-1.6698071695231127,0.8205659952243425,1.491085521303667,1.3060835323252074,-0.3065898436708025,1.320561280683469,1.03691699783685
13,1,-0.2643087950232978,-1.2232417879469293,0.9414809758630052,-0.3870915889858322,-1.2612987851638926,1.4651475404082066,-1.250330704313883,-0.5883064655144019,-0.3628131710019862,-1.8049819660923248,-0.7595059965715167,-1.3945660883306266,-1.4892468464335675,0.4471536262538925,1.235767767548164,-0.4129049878694518,-0.3303101893819127,-0.7758997494499619,-1.4480210900816304,1.5578143593357052,0.2135700596227639,-1.3715577838828938,2.04248262658788,0.0486821518991861,-0.1100788798197945,-1.249860761084001,-1.490185495860868,-0.3004951759398872,-1.4480914828895832,-1.6228947030924252
14,1,-0.2643087775205628,-0.8717601848123558,0.3206685375373478,-0.3870915747691537,-0.9290755072475876,1.1221023302703044,-1.6019300565987926,-0.2593838802246574,-0.3628131641982653,-1.6410500107160502,-0.7595059965715167,-1.5917503122335523,-1.561394244925678,-0.3508436144453257,1.4121177975271526,-0.3545955053915285,-0.3303101636290904,-0.3133354431358299,-1.5654328389202197,0.9293594927903344,0.0769982464130582,-1.5415148192904184,2.2155963165839028,-0.3654303470356096,-0.7899764187199638,-1.6014260676575351,-1.5602426510398304,-0.3072540456031323,-1.5652517109893,-0.3746585826411582
15,1,-0.2419430798001703,0.8683788362747966,-0.7779183826127128,-0.3825659710706537,1.1148908026689153,-0.4657295638599139,-1.1062495382362447,-0.0470268427042611,-0.3134241938165685,0.6463304788836871,2.3804223582272903,-1.2583666759440717,-1.391011975549875,-1.281840395261065,0.918337713585987,-0.3219177992739807,-0.3140984694077388,0.3342545857039558,-1.3488834606198157,-0.0390143581758002,-0.5832917488084429,-1.002881753229654,0.8744866458918249,1.3503447538880518,-0.2653034212422506,-1.1067084206828008,-1.391331841313865,0.4387984748505567,-1.349288156888439,0.7586349548283282
16,1,-0.2643087956376453,-1.5747521727391454,-1.952180347546124,-0.3870915898697707,-1.537213986345653,-1.665516321903423,0.9940193096343302,2.518184617777629,-0.3628131720162838,-1.8105578829418576,-0.1592255758011565,0.9032060878027696,0.8183132844997202,-2.1463374060185623,-1.635798553943029,-0.4929782078205552,-0.3303101618560236,2.0379648891370663,0.872075146643972,-0.8196422584444218,-1.1928881387876973,1.4811056873418595,-1.179934855868191,-1.8272319584440184,0.8363693987628285,0.9942626928524444,0.8182622370606526,-0.3694922266695934,0.8718969970389282,1.03691699783685
17,1,-0.0622374679423872,1.329345865082799,0.9721319665418452,0.089010399464434,1.3007187062578949,-1.0491440967595709,0.8839210765419301,-0.8391339808464643,-0.2163340020240882,0.6463304788836871,0.5334056789338746,0.7290605704726947,0.714984540396042,-0.6833424647366652,-0.2044241439469068,3.6238510146043743,-0.0069385258471211,-0.750520114944229,0.644920822465429,-0.8196422584444218,0.2371807798725774,0.3646187008955074,-0.4999943385344181,0.5434457742220312,0.3141547085022119,0.8847932560750572,0.7146807990353152,-0.1079873158862936,0.6445953563477707,1.03691699783685
18,1,-0.1382757391305264,1.4157771829842996,-0.4920156390490698,0.8099256258419698,1.3119690712398222,0.5569095983710437,-0.1143617950809402,-0.4109575628026216,0.08931928676786,0.6463304788836871,-0.1592255758011565,0.1754540037074389,0.5064795070813041,-1.148840855144544,0.3745917878174403,-0.1853647915882746,0.3230845102373568,0.0935574068431511,0.3223687875520049,-0.8196422584444218,-0.3819061937365034,-0.2446119029499253,-0.3748519120312696,-0.4360000800001543,0.1385613358523754,-0.1151679452568489,0.50665832598858,-0.2533368387444698,0.3222697518522346,1.03691699783685
19,1,-0.2643084581572776,-0.3359032828176386,0.4328823339208978,-0.3870905618157523,-0.309686663167595,1.2141620379331777,-0.2359065616172332,-0.4440421737206543,-0.3628111732888182,0.644936499671304,0.810458180827887,-0.1755474670201048,-0.0782947677543943,0.8461522466034924,0.3158084444911107,-0.1654307488584148,-0.33030945723635,-1.044432656478341,-0.1420597660292147,0.382919962602297,0.3231747266647904,-0.2812180336530848,-0.1391670087836733,0.4503867856973579,1.0439207652349356,-0.2351632894166762,-0.0782974298308561,-0.1882880995013908,-0.1420518894646194,-1.3234390263767333
20,1,0.3235480242276027,1.5137499456005856,0.3921875157879745,1.7924273974763918,1.4583925714796024,-0.1016104447389438,0.7604727017263812,-0.6517827539036516,1.4393714044973591,0.6463304788836871,0.810458180827887,0.9140478320723466,0.9163229276113852,-0.6833424647366652,-0.2867208246037656,2.5706209405151164,1.0122726614137283,-0.5704065797422663,0.9615842936495274,-0.8196422584444218,0.6165726474161503,0.4822812638699474,-0.8900215678025639,0.3856332395156064,1.5889625939400291,0.7605875489622517,0.916686093109624,-0.1712894500480609,0.9615218719907856,1.03691699783685
21,1,0.0339163510130364,1.3610488609764062,1.164350043680333,0.255515445414061,1.3288727446251671,0.9119970422135564,0.4307959493633622,-0.7141049279585505,1.2113122312550704,0.6463304788836871,0.7181073468632162,0.6653653228889316,0.7277937348893837,-0.9493415449697256,-0.2132416454458552,-0.4816308904211905,0.2380210377106072,-1.1549568712613636,0.783387164956162,-1.0152933018028865,2.0903908418334325,0.3724628717604706,-0.3414805982970969,0.7578691936142992,-3.629672441213129,0.4311266478918458,0.7275747539762282,-0.17761781845887,0.7833519398575749,1.0974130941430502
22,1,-0.2640621009986155,0.335400100044365,-0.4069894445670904,-0.387075250540196,0.6250217854433573,0.233670693668355,-0.293089461299985,-0.3070872727111234,-0.3612919089776118,0.6463304788836871,3.719509450715017,0.0243471929502148,0.2824320640547882,-1.348340165319344,0.2775992713289942,-0.2206265402819154,-0.3299729666158294,-0.5392960600255636,0.1595993554500664,-1.1299171453866337,-0.2395474392890985,-0.1635554706786448,-0.2809950921539082,1.1801243540450037,1.6627118104529606,-0.294108370758347,0.2823035100166875,0.1560329522148107,0.1597571773913345,0.345244963402626
23,1,-0.2643081638771373,-0.4107931560043533,0.1570234178113381,-0.3870910750023503,-0.4335813075310664,1.0037398489894669,-0.8328142496531646,-0.3305542641762396,-0.3628125470405141,0.6376878077669108,-0.4824534946775043,-0.5794024410618348,-0.4576494604079391,1.4446501771279108,0.8771893732575544,-0.2597723778166401,-0.3303096581046973,-0.1757941980725114,-0.4870513133042455,0.7090050348664076,1.148624024810233,-0.8433836123087417,0.9412292733601744,0.0323968289073675,0.2298698896302908,-0.8319822380010875,-0.4578095035917383,-0.2309630736535819,-0.4875935760259991,0.2595421603021755
24,1,-0.2643086453872391,-0.7853288669108553,0.999665907321142,-0.387091570403033,-0.5912270468403189,0.1791637411106471,-1.187490894624802,-0.6429345440069676,-0.3628130930325876,0.4840712985622723,-0.2515764097658273,-1.2427816685565554,-1.091542017406431,1.8436487974775104,0.8419193672617605,-0.4653401872240829,-0.3303100218779136,-0.1618763339887234,-1.1920004648759128,-0.2149026698818969,-0.2388530063405747,-0.8956780847418262,0.8119154326402547,1.1235134693591609,-1.2236920491650611,-1.187757907527598,-1.0921920866846755,-0.0422067245140734,-1.191094853509558,-0.0600788818489163
25,1,-0.2643087745623541,-0.7219516567812835,0.8462377844880785,-0.3870915491215427,-0.7151216912037903,-1.0382110161593323,0.1750239890185208,-0.6890991173809669,-0.3628131664223335,-0.1303947382562808,-0.2054009927834919,0.2459253414596868,0.3075136319607747,0.5801531663702844,0.4921584744700993,0.377812040414986,-0.3303100280375045,-0.3559077332744741,0.2789172289640437,-0.8196422584444218,0.0399618224917821,-0.398880596627524,0.2008032498832087,0.2382898410182071,-1.0783007366109958,0.1742945077602826,0.3076616214004838,-0.1344446928574316,0.2790770410320609,1.03691699783685
26,1,-0.2643086466814554,-0.62400767582264,0.0397877077007466,-0.3870915121300536,-0.523668605123847,-0.2212405295676347,0.1512309591751827,-0.0697244246131439,-0.3628130736852663,0.5558612280000118,-0.0206993248541503,-0.0684852423580353,-0.7450384040728667,-0.4838431545618652,0.2305725966679292,-0.2379444405279047,-0.3303099825962343,0.5741330666774789,-0.3949169901274517,0.6744202544747572,-0.8383801185662324,-0.2132352194900803,0.1674319361490401,0.678769053368327,-0.1455487410950616,0.1511375115189124,-0.7449149002760763,-0.0541992594033619,-0.3947292477626278,0.1335086263309246
27,1,-0.2643013283811803,-0.3589286089319244,0.5527155856144419,-0.3870909109379978,-0.3265903365529403,-0.1882828373234391,0.375661813275278,-0.2601532897808909,-0.3628124033525581,0.6443789079863504,0.2563531770398621,0.0799111323317949,0.1079923078987043,1.9101485675357897,0.0130742263605145,-0.2311553100329524,-0.3303094506865184,-0.4672506459447785,-0.0247458762699427,0.5281760402472212,-0.6256521586684024,0.0064015647288796,-0.3268806485383961,0.4930388221044999,0.4107310634596226,0.376391929503151,0.107805319816327,-0.0953244290467834,-0.0243517524796505,-1.390993000585324
28,1,-0.2643039317281299,-0.4050368244757818,-1.4444475527983345,-0.3870910252741102,-0.3885235957784487,-1.3246894179742643,1.0495474387213888,-0.6856367743779169,-0.3628126214022202,0.6459122851199722,-0.4362780776951689,1.2968969265917711,1.5080504748677157,0.0481550059042741,-0.4748275232480188,-0.4178965235288611,-0.3303093519033323,-0.4246783558061326,1.4012757738764845,-0.0103583972798645,-0.1664005020445785,0.5345757363030318,-0.8086789905755174,1.8943520909718703,-0.4865510707810443,1.0500500019793833,1.508088826399516,5.212965114097373,1.401547613471292,-1.255885052168143
29,1,-0.1459752023214312,1.0988623506787978,0.827362315651957,-0.304499351714552,1.0980152551960245,0.2606072690602459,1.3697434753406617,-0.5063643477755533,-0.2388717991351868,0.6463304788836871,-0.2515764097658273,1.2955417085580745,1.0766139767352283,-0.3508436144453257,-1.0920526281744825,-0.4245251544849256,-0.2468856669663142,-0.6244406403028551,1.2539659489353154,-0.8542270388360701,-0.6550498201559152,1.0522910133905623,-0.877507325152249,0.5298746717288499,-0.2916424271397256,1.3689849956673492,1.0765711343769502,-0.0827660925114362,1.253612578912202,-1.7015396282904858
30,1,-0.0491352576635256,0.9058525545257968,0.7771431783815412,-0.3713800586267561,0.951619880868699,0.1797975428845739,0.7108544676239411,-0.4436574689425376,-0.3256124554852252,0.6463304788836871,0.3487040110045329,0.6003148572714729,0.4797739283980682,1.4446501771279108,-0.7364134010501889,-0.4657253861174135,-0.314140468308846,-0.4770750205921583,0.5271963500472846,-0.2949417330739937,1.499081186165308,0.7228358370621308,-0.716907877806542,0.9505788490174764,-0.9455521468877188,0.7111157842647792,0.4800108191106924,-0.0085538266093625,0.5274351282480526,-0.9826443505184712
