f_id,i_id,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,nbc.nb_fitness.cor,ela_distr.skewness,ela_meta.lin_w_interact.adj_r2,disp.diff_median_02,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,pca.expl_var.cov_init,ic.m0,ela_meta.quad_w_interact.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_median_10,ela_meta.quad_simple.cond,ela_distr.number_of_peaks,ela_level.mmce_mda_25,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_25,nbc.dist_ratio.coeff_var,ela_level.lda_mda_10,disp.ratio_mean_25,ela_distr.kurtosis,disp.diff_mean_25
11,1,-0.3465263987989366,-0.2597381226789106,-0.3491755606007642,-0.4033973067303153,-0.4678922204455822,0.4922464606294134,0.9057942569137066,1.8412425550536071,-0.3078320522604605,-1.7884447731245692,-0.364787668334865,-1.6899188164142105,1.0095917115381308,-1.6880906199582737,-1.4264865985188555,-0.7091399635591878,1.986541726726638,-1.8515672284198388,-1.3280375349055853,1.069277545313504,-0.4339967655239612,-0.7320342312889723,1.6760838713683863,-0.3547975035792314,1.1126306851776977,1.606347704425164,-0.8196422584444218,1.1085868754721524,-0.2002453026671801,1.1086415989858711
12,1,-0.3465264208035536,-0.2597381566689101,-0.3491758565011432,-0.9688753659436222,-1.022026820885143,-1.6498597446463192,-0.7232310733497624,2.210561591045973,-0.307832424950704,-1.480770737339986,-0.2992022975590505,-1.7931719429700204,1.245405449182443,-1.842957819529636,-1.529144190492648,1.4275086135387989,2.015849149796824,-1.9742858745403031,-1.3992488032202968,1.2912116176288155,-0.436720566034311,-0.7320342312889723,1.6744624408865358,-0.5301293994940016,1.385152167483761,1.739812289799199,-0.8196422584444218,1.3719876182034658,-0.2003491503353602,1.3720453570104154
13,1,-0.3465264198344407,-0.2597381561763014,-0.3491758586783728,-1.1246556365882665,-1.1563734960509984,-1.6470571634793645,0.4306618689203,-0.6283594996657387,-0.3078324156594369,0.1048238284707938,-0.2931217378772437,0.9370166471880624,-1.4798750559003846,1.2405587433644296,1.484229850283383,1.4275086135387989,-0.8942694150610977,0.7145145709831386,2.022961291218114,-1.39235215027853,-0.5115465265343494,-0.7320342312889723,-0.9060441709790584,0.1452026489142263,-1.2600116454486543,-1.3669466697408297,1.5578143593357052,-1.27816698107787,-0.2000187631780142,-1.2783757888031082
14,1,-0.3465264130443573,-0.259738138688693,-0.3491758443235329,-0.7726873359199229,-0.8261127411999922,-1.4901126181298996,-0.3838507962115098,-0.3287695795770551,-0.3078323899021732,-0.2772643927128507,-0.2998649619845148,0.3504718267462241,-1.550213694851028,1.4064878857623169,1.1539866309323277,1.6945529634057128,-0.5751441416302043,0.7145145709831386,2.191833727507287,-1.5834255675677495,-0.5148062435063002,-0.7320342312889723,-0.1245146787269588,-0.5081646240446844,-1.5991702929574028,-1.5275984854688345,0.9293594927903344,-1.6172575924101336,-0.1994334678884196,-1.6165432575369452
15,1,-0.2972364385059079,-0.2373917703941518,-0.3446062595789259,0.9698612604122142,1.205779366532172,0.6997709232301089,-1.3341155721986058,-0.1353501223969929,-0.2916178997618582,1.3058258495508444,0.4444605823548334,-0.6874752697343944,-1.3841029662635465,0.9418862870482352,-0.3745894896759548,-0.7091399635591878,-0.2625316288815734,0.1695309992074646,0.8835809981827301,-1.2603736043158749,0.1241622669386078,2.37911125168916,0.4381216984752785,0.5503888878327884,-1.1210285298632268,-1.018455807930855,-0.0390143581758002,-1.1338516316120526,-0.073149889929426,-1.133986903631259
16,1,-0.3465264208467052,-0.2597381567901179,-0.3491758595709017,-1.4766527587682927,-1.4306587995633904,-1.6523954133211831,-2.2165042927580774,2.201100856727382,-0.3078323881288007,-1.6260215030708471,-0.3619590729632073,-1.796920298302345,0.7698337665787054,-1.4613207920144948,-1.5296018023439426,1.4275086135387989,1.9083885985394813,-1.9812676793524084,-1.1205075529598554,0.8342112793700658,-0.400026793826581,-0.1372564183666823,1.6817588780548645,-0.5769333342384708,0.9049261177190798,1.329532268093833,-0.8196422584444218,0.903719631125576,-0.1913037521608071,0.9043071076302012
17,1,-0.2003408554556887,-0.0578414680797102,0.1315530182271411,1.431466591521303,1.390509539855961,0.6997709232301089,-0.7232310733497624,-0.8568187135813194,0.0155950175533389,0.5613262350534995,-0.1010594985635054,0.9659757638458604,0.6690955088364419,-0.1145292528849793,-0.936231768498397,-0.7091399635591878,-0.2874972114969151,0.7145145709831386,-0.4572254537999731,0.665462591248659,0.3810643169886867,0.5490256734667291,-0.9960335627217796,-0.3579864522500199,0.7987235107288849,0.274173417080633,-0.8196422584444218,0.7826158413640525,-0.1887502670417414,0.7828265340513588
19,1,-0.3465244261255129,-0.2597378196014157,-0.3491748215259751,-0.2360884314126167,-0.2103827764752328,0.6984363607696544,0.8379182014861956,-0.4969604119075441,-0.3078316833876062,0.4754637134391973,-0.1811744004457967,0.4564916436629081,-0.1042960202997235,0.3749617171887888,1.2426107927997467,-0.7091399635591878,-0.5664604607205187,0.7098152792826832,-0.1052383275586857,-0.2111113334286852,4.504928243924363,0.8235385102000937,-1.3876090240887562,2.6635844402016,-0.2814810594240691,-0.3363034826857847,0.382919962602297,-0.279060715545301,-0.1966055135871818,-0.2786516535127537
20,1,1.452045835335886,0.3276106111935023,1.851524285353221,1.6161260168719478,1.5472519875104431,0.6997709232301089,-0.7232310733497624,-0.6861750982793449,1.034981981130178,0.4157177088159123,-0.1642150997792842,0.4180430989477526,0.8653862749794993,-0.1919628526706575,-0.0240588115841644,-0.7091399635591878,-0.2321387456976771,0.7145145709831386,-0.8376970873671448,0.8447170342725661,1.067025569147878,0.8235385102000937,-1.0333264638043502,0.8577722105684917,0.6796431325441508,0.3853939048923286,-0.8196422584444218,0.6756408270747075,-0.1952157573177508,0.6757975957462824
21,1,1.2244437866295197,0.0382292504897093,0.2996762054438368,1.4632134866397255,1.418497265525268,0.6997709232301089,-0.9947352950603532,-0.742939504190885,0.2605968275955907,0.7591677952731208,-0.1705288191663469,1.147583783564253,0.6815835725164407,-0.1228257100048727,0.951722192660041,-0.7091399635591878,-0.556691319697125,0.7145145709831386,-0.302595271173743,0.603741281196471,0.8332881515520942,0.7320342312889723,0.0708676943360661,2.273997390294858,0.3616313935580292,0.2815881162680799,-1.0152933018028865,0.3557249824546829,-0.1959715717074634,0.3559655396820004
22,1,-0.3450082070458721,-0.2594916753555137,-0.3491593614512837,0.4361445070731716,0.718804123792587,0.6997709232301089,-1.4019916276262676,-0.3722188779290982,-0.3074951347348716,1.148768987098017,0.1623496105585565,-0.3370208749264682,0.2473872685330693,0.3390104030025778,0.2987100808624104,-0.7091399635591878,-0.4503162285534954,0.4894856312699015,-0.2435916488558391,-0.0174114774138408,1.4912389045751149,3.705923295900422,-1.035758609527125,2.759381952561135,-0.3366406460131679,-0.225082994874089,-1.1299171453866337,-0.3305298261939494,-0.1549125182626302,-0.3304114519546816
23,1,-0.3465257971236444,-0.2597375255756053,-0.3491753396998598,-0.3110820048108341,-0.3335455452797267,0.6914966359752902,1.4488027003350576,-0.3935931295377645,-0.3078318842905958,0.0897978871882902,-0.2237505897818784,0.1958595937427275,-0.4741401632414515,0.903169487155393,1.0400412799599308,-0.7091399635591878,-0.4557435291220451,0.6569146812832708,0.9486884434990412,-0.6024507035468113,-0.4792849668575252,-0.4575213945556076,-0.3231399127536855,-0.1781907923212265,-0.8572682525637,-0.8676902577861075,0.7090050348664076,-0.8240277694721562,-0.1981563668803279,-0.8237627153399443
24,1,-0.3465263420213249,-0.2597380066695648,-0.3491758399149809,-0.6861363363369687,-0.4902600331683053,0.5444278528331894,1.8560590329009528,-0.6781159542301749,-0.3078322481265496,1.0965359531159828,-0.03543117731567,0.9919898855893056,-1.0921408206746186,0.8699836586758193,0.2462372552472776,-0.7091399635591878,-0.6532972698173608,0.4130885747682118,0.8225427681986958,-1.2452715816435314,-0.4762015113834014,-0.2287606972778038,0.3116501208909138,-0.4558899782351922,-1.1993953083440692,-0.9171215857024168,-0.2149026698818969,-1.1722011650365352,-0.1854053275048301,-1.171976221604221
25,1,-0.3465264152639675,-0.2597381357330409,-0.3491758184266714,-0.6226713676118054,-0.6134228019727993,-0.0438472797352129,0.566413979775454,-0.7201636623127972,-0.3078322542872028,0.2797687162599338,-0.127455631511167,0.847030691471741,0.2718400330973821,0.540890859586676,-0.9257066959186172,1.1604642636718838,-0.5360675775366248,0.7024306780391106,0.2264027220212511,0.1972998884060028,-0.2919752353303899,-0.183008557822243,-0.0669538966212544,-0.6088330092807681,0.1149094596935887,-0.4475239704974796,-0.8196422584444218,0.1478301433640685,-0.1905666795100264,0.14728918436591
26,1,-0.3465263227127835,-0.2597380079626626,-0.349175781075689,-0.5245917633557972,-0.4231006754683292,0.6131578195466032,-0.5196029070668147,-0.1560235788709487,-0.3078322088380957,0.6861846519009641,-0.0473959516643311,0.0850950627973649,-0.7543241694473664,0.2947626316964733,-0.13922446082668,-0.7091399635591878,-0.1963185619452313,-0.07053567394723,0.1938489993631015,-0.1073670037664974,-0.497059869118153,0.0,0.6610683897297677,-0.3563762708990746,0.0919583030166479,-0.2720427563945878,0.6744202544747572,0.1094806099395858,-0.1843760680716848,0.109120615128527
27,1,-0.3465256537236982,-0.2597306959871865,-0.3491751740410854,-0.259145640758725,-0.2271865957831785,0.6979025357854723,1.923935088328615,-0.3294703747117656,-0.307831676836645,0.5148173691790858,-0.0884259240076628,0.5697103370368977,0.0773207757233145,0.09011668940575,-0.1074967058035764,-0.7091399635591878,-0.6826046928875467,0.3691837637382423,-0.2883530175108006,0.0364305164614716,-0.2014874728384697,0.2745128367333646,-0.7049867912295558,-0.6991173591818997,0.3084480787831901,-0.0644311791460842,0.5281760402472212,0.3123294577901374,-0.1867551423634226,0.3115948766956502
28,1,-0.346525871336299,-0.2597332970842084,-0.3491752894883472,-0.305317702474307,-0.2887540003024738,0.6993705544919725,0.0234055363543856,-0.7170100842066005,-0.3078315780364224,1.8077638404877856,5.207575892739643,-1.3172133489200664,1.4422790136437231,-0.3689539378950693,-1.2014941049655958,-0.7091399635591878,-0.5968533439044149,-1.5375202773522598,-0.7583473883878951,1.2157015042670978,-0.5009127620671837,-0.4117692551000468,-0.3401649328131191,-0.6904619445854262,0.9584894847658918,0.4348252328086378,-0.0103583972798645,0.9309679838219178,5.289991755585905,0.9310434295589544
29,1,-0.2228334775365587,-0.1415068326025632,-0.2657809676093896,1.2006639259667584,1.1890035069901292,0.6997709232301089,-0.3838507962115098,-0.5537248178190841,-0.2243935055924894,0.5488046173180807,-0.0758966577410135,0.8291971111570521,1.0216587736001497,-0.9497059362876776,0.3246414191024473,-0.7091399635591878,-0.91380769710789,0.3247418907996496,-0.8254894413703371,1.2143882849042853,-0.4704855445908659,-0.2287606972778038,-0.6701260358697629,-0.148623821345221,1.2673559659232725,0.9241953791800936,-0.8542270388360701,1.2508838284419423,-0.1841109185520417,1.2506484340216364
30,1,-0.3094002698770248,-0.0447505813108611,-0.3333116393992834,1.0073868686230054,1.0434729254629125,0.6997709232301089,1.4488027003350576,-0.4966100143401889,-0.291659905906226,0.9369747671160714,-0.0018561797588118,0.7817499708702649,0.4397817059763916,-0.615082165785272,0.2468474043823372,-0.7091399635591878,-0.6326735276568607,0.3977823103724426,-0.6688246510779723,0.540706751781472,-0.4007542545748379,0.3660171156444861,-0.2874684421529671,-0.6526216215533774,0.6317805495769344,0.6127780133073462,-0.2949417330739937,0.6271993111700968,-0.1754877727797631,0.6272404198953434
