f_id,i_id,ic.eps.max,ic.eps.s,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,disp.ratio_mean_25,ela_level.mmce_qda_50,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,pca.expl_var.cor_init,ela_meta.lin_simple.coef.max,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,disp.ratio_median_25,ela_level.lda_qda_50,disp.diff_median_25,ela_level.mmce_mda_50,disp.ratio_median_10,disp.diff_median_05,ela_level.lda_mda_10,disp.diff_mean_05,disp.ratio_mean_10,ela_level.qda_mda_25,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_25,ic.m0,disp.diff_mean_10
14,1,-0.3870915747364955,-0.9080514294294376,-0.8521587574511447,0.4025335665780716,-0.2643087774979114,-1.6407833218155523,1.8221977608425264,-1.7056930357875075,-0.3353694044237275,-0.3303101607584774,-0.481583109821715,0.6172133998483701,-0.3628131641586855,1.4697335018077842,1.2239805583873618,-1.6835758215846337,-0.2570083188147833,-1.6841351860910587,-0.2108935330091959,-1.6954494264112685,-1.6760258708954572,1.0471572459043332,-1.7036005017852045,-1.7201703461654791,-0.8132627009025397,2.456710764762338,-1.6157574679484548,-0.3887681921211022,-0.6012912029005241,-1.719816524726559
15,1,-0.3825659710380452,1.109905747176593,0.8668780357291835,-0.6494191738009626,-0.241943079777644,0.6463192316062943,-0.6548570506842823,-1.2078617553713982,-0.141354246821363,-0.3140984665509855,0.6886631290144724,0.6172133998483701,-0.3134241937776154,0.9936969627300348,-0.3560295075422013,-1.1926229236770896,-0.2758926733285749,-1.1922126480146364,-0.0898934412876445,-1.3606350651424148,-1.4578305122825015,0.0444885713785038,-1.4771628722952066,-1.3857780617520972,-0.2942093189671295,1.0428130601165526,-1.0898770477074309,0.2258392206332705,-0.2848859529871448,-1.3859606960123076
16,1,-0.3870915898371125,-1.5084514469406602,-1.546625738487028,-1.7738346108296876,-0.2643087956149939,-1.8102705973936477,1.5470030867191007,0.8905126812885688,2.202292620737635,-0.3303101589854107,0.9760189670205114,0.6172133998483701,-0.362813171976704,-1.4686587066661905,-1.5499059888533124,0.8923600214791939,-0.6505249415507064,0.8921331029548649,2.110415489179672,0.8102141471495476,0.7800094832874528,-0.763785156045382,0.7942700834245069,0.81699712886533,0.7956638129815878,-1.123111106409251,1.3352996475788708,1.842777306526881,1.9123727269668844,0.8174351876404041
17,1,0.0890103994918578,1.2933690214202638,1.3222550334065923,1.026342868171062,-0.0622374679208666,0.6463192316062943,-0.6548570506842823,0.7657950327500862,-0.8650448437475743,-0.0069385232529642,0.9760189670205114,0.6172133998483701,-0.2163340019863672,-0.088719453506281,-0.9365700786182068,0.7837236355592275,3.14813085383301,0.7828695748269957,-1.0602600986412032,0.6353212795761823,0.5511285711665046,-0.763785156045382,0.5627892132754229,0.6321298496774429,0.2790424080699703,-0.4062671690616234,0.2452465434870295,-0.8036864707694376,-0.3101544278066158,0.6323088091236398
18,1,0.8099256258614677,1.3044762273681174,1.4076382204711064,-0.3756527843990417,-0.1382757391085803,0.6463192316062943,-0.6548570506842823,-0.1914129197827673,-0.4738512379297632,0.3230845125493713,0.9760189670205114,0.6172133998483701,0.0893192868017024,0.4694900595789407,0.6615720257887435,-0.2086279665943151,0.842727620517789,-0.2078448586334701,0.1081681613627159,0.0793388951114394,0.2261248353827855,-0.763785156045382,0.2243365143557252,0.0775280121137845,0.105329763513274,-0.2743327020651274,-0.3495599512516091,-0.0025989327798585,-0.3683817828253959,0.0772784573475993
19,1,-0.3870905617830941,-0.2965442059703611,-0.3228000572289921,0.5099839725940893,-0.2643084581346261,0.6449254217742378,-0.6548570506842823,-0.3275630194372761,-0.504078237121436,-0.3303094543657377,-1.461299934327811,-1.6201851746019624,-0.3628111732492384,0.4128190430220655,1.315586770173119,-0.3277101588527387,-0.406787169811425,-0.3284681388098916,-0.7466062295976286,-0.2731689080130864,-0.2418338149448723,0.4813656367076108,-0.2568063023235984,-0.2745354092807936,1.0009921588476034,-0.02585612255506,-0.3852993972874075,-1.0826296581004355,-0.5925021681807064,-0.2744807107942311
20,1,1.7924273974850875,1.4490365127794311,1.5044228920553906,0.4710166185605026,0.3235480242469645,0.6463192316062943,-0.6548570506842823,0.6556277765410939,-0.6938756739063584,1.0122726631365442,0.9760189670205114,0.6172133998483701,1.43937140451407,-0.1680588766859038,0.006295922205941,0.6604631207654187,1.2599113999727944,0.6603571184946738,-1.049782437067549,0.8211024190607302,0.8701989845610314,-0.763785156045382,0.8624421213345658,0.8129191741773609,1.5401962075515898,-0.8174629245340356,0.3601233343163805,-0.6327463559704973,-0.2541243314677869,0.8133383197689951
21,1,0.2555154454396541,1.321164804304767,1.353573575048804,1.210401434031832,0.0339163510340189,0.6463192316062943,-0.6548570506842823,0.3261653216519355,-0.7508149049418351,0.238021040095344,1.0384876274566068,-1.6201851746019624,1.211312231274675,-0.0972201059898114,1.0149102712480942,0.3335093823716736,-0.6432735962717178,0.3331797960876007,-0.7665475854958731,0.5713526820979861,0.6906473889655463,-0.9663651535516218,0.67350794159634,0.5709605293579224,-3.622543588673442,-0.2391501775327287,0.2529049962089869,-1.1875247285452395,-0.5826145041209144,0.5708692058130516
22,1,-0.387075250507538,0.6262702321921803,0.3403625984795421,-0.2942358872480165,-0.2640621009759655,0.6463192316062943,-0.6548570506842823,-0.3805680200661323,-0.3789525195373022,-0.3299729637455048,0.2617939493678206,0.6172133998483701,-0.3612919089380513,0.3759828822600944,0.3399254301898704,-0.386206674348106,-0.4215675714651933,-0.3852175088263551,-0.6107346182231492,-0.072416394650663,0.0621182014803721,-1.0850483844138634,0.0634610134338512,-0.0849105162902775,1.613155518265402,-0.1753818518177554,-0.2704226064580565,-0.6032203361415895,-0.4749488288031692,-0.0846162388518554
23,1,-0.3870910749696921,-0.4188623114710981,-0.3967817597737359,0.2458350578047132,-0.2643081638544859,0.6376776106475428,-0.6548570506842823,-0.8887924378604477,-0.4003926003593027,-0.3303096552340848,0.1732966804166853,0.6172133998483701,-0.3628125470009342,0.9540272511402204,1.106201143234245,-0.9199873782433268,-0.2573786002758381,-0.9208503971765554,-0.4495138256220877,-0.678757036704626,-0.5894476246307593,0.81899896588468,-0.5795004892265606,-0.6626207637524222,0.1956603386827565,1.1131781091813542,-0.934155175694306,-0.2582321044564556,-0.4804419755030512,-0.6629104683705207
24,1,-0.3870915703703748,-0.5745020348153957,-0.7667755703866306,1.0527080140916585,-0.2643086453645876,0.4840797671548938,-0.6548570506842823,-1.2473556774085846,-0.6857917090062593,-0.3303100190073008,-0.1567460755540188,0.6172133998483701,-0.3628130929930077,0.920024641206099,0.2856869846575118,-1.2730556324832194,-0.4954695797340347,-1.2728380765940177,-0.599580978483453,-1.3449831742700906,-1.2997550572279544,-0.1376288001170069,-1.2445170178606546,-1.2885868083555232,-1.242332932957581,0.9768458266183088,-0.9852115271740176,-0.2450230955856283,-0.6803925153788676,-1.2882341654189375
25,1,-0.3870915490888845,-0.6968201403161328,-0.7041669197319318,0.905792798458647,-0.2643087745397026,-0.1303116068157013,1.2718084125956748,0.1120666916608744,-0.7279689171806863,-0.3303100251668917,0.9760189670205114,0.6172133998483701,-0.3628131663827536,0.5828320926926911,-0.925690855531774,0.0786317077132902,2.3297779681136173,0.0793469597331369,-0.4092931247425777,0.1501126625341238,0.1823430038079111,-0.763785156045382,0.2015471822058055,0.174719265510357,-1.0984988632646355,0.3325658461187492,-0.5001761881167578,-0.4291722192553958,-0.561740546661351,0.1742483954460531
26,1,-0.3870915120973954,-0.5078032630985353,-0.6074106807773726,0.1335759144824232,-0.264308646658804,0.5558609735058143,-0.6548570506842823,0.0725727696236881,-0.1620913741737895,-0.3303099797256216,0.0431536378414864,0.6172133998483701,-0.3628130736456864,0.330646069014593,-0.1127448521456023,0.055650933768682,-0.0663133663715932,0.0557343157104758,-0.0821196923781593,-0.1656472228901614,-0.4966129933614208,0.7831893703658974,-0.4886424819127976,-0.1515171095270897,-0.1757372953794621,0.2973833215863547,-0.3189261403637878,0.4535003735245864,-0.217869563248547,-0.1515934553167256
27,1,-0.3870909109053396,-0.3132327829070109,-0.3455461610090823,0.6247303938334168,-0.2643013283585289,0.6443678978414149,-0.6548570506842823,0.2814748309256463,-0.3360723578933014,-0.3303094478159061,-1.531056605148118,0.6172133998483701,-0.3628124033129782,0.1209633077541591,-0.0799495129865016,0.2791911894116892,-0.2488004130947365,0.2784636570537402,-0.4353182841352018,-0.0166140011058541,-0.123628228546025,0.6317659378864894,-0.0921472942121366,0.0149993735649399,0.3745843625761539,-0.223757823049804,-0.104489464148994,-0.5348442902220134,-0.7100555075582486,0.0145993301623608
28,1,-0.387091025241452,-0.3743779516499447,-0.3910952338287133,-1.2876546873127697,-0.2643039317054785,0.6459010886566774,-0.6548570506842823,0.9185741522097264,-0.7248056265676043,-0.3303093490327201,-1.391543263507505,0.6172133998483701,-0.3628126213626403,-0.3494061296679032,-1.2107580343762652,0.947722795073024,-0.4563123152274962,0.9472402479469182,-0.6840782492387264,1.2055945209243537,1.3132325363549002,0.0741593790940631,1.260963649539155,1.1629436182279551,-0.5130872511085667,-0.7317055209863131,0.4111796857960921,-0.4944402630877184,-0.6232637897000644,1.1625325856940167
29,1,-0.3044993516828018,1.0932449382548126,1.094566534567888,0.8877185789281751,-0.145975202299442,0.6463192316062943,-0.6548570506842823,1.2480366070988849,-0.5610174681569124,-0.2468856641670224,-1.851729062053408,-1.6201851746019624,-0.2388717990971798,-0.9444518035150962,0.3667293131564434,1.2642307271283115,-0.4287263463789182,1.2650087322442125,-0.4802708321770071,1.2042334869354558,1.1648030172654422,-0.7995947515641623,1.144624571892783,1.1935282783877157,-0.3202662156506335,-0.8042694778343858,0.9166375654452312,-0.6840283904101794,-0.9440635569733536,1.1933945838111213
30,1,-0.3713800585942707,0.9487124208583684,0.9038973196312804,0.8396312058654515,-0.0491352576420783,0.6463192316062943,-0.6548570506842823,0.6057407171256995,-0.503726760386649,-0.3141404654520569,-1.1093931472044736,-1.6201851746019624,-0.3256124554461174,-0.6015921533460015,0.2863176642567252,0.6113678309746652,-0.5967107025440844,0.6111150628755143,-0.5029161007394204,0.5060230506308937,0.4325092812918215,-0.2205024354604661,0.443919901737323,0.4873624582545768,-0.9671721039797724,-0.6349535785222161,0.5949825511230489,-0.5441682964837739,-0.6595185579193042,0.4876386654680267
