f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ic.eps.s,ela_meta.lin_simple.coef.max,disp.diff_median_25,ela_level.mmce_qda_50,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,disp.ratio_mean_25,disp.ratio_median_05,ela_level.mmce_qda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_mda_50,disp.ratio_mean_05,ic.m0,disp.ratio_median_02,disp.diff_mean_10,ela_meta.quad_simple.cond,disp.diff_mean_05,disp.ratio_mean_10,ela_level.qda_mda_10,disp.ratio_mean_02,disp.diff_median_02
12,1,-1.045258385957239,-1.8079093224383296,-0.3870915867968996,-0.2643087955073229,-0.3303101983172247,-1.1039884186066664,-0.3628131719673509,1.4147689226408262,2.298824584927669,-1.562795839524276,-1.605368494115568,-1.864786267841972,1.5470030867191007,-0.6833424647366665,1.4022627680106972,1.2570907102730855,1.999342499470417,-1.896478139211052,1.7915760677198749,2.22189584781858,1.2633580928617203,2.0937960209036643,1.2461869604116416,1.3070336376206255,-0.4918953646365448,1.263259955368209,1.3070171147059946,1.5154113793149004,1.2497563521568391,1.2462303212098405
13,1,-1.1989007084672465,-1.8049819660923248,-0.387091588953174,-0.2643087950142881,-0.3303101890275597,-1.2375094018446378,-0.3628131709962916,-1.2420478441386422,-0.5861313861945032,0.0723772216564254,1.446873238769313,0.9310720176871224,1.5470030867191007,0.4471536262538934,-1.260777601941582,-1.437720938607313,-0.7740828364588257,1.2087791340008878,-1.342521369490631,-0.5380475031723576,-1.4547737848182056,-0.862108811395993,-1.4806364869094202,-1.401576053459091,-0.5624855809371031,-1.4550401725922502,-1.4015505840347195,-0.2386205855486765,-1.5028715627202494,-1.4797199033599038
14,1,-0.8517628652679481,-1.6410500107160502,-0.3870915747364956,-0.2643087775115531,-0.3303101632747374,-0.9092784228629692,-0.3628131641925707,-1.5827006146377798,-0.2816834282446812,-0.3216581640252056,1.1123704115511015,0.3304189338752326,1.8221977608425264,-0.3508436144453264,-1.6015169638242783,-1.55175645495034,-0.3146910701732726,1.3758781800930102,-1.5045868694259397,-0.1515240575494253,-1.5758838839786824,-0.5379625895772331,-1.548953766637876,-1.5986227618923028,-0.5655607720150511,-1.5763064563302835,-1.598968054788416,-0.1918387930234486,-1.5616450312560275,-1.5500758275614048
15,1,0.8668707737616592,0.6463304788836871,-0.3825659710380453,-0.2419430797912103,-0.3140984690550967,1.1101257173804957,-0.3134241938109641,-1.1024524550057242,-0.0851275536384805,1.3109322682231244,-0.4359218893974885,-0.7324940824992793,-0.6548570506842823,-1.2818403952610675,-1.1157605520926934,-1.3415527381889991,0.3284574026265029,0.9080008510350696,-0.9909639004001972,-0.0277535803284863,-1.3573591398413003,-0.2204315967751818,-1.38423787134166,-1.275378358615062,0.037237041205515,-1.3577582053458426,-1.2752034027523549,0.4762280246234039,-1.4039291768398745,-1.3839242783715255
16,1,-1.5460669776281557,-1.8105578829418576,-0.3870915898371125,-0.2643087956286356,-0.3303101615016706,-1.5101089534709642,-0.3628131720105892,0.9324272942618071,2.2892104388871486,-1.7125883176017498,-1.6058320084258009,-1.8686247830092992,1.5470030867191007,-2.1463374060185663,0.9317179349345904,0.8203924887013988,2.020482651547273,-1.5121503331991692,1.3776857140389327,2.222933030588588,0.8342070893148117,1.9846447421279587,0.7704807488055236,0.8579837885663043,-0.4572787516359573,0.8345351021712745,0.8575633396234126,1.5154113793149004,0.7774544503261618,0.7705417700405844
17,1,1.3221409749309974,0.6463304788836871,0.0890103994918578,-0.0622374679338273,-0.0069385255268943,1.2937205428234249,-0.2163340020186611,0.8257568243469635,-0.8182952090989288,0.5431535813284858,-1.0048084528235646,0.9607276929548224,-0.6548570506842823,-0.6833424647366665,0.8100253056907695,0.5991530768100867,-0.7488772705210326,-0.1558630757514434,0.3130400452331361,-1.0203374912260166,0.6109432543407147,-0.2457899746725675,0.669471764667132,0.6787415510262602,0.2795963929586091,0.6111193235244949,0.6785714994733938,-0.6633650310978492,0.6658271431790727,0.6697787565441289
18,1,1.4075041376502484,0.6463304788836871,0.8099256258614678,-0.1382757391217972,0.3230845105227555,1.3048357131241926,0.089319286772729,-0.1414458276209514,-0.421978744539687,-0.3888065162668326,0.5612518966839604,-0.4558753261886992,-0.6548570506842823,-1.148840855144546,-0.1239656237555555,0.285424029543785,0.0894110676035782,0.3927787922510266,-0.2679024391503542,0.1748427874130506,0.2844725522559511,-0.3042244976534992,0.4666155475593248,0.141352536278336,1.8070140240984904,0.2844587523267608,0.1415959790233406,0.0791532978239089,0.4620227414938565,0.4664510603815663
19,1,-0.3225283119855592,0.644936499671304,-0.3870905617830941,-0.2643084581482679,-0.3303094568819971,-0.2973327219542069,-0.3628111732831236,-0.2592064582682684,-0.4526015800761603,0.4546063036472202,1.202137682966243,0.4389888636688464,-0.6548570506842823,0.846152246603494,-0.2568134106800587,-0.1665139614930997,-1.040773985736101,0.337079110220319,-0.3028088545210364,-0.6995022877035825,-0.179431784093529,-0.529142284221619,-0.1038127819525054,-0.199226158546922,4.170016838631469,-0.1799204292422573,-0.1992781871447087,-0.4999140120920225,-0.1130270225972089,-0.103802828396242
20,1,1.5042661109756994,0.6463304788836871,1.792427397485088,0.323548024235304,1.0122726616263955,1.4494996545886836,1.439371404499763,0.7061518517517463,-0.6448845008865748,0.3929921562606733,-0.0808699277589435,0.3996155094998661,-0.6548570506842823,-0.6833424647366665,0.7025301498587284,0.9076270311573552,-0.5699990606399323,-0.2338426305944314,0.4252392374960421,-1.009619935935935,0.9000277953802894,-0.1895605280305363,0.866460239957771,0.8540171374058334,0.9267267851397332,0.9003319385223922,0.8536149902083376,-0.987985030449736,0.8599064385598076,0.8661177598322959
21,1,1.3534521716460337,0.6463304788836871,0.2555154454396541,0.0339163510213823,0.2380210380049829,1.3215362565010955,1.2113122312578908,0.3867391499598022,-0.702569377129699,0.7471812669857348,0.907497086428077,1.1467039615827712,-0.6548570506842823,-0.9493415449697274,0.3810587876063012,0.7342089648292489,-1.1505401599813214,-0.1642180280560486,0.320519991383997,-0.7199002155137372,0.7178360809910489,-0.519219440696556,0.6820454971324915,0.6192547719988982,0.7062207634948544,0.7179804688220205,0.6193462582472856,-1.8540187018313952,0.6793577258635687,0.682269889082392
22,1,0.3404788166404175,0.6463304788836871,-0.387075250507538,-0.2640621009896064,-0.329972966261512,0.6261434145593204,-0.36129190897192,-0.3146090438404935,-0.32583728413448,1.1489645394644763,0.246062165725461,-0.3736101479037239,-0.6548570506842823,-1.3483401653193463,-0.3085327781086836,0.1272457326808742,-0.5391019152968333,0.300874316900357,-0.1906096622581303,-0.5605197965225281,0.1291356859414257,-0.4111707000903043,0.2478326026620615,-0.0153964252967329,1.3269262734627008,0.1291883609527227,-0.0156799393437709,-0.1983996541702793,0.2421507728708017,0.2479668842565265
23,1,-0.3964926640986098,0.6376878077669108,-0.3870910749696921,-0.2643081638681276,-0.3303096577503444,-0.4197385348914105,-0.3628125470348194,-0.8375302132475011,-0.3475581325963972,0.0568814480622032,0.996955348303063,0.1720877862595466,-0.6548570506842823,1.4446501771279134,-0.8044302422772526,-0.5028399083112466,-0.1780931644458854,0.8690110736135724,-0.8388716619993645,-0.395607736091277,-0.4916852136681512,-0.4166833909375591,-0.4738996408495993,-0.5753098881209127,-0.5320502820039311,-0.4913715352679186,-0.5750294398125768,-1.1845256100221877,-0.461862357431863,-0.4737378580665795
24,1,-0.7663997025486972,0.4840712985622723,-0.3870915703703748,-0.2643086453782294,-0.3303100215235606,-0.5754898587309171,-0.3628130930268929,-1.1811644689870355,-0.6366946727779824,1.09509827887504,0.192912524818734,0.9873675368393662,-0.6548570506842823,1.8436487974775144,-1.154296551353237,-1.1875785156613172,-0.1642707573187094,0.8355912643951516,-0.8887379696717671,-0.5491107860524415,-1.1335687392186795,-0.6173453377777447,-1.0925272781453097,-1.1807580124983954,-0.5291413746218278,-1.13321803196579,-1.1811010750264248,-0.0212564032058489,-1.0390262750673815,-1.091890385034805
25,1,-0.7038057350802354,-0.1303947382562808,-0.3870915490888846,-0.2643087745533443,-0.3303100276831515,-0.6978956716681207,-0.3628131664166388,0.1389303120275222,-0.6794242107358522,0.252792299932003,-0.9941476236882032,0.8389216143129132,1.2718084125956748,0.5801531663702854,0.1721531074044094,0.2433832861915155,-0.3569713743269856,0.5041781563124416,-0.4150080467839417,-0.354466152880965,0.262356795017951,-0.498271215476976,0.2725609431772695,0.2352403377799057,-0.355343770315475,0.2624634298457488,0.2356983067492691,-0.4671097063578692,0.3047297177865948,0.2724256579244552
26,1,-0.6070721877163957,0.5558612280000118,-0.3870915120973955,-0.2643086466724457,-0.3303099822418814,-0.5087432610748074,-0.3628130736795716,0.1158780467658559,-0.1061362431344329,0.6719160809566593,-0.1975210291676035,0.0586590170152928,-0.6548570506842823,-0.4838431545618661,0.1336171081438659,-0.4124523101038692,0.566690654877241,0.2563145712757897,-0.237982654546918,-0.0198018457584259,-0.4037487503646735,-0.1531767684386361,-0.7538747504116151,-0.0802448074643777,-0.5488189834935479,-0.403679137890867,-0.0801696464566452,1.1134873203633993,-0.7629178221618913,-0.7539907176211784
27,1,-0.345269081274737,0.6443789079863504,-0.3870909109053396,-0.2643013283721706,-0.3303094503321656,-0.3140332653311102,-0.3628124033468635,0.3333215424317224,-0.2823955872106458,0.4951904725844669,-0.1653840369914429,0.5549308257323968,-0.6548570506842823,1.9101485675357928,0.3374522621272658,-0.0519529358581695,-0.4675506313443931,0.0502257477621762,-0.0285441623228216,-0.3810871773111669,-0.0214620895363848,-0.6471138683529387,0.0776680899641903,0.0806656309666665,-0.2699783345205691,-0.0209983529396415,0.0810546213255398,0.7443675671460521,0.1038851310636127,0.0778585987417293
28,1,-0.3908074717763154,0.6459122851199722,-0.387091025241452,-0.2643039317191202,-0.3303093515489794,-0.3752222778368361,-0.3628126213965256,0.9862266283368376,-0.6762194953890119,1.8285648956681884,-1.2734922479886772,-1.377379359930789,-0.6548570506842823,0.0481550059042742,0.9590987765144492,1.3359171040585882,-0.4252703271906784,-0.4120816130926942,0.4751055451684448,-0.6355426835530973,1.2849472844511969,-0.5600133529662645,1.4431754357022806,1.1921124540323946,-0.5524537720727715,1.2849684636658725,1.1925149816688505,-0.0791631341974427,1.3537727065438996,1.4431522660350258
29,1,1.0945058743463283,0.6463304788836871,-0.3044993516828019,-0.1459752023126848,-0.2468856666207653,1.093452961929344,-0.2388717991297185,1.2964537839568857,-0.5102864563192844,0.5302404366666348,0.2723279766386695,0.8206590798260247,-0.6548570506842823,-0.3508436144453264,1.2805701387668764,1.19192755807707,-0.6236625236042624,-0.9969282744151264,0.9687819911252264,-0.4270689467815156,1.172788801315624,-0.881954498446124,1.0223745225282348,1.2219935203708987,-0.5237489769893017,1.17268278924849,1.2221276022819043,0.4243116451137004,1.0269245685715505,1.0224286613760214
30,1,0.903881375779796,0.6463304788836871,-0.3713800585942707,-0.0491352576549949,-0.3141404679561995,0.948816808390605,-0.3256124554795985,0.6580784158809817,-0.452245500593178,0.9305479211840216,0.1935305438990447,0.7720706853196238,-0.6548570506842823,1.4446501771279134,0.6538530981611986,0.4851175604670585,-0.477307624610635,-0.6599451981293462,0.6546242527890898,-0.4502326953116914,0.496678508611048,-0.5963971125581647,0.4406298337975809,0.5386696689863731,-0.4579650323228533,0.4963915718213537,0.5384050952382703,-1.454947191204603,0.4658282178738714,0.4404086013481968
