f_id,i_id,disp.diff_median_25,ic.eps.ratio,ic.eps.s,disp.diff_mean_10,ela_meta.lin_w_interact.adj_r2,disp.diff_median_05,nbc.nn_nb.sd_ratio,pca.expl_var_PC1.cov_init,ic.eps.max,disp.ratio_mean_10,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.skewness,ela_meta.lin_simple.intercept,ela_level.lda_qda_10,ela_level.lda_qda_50,disp.diff_mean_02,nbc.dist_ratio.coeff_var,disp.ratio_median_25,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max,ela_level.qda_mda_10,ela_distr.number_of_peaks,ela_level.mmce_qda_10,ela_meta.lin_simple.adj_r2,disp.ratio_median_10,ela_level.qda_mda_50,ela_level.lda_mda_50,ic.m0,nbc.nn_nb.cor
12,1,1.3966470070741956,-0.9721480882293908,-1.0252343161380733,1.2878749270652057,-1.7650222321603006,1.2357254051790345,-1.4036808113653565,-1.6498597446463192,-0.4360285015036777,1.287846182782269,1.4275086135387989,-0.5675943218006586,-0.3003975563712817,-0.4556602645483414,-1.1225051189277715,-0.6481505764806454,1.2287867297334325,1.7636789149986885,1.395828396534711,-0.7642259246862698,-0.4024559365250143,1.4022980474206133,-0.7595059965715167,1.6148762071487506,-1.228939687196669,1.2905777030383832,-0.2225310539779698,-0.4873933362384979,2.0158168643664207,-1.7542310422121636
13,1,-1.364495311380889,-1.1293910435484011,-1.1607963877371523,-1.5377226457221824,0.9669081839338126,-1.572064986812716,2.214027241935889,-1.6470571634793645,-0.4360285058812356,-1.5376748495056258,1.4275086135387989,0.0901291198194993,-0.2943152263840942,-0.4556602355559625,0.2521670381983988,-0.4309559234741741,-1.6389813136190534,-1.4587854972336367,-1.3639605020544747,1.617758336417086,-0.4024559344583528,-0.2887307346106513,-0.7595059965715167,-1.069108634186569,1.80280152195238,-1.5190755260350952,-0.4240154771626793,-0.4068513451214912,-0.9085901549761182,2.3733978216364227
14,1,-1.7185245362356762,-0.7741179685519616,-0.8275478570965028,-1.7432800218580855,0.3799891552835844,-1.691149837945407,2.3925467237575324,-1.4901126181298996,-0.4360284770192619,-1.7436166157073676,1.6945529634057128,-0.5462022558725124,-0.3010604137260912,-0.4556601551832491,0.1186817563181421,-0.2532680163749526,-1.7001825352567468,-1.625420490706271,-1.71794264188888,0.9881066364745524,-0.4024559199783024,-0.2436293001899118,-0.7595059965715167,-0.4090327961728195,0.7353235168257671,-1.7191266857268952,-0.5683449175832159,-0.3486670035569483,-0.5878980014189743,2.396835461872786
15,1,-1.2194184128850514,0.9847921292440376,1.2227262047657803,-1.4060743313057522,-0.6586201383724948,-1.4715146589035557,1.009558448922391,0.6997709232301093,-0.4268408277000792,-1.405872119136512,-0.7091399635591878,0.4847505333697545,0.4434818349275236,-0.4050646189891128,-0.5266856446368285,-0.2721277109890219,-1.5355122103405765,-1.0973157421622353,-1.2198240618823817,0.0178886082612173,-0.2973436162432442,0.4004411840379659,2.3804223582272903,0.7388196721378548,-0.4776691799466173,-1.380895859031483,-0.35663552041776,-0.3160594287082258,-0.2737505856895266,0.7327630050909277
16,1,0.8953652104811097,-1.4846932106734845,-1.4375630729373532,0.8194301128392598,-1.7687729788961193,0.7810923223745478,-1.1090161245031265,-1.652395413321183,-0.4360285076757625,0.8189854283963038,1.4275086135387989,-0.613177890822825,-0.3631726028989851,-0.4556601496496348,-1.1225051189277715,-0.6462707703181318,0.7369998312024135,1.3381187778224226,0.8955901629962703,-0.7642259246862698,-0.4024559366170363,1.4022980474206133,-0.1592255758011565,1.6148762071487506,-1.2285694208057123,0.8121048262497512,-0.2309207762185823,-0.4867527159074818,1.9078286902094224,-1.1943318587879077
17,1,0.7845060980672756,1.4507316616009798,1.409127579803265,0.6324462026058739,0.995885776143322,0.5507010783420916,-0.4078432199988422,0.6997709232301093,0.5305294168764204,0.6322648937067241,-0.7091399635591878,-0.3999398294974772,-0.1021970697151293,0.5535595586950416,0.27524415472685,3.1474245975897346,0.6208261924704632,0.2434550514714256,0.7853681793352586,-0.7642259246862698,-0.0907109682954288,-0.6982187581013896,0.5334056789338746,-0.236733588455995,-1.117119237127908,0.6354273415734886,2.1811243679575103,3.6212411722419255,-0.2988387473623641,-0.2646387960787937
18,1,-0.2206758197312241,1.5380953239179065,1.4204126638073509,0.0718467553266863,-0.3883263262939659,0.2235527184874318,-0.2787929921759677,0.6997709232301093,1.99409466254988,0.0721032896379879,-0.7091399635591878,1.219786152339282,-0.2472523541926169,1.583537810142649,-0.329851415423568,0.8450318464443766,0.4084956009639853,-0.3538673097458625,-0.2214672483374472,-0.7642259246862698,0.5597970516293009,0.0176290089546164,-0.1592255758011565,0.3578200156372716,-0.816833194062461,0.0737716801707409,-1.3481958177301494,-0.1797994843010883,-0.3566505981736847,-0.644849404357591
19,1,-0.3430605715868854,-0.2324807174642026,-0.2062475572515667,-0.2834419142112765,0.4860766115082284,-0.2474938821472511,-0.0357483964428875,0.6984363607696548,-0.4360264205730397,-0.2834894933370195,-0.7091399635591878,2.54284662816704,-0.1823352963979826,-0.4556579505821153,0.3592946330633169,-0.4028512805198748,-0.1910033609476836,-0.3897579237245841,-0.3422874996581704,0.4406264634113091,-0.4024516828161,-0.5406387463752694,0.810458180827887,-0.8337139419537245,1.1194748974427844,-0.2823331333012591,0.9524233279378084,-0.1599082230230366,-0.579171684315377,0.2900520228484922
20,1,0.6602045822609628,1.6371249298209425,1.5672880321205258,0.8152921375790987,0.4476035371057726,0.8718769631929412,-0.810049763380134,0.6997709232301093,3.988719542374098,0.8148665930722679,-0.7091399635591878,0.78411914382278,-0.1653710581693385,3.734444653764753,0.6460617428653944,1.2616708516440776,0.8228780392376203,0.3588177392601724,0.6603086209506485,-0.7642259246862698,3.433051690473349,-1.011178711581887,0.810458180827887,-0.5158097699691614,-0.6085583491496203,0.8231042027276512,3.814236237856736,2.5702714881933626,-0.2432084758269398,-0.6266201286182023
21,1,0.3282494625110663,1.4827766413019767,1.4373685025234892,0.5703901230658016,1.1776096594910908,0.6911405483738823,-0.2443795980898681,0.6997709232301093,0.8685594508731195,0.5704823638462024,-0.7091399635591878,2.1634176703983825,-0.1716866157443294,1.3180608066745148,2.086571555969793,-0.639028894118285,0.6351774833406403,0.2511458973240093,0.3285828432016422,-0.9602495671212096,2.94768370442006,-1.8461052658585049,0.7181073468632162,-1.2195670972632324,1.4012476209604234,0.5708060047658279,-0.1219854765006292,-0.4754297515567711,-0.5693545775738329,-0.1917216931212162
22,1,-0.4006386573201865,0.446064091020645,0.7313454345178801,-0.0916723691976388,-0.3079421580743673,0.0584638429485864,-0.1820053213088118,0.6997709232301093,-0.4359953364039844,-0.0919636507693996,-0.7091399635591878,2.636146316337141,0.1612887288216625,-0.4546077874630063,-0.1907099775314361,-0.4176123813697756,0.1794244451527462,-0.2743952359358372,-0.4016377985525621,-1.0750917010729928,-0.3992183015469788,-0.249954501358674,3.719509450715017,0.2170685501784575,0.05792115457147,-0.0795321294899846,0.6526218472459214,-0.214985555982151,-0.4624571930547865,-0.5120361096848607
23,1,-0.9440934367839288,-0.3081784361950195,-0.33052454484656,-0.6757691206555148,0.225278281622646,-0.5974015145236559,1.0783852370945946,0.6914966359752905,-0.4360274624182411,-0.6754653216743336,-0.7091399635591878,-0.2248321613282188,-0.2249238814444955,-0.455658577477836,1.1660887265972089,-0.2536378143085619,-0.5540198982139081,-0.9409352098263738,-0.94320927596388,0.7673325341362116,-0.4024546065094753,-1.2006597378982868,-0.4824534946775043,-0.5910390015074929,0.6007316837132025,-0.6920599071030199,-0.0831830111377966,-0.2540473806658614,-0.4679111412445309,0.829117748284869
24,1,-1.3012212212277867,-0.686754306235035,-0.4886567844538104,-1.3073672266224712,1.0219164945688128,-1.3123961006824636,0.945033335010958,0.5444278528331898,-0.4360284681553867,-1.3077065439136806,-0.7091399635591878,-0.4952906190971902,-0.0365496413165845,-0.455659712787982,-0.1900312388100111,-0.4914178856192786,-1.1553621132847178,-0.9922075155102612,-1.3014307228621698,-0.1583346662510034,-0.4024557685196208,-0.0791740698020931,-0.2515764097658273,0.4451829941979148,0.8071551966712627,-1.3650842553445024,-0.5431757508613786,-0.4591740106572361,-0.6664348553513351,0.7952633790545652
25,1,0.0707098843747049,-0.622693438961684,-0.6129337720488037,0.1697896759737098,0.8768648183110438,0.1794819807877127,0.31483805580925,-0.0438472797352126,-0.4360284249507929,0.1702688648608179,1.1604642636718838,-0.6442458137872948,-0.1286008876817093,-0.4556597320116239,0.0824823578421402,2.33014034781893,0.244579966492218,-0.5051206115133302,0.0699851123046527,-0.7642259246862698,-0.4024559247116858,-0.5090127405314585,-0.2054009927834919,-0.0741413783570204,-1.1993183759201758,0.1452676272770881,-1.1779106741277177,0.3821686855745633,-0.5486295744527928,0.1129676299515181
26,1,0.0467524229697188,-0.5236929251872914,-0.420889855009276,-0.1593216255137247,0.1144430843015289,-0.5039542891118008,0.2804246617231545,0.6131578195466036,-0.4360283498525624,-0.1592379610619687,-0.7091399635591878,-0.3983716320125918,-0.0485178991117568,-0.4556595901926754,-0.7760090016402915,-0.0628220805662137,-0.8675659551741025,-0.3231039263355356,0.046668923453285,0.7326818902714468,-0.4024557273435951,1.0148107236473085,-0.0206993248541503,-0.8045929491001766,0.1160529779515873,-0.1737142905820003,-0.4487913756544879,-0.2322662894113119,-0.2072124177746087,0.2457809246242492
27,1,0.2727342991995993,-0.2557544203791347,-0.2232033959677054,0.0085387147059366,0.5993675369826937,-0.1285082845731497,-0.2293237381771993,0.6979025357854727,-0.4360271293431783,0.0089478146694532,-0.7091399635591878,-0.7321760896884251,-0.0895598169970475,-0.4556579301405601,-0.5680887066437557,-0.2450708288466152,0.035235097319933,-0.1077602424632029,0.2734718513711353,0.5861591676433133,-0.4024543007049209,0.6589494057178147,0.2563531770398621,-0.753631211606468,0.0745831421644973,-0.0231603250407493,0.0713714032634868,-0.225491729410816,-0.6958861755759724,-0.1214087724121234
28,1,0.9512770896429292,-0.3023600104662864,-0.285327783410197,1.1679901690366987,-1.2887599825216516,1.3178339903650864,-0.7261671152952657,0.6993705544919729,-0.4360273614625098,1.1683999583852582,-0.7091399635591878,-0.7237463563587836,5.207983887504589,-0.4556576218453136,-0.1192161655413327,-0.4523117541401055,1.337413464021354,0.4100900449440599,0.9517609815927484,0.046599141749162,-0.4024547647701189,-0.1350008453350822,-0.4362780776951689,0.0132216002036233,-0.8501571692485156,1.2115196846034808,-0.4206071525024305,-0.4118321681951418,-0.6097137941779638,-0.1917216931212213
29,1,1.2736859732464432,1.2177618954225085,1.2057985787596517,1.199161832047592,0.8590198603967134,1.168425019397299,-0.7971447405978465,0.6997709232301093,-0.2683539671701353,1.199291223315519,-0.7091399635591878,-0.196036119507816,-0.0770269029366671,-0.1952982779637813,-0.596821979184082,-0.42476180808622,0.9969228714942876,0.9176858712145408,1.272888491682043,-0.7988765685510325,-0.1386771388220135,0.3503895921808044,-0.2515764097658273,-0.5716250062717946,0.9480415584300818,1.2101447625437436,-0.486938393967273,-0.4184465731128837,-0.9282243684592114,0.9593268607091148
30,1,0.6102434408544343,1.0226700807380895,1.058951423156487,0.486324459332521,0.8115424494319811,0.4312990473591265,-0.6315302815584911,0.6997709232301093,-0.4041317599830641,0.4860462397034885,-0.7091399635591878,-0.6868926818510798,-0.0029648686729013,-0.4051956945504991,1.508625534676376,-0.5925268039669279,0.4123194818101648,0.59467034540605,0.6104967629499995,-0.2385261563380218,-0.3232833402872381,-1.461368029549879,0.3487040110045329,-0.8968094264697445,0.8156713236632542,0.5048097458984314,-0.234329100878831,-0.4595583828558457,-0.6457098522302949,-0.1578673238909125
