f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,ic.eps.max,ic.eps.ratio,nbc.nb_fitness.cor,nbc.nn_nb.mean_ratio,ela_distr.skewness,disp.ratio_mean_25,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,disp.ratio_mean_10,pca.expl_var_PC1.cor_init,disp.diff_mean_05,disp.diff_median_25,ela_level.qda_mda_25,disp.ratio_median_25,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max_by_min,ic.m0,ela_level.lda_qda_10,ic.h.max,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max,disp.diff_median_02,ela_meta.quad_w_interact.adj_r2,ela_level.lda_qda_25,disp.diff_mean_02,ela_level.lda_qda_50
11,1,-0.4705323544903317,0.4922464606294134,-0.3869120074555134,-0.4127772379184309,-1.784110609115125,-1.6913117838150336,-0.3418818114113771,1.09943182449179,-0.7091399635591878,-0.3296914711028757,-1.4554682318960117,0.9065124255234808,1.0498370438014577,-1.2179846682278854,1.01649414692772,1.103910960221654,0.7791171650776616,1.1035560329602854,-0.722355579459181,-0.3720678184093189,1.987677513040336,-1.150830237229428,1.271608232251349,-1.160958240067768,-0.3609028426026217,0.9768959980351882,-1.8553364270275632,-0.9814770596550708,0.982234969078246,-0.6449673190097307
12,1,-1.019862226451674,-1.6498597446463192,-0.3869123004903353,-0.9655048874357544,-1.4671082538721052,-1.8481131959812511,-0.2761222462495205,1.368931127541804,1.4275086135387989,-0.3296918436618136,-1.557776765113305,-0.7322736736047847,1.277403415381808,-1.371214287271076,1.2354127499448668,1.3825594396325476,0.7756388563570652,1.3817899098229116,-0.722355579459181,-0.5433691994674162,2.016959761256906,-1.150830237229428,1.2335634456361242,-1.2649791283918976,-0.36090286463878,1.220462470712974,-1.9770693570432132,-0.980227003780152,1.224021049109153,-0.6456756565172712
13,1,-1.1530440234532513,-1.6470571634793645,-0.3869123026464802,-1.117772621668228,0.1665596977988985,1.2739149212568013,-0.2700255366344583,-1.342582933030369,1.4275086135387989,-0.32969183437382,1.4453511304403888,0.4285331466111758,-1.5020125651069778,1.4358672060340325,-1.5661970011367228,-1.322074587855055,-0.1461129546010666,-1.3216467146184343,-0.722355579459181,0.1164383726890984,-0.890659033877115,0.230379259962762,0.4761263302966489,1.7340456377981437,-0.3609028636682779,-1.594415773071862,0.6901337682231128,-0.3683246530073525,-1.6210950473326198,-0.428616406380546
14,1,-0.8256468567138909,-1.4901126181298996,-0.3869122884306553,-0.7737405087270683,-0.2271129945261537,1.441916434292033,-0.2767866707080742,-1.6895245645430288,1.6945529634057128,-0.329691808625631,1.1162308118438946,-0.3908599029530327,-1.7045939047927494,0.7335647854194115,-1.6911798165011207,-1.6688584105748736,-0.819513522908592,-1.6684008745890229,-0.722355579459181,-0.521909348426234,-0.5718078866300437,0.0962591804131584,0.6594330294427313,0.6780871130148158,-0.3609028568684616,-1.6670669016842488,0.6901337682231128,-0.139001902753481,-1.6818128523192972,-0.2510392729684638
16,1,-1.4249510845532447,-1.6523954133211831,-0.3869123035303657,-1.461832906253094,-1.6167628541379957,-1.4617097160002177,-0.339045703305884,0.8898212554528904,1.4275086135387989,-0.3296918068528833,-1.55823282098203,-2.234494264472497,0.816193232030535,-1.413778070338629,0.7935484698041911,0.891536649766226,0.7912912455997511,0.8917660669902239,-0.0565168179527965,-0.5890972093018507,1.9095915177961564,-1.150830237229428,0.1760913085811243,-1.2646128576583615,-0.3609028646819934,0.7292556462320856,-1.9839950817268173,-0.986789797123476,0.7361186804803106,-0.6437970222581422
17,1,1.3717557831379317,0.6997709232301089,0.0891611019799089,1.380714115354829,0.6369027272059827,-0.0980974351975883,-0.0774531810636437,0.7659135299126539,-0.7091399635591878,-0.0063783506567526,-0.9668803778686984,-0.7322736736047847,0.632519484048768,-1.232881992301529,0.5632855133469385,0.7829463298513539,0.2740667388470175,0.7837947117898018,0.7117586760930318,-0.3751834597966396,-0.2844080430229886,0.2535661211730324,-0.6418716036462095,-1.154365366864126,-0.2145077582871387,0.6252054651565532,0.6901337682231128,1.6280145792381235,0.6208626749241258,3.1475332909273948
18,1,1.3828427173316111,0.6997709232301089,0.8100330466355429,1.4653135614048047,-0.2941995394729331,0.4535075326014235,-0.2228514000771455,-0.1850782636086604,-0.7091399635591878,0.3235853089199811,0.573980383929947,-1.2102529525172412,0.0814982401034703,-0.771064946018581,0.2266135498106273,-0.2016639890452859,0.100151302817182,-0.202482090521749,-0.0565168179527965,1.2496749533412774,-0.3418880117443982,-0.3544070190903826,0.4847728727091991,-0.8573198019667002,0.090970117748195,0.4152446584154,0.6901337682231128,0.1271974958104975,0.4102092418257256,0.8465758908897765
19,1,-0.2152556946808577,0.6984363607696544,-0.3869112755380688,-0.249240846203443,0.5484369536497912,0.3975070282563462,-0.1577808676871223,-0.3203441973234172,-0.7091399635591878,-0.3296911023599821,1.2045536317536232,0.8382296713932705,-0.2682922064206289,1.012357564511878,-0.2519977815507837,-0.3215440698734457,0.9968592909870172,-0.3208353067991337,1.0190688737113631,2.5769278154588213,-0.5631316649362443,0.3380163068555372,-1.5964498859918492,1.0580929990580703,-0.3609008671015866,-0.1736124859617353,0.6854722227629948,0.3855215423624875,-0.1845543933604333,-0.4005292843424228
20,1,1.527139165862352,0.6997709232301089,1.7924758316278575,1.561209836581001,0.4868795195502747,-0.176498141280694,-0.1407765232108034,0.6564617056854458,-0.7091399635591878,1.012649463947232,-0.0578090128769957,-0.7322736736047847,0.8121416052368184,-0.4688620862389603,0.8613618272828294,0.6611887126973975,1.5366928044236277,0.6612887510816298,1.0190688737113631,0.8126274452733288,-0.2290971297250258,0.6261471557184575,-0.5164967386642171,-0.6512925143528875,1.44024744792517,0.8279495885748347,0.6901337682231128,1.1666189558055593,0.8213185531063095,1.2629551561917804
21,1,1.3995008359576149,0.6997709232301089,0.2556561514350378,1.411745180897303,0.8407426137750407,-0.106497510849349,-0.1471070118020234,0.3291387973833209,-0.7091399635591878,0.2385371406943953,0.9146541178674734,-1.0054046901261748,0.5717450821430373,1.161330805248313,0.6734217060350953,0.3360272364223757,-3.6320739543831007,0.3363364993726673,0.9166321411719194,2.196296559843951,-0.5533709155307227,2.073507404010537,-0.8026972925196596,1.336825027278713,1.2123191565994729,0.6381040929103813,0.6901337682231128,3.356341831900989,0.6351006077144383,-0.6365596607680556
22,1,0.7058745154655318,0.6997709232301089,-0.3868959651817584,0.4078345716019623,1.2421560612862597,0.3611067004320439,0.1866555412114527,-0.3730049806780187,-0.7091399635591878,-0.3293546722795929,0.2638623931969915,-1.4151012149082889,-0.0798915605128611,0.2291839560689106,0.066584479417232,-0.3779437885228695,1.6097372875561584,-0.3789737288301309,4.245825948703843,2.6705231426723914,-0.4470871997817005,-0.2146038853225755,-3.2617739546491915,0.007994806011313,-0.3593824746878883,0.1896329255075845,0.4669123341900377,0.6639714885006716,0.1829474749126715,-0.415281182869025
23,1,-0.3373505574887549,0.6914966359752902,-0.3869117886938564,-0.3225434631271981,0.1510781874265642,0.9323118447518308,-0.2004701391491976,-0.877928962254481,-0.7091399635591878,-0.32969130319219,1.002672900531386,1.4527744585664315,-0.6538720229558801,0.6697191108180822,-0.5729941449219337,-0.9102764680498044,0.1905873295526968,-0.9094868298629748,-0.4150453818408497,-0.1995209273557311,-0.4525098383403212,1.148647160540092,0.2115421324725838,0.5449477013746009,-0.3609022400648939,-0.5556158172211275,0.6329965395833819,0.0582569143087206,-0.5447035329830698,-0.2514088403637023
24,1,-0.492706222877691,0.5444278528331894,-0.3869122840647968,-0.6891410626770926,1.1883393823729098,0.898711542144788,-0.0116505513535474,-1.2341636731826602,-0.7091399635591878,-0.3296916668999575,0.2115679869165327,1.8624709833485265,-1.275796735791199,0.8250769190146495,-1.2345117548981015,-1.26009543663834,-1.249084649902287,-1.2603937342643483,-0.1589535504922402,-0.470836387771991,-0.6498938818742234,-0.2139219188163911,-0.6159319764085553,0.7491436353207355,-0.3609027857436255,-1.193934185553813,0.391128923709835,-0.1293139697228596,-1.1412958618270177,-0.4890406755020351
25,1,-0.6148010856855882,-0.0438472797352129,-0.3869122627845842,-0.6271071032358517,0.3468087114196381,0.565508541291578,-0.1039194219960328,0.1164305352059158,1.1604642636718838,-0.3296916730584402,-0.9563910928880248,0.5650986548717287,0.1780620120203546,-1.2818303428292148,0.2039441214766696,0.0837583469135802,-1.1050826688695825,0.0830190890947534,-0.1077351842225183,-0.6202635773008959,-0.5327648890079526,0.0598876334166556,-0.0634179162465395,-1.2356774697090442,-0.3609028590912534,0.2148896118721995,0.6781469370399525,0.7425375002393242,0.2475883453501143,2.3307585501674506
26,1,-0.4261291830446447,0.6131578195466032,-0.3869122257953159,-0.5312389997033619,0.765546706252278,0.3163062969559808,-0.0236471040774337,0.0771930887848407,-0.7091399635591878,-0.3296916276253457,-0.1725830731727706,-0.5274254112137373,-0.14606813147688,0.2291839560689106,-0.4826141780226924,0.0602911880876631,-0.1812438726790934,0.0601789947254334,0.0971382808563691,-0.3736102931589788,-0.193307715238111,-0.802686335822279,-0.5363837862130862,0.0654993111764127,-0.3609027664074075,-0.8450112984769315,-0.0886106976428719,-0.6458370572393473,-0.8557729500864288,-0.0607120644206544
27,1,-0.2319138133068614,0.6979025357854723,-0.3869116246393539,-0.2717781611684715,0.5889837665297123,0.1091044308791993,-0.0647860518028838,0.2847385290647365,-0.7091399635591878,-0.329691095811329,-0.1409631996078419,1.9307537374788883,0.0193732959331664,0.216414821148645,-0.0882051105164771,0.2816482213567068,0.3697202286634276,0.2823508217724552,0.4044484784747005,-0.7084724781703325,-0.6791761300907928,-0.5937772627611164,-0.9038618387465076,0.0244769890204181,-0.3609020964593996,0.0139752382661678,0.3475767704110188,-0.5593956934887059,0.0398970509407927,-0.2428471957073444
28,1,-0.2929473860430679,0.6993705544919725,-0.3869117389686019,-0.316909134385941,1.9211308733300296,-0.35569975518494,5.245281916801662,0.9177004936994428,-0.7091399635591878,-0.3296909970459156,-1.231240763106252,0.018836621829062,1.15990623836406,-0.9136536192948832,1.2577865739029304,0.9463042616749244,-0.5189876494490343,0.9467899306981324,-0.3638270155711278,-0.7000160335156358,-0.5934984408645384,-0.142770080004483,0.2141360951963508,-0.8902841679849103,-0.3609023143839242,1.423808552829973,-1.5438120032785396,-0.5430824643210143,1.3317897617645795,-0.4499589234555674
29,1,1.1719969463033086,0.6997709232301089,-0.3043250239807532,1.1551155925548944,0.6240014685623716,-0.9437050508082544,-0.0522235078735628,1.2450234020015676,-0.7091399635591878,-0.2462823213856241,0.2897055590914047,-0.3908599029530327,1.1902934393169256,0.8782816478490906,1.1420596028011265,1.2621148707587235,-0.3259415154559166,1.261360321330132,-0.1589535504922402,-0.1706336394183641,-0.9101805326881628,-0.6226471781895903,-0.4637528299476555,0.8885096494310565,-0.2370326210793072,0.9893597831029736,0.303491869059618,-0.6310238951215585,0.9939886387862792,-0.4224261525103018
30,1,1.027728215108052,0.6997709232301089,-0.3712017155634827,0.9661965498605428,1.0239404865143205,-0.6049019995205372,0.0220136212131734,0.6068986154693499,-0.7091399635591878,-0.3135250224963656,0.2121760614081659,1.4527744585664315,0.4886867328718711,0.8442306213950486,0.4450416209286457,0.6122500534341464,-0.973602599231026,0.6124940040199012,0.5068852110141443,-0.6630455806425003,-0.6292878553514532,1.4928129239944985,-1.095815080305142,0.7575678621920557,-0.3237234974394065,0.3883526224981778,0.3759456042111651,-0.3099470436486402,0.4140029185742894,-0.5900865608168187
