f_id,i_id,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var.cov_init,disp.diff_median_25,nbc.nn_nb.sd_ratio,ela_distr.kurtosis,ela_meta.quad_w_interact.adj_r2,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.intercept,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_02,ic.eps.s,nbc.nn_nb.cor,disp.diff_median_10,disp.ratio_median_10,ela_level.mmce_mda_25,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,ela_distr.skewness,ela_level.lda_mda_50,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2,disp.diff_mean_02,nbc.dist_ratio.coeff_var,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cov_init,nbc.nb_fitness.cor,ela_level.mmce_mda_10
11,1,-0.3870906459328634,-0.2642996608217895,-0.4257436003291466,-0.7091399635591878,1.1083567494512911,-1.3236782347243097,-0.1986910432302595,-1.850756982071687,0.9071147352220292,-0.3302969268157094,-0.8398902770146629,-0.3419664682049865,0.9992738143552348,-0.4797383943065486,-1.400938831232991,1.0638519347219018,1.0639422858495202,1.6742866435107375,-0.3627538036079267,1.841995401050424,-0.3505322916922669,-0.4836875066457792,1.7866768557230452,-1.1375511592063998,1.0039787532793132,1.607876819219152,-1.6853951147428352,0.4922464606294137,-1.7766497114262616,0.7094290761813512
12,1,-0.3870909389852154,-0.2642996948411136,-0.972026504074988,1.4275086135387989,1.3812897205829784,-1.3948248884123615,-0.1987948634709775,-1.9729100029354207,-0.7370307223679725,-0.3302972994402579,-0.8398902770146629,-0.5387747364168396,1.2345589743877965,-1.0206784361058028,-1.751666736756269,1.2861737147809464,1.2858166829283646,1.67263344934452,-0.3627538256563199,2.2108119730288287,-0.2849790593119652,-0.4826157064053578,2.1096032769150432,-1.241104349595063,1.2371877497079602,1.7412490899377917,-1.788540921301493,-1.6498597446463192,-1.4619572417844855,0.7094290761813512
13,1,-0.3870909411414893,-0.2642996943480799,-1.1225188126757153,1.4275086135387989,-1.2678681090477013,2.0242800116820248,-0.1984645635729928,0.7034974323130885,0.4275723100917183,-0.3302972901506286,-0.8398902770146629,0.2192786127569773,-1.4843846333774742,-1.1518261681228277,2.190912910438028,-1.3969368835318912,-1.3970255089687988,-0.958425066190816,-0.362753824685279,-0.6242467235262302,-0.2789014792493888,-0.4021667002997007,-0.5897910899705219,1.7444362240048443,-1.507001119598994,-1.3633609895683108,0.9388099452786676,-1.6470571634793645,0.1598067412996428,-1.6731390798119763
14,1,-0.387090926924814,-0.2642996768453842,-0.7824980776836554,1.6945529634057128,-1.6075388629503478,2.192999218999406,-0.1978794228671708,0.7034974323130885,-0.3945004187033587,-0.3302972643979052,-0.8398902770146629,-0.5141194995856374,-1.5525044932092815,-0.8294292876680726,2.2132997980246194,-1.5876118400959849,-1.5880475490573915,-0.1615854780739249,-0.3627538178816873,-0.3250643999574107,-0.2856413990160603,-0.3440495320392409,-0.2117473843237648,0.6932254919959859,-1.5655650301619315,-1.52390168580371,0.3528747721236419,-1.4901126181298996,-0.2309973954182832,-0.3473022547137612
15,1,-0.3825653242133097,-0.2419340293875512,0.9008996980795232,-0.7091399635591878,-1.1286751384500011,0.8859335526731889,-0.071629197973248,0.1610257565079503,-1.353585268964266,-0.3140856324257954,3.518698213177219,0.6740960409766569,-1.3882645857620397,1.154081218292642,0.6238307793765722,-1.2643621429689882,-1.265082450350907,0.4120728976035875,-0.3133657854162242,-0.1319080928112256,0.4583194080586918,-0.3114796023452426,-0.0906922442329428,-0.5012824365718325,-1.4079907543108592,-1.0151111715807577,-0.683993495239114,0.6997709232301093,1.3882051373315505,0.7356832707377514
16,1,-0.3870909420254277,-0.264299694962426,-1.4625673908331036,1.4275086135387989,0.9003385622816068,-1.1163365582619864,-0.1897518542986905,-1.9798596277548015,-2.2441640584922773,-0.3302972626248452,-0.0066307127132736,-0.5913116766837564,0.7602274350681563,-1.4195804347382313,-1.216868866632122,0.829006951053626,0.8289392262216303,1.6800728230924995,-0.3627538256995574,2.2013641101792865,-0.3477050823997869,-0.4819758256648077,2.11061770546329,-1.2407397256852437,0.7665931574611798,1.3312528503212335,-1.792285380640572,-1.652395413321183,-1.61052136117351,0.7094290761813512
17,1,0.0890109434749788,-0.0622288213832105,1.3468358339813271,-0.7091399635591878,0.793975596608277,-0.4536562981961304,-0.1871990435868336,0.7034974323130885,-0.7370307223679725,-0.006926868289941,0.9548226307114064,-0.3455460306231073,0.6595103416972017,1.3344127615676644,-0.3288556590306301,0.6603549351612799,0.660235912466413,-1.0501773424158938,-0.2162774374051854,-0.8523951153003475,-0.0869333550124905,3.621275420131005,-1.0615003649054289,-1.1309879288296538,0.6554257263803808,0.2766239688979194,0.9677389621959452,0.6997709232301093,0.6267225450937187,0.7094290761813512
18,1,0.8099260126270297,-0.1382669216901109,1.4304488594629154,-0.7091399635591878,-0.1704388524191155,-0.3316906061594696,-0.1969100244065017,0.7034974323130885,-1.2165731474984358,0.3230949005806656,-0.0066307127132736,1.521254857985473,0.4572403284542888,1.3453303667303722,-0.6920207243242373,0.1241409446869686,0.1239300473379617,-0.0863651435110234,0.0893700469089775,-0.4629332133914632,-0.2318753602586362,-0.1753769688302435,0.1074594655246596,-0.835277937966253,0.4522449819767024,-0.2988526806843569,-0.4141527781180688,0.6997709232301093,-0.2975951041099156,0.7094290761813512
19,1,-0.3870899139716335,-0.2642993574828167,-0.2641140255970055,-0.7091399635591878,-0.287860008669851,-0.1019885528237586,-0.1950522154638697,0.6988198002231205,0.8386086744892474,-0.3302965580078771,1.3394039680812782,3.046136535290734,-0.1115396054787785,-0.2283605354352063,0.2009673471853854,-0.2155787566910782,-0.2161023126822812,-1.4494237335574496,-0.3627518270100484,-0.4930264061714848,-0.1670089986825813,-0.155508671836164,-0.7477038006476556,1.0715227984334437,-0.1214200960802632,-0.333430676796597,0.4587843933801154,0.6984363607696548,0.5389013907750836,-0.7739329162552665
20,1,1.792427569986164,0.3235558038088512,1.5252269942412455,-0.7091399635591878,0.6747154151854295,-0.8337827050437226,-0.1936628262463708,0.7034974323130885,-0.7370307223679725,1.0122804054302974,1.3394039680812782,1.0191306914559175,0.8559295694330878,1.4874229979230116,-0.674608700645782,0.839246389940232,0.8394421562608658,-1.0882008082389003,1.4393965266106403,-0.6819836631623188,-0.1500580084777769,2.5715190712215943,-1.051017936573542,-0.6301769886929325,0.84877066242101,0.3877675278301189,0.4203758115972894,0.6997709232301093,0.4777925042283669,0.7094290761813512
21,1,0.2555159531112702,0.0339247814851895,1.3775050805907074,-0.7091399635591878,0.3562235001929886,-0.2991664216163603,-0.1944184410160938,0.7034974323130885,-1.011054965299652,0.2380317546784257,1.2112101889579874,2.6088290379305152,0.6720477392122578,1.36173406848734,-0.2592075643167877,0.5985251735994711,0.5985311984859052,0.0376244189552979,1.211341684302954,-0.738670840259569,-0.1563686339917941,-0.4706659335755853,-0.7676542287631821,1.3490015938058828,0.6691585848510705,0.2840335394934,1.1491582208297184,0.6997709232301093,0.8290771215029071,0.7881916598505517
23,1,-0.3870904271581195,-0.2642990632033378,-0.3365619417818514,-0.7091399635591878,-0.8645166011460383,0.9509819217594114,-0.1966026591573542,0.6461630275531959,1.4551632210855598,-0.3302967588754532,-0.4553089396447909,-0.1437272327485092,-0.4805570056719431,-0.3485906622895236,0.7158657616770064,-0.6074293320773161,-0.6073364566437964,-0.364101763435583,-0.3627532007356561,-0.3897997565190851,-0.2095643246706918,-0.2495391466599962,-0.4504762360112518,0.5606847007766936,-0.4687933584504521,-0.8644499028059938,0.1984232411246188,0.6914966359752905,0.144438039293881,0.8669542435197457
24,1,-0.3870909225586942,-0.2642995447123574,-0.6988850522020672,-0.7091399635591878,-1.2071602454140598,0.8249507066548624,-0.1838549874900959,0.4034607453994312,1.8661995854830888,-0.3302971226472727,-0.1348244918365643,-0.4554417418423729,-1.0973969634127276,-0.5015736046319637,0.6835291462741511,-1.2501034850801631,-1.2499844884195064,0.2831237526386135,-0.362753746717361,-0.6739354836978938,-0.0213371932069233,-0.4544289597841274,-0.6006116611518243,0.7639625305009181,-1.044222259357161,-0.9138470401091936,0.9937260451894312,0.5444278528331898,1.1741410736798774,0.978534570384454
25,1,-0.3870909012772086,-0.2642996738871821,-0.6375744021486348,1.1604642636718838,0.1091290330590148,0.2293515772091651,-0.1890149763179728,0.6914692355103139,0.5645844315574156,-0.3302971288068398,-0.070727602274919,-0.6271187371666204,0.2637464934719156,-0.621803731486281,0.0318219743089108,0.1915650245897041,0.1921990925929909,-0.1028970851731995,-0.3627538201057133,-0.7159259852514124,-0.1133165532256122,0.3859424137987882,-0.4102372369307831,-1.2119344368095242,0.2953928751037328,-0.4445742357287958,0.8489175198295004,-0.0438472797352126,0.3387423432238612,0.7094290761813512
26,1,-0.3870908642857276,-0.2642995460065708,-0.542824110535633,-0.7091399635591878,0.0861432217030088,0.1968273926660597,-0.1828259998971804,-0.0779344199738401,-0.531512540169208,-0.3302970833657442,0.1856599559716623,-0.3437386184489949,-0.7597230570072038,-0.4360133856299046,0.1586810039662673,-0.112646402862045,-0.1123858785448325,0.63938709545851,-0.3627537273704071,-0.1525534227417054,-0.0332961045308627,-0.2277832014812939,-0.0829149586963815,0.083392002823313,-0.7688279451108809,-0.2692143983024423,0.0877738374353711,0.6131578195466036,0.7544291403320674,-2.316366846443784
27,1,-0.3870902630938028,-0.2642922277227422,-0.2863885578598328,-0.7091399635591878,0.3029598822451508,-0.2849370908787498,-0.1852044458457801,0.3597582970160163,1.934705646216023,-0.3302965514580707,0.5702412933415343,-0.7284620007979689,0.0694168319885386,-0.2447642371921744,-0.1920469015570108,0.0313678522740982,0.0313729763672007,-0.7534289895798317,-0.3627530570504288,-0.3257642416499695,-0.0743059712094181,-0.221016462649977,-0.4362742363357922,0.0425541249235586,0.0950691909198744,-0.0617464216289983,0.5718854086725222,0.6979025357854727,0.5791527531711247,-2.0078800604060807
28,1,-0.3870903774298903,-0.2642948310638413,-0.3309933087161446,-0.7091399635591878,0.9539828063543914,-0.7545050052198933,5.29009597506658,-1.538157511830687,0.0165359456941702,-0.330296452675264,-0.3912120500831456,-0.7187463860291899,1.4309782021236828,-0.3048656536128797,-0.2592075643167926,1.2102456502711991,1.210326873271362,-0.3814603021808679,-0.3627532750959501,-0.7127766976348985,5.219100678368594,-0.4071417730574775,-0.6851473735057504,-0.8680940898499843,1.341133491007735,0.4371646651333187,-1.3130770326097396,0.6993705544919729,1.9015929686192377,0.3451521267112971
29,1,-0.3044987218828743,-0.1459663675779683,1.123867766030425,-0.7091399635591878,1.2633156548033724,-0.8215861358400566,-0.1825609204068263,0.3155212621080339,-0.3945004187033587,-0.2468730880663418,-0.1348244918365643,-0.1105386088321487,1.01139329861979,1.1377048105485803,0.8402373593802966,1.2087740057330636,1.2090140070164577,-0.7178853150061529,-0.2388148065145335,-0.5497135832687349,-0.0617828445819902,-0.4137485417036569,-0.4812472353080808,0.9027019281871372,1.0153154750484648,0.9261963244349912,0.831102475513211,0.6997709232301093,0.6139152934222514,-1.3712158424133734
30,1,-0.3713794142089646,-0.0491266405490206,0.9371514993372748,-0.7091399635591878,0.6267805629868489,-0.6650634977263421,-0.1739400521146976,0.3882250294492498,1.4551632210855598,-0.3141276311656364,0.698435072464825,-0.676271008656126,0.4313297069231719,0.995639473368848,-0.2268709489139324,0.5357617324625007,0.5355136182504946,-0.3277314917787954,-0.3255538156249336,-0.4926764853252054,0.0122213518005619,-0.4548128882284574,-0.503902806218933,0.7723488804267604,0.4559040823980094,0.6149943594248332,0.7837046511854685,0.6997709232301093,1.0109400952377472,0.7750645625723521
