f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ic.eps.s,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,ic.eps.ratio,pca.expl_var_PC1.cor_x,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max,ic.eps.max,disp.diff_median_25,ela_distr.skewness,ela_distr.number_of_peaks,nbc.nn_nb.cor,disp.ratio_median_25,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,ic.h.max,ela_level.mmce_qda_50,disp.diff_mean_25,ela_level.lda_mda_50,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,ela_level.lda_mda_10,nbc.nn_nb.mean_ratio,ela_level.lda_mda_25,disp.diff_median_02,ela_level.qda_mda_25,disp.ratio_mean_10,disp.ratio_mean_05
20,1,0.3327996358536547,1.0214474192598972,1.5448251967912985,0.451767825329613,-0.7091399635591878,1.606095054339585,-0.7069016366002563,-0.0653910736823798,1.441024642762398,1.80514072980932,0.7351430910870234,-0.1617175545599786,0.8616200975052504,-0.6941360780253727,0.7352301777889373,-0.8634884366447327,0.9572110857033928,-0.462002021326698,-0.699788513493458,0.7322809769957119,2.966988561006496,0.6997709232301093,-1.072706037907865,-0.8196422584444218,-0.2164438921934114,2.548785351240371,0.9059460958422118,1.5487140527976373,0.8896017089756235,0.9372626775699608
21,1,0.0435016504723507,0.2485998726163397,1.4162083050092942,1.183040934338588,-0.7091399635591878,1.4538504690960845,-0.975756029536744,0.910781313220274,1.213185297750691,0.2717042134218347,0.410928671069201,-0.1680280760489116,0.7692467783642069,-0.2746575372371395,0.4112334633608286,-0.3229133478907822,0.7369572880439099,-0.7365660011877057,-0.7568858308555564,0.405862335056272,-0.4266139980304755,0.6997709232301093,-0.7866871871526104,-1.0152933018028865,-0.14740657506177,0.2743051698329255,0.7185617388842198,-3.613546332495429,0.6511984267758435,0.7518355371713441
22,1,-0.2541334972904702,-0.3183640953149131,0.7172641754013385,-0.3050891825368188,-0.7091399635591878,0.431267881697201,-1.3790376189415037,0.2575072803407585,-0.3579029956048927,-0.369433385218652,-0.3009628617591441,0.1646817507903454,3.77137965044812,-0.5836147858416428,-0.3019733616901859,-0.263306208826658,1.35695280915833,-3.0956595320780456,-0.3839910051203702,-0.2946498281882203,-0.1364200430052392,0.6997709232301093,-0.6293426881094453,-1.1299171453866337,0.3137627033776023,1.8851750736802328,0.2759045084672012,1.621666588525197,0.0049648107005942,0.152680788715702
23,1,-0.2543792766772458,-0.3187001762260552,-0.3339589674631669,0.2290567057884183,-0.7091399635591878,-0.3126946321135619,1.4439335068917394,0.999135825025282,-0.3594221679114741,-0.3694491738967783,-0.8317450839538231,-0.2212228898438633,-0.4316063704693583,0.7099867022178618,-0.83092646415908,0.941169083986327,-0.4998973713817606,0.2364356555402717,-0.4054906122752343,-0.7981611127511336,-0.179943782785497,0.6914966359752905,-0.4665372086222656,0.7090050348664076,0.877107211171807,0.2387336454731914,-0.4596829013957936,0.2043030372468867,-0.5642565091584332,-0.4791648717755352
24,1,-0.2543797576325945,-0.318700539339582,-0.4905056945941397,1.0270775509190917,-0.7091399635591878,-0.6861106697676335,1.8472150962964804,0.2050134080421012,-0.359422713377261,-0.3694496681772061,-1.1805451795599744,-0.0329988611380003,-0.2006730726167496,0.6773326840726706,-1.1808015104105218,0.8137331315044074,-0.4969917913292584,-0.5573943406137553,-0.6916821042383446,-1.153545689326882,-0.4085014125950669,0.5444278528331898,-0.6180794159436654,-0.2149026698818969,0.8439692989486222,-0.5072616248257646,-1.089726171929343,-1.233556702640597,-1.1810245510292154,-1.132447195896669
25,1,-0.2543798866588854,-0.3187005454880027,-0.6135366193063494,0.8817741253568685,1.1604642636718838,-0.6229229255953238,0.5701567298479722,-0.9674006061165809,-0.3594227866962659,-0.3694496469438399,0.1593945329000876,-0.1249767049582314,-0.1544864130462279,0.0192286260695826,0.1586609447651138,0.2114954850979103,-0.3233929839722289,-0.0273448447491529,-0.7339764133954545,0.19288852203279,0.528945336841702,-0.0438472797352126,-0.4259211665699086,-0.8196422584444218,0.5153516694020017,0.4357193511256823,0.3008337695842941,-1.0897359893491207,0.2607795685666514,0.2882676861748059
26,1,-0.2543797589253198,-0.3187005001291386,-0.4234182300859155,0.1180291447211215,-0.7091399635591878,-0.5252717478394793,-0.5052608418978858,-0.1806029155006542,-0.3594226940485888,-0.3694496100360001,0.1359957238672007,-0.0449575753298559,0.030260225235859,0.1473328511007185,0.1358880127605823,0.1786087876832254,-0.5166468921311506,-0.4810804851841109,-0.1665277655375633,0.1539339135155814,-0.1556747027932253,0.6131578195466036,-0.0955318497070366,0.6744202544747572,0.2695788204133496,-0.6620480928533824,-0.7453266875276187,-0.1670601089091226,-0.0606630591184467,-0.3896668011207111
27,1,-0.2543724490565388,-0.3186999691840216,-0.2277138737956877,0.6037952243095013,-0.7091399635591878,-0.2609851339307726,1.9144286945306164,-0.1488624345758846,-0.3594220243620201,-0.3694490102034263,0.3567080388078798,-0.0859667659970039,0.3073801826589895,-0.2068376533971264,0.3574065331682982,-0.3085254177718556,-0.2381251927235835,-0.8336173173319288,-0.3409917908106418,0.3605779075595923,-0.1481263051191585,0.6979025357854727,-0.4522021349567279,0.5281760402472212,0.0652283617036909,-0.3894728979364561,0.102524030551422,0.3832104462930457,0.103406615429155,-0.0005913562380667
28,1,-0.2543750494041438,-0.3186998705799752,-0.2892153712341181,-1.2876092982741516,-0.7091399635591878,-0.3069555091188017,0.0324479439751084,-1.243298632616502,-0.3594222422015023,-0.3694491242809892,1.0194282204595673,5.207352626450746,-0.3854197108988366,-0.2746575372371444,1.0198918278455842,-0.7833271116964282,-0.5202775230875815,0.2389241508260226,-0.7308043402086712,0.99278331518875,-0.3557518534353941,0.6993705544919729,-0.7034072353813907,-0.0103583972798645,-0.3931794240504159,-0.682686288590398,1.4940804019199854,-0.5043787383922689,1.234482861596094,1.329017705406342
29,1,-0.1361826478268229,-0.2354274714506434,1.1869602164649549,0.8638981960269789,-0.7091399635591878,1.1924477644922449,-0.3708336454296325,0.2834490195581185,-0.2356008875764342,-0.2870442161690866,1.3343190083614442,-0.0734438458022505,-0.2006730726167496,0.8355790796993673,1.3335372095443612,-0.8511559251142243,-0.4916055617460744,-0.4114026171831289,-0.5665614396485612,1.3189702296510992,-0.3631218019918708,0.6997709232301093,-0.4975965348975976,-0.8542270388360701,-0.9730928879562192,-0.6850353515198142,1.065263784166923,-0.311575608255146,1.2646181079415717,1.214867471577136
30,1,-0.0394542735332614,-0.3025603086657267,1.0415854234735695,0.8163383840483734,-0.7091399635591878,1.0000149704779355,1.4439335068917394,0.205623801906039,-0.3222579338496059,-0.3537736850130009,0.6863469691993714,0.0005591306865298,0.3997535018000329,-0.2420035190919482,0.6865789139610748,-0.6928886938060335,-0.4258968634995426,-1.0177659684773772,-0.5091116697101535,0.6827238200530306,-0.4089296904772834,0.6997709232301093,-0.520464390506908,-0.2949417330739937,-0.638952273039068,-0.5664915686889074,0.4720480224607312,-0.9584214250395124,0.5688287534315373,0.5267505690574186
