f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_25,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,nbc.nn_nb.sd_ratio,pca.expl_var.cov_init,ela_distr.skewness,ela_distr.kurtosis,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_10,disp.diff_mean_25,disp.ratio_mean_25,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.max_by_min,nbc.dist_ratio.coeff_var,disp.ratio_median_10,ic.h.max,disp.ratio_median_02,ela_level.lda_qda_10,ela_level.mmce_mda_25,ic.m0,ela_meta.quad_simple.cond
11,1,0.4921846072860701,-0.5076998994161387,-1.6615211666918055,-0.3870912530175597,-0.2643087490467231,-0.4476422968060747,1.1095970549438985,-0.362813071930236,-0.3303097951740897,-1.6887046903112977,1.832413727284386,0.96621533063563,-1.317852373683431,-0.7091399635591878,-0.3623775104097821,-0.2001786899542336,-1.4343017765431891,1.615416697289911,1.1051723666703253,1.1051129788319338,-1.764260367182398,-0.3417706519135807,1.605766988089576,1.0581315055651097,1.265211418215759,0.9864948283194211,-1.116993041117003,1.6887920777953362,1.985886922139965,-0.5297018227394582
12,1,-1.649852687042503,-1.0451292444459015,-1.7648822223080278,-0.3870915460699717,-0.2643087830661235,-0.9933219264132048,1.3823666438387838,-0.3628130939790474,-0.3303101678000656,-1.843453387809637,1.829279178939477,-0.6464606169001502,-1.3889418804483484,1.4275086135387989,-0.296823306989311,-0.2002825363081601,-1.539125061045059,1.615416697289911,1.3688341513713769,1.3687725576114105,-1.4558841989970317,-0.5363563043449714,1.73928249745287,1.2801877918019244,1.227528542307928,1.2216159334092886,-1.116993041117003,1.6871121487912524,2.015297730916884,-0.5338522835439892
13,1,-1.647050196033787,-1.17542582867659,0.968160196098294,-0.387091548226246,-0.2643087825730887,-1.1436480425205715,-1.2652053556518013,-0.3628130930079881,-0.3303101585104007,1.237703714166197,-0.8437069221819224,0.495851512604465,2.0274167017971028,1.4275086135387989,-0.2907456368995283,-0.1999521533320585,1.537819939451886,-1.0926204714173793,-1.2841833103213445,-1.2839862694955064,0.133328797976857,0.213136117223444,-1.3686618593926891,-1.4048537521325914,0.4772967401429244,-1.495431863597243,0.2603435333415654,-0.9864948612086472,-0.9050866517095612,-0.6478702577079286
14,1,-1.4901106995456928,-0.8551213015313475,0.3810022684947493,-0.3870915340095678,-0.2643087650703538,-0.8040028010953794,-1.6046727769657954,-0.3628130862042674,-0.3303101327575787,1.4035058900572734,-0.4009519684634849,-0.3104864611634997,2.196000389268193,1.6945529634057128,-0.2974856565046455,-0.1993668654497212,1.2006098191746963,-0.4266294136521145,-1.622682043228156,-1.623410095050693,-0.2496313736765979,-0.511979506620774,-1.5293749725151726,-1.5960323890997918,0.6588596876988377,-1.5635042261721068,0.1265995275926262,-0.1767690812400943,-0.5848356228053571,-0.6528373349496494
15,1,0.6997023938838479,1.115516236286047,-0.658029779682903,-0.3825659303731664,-0.2419430674187541,0.8775359555838809,-1.1260957082919976,-0.3134241170575717,-0.3140984386852782,0.9392597975622616,0.2189049667423287,-1.25121409722611,0.8899845935584235,-0.7091399635591878,0.4464861708631097,-0.0730848856839042,-0.3602135597157059,0.7315094478293936,-1.139652983795565,-1.1395291056431476,1.3370715847190364,0.6628171535507756,-1.0200380293885385,-1.2728025286604034,-1.7408543644316905,-1.3993788366511153,-0.5200187374901696,0.4061662831770998,-0.2711203291849116,0.3208073015991994
16,1,-1.652388274145627,-1.4414423721319598,-1.768634495744167,-0.3870915491101845,-0.2643087831874362,-1.4833210963631749,0.901703390936712,-0.3628130940222857,-0.3303101309845119,-1.4621083832601605,1.8496537431813864,-2.124746902141416,-1.110677239682815,1.4275086135387989,-0.3595502592378449,-0.1912372526084571,-1.5395923268006395,1.615416697289911,0.9006377120744046,0.9000444175590079,-1.6014664365357043,-0.5882999289267526,1.3288459316323744,0.82293579410718,0.180115877869799,0.7476151265229667,-1.116993041117003,1.694671829309631,1.907458098734855,-0.4779392081407501
17,1,0.6997023938838479,1.2946774292126144,0.9971495833188874,0.0890104336911263,-0.0622374561137138,1.3229796328411587,0.7954040959117927,-0.2163339276928905,-0.0069384979487045,-0.1163473889442581,-0.8194141725088738,-0.6464606169001502,-0.4485292623867289,-0.7091399635591878,-0.0987746690384011,-0.1886837998052518,-0.9337043970647187,-0.252786159603093,0.7790381378066737,0.7788216227178693,0.5908729730983999,-0.3453097892418923,0.2730844038892924,0.6540941800158728,-0.6300659541485736,0.6469682591576771,0.2834653784032465,-1.0797309209353163,-0.2961739811059886,0.7122683815442801
18,1,0.6997023938838479,1.3055241792006012,-0.3876259474727352,0.8099256501765324,-0.1382757270679727,1.4065003223268984,-0.1684330385125572,0.0893193534560122,0.3230845351015251,0.4280364218981106,-0.011484336608504,-1.1168244349314644,-0.3266615365040135,-0.7091399635591878,-0.243718821310776,-0.1983972231627622,0.6450308357895984,0.3470954916928255,-0.1513778328347735,-0.1515633276878697,-0.3148923767111762,1.500408747737353,-0.3030102939189931,0.1173486597333924,0.485861030121976,0.4448392807145228,-0.3228030001993602,-0.1003323115542663,-0.3539063094458609,3.1793675509723127
20,1,0.6997023938838479,1.4466946302942458,0.4486441720094674,1.7924274083294316,0.323548034869668,1.5011737911945169,0.6762153056261958,1.4393714374266409,1.0122726799414663,-0.1937217376934247,-0.6470140135388629,-0.6464606169001502,-0.8283503413878581,-0.7091399635591878,-0.1619002575693123,-0.1951492082566677,-0.0022879909411182,-0.5343632612317898,0.6719043554346481,0.6717414872748642,0.4449321586199767,1.0039552225198731,0.3843473283587039,0.8334473342840709,-0.50588374945231,0.8432505316128058,0.6550016926786902,-1.1183692880292535,-0.2406202311940334,1.7575194121155495
21,1,0.6997023938838479,1.3218214210575503,1.1789474353802354,0.2555154773560332,0.0339163625459576,1.353615010619561,0.3579140452155703,1.2113122698871095,0.2380210633568534,-0.124637497738811,-1.2065308931051713,-0.9152399414894592,-0.294163476268623,-0.7091399635591878,-0.1682109765626386,-0.1959050130811034,0.9940783552081588,-1.2444272566432852,0.3517589963139262,0.3515112709028559,0.7891660207803856,2.5757006208630124,0.2805019321872537,0.5923388814766395,-0.7893617477589508,0.6594969148463018,2.098303530989702,0.0256623637520438,-0.5663177061680387,1.401356034292042
22,1,0.6997023938838479,0.6432216249341429,-0.307209059759112,-0.387075209780834,-0.2640620885491652,0.3625056099638586,-0.340993708987522,-0.3612918310216538,-0.329972935747418,0.3368452251580164,-0.6172358042622246,-1.318408928373451,-0.235260742091977,-0.7091399635591878,0.164509263307078,-0.1548464792628131,0.3272901219949253,0.2050826926105264,-0.3352903607260115,-0.3354178998635964,1.1796563081685996,3.114386815043109,-0.2263625015067321,-0.0291559314820215,-3.2250458178015,0.2268406717324432,-0.1833918755627542,-1.120889181535378,-0.4595673631999723,2.403925349246373
23,1,0.691428372810496,-0.3774033151854503,0.2262284214695475,-0.3870910342427712,-0.2643081514269302,-0.3585591238381013,-0.8620953007021401,-0.3628124690465316,-0.3303096272331902,0.9005726231876754,-0.2693009379772933,1.5037739798144163,0.9549807140292086,-0.7091399635591878,-0.2214074552294144,-0.1980897806040961,1.0842606460351762,-0.6102666538447425,-0.8291249041821311,-0.8294007888412354,0.1182685665073384,-0.1457701925869664,-0.8692149539966647,-0.6145173250826232,0.2152294667839144,-0.4923041647946463,1.1760366032107872,-0.382560384240401,-0.4650138092697687,-0.598710879690741
24,1,0.5443643208293054,-0.5293933993921117,1.02319089726281,-0.3870915296434471,-0.2643086329370304,-0.7204821116096397,-1.2045338327596642,-0.3628130150385914,-0.3303099910064032,0.8674121880094637,-0.2559791075114287,1.9069429666983893,0.8290507306170698,-0.7091399635591878,-0.0331775355567508,-0.1853389026005237,0.2737103153550396,0.4352413669852868,-1.1776795155787352,-1.1779163240095083,1.1273040749650374,-0.4539644146867627,-0.9186651426497364,-1.2576921896561233,-0.604373084211415,-1.1087140246750098,-0.1827118212962342,0.2751318208585373,-0.6632644462104672,-0.5940123854217082
25,1,-0.0438918870954561,-0.6488432336348134,0.878080179311139,-0.3870915083619571,-0.264308762112145,-0.6592391684702461,0.1109674929581845,-0.3628130884283355,-0.330309997165994,0.538571205825495,-0.4417010969473043,0.6302411748989797,0.2339300025564725,1.1604642636718838,-0.1251582580658936,-0.1905001892857656,-0.9229572846863694,-0.0887368916976788,0.1428782245277303,0.1434121397589018,0.3086729215148147,-0.6237026093578826,-0.4488883504455545,0.1856736708831817,-0.0571149545499556,0.2514803612534063,0.0903299667115579,-0.1171316015951076,-0.5456212111028008,-0.3132928778743208
26,1,0.6130920765192448,-0.4642586657142525,0.1153481098969952,-0.3870914713704685,-0.2643086342312468,-0.564593512020039,0.0879954412929131,-0.3628129956912706,-0.3303099517247243,0.2926313115870614,0.4485106330069342,-0.4448761234581637,0.2014319423210859,-0.7091399635591878,-0.0451366240280689,-0.1843096561932637,-0.1198832060955189,-0.8257343490040929,0.1046722658880805,0.1050249213925411,0.7160163250712988,-0.3435227887245485,-0.2733401807271554,-0.1191609942466483,-0.5255816164041325,-0.7712755647947029,-0.7698253380585276,0.6371565212386685,-0.2046736871333589,-0.6257958423584474
27,1,0.6978340665447038,-0.2742507227996983,0.6004699457579993,-0.387090870178421,-0.2643013159309942,-0.3084411476631752,0.3046823117593878,-0.3628123253585791,-0.3303094198150133,0.0881419613214047,-0.5482757406742202,1.9741377978457304,-0.2799455749156394,-0.7091399635591878,-0.0861470981858658,-0.1866887003764129,-0.0874861137086112,-0.774315921750157,0.3073448684400943,0.3080731027514482,0.5442579709308445,-0.723901372613118,-0.0656493883842488,0.0247157119245432,-0.8895639405138662,0.0572861980797148,-0.5615020477478914,-0.7781836647022146,-0.6926752549873857,-0.1754098317094653
28,1,0.6993020380254599,-0.3339620814835642,-1.2884261153442815,-0.3870909845145318,-0.2643039192779358,-0.3529966403558676,0.9553155226686834,-0.3628125434082359,-0.3303093210318281,-0.3705773919772385,-0.5075266121903993,0.0926825257204733,-0.7491363195640932,-0.7091399635591878,5.207337962636003,5.289988886110064,-1.2045627800494914,-0.0005910164052168,0.927400224534155,0.9273195463982632,1.840155031188884,-0.7142954792442487,0.4337975170117757,1.2046360967805236,0.2177987537776318,1.4178982058644176,-0.1117594928226446,-0.4001996387832843,-0.6066214070845548,-0.6316667866909131
29,1,0.6997023938838479,1.099246111304067,0.8602279578024122,-0.3044993120882657,-0.1459751902351953,1.1002577942125198,1.2644631993061155,-0.2388717242404178,-0.2468856368618116,-0.9508850075960094,-0.6987340612298661,-0.3104864611634997,-0.8161635687995865,-0.7091399635591878,-0.0736237860533368,-0.1840445100292442,0.3537685148111482,-0.590678681557529,1.2473183096366698,1.2475497627702716,0.5783227802071352,-0.1129563779198237,0.9233543846771816,1.2033221542584125,-0.4536415805800893,0.9986058621517596,-0.5902910116972392,-0.7420651911144057,-0.9246938575608415,-0.5853025345929586
30,1,0.6997023938838479,0.958102777085392,0.8127312216782763,-0.3713800180827578,-0.0491352458751524,0.9137477230532224,0.6283091480310576,-0.3256123784214535,-0.3141404375859994,-0.616517286215672,-0.5576793857089481,1.5037739798144163,-0.6597666539167686,-0.7091399635591878,0.0003815065535323,-0.1754214733879624,0.2743333363624801,-0.9187772173683578,0.6232996136461562,0.6232523693384073,0.9673787598363472,-0.6722997892587536,0.6118181961628295,0.5292696404152964,-1.0796911780488332,0.4189467256246973,1.5192373230478955,-0.3456019461505499,-0.6425679511452294,-0.4790476950916122
