f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.max,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,ic.eps.ratio,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_50,disp.diff_median_02,nbc.nb_fitness.cor,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,nbc.nn_nb.sd_ratio,ela_meta.quad_simple.cond,ela_level.lda_qda_10,nbc.dist_ratio.coeff_var,pca.expl_var.cov_init,ela_level.qda_mda_25,nbc.nn_nb.mean_ratio,disp.ratio_median_10,disp.diff_median_05,ic.h.max,ela_level.mmce_mda_50,ela_distr.number_of_peaks,ela_level.lda_mda_50,ela_distr.kurtosis,ela_level.mmce_lda_25,ela_level.lda_qda_25
12,1,-0.2643087942568367,-0.3870915750919785,-1.9304236674358344,-0.3303101819051706,-1.0009515132464102,-1.651615408337791,-1.6500352947298982,-0.362813171110973,2.435396041765643,1.2822460559435265,-1.621321492559401,1.2822029765027958,-0.5729070892394569,-0.6455417744463918,-1.4770485158108693,-0.491008188475342,-1.1928881387876966,1.892965165484848,1.4275086135387989,0.8207688382089863,-2.016529592480069,1.3508608396206665,1.294984369965736,1.311908980044597,2.3160624529430938,-0.7595059965715167,-0.4936739046705469,-0.2004130357502691,1.03691699783685,-1.022482885006101
13,1,-0.264308793763802,-0.3870915772482529,0.9385296231391596,-0.3303101726155056,-1.1515879928718582,1.4602060302256796,-1.647244519921485,-0.3628131701399136,-0.5835750629150153,-1.4820325767459483,0.0582156250703383,-1.4829575528119487,0.0857991213535223,0.4992499334747806,2.049159026486634,-0.5615733047060895,0.2135700596227644,-1.3641036147199632,1.4275086135387989,-0.1099687332291228,1.228766265216675,-1.387902063122409,-1.440386654063724,0.5693620083837705,-0.5357106235362689,-0.7595059965715167,-0.4129569649061383,-0.2000826445461445,-1.6228947030924252,-0.4005519270167186
14,1,-0.2643087762610669,-0.3870915630315745,0.3221730466218958,-0.3303101468626834,-0.8112415193869421,1.1191737136227988,-1.4909611306503496,-0.3628131633361927,-0.264984555077202,-1.5533777451941455,-0.3465103771021709,-1.552235321990907,-0.5514830593317284,-0.3088383309401657,2.223163322569092,-0.5646474023249892,0.0769982464130587,-1.5325280146509996,1.6945529634057133,-0.7899339929665485,1.40340101989094,-1.5829057344456874,-1.556400033167196,0.7490651567765726,-0.1363266451441947,-0.7595059965715167,-0.3546462386853992,-0.1994973420875048,-0.3746585826411582,-0.167470753894855
15,1,-0.2419430785476337,-0.3825659593509571,-0.7685288003587226,-0.314098452722282,0.8737689446564598,-0.4593412261820379,0.6896971470282732,-0.3134241929681465,-0.0592980517713858,-1.384890010871583,1.3303740420114554,-1.3852036453815162,0.4810101773837425,-1.2516079727575875,0.8751541372555951,0.0379360714589452,-0.5832917488084423,-0.9987522241003356,-0.7091399635591877,-0.2652087357104979,0.9144237068030016,-1.2532088056104558,-1.3424297502279383,-1.626067964905663,-0.0084380366787541,2.3804223582272903,-0.3219678355515086,-0.073212217332068,0.7586349548283282,-0.2642226281561248
16,1,-0.2643087943781494,-0.3870915781321914,-1.9343625368618085,-0.3303101450896167,-1.4919623361957428,-1.6520879704393192,-1.6525602814613196,-0.3628131711542112,2.4253352888865543,0.7998690536195995,-1.775178006493894,0.7998086941830551,-0.6185587691338694,-2.1270369258737905,-1.1898366054097052,-0.4564038842541925,-1.1928881387876966,1.462835159507124,1.4275086135387989,0.8365738158371812,-1.6148696567292604,0.8844603061464363,0.8520773193484646,0.2752252513446057,2.3171341451928043,-0.1592255758011565,-0.4930318928211581,-0.1913675267822942,1.03691699783685,-1.0291532374666612
17,1,-0.0622374667457676,0.0890104093207276,0.9689606172935684,-0.0069385106954115,1.3201322855780462,-1.0393324454576998,0.6896971470282732,-0.216334001202501,-0.8265236139211605,0.6976892549339443,0.5417646688644593,0.6973795998755153,-0.4050020879491185,-0.6455417744463918,-0.5063980448930665,0.2802092464446757,0.2371807798725779,0.356416409190931,-0.7091399635591877,0.3143071106566264,-0.1974175646231486,0.7122405689296583,0.6276283950577042,-0.5266576655402606,-1.0340475196516028,0.5334056789338746,3.623885141680848,-0.1888140103866225,1.03691699783685,1.6285057643194274
18,1,-0.1382757379102468,0.8099256328496144,-0.4846781147715533,0.3230845237411566,1.4038254120008438,0.5572973749057192,0.6896971470282732,0.089319287504968,-0.4117970230164984,0.4915026559013583,-0.4154805385210824,0.4916713772827799,1.2171440850176702,-1.116926595355112,-0.3806118067611697,1.8070837670632849,-0.3819061937365028,-0.2473202859464759,-0.7091399635591877,0.1386962481211348,0.3759665465573543,0.1647560346646496,0.3089179433596316,0.5778385719872037,0.2008991827646764,-0.1592255758011565,-0.1854119151865078,-0.1985276756520891,1.03691699783685,0.1030914473387278
19,1,-0.2643084568977819,-0.3870905500781771,0.4335814320007488,-0.3303094404699466,-0.2923608574689789,1.2106932406187678,0.6883682066433148,-0.3628111724267462,-0.4438423840387814,-0.0867693263779148,0.4508150054549065,-0.0867767445120817,2.5421814750049827,0.9032940656822444,-0.1437143916127641,4.16924635842206,0.3231747266647909,-0.2835963105470072,-0.7091399635591877,1.0441458553541327,0.3177549616659327,-0.1823639026049651,-0.1499792827362523,-1.4624702873593842,-0.702537383741187,0.810458180827887,-0.1654774472629852,-0.1966693531477991,-1.3234390263767333,0.3656492256196389
20,1,0.3235480253041818,1.792427400601745,0.3931786996488499,1.0122726714761927,1.498694343850062,-0.0973586564114049,0.6896971470282732,1.4393714048613273,-0.6450574416205589,0.8967888961017108,0.3875291979990931,0.8971375846246589,0.7808261037801759,-0.6455417744463918,-0.8984318204041445,0.9271095356615132,0.6165726474161507,0.4730179168354947,-0.7091399635591877,1.5892419726642997,-0.2789137834711361,0.8951821574906719,0.9405204156101478,-0.4037474932904646,-1.0229733664045952,0.810458180827887,2.570632602166029,-0.195279579855806,1.03691699783685,1.1595482227588942
21,1,0.033916352179737,0.2555154546124208,1.159799055211047,0.238021051639156,1.3508309132019929,0.910301264747316,0.6896971470282732,1.2113122316820717,-0.705421958895092,0.710356019888929,0.7513278516373035,0.7101301095403538,2.162185575291598,-0.9149045292513616,-0.3470688099259975,0.7066819203004941,2.090390841833433,0.3641898430339024,-0.7091399635591877,-3.629912861890528,-0.2061493023568608,0.649249692282276,0.7644456083549219,-0.6843217485641345,-0.7236139979854914,0.7181073468632162,-0.4816843333832108,-0.1960354035031832,1.0974130941430502,3.38515896659955
22,1,-0.2640620997391965,-0.3870752388026813,-0.4002621931341824,-0.3299729498511062,0.3576752666353595,0.2359551458665149,0.6896971470282732,-0.3612919081159597,-0.31118949422561,0.2699464681912408,1.164011949358149,0.2698125091145818,2.635620571371455,-1.318948661458844,-0.2862721281622471,1.3271667233141962,-0.239547439289098,-0.1669948029024434,-0.7091399635591877,1.662998534929206,0.2799174314865065,0.0153202315543717,0.1480870893804537,-3.0950564373807934,-0.5589306222799941,3.719509450715017,-0.2206744160141884,-0.1549758471426197,0.345244963402626,0.648662751446268
23,1,-0.2643081626176417,-0.387091063264773,0.1597024846110694,-0.3303096413382929,-0.3648781784653556,1.0015057503422666,0.6814577166415298,-0.3628125461784416,-0.3339193433228107,-0.4619058526372911,0.0422994339736659,-0.4620667456471746,-0.2296327742731166,1.509360263993459,0.9422401309259436,-0.5311488277843516,1.1486240248102333,-0.8406924026265887,-0.7091399635591877,0.2300138966395908,0.8736755973790047,-0.5817528651777266,-0.4908619930051685,0.3099791621186854,-0.3885315545760411,-0.4824534946775043,-0.2598210885306714,-0.1982202254367197,0.2595421603021755,0.0330209829196996
24,1,-0.2643086441277433,-0.3870915586654538,0.996296934076342,-0.3303100051115074,-0.7275483929641446,0.1817680248912769,0.5350084862190881,-0.362813092170515,-0.6364871706494825,-1.0887499551597328,1.108684237450671,-1.0893918211572526,-0.500495350496613,1.9134043962009224,0.8122610181896508,-0.5282409547350806,-0.2388530063405741,-0.8925152949130616,-0.7091399635591877,-1.223692823429214,0.8387486464441557,-1.237796144303118,-1.187415225360016,-0.5012279747299574,-0.5471420075331797,-0.2515764097658273,-0.4653932827049697,-0.1854690298789005,-0.0600788818489163,-0.1576240431197423
25,1,-0.2643087733028582,-0.3870915373839637,0.8439700367836517,-0.3303100112710982,-0.6661790075552202,-1.02846351712255,-0.0507884354706776,-0.3628131655602609,-0.6812016278898774,0.2947491461061373,0.2435255642673012,0.2948885114554318,-0.6496731137230031,0.6339313108771253,0.1980048886455507,-0.3545051483977615,0.0399618224917826,-0.4001978181915702,1.1604642636718838,-1.078287029249826,0.4923897163401973,0.2344480684021781,0.2659838912825104,0.0404244395294824,-0.3460210953375289,-0.2054009927834919,0.3777769293935947,-0.1906304451034088,1.03691699783685,0.7285163994741182
26,1,-0.2643086454219596,-0.3870915003924747,0.0433082301334717,-0.3303099658298283,-0.5713379455449704,-0.216286785296012,0.6034489160444579,-0.3628130728231937,-0.0812826599145798,-0.746099226542047,0.674020637739184,-0.7459780941842564,-0.403431547266874,-0.4435197083426599,0.1644618918103825,-0.5479115667539467,-0.8383801185662318,-0.2162265505745979,-0.7091399635591877,-0.1454421274612922,0.233348163573368,-0.0764856205806424,-0.3998249863266839,-0.4232435895783646,-0.0002217294309743,-0.0206993248541503,-0.2379926856514517,-0.1844397578387729,0.1335086263309246,-0.6826125453489819
27,1,-0.2643013271216868,-0.3870908992004213,0.5525545842880423,-0.3303094339201151,-0.3146567286438833,-0.183522479590054,0.6878366304893311,-0.3628124024904857,-0.2657297960312086,0.0974463635841534,0.4925002678509516,0.0972556116504279,-0.7377347748560695,1.980745084902179,-0.3323937488106094,-0.2691700663616364,-0.6256521586684018,0.001429597028593,-0.7091399635591877,0.4108930850511473,0.0179652994751129,0.0702697196935769,-0.0340625972139581,-0.7834975427243139,-0.3735278630800956,0.2563531770398621,-0.231203410344165,-0.186818861270829,-1.390993000585324,-0.5947544743684595
28,1,-0.2643039304686355,-0.3870910135365332,-1.4302739783266296,-0.3303093351369294,-0.3593042106716295,-1.31326094364357,0.6892984649127857,-0.3628126205401478,-0.6778480435968477,1.4819368351373516,1.8620506160264647,1.481960961251939,-0.7292924458367487,0.095205801267298,-0.8166707656184116,-0.5515450628956079,-0.1664005020445779,0.5248408091219675,-0.7091399635591877,-0.4864784225052171,-0.4651908551236837,1.273797533083977,1.374975186011894,0.3125221311997173,-0.636449695009046,-0.4362780776951689,-0.4179486070351363,5.289995119134975,-1.255885052168143,-0.5781738839664954
29,1,-0.1459752010987558,-0.3044993403033305,0.8252300460331966,-0.2468856506164723,1.096950615117253,0.2627336649531155,0.6896971470282732,-0.2388717983073703,-0.5042069013133144,1.0552976176840896,0.5285011762838997,1.0552439044686626,-0.2007937054680415,-0.3088383309401657,-0.8858531965909547,-0.522850474500802,-0.6550498201559146,1.037887442758043,-0.7091399635591877,-0.2915503650908212,-1.0764124964836128,1.2724573016659475,1.2294198158243657,-0.3520404553095166,-0.4210395528172564,-0.2515764097658273,-0.4245773793800758,-0.1841746050714207,-1.7015396282904858,-0.667556606938003
30,1,-0.0491352564709829,-0.37138004695126,0.7753713550457474,-0.3141404516231796,0.9100554749936166,0.1823981076933145,0.6896971470282732,-0.3256124546334344,-0.443469763561778,0.4650940251054689,0.939669446281252,0.4653203239754461,-0.6923837046466845,1.509360263993459,-0.7244275243216873,-0.4570899209172838,1.4990811861653082,0.7114032213532646,-0.7091399635591877,-0.945525217172994,-0.724232407890513,0.5849185842168659,0.51130601690134,-0.971677254720551,-0.4449740130607886,0.3487040110045329,-0.4657784898146029,-0.1755513536777191,-0.9826443505184712,-0.3412175537008777
