f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.ratio,pca.expl_var.cov_init,ela_meta.lin_w_interact.adj_r2,ic.eps.max,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ic.eps.s,disp.ratio_median_10,pca.expl_var_PC1.cor_x,nbc.nb_fitness.cor,ela_level.mmce_qda_50,disp.ratio_mean_25,disp.diff_mean_05,disp.diff_mean_25,disp.ratio_median_25,disp.ratio_median_05,disp.ratio_mean_10,ela_level.mmce_mda_50,ela_distr.skewness,disp.ratio_median_02,ela_level.lda_qda_10,ela_level.mmce_qda_25,ela_level.lda_qda_50,ela_level.mmce_qda_10,disp.ratio_mean_05,ela_level.lda_mda_50,ela_level.qda_mda_50,disp.diff_median_02
11,1,-0.3296930687437595,-0.4120069927086329,-0.7091399635591878,-1.6625758283913707,-0.3864701770671919,0.4922464606294137,-0.2565978298939634,-0.3613711354100147,-0.4731873631781086,1.0887722953422638,1.0130001805442803,-1.769436217006072,1.8411275998158692,1.1430394710429377,1.0498598972594444,1.1430917789078503,1.1475652466981745,1.051482067216712,1.0858248260568264,1.7867053412905438,-0.356007569204722,1.0081677222452965,-1.12101854076557,1.823358255820786,-0.6591860924289668,1.6163755954469627,1.0501792593915449,-0.4935138067774476,-0.2412547214735277,1.0082845165448902
12,1,-0.3296934413028665,-0.96539892215207,1.4275086135387989,-1.766706141110957,-0.3864704700594584,-1.6498597446463192,-0.2565978638748068,-0.3613711574491155,-1.019178847370381,1.3117916679823245,-0.6420423679507086,-1.457333672700181,2.2106296826248406,1.4082408858828972,1.2621991607425982,1.4082966757109592,1.4215454358462771,1.255826216890632,1.307633404817192,2.108966016560598,-0.2904882398668768,1.2439826616610572,-1.12101854076557,1.8202707504171631,-0.6598978608107713,1.6163755954469627,1.2623170671298778,-0.4924389519638819,-0.2204223927648546,1.244002544188871
13,1,-0.3296934320148685,-1.1178496550084298,1.4275086135387989,0.9866767457785834,-0.3864704722152902,-1.6470571634793645,-0.2565978633823308,-0.3613711564784839,-1.1515512718894718,-1.384895243200903,0.5302794372333488,0.1510831602808748,-0.629698471946584,-1.2600308205145538,-1.455211524841265,-1.2602478877069845,-1.2405605811002198,-1.437944475983054,-1.401458910250059,-0.5848632721104441,-0.2844138030277146,-1.481083050308643,0.3122336538465751,-0.8125994825225705,-0.4417872714647978,-1.096956212181961,-1.4549418994837091,-0.4117606705098257,-0.4218015702820281,-1.4801718480752113
14,1,-0.3296934062666679,-0.7734040769063271,1.6945529634057128,0.3951489382051348,-0.3864704580015298,-1.4901126181298996,-0.2565978458994332,-0.3613711496777596,-0.8261437633734459,-1.5769030462726727,-0.2972418370142222,-0.2365046505548127,-0.32996006511388,-1.601439538469443,-1.576438129601065,-1.6007277248981036,-1.5820135033967375,-1.5519359425106642,-1.5989146183453398,-0.2075989423178566,-0.2911502370198833,-1.5493562920933126,0.1730600536455933,-0.3764893442607853,-0.263350032791574,-0.4296630370688803,-1.576013104892683,-0.3534778714399139,-0.5660556200194438,-1.550481938599353
15,1,-0.3134846214346363,0.9319005130095857,-0.7091399635591878,-0.6516160300643087,-0.3819457831888587,0.6997709232301093,-0.2342574971523377,-0.3120039320035369,1.17588929274547,-1.2522712967492702,-1.2626833236363726,1.3693718128795662,-0.1364447428078536,-1.1147288959087502,-1.357961388776138,-1.1148716801741063,-1.101525858248943,-1.3418134235657595,-1.27508725706908,-0.0867933698082445,0.452425805888216,-1.384746574170765,-0.4998089202074587,0.2340648493057149,-0.2822892610378474,0.7307401681829103,-1.3575585386112738,-0.3208151191948436,-0.3544568095508456,-1.384438629569557
16,1,-0.3296934044939194,-1.4623234386115231,1.4275086135387989,-1.7704863405679494,-0.3864704730990473,-1.652395413321183,-0.256597863995982,-0.3613711574923347,-1.4218058992635163,0.8525565101199499,-2.1591647040712525,-1.6046751064073803,2.201164259251176,0.936771703945191,0.8336145886163265,0.9373600608043954,0.939013162421258,0.8192966837825915,0.858092576053603,2.109978353760399,-0.3531818220979069,0.768583094632836,-1.12101854076557,1.8403395355407128,-0.6580101272764204,1.6163755954469627,0.8333038827459032,-0.491797247597574,-0.2288077326224336,0.7686238824258798
17,1,-0.0063798015302577,1.3836398168814557,-0.7091399635591878,1.015881884395181,0.0895337957053694,0.6997709232301093,-0.0547555611562811,-0.2149565022796792,1.35790482007068,0.6829826084380093,-0.6420423679507086,0.6141562376463586,-0.8582709178587746,0.8148400189613014,0.61027191281021,0.815048810497339,0.8326924920055764,0.5981427325930785,0.6790660673805479,-1.0556000700180106,-0.0925449615146419,0.6676392218101034,0.3362941745592872,-0.7886713156444886,3.1516837166545373,-0.2554798920945099,0.6101117475571854,3.623148043960765,2.1819774764315643,0.6679265114393167
18,1,0.3235840078328541,1.4683409363574311,-0.7091399635591878,-0.3791997370925477,0.8103010533295035,0.6997709232301093,-0.1307076516166827,0.0905621656337976,1.3689243767424049,0.1439091544530095,-1.1247631112617933,-0.3025542587683857,-0.468085132122167,-0.1209856632900515,0.2837182267028299,-0.1208125307952698,-0.1385059396761332,0.2845348730678079,0.1419865413613853,0.11094982988626,-0.2374120051642476,0.4649137676764829,-0.294586831775502,0.0071332021394057,0.8395814944914124,0.3455746222536692,0.2837458894982123,-0.1843246004811608,-1.345499163968478,0.464731274001872
19,1,-0.3296927000006985,-0.2482740594558729,-0.7091399635591878,0.5020694456828463,-0.3864694452560383,0.6984363607696548,-0.2565975268981099,-0.3613691596451818,-0.2194620708116509,-0.1978779314273218,0.9440400743571248,0.5270578531889006,-0.4982342584234682,-0.2540944193974632,-0.180509007508114,-0.2536876999569278,-0.2550497514779369,-0.1672285426637389,-0.1989536479497996,-0.742450429546167,-0.1725791913924832,-0.1051468585133056,0.4239263651943122,-1.065774925619676,-0.4135641078036845,-0.8589876901747228,-0.180009466872685,-0.1643996799073017,0.9539182501020468,-0.1051511203630913
20,1,1.0126484756594727,1.564352461730798,-0.7091399635591878,0.4632942616438614,1.7926011652443852,0.6997709232301093,0.3305926870581807,1.4400196710730473,1.5123439068248998,0.863113640185752,-0.6420423679507086,0.4664518940039197,-0.6875427258967557,0.7071336972255329,0.8993898958898068,0.7072880148616929,0.7120594236493215,0.9064975291447268,0.8541434618916963,-1.0451392522867315,-0.1556369679581297,0.8645007165266354,0.7229137181684557,-0.6188585184452096,1.2579775171868666,-0.5376075212783493,0.8991034509029553,2.570399945814397,3.8142362880834497,0.8641376088171857
21,1,0.2385358009998135,1.414708176223043,-0.7091399635591878,1.199032753685704,0.2560046662857119,0.6997709232301093,0.0412892783870275,1.2120609434250675,1.3854812606416709,0.6209594693014236,-0.9178827926998864,0.8148454318337511,-0.7443352661387417,0.3850308293930907,0.7170980925680362,0.3852689667699404,0.3920750982636646,0.7331464510151804,0.6198293549519643,-0.7623597278089244,-0.161944329721498,0.6802048491324348,2.224809163049221,-1.1699782329919608,-0.6507377112014625,-1.2490598035680307,0.7169702462442366,-0.4804551229230825,-0.1199293354091795,0.680409506574154
22,1,-0.3293562697675874,0.4095910456582314,-0.7091399635591878,-0.2981843525685415,-0.3864541371231405,0.6997709232301093,-0.2563514489572533,-0.3598505644734994,0.6960702463669037,-0.0032308458391019,-1.3316434298236812,1.2100543513094664,-0.3734308983855237,-0.3059153855156173,0.1284986406333636,-0.3058014287331972,-0.3122993432402277,0.1264176775617654,-0.0153198394211884,-0.6067972447728038,0.170598906805472,0.2462718522679087,-0.1495160451253262,-0.5895272171107886,-0.4283874580160457,0.2032841657957328,0.1284589086475709,-0.2195702128006203,0.654273371128868,0.2463894303577197
23,1,-0.3296929008329974,-0.3216647730344572,-0.7091399635591878,0.239223198133473,-0.3864699583373041,0.6914966359752905,-0.2565972329515027,-0.3613705327918272,-0.3408149386590174,-0.5911310263784367,1.5646810300428078,0.1358409430008189,-0.3948157437852838,-0.8027870018249667,-0.4918582050619744,-0.8025261978672057,-0.8347018680711256,-0.5034245729755877,-0.5747776790244833,-0.44583563000441,-0.2151125084731557,-0.4749951560339389,1.265101040307366,-0.2468141173086072,-0.2637213902081677,-0.6136593169713841,-0.4921626182097368,-0.2586981365362423,-0.0811471385678762,-0.4748451542255217
24,1,-0.3296932645409302,-0.6887029574303515,-0.7091399635591878,1.042117008915174,-0.3864704536363052,0.5444278528331898,-0.2565977139158675,-0.3613710785434258,-0.4952264765215576,-1.2370954222796804,1.978441667166584,1.1570695007645126,-0.6794795874673372,-1.1533405961536487,-1.133494686144734,-1.153120766778638,-1.1802440469220925,-1.1878986784386172,-1.1809667028769952,-0.5956615355749904,-0.0269827249539165,-1.0932240202926666,-0.148808382751423,-0.2336922193432083,-0.5025042090778512,0.4338928366068708,-1.1338400068772998,-0.4641718746280205,-0.5408996004467066,-1.0925949830016368
25,1,-0.3296932706994156,-0.6265944442481675,1.1604642636718838,0.8959263150490444,-0.386470432359183,-0.0438472797352126,-0.2565978429445772,-0.3613711519008482,-0.6165793443689243,0.2125304998807204,0.668199649607794,0.3285461186129446,-0.7215481357947343,0.1757147701707475,0.2617301012092661,0.175165695306001,0.1426304484422572,0.2425103692788257,0.2361070955534689,-0.4056795877456285,-0.1189145147760705,0.2709842526684947,0.1353180603707508,-0.4166269145078862,2.3309528795313024,-0.0911098820482735,0.2616372345974431,0.3785945122532554,-1.175302969046677,0.2708322702495858
26,1,-0.3296932252663005,-0.5306111243757916,-0.7091399635591878,0.1275176679445678,-0.3864703953752864,0.6131578195466036,-0.256597715208617,-0.3613710592046257,-0.4290540387078518,-0.0936262720275295,-0.4351620493888206,0.7408118050449121,-0.1571284457354904,0.1371030699258488,-0.4041945011075254,0.1367361317278715,0.1201395373927863,-0.4130718898292779,-0.0798220373989803,-0.0790321179431018,-0.0389354513276464,-0.7547897910778621,-0.7597568988879368,0.4602246201211184,-0.072100963245871,-0.829548285390322,-0.4042543951519154,-0.2368801880817749,-0.4465645270489414,-0.7549154418177768
27,1,-0.3296926934520424,-0.2708384602486735,-0.7091399635591878,0.6162499876189208,-0.386469794306626,0.6979025357854727,-0.2565904052028025,-0.3613703891671566,-0.236018954710917,0.0508744457481317,2.0474017733538927,0.5669779460652355,-0.3306612075860033,0.3413386422738639,-0.021638931360958,0.340594899905321,0.3389147630558227,-0.0527117698387664,0.0814334575454986,-0.431662909207193,-0.0799241083846369,0.0762170291723511,-0.5429763250155598,-0.521602098231077,-0.2551182767237491,-0.7780293270176207,-0.022090503295762,-0.2300941644080692,0.0733265441209643,0.0763919626363493
28,1,-0.3296925946865842,-0.316023672836257,-0.7091399635591878,-1.2867040443879356,-0.3864699086192708,0.6993705544919729,-0.2565930055991545,-0.3613706071207817,-0.2966816141887606,1.235912295634375,0.1165188001095536,1.8785344520204552,-0.7183929946701795,0.9642063330665654,1.2839005658999518,0.9642792040663872,0.993195811767712,1.3346221614949711,1.193109094121929,-0.6800229688917586,5.210744879237382,1.4408441563775891,-0.0749756084075125,-0.4814645279839746,-0.4632331622730782,-0.0027916676950711,1.2838993254853903,-0.4167499219578693,-0.4183950259648867,1.4407962033439208
29,1,-0.2462838811630823,1.1577701649455203,-0.7091399635591878,0.8779412296862814,-0.3038951871041844,0.6997709232301093,-0.1383983883422087,-0.2374843729212872,1.159359957737883,1.2345926543761503,-0.2972418370142222,0.6014543899129795,-0.5550267986654542,1.2863092008990076,1.1716516319572818,1.286069647991582,1.3029569957672469,1.1906882360177116,1.2227274503362204,-0.4765431917317136,-0.0674074585101977,1.0203144953235508,-0.572934032177466,-0.6698023576049933,-0.4355670347368551,-0.5940330471151171,1.1717768613457749,-0.423375519539998,-0.4846916192138716,1.0203466809341717
