f_id,i_id,ic.eps.max,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ic.eps.ratio,disp.diff_median_05,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,disp.ratio_mean_10,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_50,disp.ratio_median_02,ela_meta.lin_simple.intercept,nbc.nb_fitness.cor,disp.diff_mean_05,ela_level.lda_mda_50,ela_level.mmce_mda_25,ela_meta.lin_simple.coef.max,ic.eps.s,nbc.nn_nb.sd_ratio,disp.ratio_mean_25,disp.diff_mean_25,ela_distr.kurtosis,ela_level.qda_mda_25,ela_level.mmce_mda_10,ela_distr.skewness,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_50
11,1,-0.3870912937795315,0.4295388465398415,-0.264308761496945,-0.5082889066959142,1.0711039149436594,0.9287470366804774,-1.839256362937434,-1.5584627545767982,1.1069669947065028,1.1054320698277569,-1.8195810405434047,1.7157316241555125,2.1194704497498056,1.0266716236685924,-0.3303098221222584,-1.920238085701102,1.069910151849495,-0.4946755871537389,1.8307462070633316,-0.3628131499242336,-0.5690897031281839,-1.3831737157833008,1.1616225659853572,1.1617160493955423,-0.1999887875634341,0.8249954744137433,0.7017327063632459,-0.3692355538770814,-1.3004431216179713,2.039166766259736
12,1,-0.3870915868319474,-1.8084431631816589,-0.2643087955163455,-1.0755829549086748,1.2768870926778562,-0.8089087093669712,-1.948557113897104,-1.6651028139720685,1.3316148307750963,1.3289797267985328,-1.980301132452603,1.853461566918868,2.5243662551951003,1.2641373421181683,-0.3303101947482373,-1.5978696135292003,1.28392848980436,-0.4936002487554111,1.8290361110765752,-0.3628131719730455,-1.1266831541496225,-1.455859261810743,1.428890742473887,1.42899271249066,-0.2000926302383485,0.821482019863777,0.7017327063632459,-0.3035698341013076,-1.4590856337667406,2.389330291979215
13,1,-0.3870915889882218,-1.805515144852324,-0.2643087950233108,-1.2318635018296722,-1.4372787648557142,0.4219307774167505,0.9415409695202972,1.4651711434626489,-1.3847629976637976,-1.4013530805952723,1.219750697525144,-1.3525854340725636,-0.5880301544043081,-1.4800046902671595,-0.3303101854585724,0.0634525593380861,-1.454970143116583,-0.4128856695734671,-0.8925816518461039,-0.3628131710019862,-1.2618684072985205,2.03720040727949,-1.2601752784413598,-1.2603983765452376,-0.1997622589668752,-0.1095834358774119,-1.671645671110131,-0.2974818250922523,1.447157054069734,-0.5377434523334602
14,1,-0.3870915747715434,-1.64154611840958,-0.2643087775205757,-0.8787648822183455,-1.552392784055894,-0.4468970956070542,0.320641714608677,1.1221165690335848,-1.57817282102463,-1.600356929530681,1.3919507959992832,-1.5183714762877134,-0.2595805209548518,-1.548755866301406,-0.3303101597057501,-0.3368841014521354,-1.577155348250169,-0.3545766486611579,-0.0683153862295588,-0.3628131641982652,-0.9295461991414372,2.2095689878588542,-1.60424465507027,-1.6035380237862629,-0.1991769918197984,-0.7897882367509745,-0.3509227172544228,-0.3042333103606193,0.7200455400545437,-0.1278137960461532
15,1,-0.3825659710730397,0.6463516323548645,-0.2419430798001831,0.8693797739969199,-1.340081243362219,-1.4605296141348096,-0.7780988357844372,-0.465758669005054,-1.2511706454454927,-1.2739906172766118,0.9097905202716962,-0.9929572501904748,-0.0475288277804661,-1.3829938283783447,-0.3140984655033408,1.3218141419904952,-1.3569510008009915,-0.321899201213467,0.525087921174883,-0.3134241938165685,1.1150287679421682,0.8742316708404075,-1.113740990173696,-1.113886497951767,-0.0728994859032433,-0.2648781269859423,0.7278856361425667,0.4410041113139386,-0.3596048898467999,0.003451693176437
17,1,0.0890103994624274,0.6463516323548645,-0.0622374679423995,1.332467514882525,0.6147046004292644,-0.8089087093669712,0.9721962465410384,-1.0491891276876473,0.6982142752325797,0.6954841410208149,-0.1865501066803221,0.3409827510175794,-0.8384970093856478,0.6837593162094364,-0.0069385223016203,0.5417574087466273,0.6268461217992146,3.6238383787878568,-0.9874919791110796,-0.2163340020240882,1.300912007807885,-0.4943333243620049,0.8308653973807784,0.831110427080537,-0.1884943046491655,0.3148418737585713,0.7017327063632459,-0.1051842892683891,-1.3158666991879906,-1.049238864248302
18,1,0.8099256258405432,0.6463516323548645,-0.1382757391305389,1.419296466298576,0.2984648586030403,-1.315724968630859,-0.4921561105796717,0.5569084087617729,0.1552045649721016,0.1541936719165046,0.3788402166431022,-0.2532964464613411,-0.4109362584742504,0.4796147198868882,0.3230845133972465,-0.4051062664931664,0.2977102097342234,-0.1853472744526837,0.0094939811678535,0.08931928676786,1.3121657229503536,-0.3697295311721035,-0.1122533403431145,-0.1120618123299287,-0.1982073838847988,0.1391691462602345,0.7017327063632459,-0.2503750106811162,-0.8377357945173955,0.2183164325184422
19,1,-0.3870905618181419,0.6449573379123242,-0.2643084581572905,-0.3404427318806708,-0.1568749005172921,0.8563447139286428,0.4328712033625768,1.2141787897002294,-0.1890782133815439,-0.1894196405786343,0.3214401838183892,-0.289004209399989,-0.4439732976282308,-0.0944365106812693,-0.3303094533130106,0.4517941141870268,-0.170187905147825,-0.1654133895165186,-1.400480159912732,-0.3628111732888182,-0.3099729119728557,-0.1350590539977892,-0.2463994365883141,-0.2459749951174002,-0.1963491734939487,1.0449377292416626,-0.7759078261683888,-0.1853973403594434,1.0086867774363266,-0.7089752497271743
20,1,1.7924273974757556,0.6463516323548645,0.3235480242275917,1.5177199596786082,0.925171016801228,-0.8089087093669712,0.3921706943237397,-0.1016296103269988,0.8796606043649069,0.8719342204102102,-0.2669101526349178,0.4557577033203754,-0.6514151713857828,0.8819989035474478,1.012272663768345,0.3891946550559718,0.9182503077069576,2.57061664184661,-1.0268241868064767,1.4393714044973591,1.458632825529576,-0.8826818131371973,0.7223197011823722,0.7225078099450272,-0.1949594840476089,1.5902258753965013,0.7017327063632459,-0.1684172627600198,-0.5248575066684392,-1.0378722995390834
21,1,0.2555154454121883,0.6463516323548645,0.0339163510130244,1.3643163626963044,0.7504611781629756,-1.0985180003748929,1.164441204128736,0.9120055456188324,0.635738249817053,0.6357829863401931,-0.1951601116040281,0.348634414504433,-0.7136477335130482,0.6964129068905857,0.2380210409698882,0.7490478332943731,0.734517030451733,-0.4816110281053987,0.1377511801745775,1.21131223125507,1.3290744299519115,-0.33650185298813,0.3977066285890233,0.3979731664880934,-0.1957152620958026,-3.630767585854087,0.7801914957012084,-0.1747387171195737,1.1629225531365188,-0.7306083890124614
22,1,-0.3870752505425856,0.6463516323548645,-0.2640621009986285,0.3339490306328066,0.1388807989367161,-1.532931936886805,-0.4071180257368253,0.2336606804313846,0.0069901642522892,-0.0043460610687042,0.2841301624823235,-0.174229257097193,-0.3072153215954748,0.2594422420348837,-0.3299729626928832,1.1572562823585597,0.141263223511796,-0.2206087440217294,-1.0293893307866095,-0.3612919089776117,0.6250138763512506,-0.2762766862796774,-0.298624252683775,-0.2984958335207205,-0.1546581828769061,1.6640084209458026,0.8455738201495108,0.1585475238080419,0.1978472708981794,-0.5615765718850478
23,1,-0.3870910750047399,0.6377070068111144,-0.2643081638771503,-0.4156771413327403,-0.4951150169430614,1.5079656186965014,0.1569737101759073,1.0037508567478983,-0.5852028000587115,-0.5681902997190279,0.8696104972943951,-0.8373734259577913,-0.3306485702977166,-0.4668738630631075,-0.3303096541813576,0.0477089827901553,-0.483999099041058,-0.2597542716862276,-0.2778021446072079,-0.3628125470405141,-0.4339044499792857,0.9406870272083586,-0.7993680775990657,-0.7991009896517374,-0.1978999522180403,0.2305189645593701,0.8586502850391644,-0.228025690020225,0.65394449332589,-0.3866781407141663
24,1,-0.3870915704054227,0.4840557592431687,-0.264308645387252,-0.7919359308022945,-1.1862684234111902,1.9423795552083936,0.9997340377630596,0.1791522399678292,-1.2358839583757364,-1.1791321159507324,0.8351704775995712,-0.888384515870145,-0.6425796841701826,-1.0894305245756726,-0.3303100179545735,1.1025286115014694,-1.130709325873107,-0.4653204538620754,0.3917004342078902,-0.3628130930325875,-0.5915971334131201,0.8119297742454609,-1.1526535982448232,-1.152434384349525,-0.1851495259456353,-1.2236998736718678,0.9698002366012852,-0.0394755664017339,0.8147903736989467,-0.5494766804203955
25,1,-0.3870915491239324,-0.130549231028613,-0.264308774562367,-0.7282671492444709,0.2558636402492571,0.5667354229205606,0.84628445900387,-1.038255748641178,0.2243269760701305,0.2490521732423825,0.4936402822925282,-0.4037791617027843,-0.6886778783385274,0.2843276370411448,-0.3303100241141644,0.2467527720032712,0.2755482129575468,0.3778250995610829,-0.0076069786997096,-0.3628131664223334,-0.7155286714195501,0.2034479175014382,0.1867593322034409,0.1862285796453397,-0.1903106297796211,-1.0782428553032442,0.7017327063632459,-0.1316127602643082,-1.366544168346625,-0.3430451987658753
26,1,-0.3870915121324433,0.5558619230339964,-0.2643086466814683,-0.629872569934174,-0.4047837481213233,-0.591701741111025,0.0397216054129597,-0.2212629607630001,-0.0840653195979994,-0.0693539850542712,0.2382101362225517,-0.2226897925139343,-0.0701937732465688,-0.7486271488967079,-0.3303099786728943,0.6725790329187129,-0.3956421936268738,-0.2379265071828583,0.7602261193538769,-0.3628130736852662,-0.5240185739825991,0.1702202393174688,0.1478467241323137,0.1474988063976395,-0.184120316001957,-0.1450693268320761,-2.3123924507034945,-0.0514549988615299,0.1978472708981794,0.0118849508639219
27,1,-0.3870909109403875,0.6443996201353078,-0.2643013283811932,-0.3635739876691626,-0.0418568253094886,2.014781877960389,0.5527212129577908,-0.1883043688548037,0.0614905268488121,0.0931658249096454,0.0258300147711179,-0.0084432148820432,-0.260348824190991,0.0881969814833248,-0.330309446763179,0.493027290860177,-0.0100615625674065,-0.2311374304292369,-0.6805297494883207,-0.362812403352558,-0.326881618974414,-0.3219647437826414,0.3536739405085378,0.352950108232392,-0.1864992759016235,0.4114618738826572,-2.0050955257964738,-0.092535237250584,0.1846270615524489,-0.3712782788500636
28,1,-0.3870910252764998,0.6459333440221023,-0.2643039317281428,-0.4098943273856174,1.3562578032401509,-0.0124831590951619,-1.4447212157439415,-1.3247419706124242,1.2551813954263151,1.2135574944159953,-0.4505902576739983,0.5067687932327292,-0.6852205137759015,1.4623769294561797,-0.330309347979993,1.847724568103492,1.3058014990014106,-0.4178771657209287,-0.2957581524681492,-0.3628126214022202,-0.388833320833701,-0.8016893475637614,0.9813957496559266,0.9815066004027736,5.289984285831492,-0.4862257636338465,0.3388608056751677,5.209954740571736,-0.9853614655447224,-0.6411425248495788
29,1,-0.3044993517168752,0.6463516323548645,-0.1459752023214437,1.1009236444397223,1.2118308086302254,-0.4468970956070542,0.827406350556069,0.2605979911255838,1.2538521182898148,1.2434080717563063,-1.0532906023334885,1.0117785833650264,-0.5062058597554961,1.0389034279937044,-0.2468856631404503,0.5286377616233524,1.1926649556907496,-0.424505744206143,-0.64376268577306,-0.2388717991351868,1.098148195228466,-0.870221433818207,1.3060088222492756,1.3058108538497806,-0.1838551792313915,-0.2912290361106924,-1.3708869786479403,-0.0799906213106336,0.8698745793061582,-0.420044508086389
30,1,-0.3713800586291331,0.6463516323548645,-0.0491352576635379,0.90702589279269,0.4992839776012761,1.5079656186965014,0.7771801904655895,0.1797860590429868,0.5719329472650272,0.5541914082766758,-0.7060204037439748,0.6904087169171979,-0.4435891460101612,0.4534639658125123,-0.3141404644043991,0.9353468224448788,0.5112489958359414,-0.4657056497062525,-0.2401800328985688,-0.3256124554852251,0.9517092269370996,-0.7103132325578337,0.6731669330925263,0.6732366832606748,-0.1752324480823595,-0.9454342733145008,0.7671150308115484,-0.0058594359299373,0.8346206877175432,-0.4446109543934101
