f_id,i_id,ic.eps.ratio,ic.eps.s,disp.diff_median_25,ela_meta.lin_simple.coef.min,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.skewness,ic.eps.max,ela_meta.lin_simple.intercept,nbc.nn_nb.mean_ratio,ela_level.lda_qda_10,ela_level.qda_mda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,disp.diff_median_10,ela_level.lda_mda_10,ela_level.lda_qda_25,disp.diff_mean_02,disp.diff_median_02,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,disp.ratio_median_02,nbc.dist_ratio.coeff_var,nbc.nn_nb.cor,ela_level.lda_mda_50,ela_level.mmce_qda_10,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.cond
11,1,-0.4505017066095429,-0.5124942527607329,1.102593014164313,-0.2643087381902316,-0.7091399635591878,0.4918635457906721,-0.395218062237431,-0.3639522501251972,-0.3870912733652217,-0.3303098028562959,-1.69049124759089,-1.1137877545298158,0.7954080149107094,-1.6652498932535946,1.050683154872824,1.050594720720947,-0.7657621023625438,-0.970581229605484,0.9828739979103804,0.977825097630561,-1.770409582790573,-1.4294124215869466,0.9776940269110296,1.6055677824056018,-1.3626432302973372,-0.4851835303113978,1.613963386222786,-1.1921866658402542,-0.3628131255365311,-0.4902809956661408
12,1,-0.9966225524591392,-1.0506327867994203,1.3785837922852633,-0.2643087722096319,1.4275086135387989,-1.6498177113405228,-0.5659166448453007,-0.2983787156590096,-0.3870915664176357,-0.3303101754822727,-1.8470914293311005,-1.1137877545298158,0.7919324193778611,-1.7682849996754806,1.274026238756918,1.2743885685300451,-0.7657621023625438,-0.9693322178036196,1.2168200473322632,1.2137946630152867,-1.4632789928975063,-1.5333614574022547,1.213760432965102,1.7406082865812922,-1.7148905541490136,-0.4841113972404799,1.613963386222786,-1.3464461786539406,-0.3628131475853429,-0.4928516272513337
13,1,-1.147070216669999,-1.18110130973478,-1.300253900842733,-0.2643087717165971,1.4275086135387989,-1.6470156861458465,0.0915691072564792,-0.2922992533467267,-0.3870915685739101,-0.3303101661926078,1.2709300463891344,0.2947462326315809,-0.1291003968270588,0.956138766676106,-1.4265748968475116,-1.4264878131466827,1.6080731975416782,-0.357940940790904,-1.5360417833574045,-1.5132867308000753,0.1195149308304816,1.5179211615151518,-1.514211214970591,-1.4028345606194903,2.2447690792191195,-0.4036374089771111,-1.077570001689116,1.479502396363447,-0.3628131466142835,-0.5634698596523148
14,1,-0.8071503507415958,-0.8603741103773463,-1.6437301590823052,-0.2643087542138622,1.6945529634057128,-1.4901022752439532,-0.5445323096281581,-0.2990412604922352,-0.3870915543572317,-0.3303101404397857,1.4387159553965014,0.1579728533647568,-0.8019756919865774,0.3708324421962864,-1.6188613980613342,-1.6184252931316774,0.98057558709318,-0.1288097257388454,-1.5947907841451494,-1.583671850126633,-0.2618984063855587,1.1835234460023103,-1.582557261483582,-1.565383315645784,2.2672529509543327,-0.3455021933555522,-0.4156377399241636,0.7724796293007198,-0.3628131398105627,-0.5665462712232231
15,1,0.8757480356022674,1.1128638706337788,-1.1595014805509003,-0.2419430566222495,-0.7091399635591878,0.6993468399679201,0.4860479116677056,0.4451499540796378,-0.3825659506898299,-0.3140984463303947,0.968915410175876,-0.5032916624973045,-0.2827217193789737,-0.6649230173574016,-1.2937584475554915,-1.2930352503569045,0.0136767533832328,-0.2239219744508339,-1.4367184975249747,-1.4174513541449665,1.3183956171921358,-0.3642823309742191,-1.4177720082344687,-1.050228799716305,0.6708980577541834,-0.3129221495885571,0.7354429946891541,-0.2773420551257545,-0.3134241698150353,0.0364907825742234
16,1,-1.4870179175038991,-1.4474688872573351,0.8922442933695272,-0.2643087723309446,1.4275086135387989,-1.6523528769928495,-0.6114837407788084,-0.3611241652352251,-0.3870915694578486,-0.3303101386667189,-1.4611838386141554,-1.1137877545298158,0.807572599275681,-1.7720254403135112,0.8141245038949948,0.8141947489330722,-0.7657621023625438,-0.9758895297634086,0.7447381490289937,0.7379087185646986,-1.6082732016144656,-1.533824826061164,0.7378539127672832,1.325483773744912,-1.177775840474472,-0.4834713177951559,1.613963386222786,-1.3892960433244088,-0.3628131476285811,-0.4582212754841444
17,1,1.3215518820409593,1.2922614837521804,0.7846896892565977,-0.0622374457991962,-0.7091399635591878,0.6993468399679201,-0.398322739884774,-0.1002716758501784,0.0890104166047577,-0.0069385048910737,-0.0993215438376942,0.318391799894659,0.2907515435410706,0.985036735834524,0.6443044667405197,0.6444260309636253,-0.7657621023625438,1.6367309067868416,0.6332193752080637,0.6371038921176854,0.5752110153694955,-0.9329901316755044,0.6368023961437814,0.2576634907260299,-0.2859155949776746,3.6210541273315857,-0.2428539510075766,-1.2071841184749184,-0.2163339787816973,0.2789463227836358
18,1,1.405140103248214,1.3031225470558527,-0.1905295856976679,-0.1382757165495135,-0.7091399635591878,0.6993468399679201,1.220817901877168,-0.2452585701877103,0.8099256380284282,0.3230845289142114,0.4515755240698288,-0.3016088829004615,0.1169717668986335,-0.3953719039079785,0.1044485509615088,0.1046615861780216,-0.7657621023625438,0.1371673374682181,0.4293964815814823,0.4336918224274595,-0.3268958102931619,0.6325781105592125,0.4338607610990726,-0.3250112772912986,-0.6506539586822472,-0.176777251568127,0.3533717994792369,-0.7422630868003367,0.0893193076203664,1.806970160958773
19,1,-0.2889200801999146,-0.2624182701936856,-0.3092662709252878,-0.2643084348505789,-0.7091399635591878,0.6980125422561695,2.5434002472516304,-0.1803721192522751,-0.3870905414038372,-0.3303094340470502,0.3956468877340398,0.4045126649753797,1.012980295267042,0.4766283970813419,-0.2378346367661879,-0.2373075143201819,0.4349683880711342,0.3952756263235353,-0.1460816550168423,-0.1367987007743252,0.489500153073756,1.273262509611068,-0.1368077622394581,-0.3600217783738851,0.2462027027557082,-0.1569027847908147,-0.8415132759861734,1.0531462428922826,-0.3628111489011312,4.170910812597527
20,1,1.499890121559734,1.4444792859531437,0.664093375321861,0.3235480441494733,-0.7091399635591878,0.6993468399679201,0.7853083356454843,-0.1634158792612056,1.792427402911458,1.0122726753309372,-0.1776216347077964,0.6983436111121593,1.552392721965168,0.4382610368992616,0.824696957569982,0.8245019866100604,-0.7657621023625438,1.1757206507186226,0.8271753745696542,0.8335243688825993,0.4298596780596376,-0.0093419382497341,0.8338738186045521,0.3701972442057716,-0.6331665028881978,2.5709717933051803,-0.5227150175626119,-0.4380290476400157,1.43937141479389,0.926333550415962
21,1,1.352212030445818,1.3194412946696197,0.3420332333041196,0.0339163726025818,-0.7091399635591878,0.6993468399679201,2.164108408339508,-0.1697284591999938,0.255515461410223,0.2380210569749241,-0.1077108392880616,2.174337010759397,-3.612342239848078,1.1662612881839236,0.5821913013999719,0.5821868736243786,-0.9611151320304726,3.36361462404482,0.64699563614005,0.6496002080172742,0.772703127242595,0.978714498764422,0.6493814231093621,0.2651657409580133,-0.2159657718014553,-0.4721579135990529,-1.2284516201796565,1.203120769238922,1.2113122433347818,0.7057400135434782
22,1,0.3603012556102783,0.6399460217336415,-0.3651280587547627,-0.2640620776933353,-0.7091399635591878,0.6993468399679201,2.636666218578842,0.1630898953569909,-0.3870752301283862,-0.3299729434288534,0.3592932741157747,-0.1590400214613145,1.6253802281549914,-0.3152086109318028,-0.042905022133619,-0.0430138711379972,-1.075564381734916,0.6734930051888721,0.2095037873984693,0.2151169833921218,1.1616161649095127,0.3174874225009231,0.214985691897961,-0.2474880248941434,-0.523245352182705,-0.2119336151025516,0.2122244789558279,0.2647087329556698,-0.3612918846018038,1.3266918713596754
24,1,-0.7235621295343411,-0.5342163793680769,-1.238865896114549,-0.2643086220805393,-0.7091399635591878,0.5440345863201279,-0.4936390714101311,-0.0346551986633188,-0.387091549991111,-0.3303099986886099,0.8962081829393521,-0.1583445636006358,-1.2312117402933982,1.0109959284683565,-1.2785605453976985,-1.2786821810683882,-0.1619436470253114,-0.1191298842743949,-1.0718003185446892,-1.125296277466069,1.109475390346271,0.2643544829459962,-1.125938582632987,-0.947698046545869,0.7308550490480854,-0.4559158976739547,0.4409804811834216,0.8646068383422261,-0.3628130686448855,-0.5301124195678062
25,1,-0.6622696676301203,-0.6538238389997646,0.0921704410920961,-0.2643087512556535,1.1604642636718838,-0.0441238450196206,-0.6425404363501533,-0.1266630450403308,-0.3870915287096209,-0.3303100048482007,0.5634327967414069,0.1208817674618892,-1.0873220852334593,0.8663428173137904,0.1731694998489226,0.1725321037333142,-0.7657621023625438,0.7519933969360616,0.2720486463419554,0.2395859065529904,0.29415081275805,-0.9223326525205914,0.2397244449302706,-0.4725555318536262,0.0763245607563182,0.3847164398562815,-0.0798044600581218,-1.2564614628459567,-0.3628131420346308,-0.3562458378395008
26,1,-0.5675474842240972,-0.4689956942295266,0.0689271079924662,-0.2643086233747556,-0.7091399635591878,0.6127509184752938,-0.3967551091184838,-0.0466178137076696,-0.387091491718132,-0.3303099594069309,0.3145503650471422,-0.7587565166533053,-0.1642039117088312,0.1060160242586948,-0.1334316567256934,-0.1336936105392339,0.7260246696470889,-0.6352215608048424,-0.7955356253390045,-0.7872563940982269,0.6998488942912167,-0.1259563840752282,-0.7871434563600023,-0.2950022763633728,0.2037331672558612,-0.2291997581401685,-0.8123103820847783,0.2647087329556698,-0.3628130492975643,-0.549797838160124
27,1,-0.3111880045974516,-0.2787370178074527,0.2881728759350275,-0.2643013050745226,-0.7091399635591878,0.6974788231714689,-0.7304389358182004,-0.0876403812982203,-0.3870908905260803,-0.3303094274972187,0.1076144106047271,-0.5457145919987093,0.3863304206944116,0.5896080279153826,0.011278802950688,0.0112742117214511,0.5800032131276303,-0.5488523947059064,0.0710918426245248,0.0449381091852551,0.5287842982926366,-0.0938294903908537,0.0447495269637632,-0.0849392698678498,-0.148514156595815,-0.2224309180058664,-0.761205317757337,0.2518537735545296,-0.3628123789648614,-0.2708465219016062
28,1,-0.3557795232035197,-0.338527171294167,0.9464895412117696,-0.2643039084214572,-0.7091399635591878,0.6989465506543949,-0.7220122488438027,5.207405656491878,-0.3870910048621919,-0.3303093287140333,-0.3565932709823201,-0.0857851268031513,-0.5016842379484442,-1.293331397531132,1.1980367279679518,1.1979577586075043,0.0422890658093425,-0.5325527906915735,1.3210943073467205,1.4107983232165509,1.819447033029312,-1.2015894976232322,1.4108318554258727,0.4202122457523236,-0.2159657718014601,-0.4086140266645057,0.0078042216460634,-0.8858101334464059,-0.3628125970145218,-0.5534340693273886
29,1,1.0986499588216134,1.0965722756782703,1.259288003001909,-0.1459751796960854,-0.7091399635591878,0.6993468399679201,-0.1944927170583733,-0.0751133762107514,-0.3044993318701735,-0.2468856443531527,-0.9438439525081084,-0.5751556414341104,-0.3087886858753388,0.8485468928038044,1.1967151712585786,1.1964763698128074,-0.8002942035664711,-0.6204207709527472,0.9942465491922926,0.9899001337106896,0.5627115146180337,0.3437449798391141,0.9898537529777583,0.915360761063182,0.888242151194579,-0.4152228469374768,-0.5786872308736187,0.9181691691803116,-0.2388717757165742,-0.5247178817809994
30,1,0.9119890825592588,0.955242689439239,0.615621484576877,-0.0491352355957761,-0.7091399635591878,0.6993468399679201,-0.6851718925966166,-0.0010862604465559,-0.3713800383227979,-0.3141404452312119,-0.6054757026765848,1.582154642391426,-0.9559445740917764,0.8011999376854928,0.5187565793500525,0.5190078545015016,-0.2418607955258253,-0.2996120896438278,0.4330671465262828,0.4076385567298769,0.9501960379133552,0.2649723078245418,0.407864105370205,0.6002662513199056,-0.183489068183925,-0.4562999453411491,-0.904786212772529,0.8838892774439371,-0.3256124313883926,-0.4589078285446022
