f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var.cov_init,disp.diff_median_25,disp.diff_mean_02,ela_meta.lin_simple.coef.min,ela_level.qda_mda_25,ic.eps.max,ela_level.lda_mda_50,ela_level.mmce_lda_25,ela_meta.lin_simple.intercept,ela_level.lda_qda_50,disp.ratio_median_02,disp.ratio_mean_02,disp.diff_mean_10,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.diff_mean_25,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.mmce_lda_10,ela_meta.lin_simple.adj_r2,nbc.dist_ratio.coeff_var,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_50,nbc.nb_fitness.cor,disp.diff_median_10,disp.ratio_mean_05,ic.m0
11,1,-0.4707873425899954,-0.4083349320689115,-0.7091399635591878,1.196531301560895,1.0491580853296492,-0.2600128961880879,0.778437055992281,-0.3838669837270781,-0.4917843055381465,0.9781962919560258,-0.3271629661773236,-0.6514234856960386,1.0438090376753786,1.0491135769936286,1.1336258395868417,1.098740157600094,-1.4298349607403482,-0.3941439343324086,1.1903378611421735,-1.7595767187243838,-0.1997314913648211,0.5068626464128508,-1.123732845024039,1.672284037004208,-1.3585382782472168,1.841071561695072,-1.7641546837625377,1.1363501127996698,1.0952859148038512,1.9920619865623763
12,1,-1.0197458599998566,-0.9656167438146368,1.4275086135387989,1.4771523156008903,1.286485066255728,-0.2600129301793298,0.7749577664058294,-0.3838672764924984,-0.4907101266482788,0.9781962919560258,-0.3271633384958669,-0.6521331263103306,1.283200386995872,1.2867698575268856,1.3601598731464868,1.307318702546076,-1.532028863141818,-0.5648072190876894,1.4613722738968788,-1.9165764764963984,-0.1998353292155048,0.5068626464128508,-1.2288204311670845,1.8076643514142885,-1.4304692303818505,2.2109582663189458,-1.455353323480128,1.3647083130792468,1.3117317464966585,2.0217438997018324
13,1,-1.1528376242742588,-1.1191390777843435,1.4275086135387989,-1.2466276418754378,-1.5061604552168226,-0.2600129296867032,-0.147053974003936,-0.383867278646661,-0.4100825798252313,-1.7823899824729208,-0.3271633292138662,-0.4346745589394913,-1.4831941399652808,-1.505905929966797,-1.4078505500422398,-1.4437164964421023,1.4677342006635858,0.0925425750301259,-1.265830041649754,1.2094008434285006,-0.1995049732921266,-1.6546451421609472,1.800958284816203,-1.3436885229092417,2.0263268122025395,-0.6323264403818387,0.1360508960217769,-1.3912533710124046,-1.4607084103228742,-0.925560142034384
14,1,-0.8256617825241566,-0.7722723354276261,1.6945529634057128,-1.5958663249288685,-1.5657584822997077,-0.2600129121984555,-0.8206444379410321,-0.3838672644439054,-0.3518364319612161,-0.4868608665733622,-0.3271633034822914,-0.2567707423304876,-1.5525028254701485,-1.5655344913280294,-1.6092185598350195,-1.5603942292481856,1.1389826424181444,-0.543427305823563,-1.6137940266301056,1.3776148696128003,-0.1989197333348713,-0.1347156371214216,0.7341712747795863,-1.5066463087732267,2.196905927264671,-0.3322760300844835,-0.2474373048870755,-1.587105481893304,-1.5842382894527638,-0.6023570878492127
15,1,1.1872507447077636,0.9450191191160316,-0.7091399635591878,-1.1035138495241297,-1.4054017733732145,-0.2376657270487324,-0.3008385737251119,-0.3793460928150403,-0.3191942197258363,0.6893707378459464,-0.3109649847647268,-0.2756533534586025,-1.3853966082712954,-1.4055240353011251,-1.278885296812485,-1.3451986397898184,-0.3826891197885861,0.4869398072661485,-1.11725829387229,0.9066155962967636,-0.0726480939065465,0.7398166660294613,-0.4780362329831455,-0.9901954797273704,0.875431578048399,-0.1385592739626824,1.341453415170669,-1.2550789973211,-1.361347420587963,-0.2857500143616974
16,1,-1.4245608724598755,-1.466034223903128,1.4275086135387989,0.9826536070475652,0.8075807549795602,-0.2600129303005422,0.7906145695448636,-0.3838672795297339,-0.4900688258185071,0.9781962919560258,-0.3271633017106875,-0.6502510359854693,0.8005908284190342,0.8075964543578463,0.9012622081166438,0.861875332917463,-1.5324844080262223,-0.6103648924436301,0.9800839175938244,-1.5296842162725082,-0.1907907861700609,0.5068626464128508,-1.2284504044553128,1.3914952367462643,-1.148910932026285,2.2014829902042927,-1.6011362912413585,0.8951286823085536,0.8740063052320474,1.912910218190499
17,1,1.37025538290984,1.399933772373908,-0.7091399635591878,0.8732945832557866,0.6944503389161037,-0.0581088614040477,0.2732442080394588,0.0917684477738959,3.622288777613296,0.9781962919560258,-0.0040584643770484,3.148054071102288,0.6981160234701196,0.6943450860170888,0.7180891273215528,0.6361410958890514,-0.9417945412480392,-0.3972479699799631,0.8550841219645675,-0.1643470370766108,-0.1882375424510322,0.5068626464128508,-1.1170723642121558,0.3209879357628535,-0.478925492143698,-0.8611368117430965,0.5942259375570718,0.721897472966534,0.64628165848825,-0.3110346070360473
18,1,1.3813348221834638,1.4852302698597597,-0.7091399635591878,-0.1182857286381251,0.4876818463189846,-0.1340841940741693,0.0992797287168622,0.8119776586235548,-0.1827895332333947,0.9781962919560258,0.3256922852758784,0.8428636704244363,0.4923160002532125,0.4875755423040389,0.1689149886377242,0.3156055403082827,0.5973397748608736,1.221557858294834,-0.1013485537314109,0.3879556822285075,-0.197950170445056,0.5068626464128508,-0.8169807009656432,-0.263153050488047,-0.355615288484326,-0.4705448741279431,-0.312788290435214,0.1711243467486541,0.3132880712685472,-0.3692991031986789
19,1,-0.215683253314814,-0.2434510932725845,-0.7091399635591878,-0.2390144328331626,-0.0961129605834947,-0.2600125930995142,0.9962405841041732,-0.383866252482522,-0.1628771424689833,-1.4715885709849004,-0.3271625976723624,-0.40653576588583,-0.0863902633794545,-0.0958405976331968,-0.1791327128443351,-0.1459195729643279,1.2272065016978675,2.543866713895976,-0.2371444755923452,0.3318843401670743,-0.1960920463812941,-0.9137749814130376,1.1180739882422952,-0.2982516505202903,-0.123381071592509,-0.5007253832338759,0.5080488137573296,-0.1778193311294324,-0.159885074442032,-0.5935624469190024
20,1,1.5255337243296738,1.5819166759342984,-0.7091399635591878,0.7506750517762942,0.8912093432879942,0.3273573077885719,1.536226327921514,1.7935172345911905,2.570202701331325,0.9781962919560258,1.0143118198351266,1.2600089358690656,0.8979631534534795,0.8912480332459062,0.8972085669466013,0.9508249009234044,-0.033741738334533,0.786138348771502,0.7449546171358136,-0.2428469159626148,-0.1947024214959125,0.5068626464128508,-0.608840675594295,0.4338048644379203,-0.8632422935487402,-0.6902309055269429,0.4480838984466759,0.9056461396417804,0.9411421091069886,-0.2549687711059652
21,1,1.3979816796920828,1.4312205162902136,-0.7091399635591878,0.4232117783647573,0.708425691026206,0.0379653689603647,-3.633997997546073,0.2581104299628904,-0.4787338336522923,1.0409844558929997,0.2406989946057182,-0.6430003601437912,0.7108722232562911,0.7080725246038477,0.6572977829902014,0.7737417965989913,0.9376318035112364,2.164653306727184,0.4158572111396725,-0.1727577383858248,-0.1954581644328407,0.510681564767221,1.3996643159002438,0.3285090643411918,-0.3227325675084938,-0.7470825622148629,0.7927923936456442,0.6583889266143944,0.7553102039811529,-0.5836684758725187
22,1,0.7048242601360116,0.4190382531676448,-0.7091399635591878,-0.2958134014563985,0.2646113163095362,-0.2597664398559889,1.6092914092370043,-0.3838509562017915,-0.2180129813086056,0.2603182842766258,-0.326826384674372,-0.4213148030269527,0.2703581239738208,0.264504665269213,0.0087284690026845,0.1538536841640023,0.2875692534656308,2.63711339924871,-0.2904037254991087,0.2954379678271405,-0.1544029926072703,0.5603275033740396,0.0572074055940191,-0.1854347218452235,-0.2631326357397971,-0.3757921129814099,1.183821092886974,0.0204369977071558,0.1548475741236878,-0.4759341244774632
23,1,-0.3376955783155929,-0.3173576821697495,-0.7091399635591878,-0.8319144297171548,-0.4496201102872298,-0.260012299062956,0.1897412579646128,-0.3838667651665397,-0.2571162994039353,0.1713683853659129,-0.3271627983749827,-0.2571409896075096,-0.4618477437524476,-0.4497511236980643,-0.5634640865674821,-0.4887543571446612,1.0255519662013568,-0.2222397790966158,-0.7980470900290748,0.8673656568537584,-0.1976427530606849,1.2782841539957253,0.599666565050724,-0.8372658653011643,0.9411970200000676,-0.3971992182774785,0.1209698993568212,-0.5803093262615021,-0.4783773280247493,-0.4814307750588407
24,1,-0.4929462211372424,-0.6869758379417742,-0.7091399635591878,-1.1842097442413162,-1.035209885472359,-0.2600127801745014,-1.2503367018678468,-0.3838672600820606,-0.4624608250968353,-0.1603624141010985,-0.3271631618480668,-0.4952099887325655,-1.089452773232107,-1.035312175914482,-1.1821898943116345,-1.1892964201202243,0.2353334400538843,-0.4925445915477558,-1.1563481404446163,0.8337228516169022,-0.1848929191362608,1.0453301343791148,0.805956456863216,-0.8874067224900829,0.813776476218717,-0.6821593740218672,1.1313966759087977,-1.2404331922495977,-1.133085687413166,-0.6815088562210903
25,1,-0.6149585461380214,-0.6244307538712295,1.1604642636718838,0.1691570936438253,0.3280600583685957,-0.2600129092426954,-1.106294112988736,-0.383867238821412,0.3797755871630893,0.9781962919560258,-0.3271631680025757,2.3297767349442258,0.2954453168866257,0.3279940687329717,0.2648617815708263,0.2724256252394448,-0.9313170089067292,-0.6414151659659727,0.2011356223397943,0.5000983663513741,-0.1900537832002679,0.5068626464128508,-1.1992182942253813,-0.4110685791953564,0.2116116483487801,-0.7242717123092153,0.3116367857637508,0.2403791068446103,0.2907304411665674,-0.5627812036632727
26,1,-0.4264141882991332,-0.5277727515587574,-0.7091399635591878,0.1455238123128488,-0.7549526819974722,-0.2600127814676465,-0.1821947988271006,-0.3838672018661498,-0.2353120711916973,0.0405597104972174,-0.327163122598797,-0.0660933946642298,-0.7458857923245433,-0.7551866322534406,-0.0575420602500604,-0.3971960246248913,-0.1483872009097329,-0.3956806633757067,0.161861331697451,0.2505808941779927,-0.1838637570067041,-2.7544936282196995,0.115301599342111,-0.2330685361747013,0.1787289273729518,-0.1592645069539618,0.7195418384158636,-0.0720921861565196,-0.3886838940478282,-0.2186908772688555
27,1,-0.2323301108234332,-0.266174102925825,-0.7091399635591878,0.3684478177557276,0.1241990757161083,-0.2600054692248865,0.3689246716668875,-0.3838666012628608,-0.2285303149168615,-1.5417020207145211,-0.3271625911279348,-0.248563594356503,0.0977242202009608,0.1242274022107758,0.1068971988443167,-0.0293390874577882,-0.1168027555910024,-0.7292954893705188,0.370201155674732,0.043116928550694,-0.1862426063867641,-2.349688282656408,0.073858607623727,-0.0224769359812381,-0.3083463770815669,-0.3329779023892728,0.5475466621655448,0.0758323046817569,0.0012408548578247,-0.7111907693605465
28,1,-0.2933224240247308,-0.3116769297564394,-0.7091399635591878,1.0378089153516346,1.3922662725581467,-0.2600080704169896,-0.5200338176715834,-0.3838667154870001,-0.4150686937767062,-1.4014751212552798,-0.32716249242625,-0.4560563391875038,1.483047516979232,1.3922995416625914,1.242718428901116,1.3877675881289184,-1.2058587259080034,-0.7208705449059303,1.0075947753261776,-0.4222752105592,5.289986533736379,0.2548140350243859,-0.850283105025059,0.4839457216268389,-0.7830906611701485,-0.7211132869376642,1.8452305180499948,1.2867186705100273,1.3337522901676389,-0.6243436901747347
30,1,1.026460382249302,0.9820008173266804,-0.7091399635591878,0.7013899588978205,0.4914055588223306,-0.0450174961073882,-0.9747769666208524,-0.3681711350959008,-0.4628456055946983,-1.117881914139948,-0.3110069490145229,-0.5964417650582924,0.4659531873617906,0.4914363844065652,0.5749454212501496,0.5191525945387773,0.2359408332330906,-0.6840378066801963,0.6949907679466919,-0.6717926827325814,-0.1749763019917816,0.73599774767509,0.8144670712339555,0.664452807506941,-0.6926631784866091,-0.5003744470814813,0.9712508541809436,0.5939213496744056,0.5297339029613547,-0.6606215840118443
