f_id,i_id,ic.eps.ratio,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,disp.ratio_mean_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.ratio_median_02,ela_level.qda_mda_25,nbc.dist_ratio.coeff_var,disp.ratio_mean_10,nbc.nn_nb.mean_ratio,ela_distr.number_of_peaks,disp.ratio_median_25,disp.diff_mean_02,ela_level.lda_qda_50,ela_level.mmce_qda_10,disp.ratio_mean_05,nbc.nn_nb.cor
12,1,-1.0009515132464102,-0.387091575621148,-0.2643087937861993,-1.617548463466517,-1.9294881211513375,-0.362813171172311,-1.6500493629323256,1.4275086135387989,-0.3303101825838807,-0.303700785864138,-1.057562997479113,1.4876445293062894,-1.6442883274032425,2.423856230488192,-0.6804521032563349,1.4731778953031405,2.307464334037274,1.313886602616341,1.2991190141072515,0.8205659952243416,1.9193966088797456,1.3667546273604307,-2.051454188226051,-0.7595059965715167,1.486892080051024,1.3037170205913082,-0.662421925370078,1.7653737581329698,1.319341742701287,-1.829144419507673
13,1,-1.1515879928718582,-0.3870915777774223,-0.2643087932931645,0.0590260461213516,0.9383830430188252,-0.3628131702012517,-1.6472586805859126,1.4275086135387989,-0.3303101732942157,-0.2976125128388556,-1.1883089494413095,-1.2492067063125276,1.4576761132174123,-0.5832372458488567,0.4490525664587643,-1.268607857639696,-0.5356422840549562,-1.4457911529312637,-1.4877734699767442,-0.1100788798197953,-1.3730491387788732,-1.4098349863003152,1.238748241032895,-0.7595059965715167,-1.2487430111204534,-1.511386591447171,-0.4440660530831364,-1.045796826633034,-1.4631327250985084,2.224108400367476
14,1,-0.8112415193869421,-0.387091563560744,-0.2643087757904295,-0.344986042380418,0.3222589470122871,-0.3628131633975308,-1.4909804691867836,1.6945529634057133,-0.3303101475413936,-0.3043642908961567,-0.8668997538996934,-1.6001213676151471,1.117724049742661,-0.2659001781781363,-0.3482448474577773,-1.6194227902325322,-0.1374720223704874,-1.5625715883746774,-1.5575957071279416,-0.7899764187199644,-1.543302896613249,-1.6122103225729645,1.415799492831583,-0.7595059965715167,-1.5996270819542768,-1.5714638980803912,-0.2654281473500909,-0.3544420354428413,-1.587109696736236,2.2471237160639275
15,1,0.8737689446564598,-0.3825659598793203,-0.2419430780795967,1.3289404479007898,-0.7680315034941213,-0.3134241930285133,0.6896055604461341,-0.7091399635591877,-0.3140984533977152,0.4409054491885879,1.1105341318436457,-1.105406118326089,-0.4557907900173791,-0.061022913436338,-1.2784251636937274,-1.11930269287548,-0.0099720637988955,-1.3473081129029465,-1.389251294855422,-0.2653034212422513,-1.0037294487073865,-1.2803147710858207,0.9200559877952592,2.3804223582272903,-1.1058680601222497,-1.409817621443197,-0.2843886742853361,0.8478036124724565,-1.3634121174768576,0.6130363016158394
16,1,-1.4919623361957428,-0.3870915786613609,-0.264308793907512,-1.77113358325277,-1.9334255048944928,-0.3628131712155493,-1.6525742660076517,1.4275086135387989,-0.3303101457683268,-0.3665371698223503,-1.455242932531663,0.9907727472075556,-1.644759392618219,2.413835059930169,-2.1421640287699915,0.9887191788654116,2.308532769444298,0.8666767323238178,0.812933497747686,0.8363693987628275,1.4845947042565708,0.906013445113033,-1.644236309089068,-0.1592255758011565,0.9910319559984352,0.8209614233884603,-0.6605320689271859,1.7653737581329698,0.8800320388545538,-1.279334100092432
17,1,1.3201322855780462,0.0890104088763728,-0.0622374662986252,0.5417221368781469,0.9688025590559682,-0.2163340012609584,0.6896055604461341,-0.7091399635591877,-0.0069385113087582,-0.1053066377254454,1.2903132170911449,0.8808889151567799,-1.033944830531945,-0.8252299571018504,-0.6804521032563349,0.8634281315108265,-1.032464748321355,0.6401119243898197,0.7096993925118662,0.3141547085022111,0.3661584797138256,0.7225264735591637,-0.2071703153230532,0.5334056789338746,0.8817746405292214,0.7069212272937829,3.153446082854344,-0.1739781009777541,0.6514831867919593,-0.3663932441331713
18,1,1.4038254120008438,0.8099256325336862,-0.1382757374542634,-0.4138345443535668,-0.4842878821533141,0.0893192874525214,0.6896055604461341,-0.7091399635591877,0.3230845231945178,-0.2505036555655303,1.3011973754230657,-0.1154499390054984,0.5576275091355295,-0.4121350374322461,-1.1455422613743191,-0.0981806569356137,0.1987289857065593,0.3188311872482603,0.5023744674739545,0.1385613358523746,-0.2441357599078591,0.172065558897559,0.3741479614159731,-0.1592255758011565,-0.1162489142376384,0.4984899294830333,0.8387437153494827,0.4487495602045882,0.3172843936815624,-0.7397528098756141
19,1,-0.2923608574689789,-0.3870905506073464,-0.2643084564271444,0.4509329035069626,0.433625310809285,-0.3628111724880842,0.6882766640906994,-0.7091399635591877,-0.3303094411486566,-0.18552316738348,-0.2676724169358034,-0.2367580139635757,1.2089536797097882,-0.4440543214318741,0.847701273417026,-0.2349567169643678,-0.7019620624151053,-0.143985285015964,-0.0806197948743886,1.0439207652349347,-0.2808058000568019,-0.177369188399882,0.3151308774830771,0.810458180827887,-0.2360117408096601,-0.0899996790133201,-0.4158111501992417,-0.7992475077159432,-0.1576013107220838,0.1783025606828578
20,1,1.498694343850062,1.7924274004608438,0.3235480257064687,0.3877587286195138,0.3932378177656206,1.4393714048354305,0.6896055604461341,-0.7091399635591877,1.0122726710688603,-0.1685423534158911,1.4428546961130126,0.7576809389325971,-0.0949548353453332,-0.6444777325923298,-0.6804521032563349,0.7527543730142772,-1.0214242491154348,0.9560110746445863,0.9110273155858712,1.588962593940028,0.484026465906855,0.9019659383875788,-0.2897942328291049,0.810458180827887,0.7578096095160742,0.9052625418822297,1.2576102581019588,-0.4662788399000784,0.9474108277881028,-0.7218520087783792
21,1,1.3508309132019929,0.255515454197728,0.0339163526156995,0.7509156621042504,1.1595690155600842,1.2113122316516896,0.6896055604461341,-0.7091399635591877,0.2380210510753232,-0.1748640819154023,1.317550823316776,0.4286461863285274,0.909513224723021,-0.7046047559404663,-0.9462179078951698,0.4217771895859145,-0.7229746254199207,0.7784187073804079,0.7225501110059512,-3.62967244121313,0.3740163454600281,0.6618138726773697,-0.2160228779129866,0.7181073468632162,0.428987111998152,0.7210089673603824,-0.653251474434077,-1.2033850510955042,0.760906340020041,-0.2947900397442097
22,1,0.3576752666353595,-0.3870752393318478,-0.2640620992685877,1.1628718085259986,-0.3999038009429351,-0.3612919081772678,0.6896055604461341,-0.7091399635591877,-0.3299729505297482,0.1584366125019745,0.6366106676759918,-0.2938295578787484,0.237303162951468,-0.3119233318520186,-1.3448666148534498,-0.2882054120900675,-0.5587917178738206,0.1568454219557806,0.2787719656768678,1.6627118104529597,-0.1629378138637725,0.0108398743336817,0.2767697729266924,3.719509450715017,-0.2948426029853914,0.2736254954041202,-0.430651170463919,0.3013283179655031,0.1582704517983888,-0.6093326875957199
23,1,-0.3648781784653556,-0.3870910637939423,-0.2643081621470043,0.0431379302813935,0.1598496664749992,-0.3628125462397797,0.6813664030424385,-0.7091399635591877,-0.3303096420170029,-0.2281533656906793,-0.3875342105660793,-0.8325033070502509,1.0004288112134974,-0.3345637542238477,1.4456743338544369,-0.7987664300600007,-0.3889104881569229,-0.4884068457707357,-0.4588592758836359,0.22986988963029,-0.843952845201275,-0.5625569117721569,0.87874402904223,-0.4824534946775043,-0.8316742203389332,-0.4463496870471606,-0.265799922388037,-0.5450729521313133,-0.4772462854228358,0.7076548217012525
24,1,-0.7275483929641446,-0.3870915591946232,-0.2643086436571058,1.1076416915585283,0.9961285649876386,-0.3628130922318531,0.5349220246735266,-0.7091399635591877,-0.3303100057902174,-0.0395950652951522,-0.5400484791921171,-1.1864892684388189,0.1832876849674894,-0.6359411798947541,1.8443230408126985,-1.158978191204432,-0.5470389283965509,-1.1896276171199034,-1.0911146257926403,-1.2236920491650618,-0.8963386168426215,-1.18384919412919,0.8433337786824965,-0.2515764097658273,-1.1867604956138798,-1.0366486987266712,-0.5048512717873049,0.5402524002150547,-1.134324235102795,0.6744104768063776
25,1,-0.6661790075552202,-0.3870915379131331,-0.2643087728322207,0.2440091091151387,0.843859123129398,-0.362813165621599,-0.0508554888021208,1.1604642636718838,-0.3303100119498083,-0.131736254834189,-0.659910272822393,0.1733723064085579,-1.023110330587484,-0.6804797157081885,0.5819354687780435,0.2066942249605441,-0.3465292170116173,0.2757784921539126,0.3040450453819026,-1.0783007366109962,-0.3986737862498306,0.2685311358541883,0.4921821292817651,-0.2054009927834919,0.1726526410896113,0.3375844839604527,2.331792267740556,-0.0036811487360527,0.2946451205998904,0.0044090643096652
26,1,-0.5713379455449704,-0.3870915009216441,-0.2643086449513221,0.673744813738744,0.0434993141747407,-0.3628130728845318,0.6033601869784174,-0.7091399635591877,-0.3303099665085384,-0.051575017262156,-0.4746891084089337,0.14962561019146,-0.2135062477811008,-0.0829210268779431,-0.4811277497772041,0.167018726631592,-0.0017807256783741,-0.3958435513178903,-0.7450019410186058,-0.1455487410950624,-0.2127042969230569,-0.0552694021820504,0.2295561057803744,-0.0206993248541503,0.1495405166634316,-0.7541377034228545,-0.073964002807909,-0.7687465610457875,-0.387228223407615,0.1348291865895602
27,1,-0.3146567286438833,-0.3870908997295905,-0.2643013266510502,0.4925446354687554,0.552553588197437,-0.3628124025518238,0.6877451055485253,-0.7091399635591877,-0.3303094345988251,-0.0926570371613118,-0.2840258648295141,0.3736194163250237,-0.1808457262093926,-0.2666424871083603,1.9107644919724207,0.3768812309505219,-0.3739523924585798,-0.026666690883871,0.1048589087235783,0.4107310634596217,0.0073159439706033,0.1100037891072793,0.0111928952286638,0.2563531770398621,0.3743584542635439,0.1320840779095905,-0.2571871340089549,-0.7153699043730152,0.0041077827184313,-0.2257440926548537
28,1,-0.3593042106716295,-0.3870910140657025,-0.2643039299979987,1.859679174649837,-1.429527081047584,-0.3628126206014858,0.6892068915395037,-0.7091399635591877,-0.3303093358156395,5.210062891601648,-0.3439431564467372,1.0461927429633031,-1.3070056334800246,-0.6771393255221809,0.0504038595004842,1.0169096645201925,-0.6360752123152604,1.3946104059182398,1.5004469371812563,-0.4865510707810451,0.5364122375482014,1.2493769323222936,-0.4786489014143707,-0.4362780776951689,1.046711164843324,1.410348905539852,-0.465536061524517,0.0878216912744144,1.3414419854714907,-0.2947900397442147
29,1,1.096950615117253,-0.3044993408177867,-0.1459752006418772,0.5284820403448494,0.825126200824039,-0.238871798366271,0.6896055604461341,-0.7091399635591877,-0.2468856512783198,-0.0801118772040699,1.0942078943457647,1.3657652422028468,0.2639968584668067,-0.5041813447800105,-0.3482448474577773,1.347886847948555,-0.4213196955033331,1.2471549252201042,1.070376224912531,-0.2916424271397263,1.0550313767975257,1.2797332327631907,-1.0983282827097818,-0.2515764097658273,1.3650281512584383,1.0761111699914987,-0.4378388211975412,-0.5247389876845432,1.2266285291287244,0.8355176866815412
30,1,0.9100554749936166,-0.3713800474776305,-0.0491352560253639,0.9389250328770776,0.7752863157914321,-0.325612454694041,0.6896055604461341,-0.7091399635591877,-0.3141404522986213,-0.0059774770062065,0.9525777840516476,0.7081593294605107,0.1839157719207914,-0.4436831669667621,1.4456743338544369,0.7026379540724417,-0.4451814195935473,0.5233314889464047,0.4758163159195113,-0.9455521468877192,0.7250010154570435,0.5788399848055837,-0.7412749249157614,0.3487040110045329,0.7084337073328724,0.5022435875960167,-0.6065007634123695,-0.8653328921679467,0.5345136092033209,-0.2615456948493348
