f_id,i_id,ic.eps.max,pca.expl_var_PC1.cor_x,ic.eps.ratio,ela_meta.lin_simple.coef.min,disp.diff_median_02,ela_level.lda_mda_10,ela_meta.quad_simple.adj_r2,pca.expl_var.cov_init,ic.eps.s,ela_distr.skewness,ela_meta.lin_simple.intercept,disp.ratio_median_25,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_25,nbc.nn_nb.mean_ratio,nbc.dist_ratio.coeff_var,ela_level.mmce_lda_25,ela_distr.kurtosis,ic.h.max,pca.expl_var.cor_init,ela_level.qda_mda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,ela_meta.lin_w_interact.adj_r2,ic.m0,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2
11,1,-0.3870912713935149,0.9260826752953576,-0.4502787577439313,-0.2643085820592025,1.0791368206810588,-0.7830210337614253,-1.5203276174261382,-0.7091399635591878,-0.5107189603339056,-0.9943463908508036,-0.3303097911456306,1.170049889617992,0.4922279008714528,-0.3628131284382612,1.669446681602933,-1.7148525914376564,1.6350398648825992,0.9693432071839616,-0.4586393426813153,1.276873089197596,0.6708203932499399,-0.248198769718703,-1.1844340974300265,-0.415872027691185,-1.2552014535128846,-1.3536194734954918,-1.7701201741525832,1.9860719384576968,-0.4911728010999524,-2.0004494683619183
12,1,-0.3870915644459287,-0.6654075518789594,-0.9963620272171309,-0.2643086160786015,1.3230593393349863,-0.7830210337614253,-1.6251487217599927,1.4275086135387989,-1.0485675259504266,-0.6253412853764294,-0.330310163771606,1.4466621403285926,-1.6498576161321836,-0.362813150487073,1.667821997762318,-1.8696478006252932,1.7687739309228248,0.9693432071839616,-0.4629738620044295,1.2406150764279655,0.6708203932499399,-0.2273223646261648,-1.2894095266825405,-0.5880011474620825,-1.4104565115624614,-1.425413577357013,-1.8763234957511743,2.015501073006208,-0.4937444167678265,-2.127698818863129
13,1,-0.387091566602203,0.4618980257029512,-1.1467993397300076,-0.2643086155855668,-1.4959336993188257,1.5682661761572176,1.4517322828689827,1.4275086135387989,-1.1789657477470552,-0.5911300346022592,-0.3303101544819411,-1.2410180867251592,-1.6470550620323097,-0.3628131495160137,-0.917862334576383,1.212435382307095,-1.3442579396801928,-1.7223698249752912,-0.4491837640395711,0.5187510040144052,-1.4907119849998565,-0.4291276138540331,1.737135595569505,0.0749946550933886,1.4337298990957552,2.0248059282166464,0.931873277918806,-0.9067029908662324,-0.5643896830619116,0.6603706484642737
14,1,-0.3870915523855247,-0.3338470878842808,-0.8069028623188602,-0.2643085980828325,-1.5686910295020615,0.946728908697426,1.1145291760594798,1.6945529634057128,-0.85841136775501,-0.629069655793796,-0.3303101287291191,-1.5857512648495662,-1.49011203243937,-0.3628131427122928,-0.1347647233999744,1.3782873921509906,-1.5052341302841676,-0.4591625718239815,-0.4247540027658061,0.6934487019044442,0.6708203932499399,-0.5736868717589666,0.6714871359392355,-0.5664376011128531,0.7221442163685294,2.195060517373968,0.3285694335194578,-0.5862524146713447,-0.567467272336916,0.6603706484642737
15,1,-0.3825659487211269,-1.2622163870693697,0.8758797305633846,-0.2419429013539049,-1.396868354125902,-0.0109857487091679,-0.4462617400319892,-0.7091399635591878,1.1137633615695683,3.5587533716167083,-0.3140984346762684,-1.100647690842167,0.6997503592192601,-0.3134241726708177,0.4290005692934147,0.9139017645880854,-0.9950634339084988,0.6877234964652528,4.8462224038138295,-1.6155274749252342,0.6708203932499399,-0.3616403672026834,-0.5394266183960966,0.4727793837900759,-0.334452706468867,0.8761002664323092,-0.739034356960169,-0.272341646153903,0.035800634580127,0.0952665853522231
16,1,-0.3870915674861416,-2.1242735934555483,-1.486723650131444,-0.2643086161999142,0.8311344676968392,-0.7830210337614253,-1.6256159777971422,1.4275086135387989,-1.4451897968261247,-0.9784317726803774,-0.3303101269560524,0.9594942957935024,-1.652393260317784,-0.3628131505303112,1.6751330750450857,-1.4881881779843331,1.3576655056880589,0.9693432071839616,-0.085426114809072,0.232807130581178,0.6708203932499399,-0.2357254459212744,-1.2890398948893973,-0.6339501178268143,-1.4535829165762328,-1.1443909422419167,-1.8801789507877775,1.9075942463283373,-0.4591008078969686,-2.1349383880382526
17,1,0.0890104182604421,-0.6654075518789594,1.3216529030344737,-0.0622372974624199,0.7269321858502872,-0.7830210337614253,-1.019740649626719,-0.7091399635591878,1.2930643087933615,0.4894759913645166,-0.0069384943082071,0.8521522283535681,0.6997503592192601,-0.2163339815471545,-1.008032287730513,-0.1420226980847159,0.300175761258871,0.9693432071839616,0.0211543292572063,-0.5467401439658869,0.6708203932499399,2.180160426422758,-1.1777807251534589,-0.419002724047564,-1.2702956952677047,-0.4756801462746084,0.9616598275586068,-0.2974109089174484,0.2783489910061689,0.6603706484642737
18,1,0.80992563920559,-1.129592201471513,1.4052353728728026,-0.1382755652798044,0.5166644579653253,-0.7830210337614253,0.558961747888811,-0.7091399635591878,1.3039195197649855,-0.326415734969225,0.3230845383460803,-0.1283762722996822,0.6997503592192601,0.0893193051392654,-0.060841608651994,0.4025247342360755,-0.2768619681369147,0.9693432071839616,-0.3842813903878523,0.5269914614620477,0.6708203932499399,-1.3547795377684584,-0.8780093409147671,1.2137071039655034,-0.8023742008682861,-0.3526045396548583,-0.4611948459132168,-0.3551792100682262,1.8069577834020116,0.6603706484642737
19,1,-0.3870905394321309,0.8597705824965581,-0.2887082491153929,-0.2643082787195615,-0.0730534790097111,0.4063042091608438,1.2050210952540852,-0.7091399635591878,-0.2607777277122718,0.0387229122945468,-0.3303094223363861,-0.2460396923780707,0.6984158096478917,-0.3628111518028594,-1.4003934352390264,0.347240730954777,-0.3115337630362326,-1.419322527571463,-0.3067174326778846,-1.456486646185716,-1.4907119849998565,0.9495029111248984,1.0549801213247385,2.5473733327988533,1.0046221692087267,-0.1208121471876622,0.4376184966075411,-0.5775326711014143,4.1718033928216105,0.655497861519479
20,1,1.7924274034364638,-0.6654075518789594,1.499978871817082,0.3235481776058101,0.9299726810496924,-0.7830210337614253,-0.0883436155755283,-0.7091399635591878,1.4452000905606668,0.1341415774204867,1.0122726823591743,0.7303602672197956,0.6997503592192601,1.4393714135687734,-1.0454000160646588,-0.2194203026785314,0.411620816292392,0.9693432071839616,-0.248710108008595,-0.4272535109750562,0.6708203932499399,3.8158727197739504,-0.6700914572720246,0.7745477557038204,-0.4961767252705143,-0.8592657869061626,0.3980713826789924,-0.2418225436591502,0.9259840497794586,0.6603706484642737
21,1,0.2555154629553862,-0.9306559230746912,1.3523109418379762,0.0339165172305326,0.7398496688449825,-0.9765184849517378,0.9080020076394332,-0.7091399635591878,1.3202294742498497,0.0986184926105764,0.2380210667034628,0.4073019296361468,0.6997503592192601,1.2113122418974966,0.0610096793941277,-0.1503152985769097,0.3076054315944396,1.0305648834271592,-0.2802572013070001,-0.7000126524920536,-1.4907119849998565,-0.1266166872300845,1.3362699159062976,2.1649028437602467,1.1555645867569262,-0.3197843778895917,1.148456833774304,-0.5677229595852452,0.7053060658471644,0.6603706484642737
22,1,-0.38707522815669,-1.3285284798683163,0.3604684163888326,-0.2640619215718204,0.290722925357292,-1.0898806280733353,0.2412276426272009,-0.7091399635591878,0.6411003378376471,1.971503232267772,-0.3299729317193629,-0.3038392671534208,0.6997503592192601,-0.3612918875021186,-1.0478370418255796,0.3113061288219308,-0.2000887080027116,0.2693753754700696,1.433515131422471,-3.043598750601834,0.6708203932499399,0.6492240529699637,-0.0047542296152486,2.641420918337449,0.2110963169553396,-0.2602978346900456,-0.3785666206412283,-0.4609061008536176,1.3264956348829184,0.4270337650506751
23,1,-0.387091052618725,1.4565794176869868,-0.3611296898477714,-0.2643079844394342,-0.455615223532934,0.728799961144701,0.9981824228092726,-0.7091399635591878,-0.3803207385372769,-0.2008248870212622,-0.3303096232047313,-0.8312603869784843,0.6914761518767752,-0.3628125255545458,-0.3337884938753067,0.8752029622911746,-0.8439934704186101,0.182644667458873,-0.3714488193740566,0.2665930061165159,0.6708203932499399,-0.0877524362402024,0.5371259791318811,-0.2424913795445943,0.6574546088478724,0.9417405899628462,0.1695395498493371,-0.4663559405848202,-0.533930649068882,0.6006442027695043
24,1,-0.387091548019404,1.8544519744805936,-0.723320392480531,-0.2643084659495147,-1.0948666869835302,-0.1849380028095521,0.1876489503674003,-0.7091399635591878,-0.5324293822771529,0.8587227504770538,-0.3303099869779438,-1.180122106158273,0.5444087891119624,-0.3628130715466156,0.3022752297254481,0.8420325603223991,-0.8935246059890639,-0.1408098553593541,0.1607694531351481,-0.5220187716229557,0.6708203932499399,-0.5484776278736377,0.7431957038089105,-0.5151178528002172,0.8148659871481371,0.8145624631224381,0.9884172365570713,-0.6647301068007039,-0.5310194731665651,0.3478161715767267
25,1,-0.3870915267379139,0.5945222113006791,-0.6620321478638141,-0.2643085951246239,0.3160165319985443,-0.7830210337614253,-1.008993760772282,1.1604642636718838,-0.6519723931021579,0.3409625697394105,-0.3303099931375346,0.1554609252578385,-0.0438606619472878,-0.3628131449363609,-0.0770884470581436,0.5130927407986726,-0.4229788180697529,0.9693432071839616,-0.054661286832294,0.0045464592814574,0.6708203932499399,-1.1842232471067793,-1.259838983231128,-0.6652670836153861,-1.3198910610335417,0.2135432507959876,0.8393162027668837,-0.5470135686066638,-0.3570863322732253,0.6478406248919446
26,1,-0.3870914897464251,-0.4664712734821559,-0.5673164819098235,-0.2643084672437309,-0.7454337437048991,0.6945958662373198,-0.2059363849248004,-0.7091399635591878,-0.467243840392553,0.7914049512745998,-0.330309947696265,0.1327539494532371,0.6131380920374422,-0.3628130521992944,0.6523945973779712,0.2670789261968907,-0.2471432867946478,0.0550995086188779,0.2037299257163095,-0.4462065631046376,0.6708203932499399,-0.4539429633036538,0.0532779619081478,-0.4174219557728374,0.2110963169553396,0.1807230890307251,0.0556102046168799,-0.2058536014331948,-0.5507124276810356,-0.1536632162847187
27,1,-0.3870908885543738,1.9207640672795403,-0.310974641346716,-0.2643011489437802,0.1148084613434686,0.5499614077718369,-0.1735399663491069,-0.7091399635591878,-0.2770876821971363,0.560556682932646,-0.3303094157865546,0.3536308959161785,0.6978819898193441,-0.3628123818665908,-0.7164015383401287,0.0625281140560904,-0.0391125173987368,-1.4876867327097003,0.1044292512824408,-0.7964260046294817,0.6708203932499399,0.0670480769931462,0.0118792010761707,-0.7539022152694912,0.1981583954512084,-0.3054255571172874,0.5540721257077781,-0.6941592413492157,-0.2716543239852146,0.3022904192639301
29,1,-0.3044993299532887,-0.3338470878842808,1.098766316798929,-0.1459750281293942,1.0916188253357688,-0.8172251286688043,0.2677054847323352,-0.7091399635591878,1.0974805451121328,0.6310505013795236,-0.2468856329334398,1.3269344497225108,0.6997503592192601,-0.2388717785029989,-0.6814708357669071,-0.9768111476323232,0.9515101940103332,-1.801958004091448,0.2147970564140834,-0.3769867205444316,-1.4907119849998565,-0.4921507235673558,0.8838406010996899,-0.2134645064714516,0.8687739934153512,-0.8469582262441875,0.8209730733276847,-0.9263224138985752,-0.5256228702564478,0.2562077770145858
30,1,-0.3713800363615198,1.4565794176869868,0.9121182839198628,-0.0491350877643756,0.4897331112140901,-0.2640960510237685,0.1882719584169328,-0.7091399635591878,0.9562271123438808,1.047626851623632,-0.3141404335769392,0.6818499098190566,0.6997503592192601,-0.3256124342555141,-0.2980454493817775,-0.6423429277804673,0.6394640399164747,-1.0744404180681166,0.5747203231664431,-0.9793641599671647,-1.4907119849998565,-0.2391391976974127,0.7516972350511915,-0.7082558122043776,0.8342728694043344,-0.6890111977488417,0.772170251883944,-0.6440207158221225,-0.4597876237819324,0.3319448083851095
