f_id,i_id,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.intercept,ic.eps.max,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,ic.eps.s,ela_level.mmce_qda_50,ic.eps.ratio,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max,disp.ratio_mean_10,disp.diff_median_02,disp.diff_median_05,ela_meta.lin_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,disp.diff_mean_05,ela_level.lda_qda_10,disp.ratio_median_02,disp.ratio_median_10,ela_level.qda_mda_25,ela_level.mmce_mda_50,disp.ratio_median_05,disp.ratio_mean_25,disp.diff_median_10
13,1,-0.2643087950188353,-0.330310186866583,-0.3870915888676785,1.4651475404082066,0.4402277450233489,0.9414265870310552,-1.2248870324187209,-0.5882027468134524,-1.187054889098021,1.5578143593357052,-0.3628131710002989,-1.4104103538354114,-1.488175619683455,-1.4456414364247536,1.7495314600217764,1.2366894151468664,-1.045796826633034,0.0801340907120883,-0.5616862478787156,2.054135175625647,-1.3714110021706871,-1.4637120042205602,0.2135700596227644,-1.4891110370884917,-1.393671836798246,-0.1100788798197953,-0.537732640257463,-1.4457242781856512,-1.2689804251974086,-1.393588318119463
14,1,-0.2643087775161002,-0.3303101611137607,-0.3870915746510001,1.1221023302703044,-0.3618625966945311,0.3206929662703627,-0.8986383148556354,-0.2594567566583818,-0.841878050921785,0.9293594927903344,-0.362813164196578,-1.6129585137926268,-1.560217444822205,-1.5626590361583443,0.6681618912221057,1.4132578554812842,-0.3544420354428413,-0.5589989013851823,-0.5647604788655711,2.228777659738923,-1.54133867844044,-1.587902767484091,0.0769982464130587,-1.5590654995107738,-1.5905943421266755,-0.7899764187199644,-0.1278401386722026,-1.5624933169029835,-1.6200179355063888,-1.5901564600377702
15,1,-0.2419430797957324,-0.3140984669045534,-0.3825659709526801,-0.4657295638599139,-1.2976346620320425,-0.7777544786685019,1.1085701852073968,-0.0472137314354592,0.867046911093874,-0.0390143581758002,-0.3134241938149079,-1.2807795314627943,-1.3900844959750305,-1.346836610181616,-0.5606160163005169,0.9188662225449166,0.8478036124724565,0.4764929289255018,0.0378491376555773,0.8758244394396908,-1.0027986582624595,-1.3640839675421348,-0.5832917488084423,-1.390402286431283,-1.2576531990971678,-0.2653034212422513,0.003413453069768,-1.3472508492212645,-1.119580532417096,-1.2569160938937731
16,1,-0.2643087956331827,-0.3303101593406939,-0.387091589751617,-1.665516321903423,-2.1665658655597566,-1.95186736078238,-1.4958402934493562,2.516620493539991,-1.5322599926556997,-0.8196422584444218,-0.3628131720145965,0.9074157566083236,0.816007856426576,0.8666662794393399,-1.3212880542907115,-1.638433354965234,1.7653737581329698,-0.6262694142007037,-0.4565122647120387,-1.1967399804588117,1.480759687218547,0.881079079972696,-1.1928881387876966,0.815952874997877,0.9010505534722074,0.8363693987628275,2.3901756939642627,0.8665179308852285,0.9897787929216956,0.901152698023934
17,1,-0.0622374679381475,-0.0069385235740316,0.0890103995636501,-1.0491440967595709,-0.6960669057436463,0.972073686298738,1.2910562398077443,-0.8388955954463249,1.3197452602775124,-0.8196422584444218,-0.2163340020224802,0.7237720915804476,0.7128303133674477,0.6402745081948698,-1.2083875200525225,-0.2052861809175438,-0.1739781009777541,-0.4120925161722545,0.2801328235235726,-0.5107948018934179,0.3644655677234015,0.6522753661951836,0.2371807798725779,0.7125232710483677,0.7271361759141102,0.3141547085022111,-1.049181691877712,0.6399752336502178,0.8644082535256306,0.7272881591661966
18,1,-0.1382757391262028,0.3230845122632235,0.8099256259125107,0.5569095983710437,-1.1639529384124112,-0.491888032956953,1.3021042830709717,-0.410949060893584,1.4046262007494448,-0.8196422584444218,0.0893192867693027,0.1728410964968227,0.5046303856562334,0.3188052745950632,-0.9041937218227156,0.3744468648471294,0.4487495602045882,1.2147647357166895,1.8070735867145191,-0.3845472230163513,-0.2446597949050962,0.3177369898663977,-0.3819061937365028,0.5048057261871124,0.1742643997858417,0.1385613358523746,0.2182587177647255,0.3187258506352511,-0.0978106363391682,0.1745014184349564
19,1,-0.264308458152815,-0.3303094547210209,-0.3870905616975987,1.2141620379331777,0.8412729158822797,0.4328925161317099,-0.2903882929986877,-0.4440159090261408,-0.3156331792246706,0.382919962602297,-0.3628111732871309,-0.1768920596959695,-0.0792881884550632,-0.1440642007802658,1.0573124037540718,0.3155907180689901,-0.7992475077159432,2.5436503336047847,4.1693386591378605,-0.1467809494645429,-0.2812596021016587,-0.157841243629532,0.3231747266647909,-0.079292576614889,-0.176271193891568,1.0439207652349347,-0.708948917753274,-0.1440454548804478,-0.2346734751798712,-0.1757179899039564
20,1,0.3235480242314171,1.012272662923319,1.7924273975078524,-0.1016104447389438,-0.6960669057436463,0.3922028645616225,1.4458945661418674,-0.6516449554398702,1.5008415591798336,-0.8196422584444218,1.4393714044980717,0.9033647934091782,0.913874081938976,0.9558749458666704,-0.6932085041849024,-0.2876847864069363,-0.4662788399000784,0.7771795884993217,0.9270611781371568,-0.9042664227269412,0.4821078051409228,0.9484626846721128,0.6165726474161507,0.9142324571739664,0.91187790771707,1.588962593940028,-1.0378161573972615,0.9558435549731422,0.7536642770591071,0.9117086069513324
21,1,0.0339163510171701,0.2380210398001956,0.2555154455066541,0.9119970422135564,-0.9634303529829272,1.164267359672341,1.3187039680739692,-0.7139336693639889,1.3508795779364648,-1.0152933018028865,1.211312231255906,0.6630076435932837,0.7256207641549209,0.7782760216927211,1.3427519604160731,-0.2141146029342637,-1.2033850510955042,2.1625508399591893,0.7066239996509048,-0.3508812019824672,0.3723083835512369,0.7617135941067763,2.090390841833433,0.7253983254819161,0.663525469725545,-3.62967244121313,-0.7305800962805818,0.7782685191357234,0.4224771021545017,0.6635474269564513
22,1,-0.2640621009941533,-0.3299729641007524,-0.387075250422043,0.233670693668355,-1.3644755238418766,-0.4068726332934945,0.6275107614183469,-0.3071345376867196,0.3436285775410129,-1.1299171453866337,-0.3612919089759253,0.0114777290642409,0.2809107914554067,0.1565822565157305,-0.018055807743901,0.2773342226631973,0.3013283179655031,2.6373607982145963,1.327135722040687,-0.2898615388585515,-0.1636173646841374,0.1587220697866702,-0.239547439289098,0.2807797790433617,0.0233581499980768,1.6627118104529597,-0.5615635996519549,0.1567558937047553,-0.2879559544231999,0.0232631597383458
23,1,-0.2643081638726748,-0.330309655589368,-0.3870910748841966,1.0037398489894669,1.4428406721706943,0.1570686227225655,-0.4120548694349721,-0.330588929966789,-0.3891797017381464,0.7090050348664076,-0.3628125470388267,-0.5624087241478689,-0.4580877710443014,-0.4878976177068814,0.5318185550241591,0.877666919800217,-0.5450729521313133,-0.236213890394162,-0.531260451008556,0.9431564815074632,-0.8433280697631481,-0.4768033605865847,1.1486240248102333,-0.4582483454423436,-0.5795901395126806,0.22986988963029,-0.3866810207108375,-0.4884334031712006,-0.7988409024621638,-0.5796794796625807
24,1,-0.2643086453827765,-0.330310019362584,-0.3870915702848794,0.1791637411106471,1.8438858430296248,0.9996041314036052,-0.5668655756609366,-0.6428014960555811,-0.7569971104498529,-0.2149026698818969,-0.3628130930309002,-1.1842315752165204,-1.0910527524917504,-1.1904802678005464,0.7409283485051917,0.8423532317333374,0.5402524002150547,-0.5078631127257051,-0.5283524518028863,0.8127006500011617,-0.8956135086153798,-1.1341287429255806,-0.2388530063405741,-1.0917010235729494,-1.2420888773701788,-1.2236920491650618,-0.5494648048824436,-1.189585741644405,-1.15928120322585,-1.2422167440789853
25,1,-0.2643087745578915,-0.3303100255221749,-0.3870915490033891,-1.0382110161593323,0.5739094686428503,0.8461954876117019,-0.6885321520972211,-0.6889412841475209,-0.694756740513391,-0.8196422584444218,-0.3628131664206462,0.2693890527430951,0.3059556574804286,0.2754995820988486,-1.2916563526135791,0.492159158403408,-0.0036811487360527,-0.6574741218751211,-0.3546091080375969,0.1961916398181496,-0.3989018395191791,0.2952112242294678,0.0399618224917826,0.3061007194293413,0.2446422023774449,-1.0783007366109962,-0.343052033511691,0.2756773570989058,0.2072576761912575,0.2440093724203932
26,1,-0.2643086466769928,-0.3303099800809048,-0.3870915120119,-0.2212405295676347,-0.4955443203141809,0.0398477967100163,-0.5005220758652601,-0.0698991272473294,-0.5985696474644449,0.6744202544747572,-0.3628130736835789,-0.0546880031884496,-0.74505617820846,-0.3960725877769644,0.0408325107790084,0.2302493052406845,-0.7687465610457875,-0.4105174142850903,-0.5480239172199342,0.1625256187842695,-0.2132885315937628,-0.3869961575705231,-0.8383801185662318,-0.7449328908293662,-0.0693510707235549,-0.1455487410950624,0.0118459463939729,-0.3958791420680603,0.1675570053825034,-0.0696043087994869
27,1,-0.2643013283767177,-0.3303094481711893,-0.3870909108198442,-0.1882828373234391,1.9107267048394596,0.5527105539466053,-0.3069879780016858,-0.2602257531265809,-0.3382454843786985,0.5281760402472212,-0.3628124033508708,0.110726327443276,0.1067262931520203,-0.0271441316148432,-0.001176990332876,0.0124815621615735,-0.7153699043730152,-0.7457915339648694,-0.2692703237880494,-0.3361523177801426,0.0063103115856153,0.004913426069782,-0.6256521586684018,0.1065373757093336,0.0788483405029948,0.4107310634596217,-0.3712825546405505,-0.0267383099939113,0.3775526588709121,0.0788609907446877
28,1,-0.2643039317236673,-0.3303093493880033,-0.3870910251559565,-1.3246894179742643,0.0391825741643996,-1.4441990271504834,-0.367807456165749,-0.6854808000406253,-0.3835266254496394,-0.0103583972798645,-0.3628126214005329,1.2510724680023986,1.5047357537410928,1.3940903897929915,-0.9379513566447656,-0.4760244560969808,0.0878216912744144,-0.7373246865149905,-0.5516575709987342,-0.8222054964568482,0.5343932439931545,1.342375173487165,-0.1664005020445779,1.5047682871927417,1.2942188544887614,-0.4865510707810451,-0.6411223410151048,1.3944000828746468,1.0179871642858094,1.294174330664823
29,1,-0.1459752023170991,-0.2468856645134785,-0.3044993515996835,0.2606072690602459,-0.3618625966945311,0.8273224151813212,1.0919981203125568,-0.5063046229502594,1.0933960856856932,-0.8542270388360701,-0.2388717991335666,1.2814546919959804,1.073930577025898,1.2472750812544176,0.883648126836192,-1.094013997267447,-0.5247389876845432,-0.2072910664186551,-0.5229617377057251,-0.8916416648392346,1.0520190886302423,1.2273815975350937,-0.6550498201559146,1.073883132149973,1.292865435208154,-0.2916424271397263,-0.4200443638631261,1.246958992512669,1.3491743391904147,1.2926572020516154
30,1,-0.0491352576593003,-0.3141404658056292,-0.3713800585092274,0.1797975428845739,1.4428406721706943,0.7771096536692988,0.9482354573498188,-0.4436314107920412,0.9038484377320544,-0.2949417330739937,-0.325612455483558,0.5799628980108256,0.4779638852703992,0.5229452346890915,0.7495552996263822,-0.7379343092597044,-0.8653328921679467,-0.7003087540029842,-0.4571983311384359,-0.729623938613666,0.7226208238611834,0.534780819381977,1.4990811861653082,0.4781972803577781,0.5985613442563738,-0.9455521468877192,-0.4446085835466793,0.5232061949328843,0.7035160613006798,0.5988441579639854
