f_id,i_id,ic.eps.s,ela_meta.lin_simple.coef.min,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_meta.lin_simple.adj_r2,disp.ratio_median_02,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,ic.m0,disp.diff_median_25,pca.expl_var_PC1.cor_x,disp.diff_mean_25,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,ela_level.lda_qda_10,ela_distr.number_of_peaks,ela_level.lda_mda_10,disp.ratio_mean_25,ela_meta.lin_simple.coef.max,ela_distr.skewness,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_10,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_level.qda_mda_50,ela_meta.quad_w_interact.adj_r2,ela_meta.quad_simple.cond
21,1,1.3263096727585004,0.0339166192647358,0.2555155985498803,1.3588146581297855,0.2380211643151333,1.3679592806829353,0.6399492646915022,-0.2618046924644839,-0.1066706657196047,0.9548653346618888,-0.57409283310839,0.342055174485561,-0.9352487314071614,0.3362427492164688,1.0286094574552536,1.171980167422718,0.6923718913113203,2.098497780034526,0.725610311208322,-0.96759823459106,0.3360010644045461,1.2113123091939098,-0.1690341846517075,0.2621330820718434,-1.260744086818066,2.162111035912708,-0.7120964114249059,-0.1231256615250677,0.7117512109253464,0.7083406729712556
22,1,0.6483819006924001,-0.2640618114290883,-0.3870750551323984,0.3689532625334003,-0.3299728142318508,0.0405495096020783,0.198637360993945,-0.2018923805290738,0.3608461072035482,0.3010372146853908,-0.4669429131179773,-0.3650862041884639,-1.333129609805339,-0.3584941260215644,0.2740935722422555,-0.3112839565770265,0.077323981178377,-0.1832898495722117,3.705513223251213,-1.0866589340008534,-0.3586148272043836,-0.3612917517045013,0.1637366971254314,-0.2525238442548083,0.1991543674172347,2.6362595111037748,-3.053370624248533,0.6517443845507034,0.4870086001045318,1.3281427970278552
23,1,-0.3712323045033597,-0.2643078742900064,-0.3870908795935117,-0.3512035064815395,-0.3303095057054373,0.5769284303310023,-0.5348945870438866,1.00874950892438,0.9319444405947064,1.0432947860672597,-0.4724097457705465,-0.8923267388345073,1.4520365389818288,-0.8578542725522917,0.1881232636053856,0.2211153438271139,-0.5611543255310579,1.1761935754689294,-0.4663508536088344,0.8234441832545308,-0.858125372787863,-0.3628123896906908,-0.2222387601242228,-0.9052594581325122,-0.6220385130901217,-0.2333118474197973,0.2535557164380031,-0.0843100355920119,0.6542246118548636,-0.5281281706800448
24,1,-0.5230718714336492,-0.2643083558000737,-0.3870913749941618,-0.7126707607896244,-0.330309869478637,0.7809060894758696,-1.1636362567906005,0.8806611178900559,0.8983504209834655,0.2484988186863454,-0.6714024543241737,-1.2387994374331563,1.849917417379988,-1.210308923866968,-0.1324954168403522,1.016526764080889,-1.2550135696031135,-0.1826097678188145,-0.2371275526824581,-0.13622610940199,-1.2105407883835697,-0.3628129356827368,-0.0339801907903005,-0.9554698899692586,0.4309625679208126,-0.5045826207384477,-0.534278116780073,-0.5444587903186799,0.4107087519201384,-0.5252234969738214
25,1,-0.6424034133298,-0.2643084849751794,-0.387091353712673,-0.6515049347705356,-0.3303098756382276,-1.201793345333161,0.2237699887141727,0.2753401731633243,0.5652097265052889,-0.9249096012574604,-0.5533188690286156,0.0921994183118484,0.589961302452325,0.1250247730971564,0.9679245337115808,0.8716984619138431,0.1950084730739444,0.0904430561701889,-0.1912828924971829,-0.7643739373226202,0.125573309005371,-0.362813009072479,-0.1259749132870478,-0.4784707875201668,-0.0967709949277589,-0.6539851988154517,-0.0082323284557765,-1.1794089956154956,0.6996826936378326,-0.3516788408121483
26,1,-0.4580016413236483,-0.2643083570942899,-0.3870913167211863,-0.5569784561406722,-0.3303098301969596,0.0979925454509466,-0.8194470500457873,0.2422851045093093,0.3160540810552207,-0.1374445728531571,-0.2110951449775985,0.0689567397353698,-0.4710543732759821,0.0863913211496264,0.0616963391394006,0.110450828514371,-0.4695627752774937,-0.7697470149184571,-0.0079042517560819,0.7875206963636422,0.0867565385919305,-0.3628129163354164,-0.045941099502706,-0.3002237544997226,-0.8390504454764502,-0.4073725397797016,-0.4585406949869046,-0.4500424029139488,-0.0723001288534741,-0.5448724667013157
27,1,-0.2681818651451401,-0.2643010387945384,-0.38709071552917,-0.3011486388673714,-0.3303092982872678,0.0570140740173591,0.0256908041394969,-0.2473430999283503,0.1088909601192162,-0.105677170621176,-0.7009233506480651,0.2881963338030253,1.9162308971130264,0.2913316637182914,-1.4675637392011531,0.5946285158944952,-0.1042615922894442,-0.5614153044610934,0.2671637093555695,0.6356156660821854,0.2920768241998641,-0.3628122460027421,-0.0869578156872472,-0.0893399407853821,-0.7872635070660763,-0.7421795712103327,-0.8084146543575238,0.0702967987832351,0.3668598057755042,-0.2664376474007336
28,1,-0.3278340910827846,-0.2643036421413017,-0.3870908298652749,-0.3456480272790791,-0.3303091995040862,-0.8567692510307224,1.41352302638529,-0.7245756536207528,-0.3558263111696666,-1.201041636043143,-0.6145473947374245,0.9464944611404588,0.0594534645882359,0.9183249301458052,-1.3320340761736171,-1.2905913587020506,1.3020947113132406,-0.1116545715476997,-0.4205061934235591,0.0762356559241073,0.918252620606148,-0.3628124640523932,5.20733294358115,0.417785420765757,-0.0079933862242604,-0.7337245193769928,0.2560254149747384,-0.4218486205639252,-1.5374181275576633,-0.5485019651441702
29,1,1.1039547815249922,-0.1459749212000188,-0.3044991617389006,1.1057764691557213,-0.2468855183534055,0.9201231285872986,0.9858423784003992,-0.7927517327196675,-0.9437216543664516,0.3270009568942219,-0.9338104216476408,1.2592841146484957,-0.338427413809923,1.2418226359494022,-1.7790796810853402,0.8538809845592067,1.156187241723262,-0.5902054320215777,-0.2371275526824581,-0.8002974242135066,1.2420662053708993,-0.23887164803789,-0.0744325974355898,0.9148686959495425,-0.6023101556004556,-0.2044293173722083,-0.3893891359583571,-0.4882023594900277,0.3224744810847588,-0.5198389475333459
30,1,0.9629512229394154,-0.0491349834701889,-0.371379864251446,0.9195012514972244,-0.3141403166434545,0.789321311288124,0.394586661863517,-0.6336742148222,-0.6049819566197348,0.2491097302677296,-0.6506284902443993,0.6156357216203783,1.4520365389818288,0.6108216831061251,-1.0579405039313616,0.8064766870101738,0.4399626191009173,1.5194081670167507,0.35885302972612,-0.2193633219208947,0.6107829391733717,-0.3256123000120612,-0.000416040803489,0.5985429753780397,-0.9327601435523648,-0.6967601557338395,-0.9911723460758238,-0.2355073893109768,0.395421963355954,-0.4541507459976472
