f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ic.eps.s,disp.diff_median_25,ela_meta.lin_simple.coef.max,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_50,disp.ratio_mean_25,ela_level.mmce_mda_50,disp.ratio_median_25,disp.ratio_mean_10,ela_level.qda_mda_25,disp.ratio_median_02,ela_distr.skewness,disp.ratio_median_10,disp.diff_mean_10,disp.diff_mean_02,nbc.nn_nb.mean_ratio,disp.ratio_median_05,ela_level.lda_qda_50,nbc.dist_ratio.coeff_var,disp.ratio_mean_05,ela_level.lda_mda_10
13,1,-1.172026465763882,-1.784148592082022,-0.3870915882846096,-0.3303101870606813,-0.2643087926656478,0.0994490980164933,0.9544753651979314,-1.2090573623103198,-1.3401053070443183,-0.3628131706790911,1.5820611845132777,1.4871185679255552,0.4925490782205362,-0.6143922391595039,-1.3607120069666694,-0.5669426752537845,-1.3396732076493405,-1.4962691400635528,-0.145900224583654,-1.5582510258224895,-0.2950427359363003,-1.4792338318679417,-1.4962627210391235,-1.58113735918755,1.2527092424152677,-1.5240798045469954,-0.4298304660364718,-1.3865268057670468,-1.5421444769282802,1.572847350173349
14,1,-0.8291342722542215,-1.6216483154439352,-0.3870915740679311,-0.330310161307859,-0.2643087751629128,-0.2835573013576467,0.3693293983292294,-0.8851087662527706,-1.689866063316983,-0.3628131638753702,1.8617765032987292,1.156564122224358,-0.3121789932382975,-0.3158238372631062,-1.7106309269181932,-0.1912290088103579,-1.6894043530901823,-1.6983327123677443,-0.8192600444788168,-1.6276897599407518,-0.3017892322471397,-1.6756349380217117,-1.6979442166648218,-1.6408370999728563,1.4192903720906638,-1.6403855162516685,-0.2521983818198282,-1.548089705493256,-1.6656819865197143,0.9511109964881588
15,1,0.8684797155933117,0.6457556295852903,-0.3825659703704994,-0.3140984670977146,-0.2419430774555473,1.3033371904312754,-0.6661422931115074,1.107948495235058,-1.1967775753961476,-0.3134241934987863,-0.6559690833927628,-0.3734525523122253,-1.2510284099402549,-0.1230638865650811,-1.2117881809158693,-0.0709199814519083,-1.1972677113021712,-1.3669484537888714,-0.2996321669357522,-1.4602699899500942,0.4428975020309471,-1.343575335864824,-1.3670966971910976,-1.4802067163062524,0.9528632089995568,-1.4259971075794593,-0.2710521514245083,-1.0360595925148133,-1.4427773496482132,-0.0069104290015967
16,1,-1.514946737573044,-1.7896758123758347,-0.3870915891685481,-0.3303101595347922,-0.2643087932799953,-1.6355555463393958,-1.7729414008762674,-1.4781003463371198,0.89250847087584,-0.3628131716933887,1.5820611845132777,-1.529553366561402,-2.1228171540206686,2.2054204454175843,0.8908496148642786,2.116822387552302,0.8927423674400969,0.8160116723374095,0.7914472519749542,0.7298191640498236,-0.3639134748910841,0.8094127350304476,0.816444819314994,0.7365526257662063,-1.4597868191324292,0.7789876756142236,-0.6450776690232373,1.3252443265605565,0.7927144543498358,-0.779193006692321
17,1,1.3181817604058503,0.6457556295852903,0.0890104000532654,-0.0069385237494372,-0.0622374657024352,0.5570485040103154,0.9833654171186456,1.2891479850887857,0.782985967434258,-0.2163340017163572,-0.6559690833927628,-0.9356241315601744,-0.6474823563461433,-0.8420724707810842,0.765878572024448,-1.0357446114689723,0.7838440467040271,0.6328073667816086,0.2742540432021707,0.6271520786357055,-0.1028872968808908,0.6359588371558126,0.632986578201438,0.6232291342934198,-0.1077033166004652,0.5533438754867221,3.147425861946956,0.2639003545129973,0.5649757410160605,-0.779193006692321
18,1,1.4025008938082013,0.6457556295852903,0.809925626260618,0.3230845121068951,-0.1382757368462853,-0.3488261821498697,-0.3966650291504958,1.3001181373426818,-0.2100766473965268,0.0893192870439486,-0.6559690833927628,0.6119508622630772,-1.116907064697131,-0.453409744101914,-0.1932741817712518,0.1260104376320343,-0.21090022925046,0.0831944501142093,0.1003491310391644,0.4209658987998837,-0.247970730739288,0.0845509205660214,0.0829574958129989,0.416107757717492,0.4392380591670866,0.2333691755434489,0.8457564363350764,-0.3152405014286444,0.2319615847261068,-0.779193006692321
19,1,-0.3063724921393461,0.6443738245118373,-0.38709056111453,-0.3303094549151191,-0.2643084557996278,0.4709796502183737,0.4750963680728611,-0.2811470339145253,-0.3309858276565351,-0.3628111729659233,-0.6559690833927628,1.2452718048813534,0.8949131139499438,-0.4834411856961715,-0.3297009035380656,-0.7238821047967899,-0.330269542364997,-0.2657019847310279,0.997002858151628,-0.1588262308624174,-0.183041075161719,-0.2650565467454994,-0.2656320396163024,-0.1686833897380376,0.3837110159419545,-0.2275659031018036,-0.4017346525079289,-0.3500386644465975,-0.2412407889697805,0.4105131921046497
20,1,1.4980794253105665,0.6457556295852903,1.7924273976631055,1.0122726628068297,0.323548026242851,0.4110900727881479,0.4367395194775626,1.4428946689271385,0.6601831333120549,1.4393714046336856,-0.6559690833927628,-0.0225915286534021,-0.6474823563461433,-0.6720107026833707,0.6554874841825983,-1.0253267906641903,0.6602863366381009,0.8119704008913246,1.536803705505601,0.8273741954184249,-0.1660735448585705,0.8202114212794525,0.8123848675145796,0.8203239398285197,-0.1854411771156477,0.8679588652131905,1.2622645491704951,0.3757515927849885,0.859854405214747,-0.779193006692321
21,1,1.3491100073065128,0.6457556295852903,0.2555154459635863,0.2380210396389501,0.0339163531969829,0.7553654879559141,1.1645403189943102,1.3166007911041602,0.3322303385112027,1.2113122314150062,-0.6559690833927628,0.954109066797204,-0.9157250468324089,-0.7285815577795303,0.3253556460140454,-0.7437095701994395,0.3325442751920447,0.572188295090352,-3.631650283978965,0.6399322137494957,-0.1723903280285921,0.5725165554429107,0.5721005950779987,0.6372283376092639,-0.1160323730842341,0.6910884280586175,-0.6378380679495447,0.2713571037311307,0.6740110212206746,-0.9727524375565784
22,1,0.3485257654285643,0.6457556295852903,-0.3870752498389773,-0.3299729642948312,-0.2640620986411092,1.145902912036849,-0.3165236986811705,0.6302806407197906,-0.3878697044581522,-0.3612919086548742,-0.6559690833927628,0.3004815462213021,-1.318089082561835,-0.3591249856083148,-0.3828135967449947,-0.5887864930702628,-0.3889070996844199,-0.0777828624881298,1.6098437686140634,0.198591547819927,0.1606496336235092,-0.0659557690294785,-0.0774783991055413,0.1926565216575426,0.3476184378456165,0.0720418980176094,-0.4164911159730299,-0.2381874261746064,0.0735113006849183,-1.0861508920023053
23,1,-0.3794322274416828,0.637188438129881,-0.3870910743011278,-0.3303096557834662,-0.2643081615194877,0.0843870486029028,0.2150859007864339,-0.4019558356105551,-0.9247721444846724,-0.3628125467176191,-0.6559690833927628,1.042511387379649,1.4984591675440735,-0.3804263569716835,-0.8920705963173033,-0.4284864761708759,-0.9239748102241488,-0.6502963173500047,0.1907796853639281,-0.5349882077116537,-0.2256379249350716,-0.6673076095209174,-0.6505617330076633,-0.5227938567458642,0.9139942787419624,-0.5705873569773404,-0.2525680635767828,-0.884439025079443,-0.5597527158729151,0.7331122435450816
24,1,-0.7448151388518706,0.484913519035347,-0.3870915697018104,-0.3303100195566823,-0.2643086430295892,1.0935443593134178,1.0093174976575918,-0.5556750940682731,-1.277594101554175,-0.3628130927096925,-0.6559690833927628,0.2479592693985717,1.900823203273481,-0.6639790380709523,-1.2513623444818158,-0.5776965547942045,-1.2778943526163775,-1.2706314843238722,-1.2488051775214437,-1.163770855310153,-0.0372271289639315,-1.3280522243818804,-1.2702507611530507,-1.1093830358886343,0.8806780528068869,-1.2689575982270658,-0.4902734332985348,-0.9341506865336612,-1.2145015167075186,-0.1809184022028001
25,1,-0.6829867233500466,-0.1241861573427883,-0.3870915484203202,-0.3303100257162732,-0.264308772204704,0.2748143876175736,0.8647040174217008,-0.676483895764303,0.0777958701249729,-0.3628131660994384,1.3023458657278255,-0.9250891399881728,0.6266704234635293,-0.7058833751792187,0.1108220224723369,-0.3884954866299389,0.0770520611574187,0.179511419579207,-1.1048119102504736,0.2237258135437152,-0.1292962387637217,0.1547423811845504,0.1790536568623642,0.2562135492888717,0.5502921456173508,0.1904914938090056,2.3303983722644017,-0.4618899027185879,0.2094025612354971,-0.779193006692321
26,1,-0.5874362701471827,0.5560764803181829,-0.3870915114288311,-0.3303099802750031,-0.2643086443238054,0.6822069622327639,0.1045855327055102,-0.4897993297836275,0.054127259651309,-0.3628130733623712,-0.6559690833927628,-0.1378657117963136,-0.4463003384814395,-0.1436668523099786,0.0712478589063903,-0.0631906305322313,0.0540158779247886,-0.1437902961074992,-0.1810290168405814,-0.8195592162453922,-0.0491977093152844,-0.1584195200365798,-0.143852097039757,-0.828647528026992,0.3031968032655096,-0.4784003412482894,-0.0618122769882538,-0.2854135045561188,-0.4700537415173942,0.6988971926347305
27,1,-0.3288351317403719,0.6438211024824558,-0.3870909102367754,-0.3303094483652876,-0.2643013260235347,0.5104278748730137,0.5880450456385912,-0.297629687676004,0.277384511835782,-0.362812403029663,-0.6559690833927628,-0.1061080560430347,1.9678838758950612,-0.3165222428815774,0.2805743556631064,-0.4143720092740746,0.2780951148240086,0.0212282879409233,0.3699017448918248,0.0256337192799608,-0.090247591781693,-0.0106125020033306,0.0208431579208684,0.0520046447950115,0.0977467433325252,-0.1107242203754499,-0.2440037695406697,-0.076624526448397,-0.0801049068939959,0.554216405928117
28,1,-0.3738165675414263,0.6453410880632544,-0.3870910245728877,-0.3303093495821015,-0.2643039293704827,1.80648136489,-1.2943785069127995,-0.3580203758337016,0.9477462302678368,-0.3628126210793252,-0.6559690833927628,-1.2011364553820598,0.09018504249111,-0.7027405498960987,0.9189680995032397,-0.6617112387037365,0.9482386270459796,1.1588462000135202,-0.51875235626114,1.413556392637621,5.208324152312993,1.2015400294474234,1.158432612556719,1.322236004040121,-0.3631277154360691,1.3047752478828183,-0.451179587500595,0.4254632542392067,1.2524888378727417,0.0214391846098338
29,1,1.093330737999581,0.6457556295852903,-0.3044993510328266,-0.2468856647027544,-0.1459752000327055,0.5444967961656574,0.8469129684987753,1.091493266854214,1.2662678862256012,-0.2388717988251226,-0.6559690833927628,0.3264373225581168,-0.3121789932382975,-0.5400120407923311,1.2490999376717926,-0.4590678211139455,1.2655096961135688,1.1891557358591485,-0.3257179037602027,0.985847870829429,-0.0777122455881225,1.200190193666298,1.189016519275886,0.9900988412554184,-0.946161669299959,1.1579191879423552,-0.4236382966074837,0.9176087026359624,1.138082361598934,-0.8134080576026701
30,1,0.9050376615439812,0.6457556295852903,-0.3713800579292425,-0.3141404659987928,-0.0491352554312051,0.9335997393500596,0.7995789851258539,0.948744160650392,0.6108243646687022,-0.3256124551661812,-0.6559690833927628,0.2485699935476731,1.4984591675440735,-0.4830919828869359,0.6054990670466647,-0.4815837564017001,0.6110726724593007,0.4893422304456337,-0.9733397966552404,0.3945536195647165,-0.0036358388702889,0.5077244379488849,0.4896200287699055,0.4198378253403614,-0.6102230577879103,0.4370381637820477,-0.5913505870125146,0.6044252354743878,0.4484207863145773,-0.2601018057381757
