f_id,i_id,ic.eps.max,ic.eps.ratio,pca.expl_var.cov_init,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,disp.diff_median_25,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_w_interact.adj_r2,ela_distr.number_of_peaks,disp.ratio_median_02,ic.eps.s,ela_meta.lin_simple.adj_r2,ela_distr.skewness,disp.ratio_median_10,ela_level.mmce_mda_25,ela_level.mmce_mda_50,disp.ratio_median_25,disp.diff_mean_25,ela_level.lda_qda_25,ela_level.mmce_lda_10,ic.h.max,pca.expl_var.cor_init,disp.diff_median_05,ela_meta.quad_simple.cond,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.max
20,1,1.8123904638727268,1.6097109633911109,-0.7091399635591878,-0.7107750273488557,0.3334544734024635,0.6997709232301093,0.4823221626838688,1.031136084407152,0.6991440757955097,-0.0123867635251951,0.9503787054898192,0.7145145709831386,0.8616200975052504,0.8769424756739466,1.5490979265142704,-0.6044771875477152,-0.1615230698486484,0.8664158631441636,-1.0291855929939309,-1.0603470780152646,0.699259072992251,0.6944954565854807,1.6685650398994711,0.5603691098346586,-0.4642863307865392,0.6172133998483701,0.9199893431534598,0.9735393229464138,-0.4280657426622681,1.53165071560467
22,1,-0.364474808763187,0.4330373457428617,-0.7091399635591878,-1.3843853473853531,-0.2534917460121052,0.6997709232301093,-0.2892437308321923,-0.3101544937097599,-0.3191314888586931,0.3134175043530934,2.978301919014317,0.4894856312699015,3.77137965044812,0.25579363271673,0.719972193953705,0.0742066687729973,0.1648656921142017,-0.0010479642845194,-1.0316178627516364,-0.6194555143565815,-0.3201093182689168,-0.3136955722743472,1.0186269181068277,0.6110959456413183,-3.1011703615767248,0.6172133998483701,0.1355607289686951,1.375752594098344,0.2865290878402744,-0.3148222300294148
23,1,-0.3644906140764556,-0.3120944344078065,-0.7091399635591878,1.44477799676794,-0.2537375308787819,0.6914966359752905,0.2552828380046033,-0.3104909456320608,-0.8407794588650441,1.0617203124289356,-0.1543976192839386,0.6569146812832708,-0.4316063704693583,-0.4688800174000225,-0.3332385492833701,0.6269569650875333,-0.2210264829844269,-0.5897077283659805,-0.3189628237434533,-0.4575576884403444,-0.8399668511376363,-0.8080186147456412,0.23541996233805,1.292284883616472,0.2350070090324625,0.6172133998483701,-0.4969340521570299,-0.4925782338650621,0.7375081424562052,-0.3163815537643066
24,1,-0.3644911088776633,-0.6860973602390432,-0.7091399635591878,1.848944188789831,-0.253738011844854,0.5444278528331898,1.0688125536815594,-0.3104913091464411,-1.183577039874143,0.2604512150571906,-0.4505428340753156,0.4130885747682118,-0.2006730726167496,-1.09002886035724,-0.4900812671707128,0.8371604372535321,-0.0328085343125406,-1.2365067284061038,0.315859583018102,-0.6082550358340745,-1.183825649786614,-1.1569180148708955,-0.0071147682637559,1.0712608133160235,-0.5597955161537433,0.6172133998483701,-1.1864510987983186,-0.4896546890136264,0.8965490650985377,-0.3163821136466481
25,1,-0.3644910876219253,-0.6228103055490882,1.1604642636718838,0.5690845807203474,-0.2537381408740217,-0.0438472797352126,0.9206852770498736,-0.3104913153016492,0.133303597245832,-0.9225139031417178,-0.6136450291025228,0.7024306780391106,-0.1544864130462279,0.2806227531330416,-0.6133448126290081,-1.206055016858658,-0.1247834070540026,0.2149921511527836,-0.0627637425983043,-0.4171680840713043,0.1326041888281093,0.1649460152958162,1.120215107499187,0.5603691098346586,-0.0290966513742379,0.6172133998483701,0.2522666042413352,-0.3149825442806141,-1.2603072830646094,-0.31638218890346
26,1,-0.3644910506751989,-0.5250056520023505,-0.7091399635591878,-0.5086919313379102,-0.2537380131376081,0.6131578195466036,0.1420975487499177,-0.310491269892712,0.1103074592401117,-0.1286354507880056,-0.3444189787361391,-0.07053567394723,0.030260225235859,-0.7499961604186012,-0.4228669570252361,0.1334029829076372,-0.0447668622126507,-0.0915601839019833,0.6652956715420236,-0.0886207140777665,0.1102228469042116,0.1267022634855254,-0.6749944795910883,-2.533967874371624,-0.4833881678599815,0.6172133998483701,-0.4068166496897423,-0.5094313145808126,0.2865290878402744,-0.3163820938071228
27,1,-0.3644904502106343,-0.2603036657650731,-0.7091399635591878,1.916305220793492,-0.2537307031058461,0.6979025357854727,0.6373040875569761,-0.3104907383614665,0.3272215272511897,-0.0966093223765293,-0.709926471576949,0.3691837637382423,0.3073801826589895,0.0849356176485526,-0.2267925726832894,0.0911737651810151,-0.085774728196259,0.0531272328587797,-0.7008291757034695,-0.4433025339571538,0.3279322638003082,0.3295753489078881,-0.5632232258682303,-2.149893260406909,-0.836356896390951,0.6172133998483701,-0.0447489847951952,-0.2291875540914458,0.2734572311847404,-0.3163814064208685
28,1,-0.3644905644083907,-0.3063462913841956,-0.7091399635591878,0.030196324691284,-0.2537333035114285,0.6993705544919729,-1.290858306792045,-0.3104906396485678,0.9785369311684774,-1.2008948654876277,-0.7006961254153468,-1.5375202773522598,-0.3854197108988366,1.4560080636882622,-0.2884103540905917,-0.8505000854639737,5.207373678846612,1.239696184924214,-0.335988712047403,-0.6931071458530667,0.979025847040976,0.9502440611043504,-0.5421297354693395,0.3212283124604018,0.2374985529985651,0.6172133998483701,1.3500554978590964,-0.5130843932254694,-0.8834020828300396,-0.3163816300178058
29,1,-0.2819988334878988,1.1954135549643623,-0.7091399635591878,-0.373969867330607,-0.1355382667144478,0.6997709232301093,0.902461943920242,-0.2271263132829974,1.2880087510864908,0.3395927054586272,-0.1228666771185831,0.3247418907996496,-0.2006730726167496,1.0334921840615383,1.1905563129031151,0.9806266635479935,-0.0732522125182975,1.2383748386524265,-0.6659666425096676,-0.4884438564872576,1.2872779653564792,1.2704786078063623,-0.655840620493245,-1.7404552285388646,-0.4136249368091531,-1.6201851746019624,1.205970445471663,-0.4842351571191232,0.951015134496597,-0.18928770109554
30,1,-0.3487986093078591,1.002678319382692,-0.7091399635591878,1.44477799676794,-0.0388077357635193,0.6997709232301093,0.8539778466028731,-0.2943332607224835,0.6511876882932546,0.2610671021420266,-0.6603422779410764,0.3977823103724426,0.3997535018000329,0.4493766054540741,1.0449066524921216,0.8458325087509633,0.0007483735179219,0.5605242012252906,-0.2832895339637489,-0.5111842219723475,0.6514443879730153,0.6458426351945974,-0.2406787040982176,0.777769834720345,-1.020731149882422,-1.6201851746019624,0.4951106248779174,-0.418120191094437,0.9161568500818392,-0.2782350762313168
