f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.intercept,ic.eps.max,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ic.eps.s,nbc.nb_fitness.cor,ela_level.mmce_qda_50,ela_meta.quad_simple.adj_r2,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_25,disp.diff_median_25,ela_level.mmce_qda_25,ela_level.mmce_mda_50,disp.ratio_mean_25,pca.expl_var_PC1.cor_x,disp.ratio_mean_10,disp.ratio_median_02,disp.ratio_median_25,ela_meta.quad_simple.cond,ic.m0,disp.diff_mean_10,disp.diff_median_10,ic.h.max,disp.diff_median_02,disp.diff_mean_25,disp.ratio_mean_05
12,1,-1.0105149506402031,-1.6544319570221329,-1.7692986439396785,-0.3303101948808996,-0.3870915842084031,1.4559663208162656,-0.2643087867925718,-0.3628131689612577,-1.0668615638366914,-1.4647930817683803,2.211296920762845,-1.5461361013152706,-1.8591396550895627,0.9736269387926916,1.3831875351050045,1.822467563604488,2.1093285698145525,1.3694667507731044,-0.6776738634076666,1.276522838783616,1.220024871493983,1.3824209772298972,-0.4941721169635892,2.0207808190841874,1.2765588845320095,1.2797776480412224,1.2524945280111424,1.2200533438247834,1.3695291559652794,1.2343254488602524
13,1,-1.1616608952530334,-1.6516503551132695,0.9950151364440062,-0.3303101855912345,-0.3870915863646774,1.4559663208162656,-0.264308786299537,-0.3628131679901984,-1.1980579947770156,0.117787281822736,-0.6340117647932334,1.557148551588625,1.2986730647360891,-1.756139537477868,-1.3245589519893586,-0.827412917995237,-0.5883425285466931,-1.344731951558119,0.4510194293626077,-1.4983468982193078,-1.5936872213595608,-1.3241436053967648,-0.5648306279956812,-0.92351826833713,-1.498436197848193,-1.480223413218353,0.5283787593760401,-1.59272394365894,-1.3449847710675915,-1.5609493653460955
14,1,-0.820163341948337,-1.495880648216937,0.4011389713303845,-0.3303101598384123,-0.387091572147999,1.7214831846431335,-0.264308768796802,-0.3628131611864775,-0.8755413990918735,-0.2635745927971447,-0.3337477650215169,1.2170518027383628,1.4686002066101158,-0.4750739963016161,-1.6717418492714002,-0.3884851923711255,-0.2105401625229084,-1.6920170863575428,-0.3457052478869987,-1.700596879050425,-1.664181391530961,-1.6712989704494945,-0.5679087942642446,-0.6006447391682141,-1.70031232961504,-1.676362581988899,0.703621388315128,-1.6653208472451544,-1.6913298434337016,-1.6854966739992256
15,1,0.870545966338753,0.6776101004751783,-0.6497816399613342,-0.3140984656353625,-0.3825659684534924,-0.6684606875586628,-0.2419430711246121,-0.3134241908524711,1.1087056413441787,1.3165062079453385,-0.1398931125373211,-0.3571327331639377,0.9928042093628444,0.6880258973026708,-1.182287595806441,0.2260136235026317,-0.0895623029195856,-1.1969290519262188,-1.2752173713448576,-1.368906910487394,-1.4942169198907138,-1.1827869298064315,0.0354722147160239,-0.2843604656966224,-1.3691455201425022,-1.343849450520017,-1.6125571319081125,-1.4938770330371045,-1.1971042576907525,-1.4607700083859692
16,1,-1.5031864126547902,-1.656948644463485,-1.7730938507383116,-0.3303101580653455,-0.387091587248616,1.4559663208162656,-0.2643087869138845,-0.362813169004496,-1.4659116862493524,-1.6097677269890465,2.201814899717422,-1.5466073670180651,-1.4683072287793013,0.9736269387926916,0.8915996822453441,1.842666007615508,2.110342350760949,0.8898825170024698,-2.1383357716986087,0.8160670490914399,0.7291605577238062,0.8918301619458003,-0.4595220130287706,1.9120581000783272,0.8165032600641724,0.8095097605179021,0.2415429469144168,0.7292131441083307,0.8904800078123175,0.7929947681980717
17,1,1.318418944862174,0.6776101004751783,1.024336219073047,-0.0069385224215064,0.0890104016654729,-0.6684606875586628,-0.0622374596541315,-0.2163339991537421,1.289104146905619,0.5734218810876867,-0.8629850137419575,-0.9355328390607812,-0.0890652605684561,0.9736269387926916,0.7828843979245727,-0.8033301578282487,-1.0597506686210936,0.7658521117169607,-0.6776738634076666,0.6326937331378932,0.6249329809673192,0.783733880612017,0.2780660446692155,-0.3096192792030339,0.6328679694696931,0.636024648447181,-0.5404359539175553,0.6252406235440637,0.7660617773870952,0.5633945122462136
18,1,1.4023951283353155,0.6776101004751783,-0.3762838579243499,0.3230845132903993,0.809925627406868,-0.6684606875586628,-0.1382757306783927,0.0893192893430643,1.3000258060889969,-0.3285632268615821,-0.4721150350917582,0.6567168821153203,0.468862188584598,0.9736269387926916,-0.2028589984290612,-0.0023841664681446,0.1084629086098756,-0.1860812488493216,-1.142429925136605,0.0825737852772562,0.415612868311138,-0.2036840738792766,1.8069614241788463,-0.3678243711960685,0.0823080722051364,0.0844442612272369,0.5366449211184491,0.4154365264157982,-0.1859210673200682,0.2276582889203842
19,1,-0.2995277828730965,0.6762855281376247,0.5084839518028051,-0.3303094534456727,-0.3870905591945985,-0.6684606875586628,-0.2643084494335175,-0.3628111702770323,-0.2742494527510167,0.4877225834202977,-0.5023170280512524,1.3083202605129594,0.4122198079599226,-1.4488079819614326,-0.3228770357812611,-1.082224057826578,-0.7461544292024243,-0.3214811079526677,0.8493817679874017,-0.2666445149578059,-0.1729918286414712,-0.3221742284182304,4.172250400325845,-0.591859064905113,-0.2666178754557897,-0.2650108588575568,-1.4530202102796017,-0.1729811093855519,-0.321085194684007,-0.2494120542248684
20,1,1.4975849147297786,0.6776101004751783,0.4695548307981464,1.012272663688727,1.7924273981743235,-0.6684606875586628,0.3235480316844116,1.43937140576894,1.442171200360657,0.428090155460073,-0.6919574489597056,0.003856795176895,-0.1683645934429992,0.9736269387926916,0.660986663600842,-0.6324202469657629,-1.0492749321749957,0.6562919203814284,-0.6776738634076666,0.8120220494748165,0.8281983796210486,0.6610861767909928,0.9258225235620318,-0.2536106057757716,0.8124393901385515,0.8200426331514439,-0.4205766086526109,0.8278334237054514,0.6564446532996342,0.860683522900861
21,1,1.3492213977744831,0.6776101004751783,1.2082141948822849,0.2380210408596802,0.2555154474681747,-0.6684606875586628,0.0339163590940609,1.211312232746867,1.3164355990120211,0.7708873461296287,-0.7488495752322414,1.008752362103052,-0.0975616176621565,1.035714121725305,0.33545099549421,-1.187100594037649,-0.7660921211482232,0.3286449330855414,-0.9432487558241897,0.5720187388885589,0.6379073681154291,0.3357579454691256,0.7051031664106338,-0.5819751813591267,0.5719232272976439,0.5724230184453,-0.6941865623263781,0.6381296240774909,0.3288783826073708,0.6733210498835418
22,1,0.3527068169695778,0.6776101004751783,-0.2949468433997231,-0.329972962825532,-0.3870752479190557,-0.6684606875586628,-0.2640620922753864,-0.3612919059672929,0.633149296351957,1.1597479092954062,-0.3772948246375319,0.3362562042148422,0.3754022605538813,0.2637634805964809,-0.3793416585339184,-0.6028994441804245,-0.6103077823852853,-0.3741940301990101,-1.341611094449002,-0.078552032784867,0.1898585319340167,-0.3803799183671914,1.3264091975043002,-0.4743506716361564,-0.0782826540894398,-0.0664639483003584,-3.0450829618677395,0.1899931845895168,-0.3740966543733318,0.0679128278218032
23,1,-0.372290363424916,0.6693977519823445,0.2445942081414387,-0.3303096543140197,-0.387091072381196,-0.6684606875586628,-0.2643081551533779,-0.3628125440287268,-0.3945242245079631,0.1027899047309422,-0.3987171684808941,1.0997066427424524,0.9531545429255698,0.1758066381086122,-0.9122869399676352,-0.2579721695306803,-0.4491166119082322,-0.8796179317374587,1.4469252759246112,-0.6515936451396978,-0.5548712903675201,-0.911506839151455,-0.5343658834724725,-0.4798417180505907,-0.6519190517633344,-0.6680907783365574,0.2754342100582971,-0.5546993226979682,-0.8793781933068355,-0.5705275065348971
24,1,-0.7361871584751956,0.5234298803839099,1.0506754966889644,-0.3303100180872356,-0.3870915677818783,-0.6684606875586628,-0.2643086366634786,-0.3628130900207998,-0.5475639738150425,1.1076141698810775,-0.6838801717728634,0.2822177369610364,0.9191691145507682,-0.1522206450520275,-1.2625084759269665,-0.2447654946003973,-0.5991561919749231,-1.2362053469332968,1.845287614549405,-1.272501086291227,-1.193211138054553,-1.2628197534862529,-0.5314541617761606,-0.6797158075361109,-1.2722061212946028,-1.3291821792826553,-0.5156374686903248,-1.1925412658065695,-1.2360122376089526,-1.2306282423964887
25,1,-0.6746102167476372,-0.0604416060098277,0.9039044277096986,-0.3303100242468265,-0.3870915465003881,1.1904494569893975,-0.2643087658385933,-0.3628131634105456,-0.6678387455719889,0.2923996008200404,-0.7260224875302974,-0.9246937278965,0.582146949833949,0.9736269387926916,0.0828917980470175,-0.4288820803931661,-0.4089033010345021,0.1157260706787514,0.5838068755707311,0.1789796094734217,0.215374826658634,0.0821474392629408,-0.3574884114950633,-0.5611092049842646,0.17849697248131,0.1538005271236243,0.0125702666496652,0.2152310199809219,0.1151557922776294,0.2049148673402474
26,1,-0.5794483944502347,0.5916453557679334,0.1324452084812094,-0.3303099788055564,-0.387091509508899,-0.6684606875586628,-0.2643086379576949,-0.3628130706734785,-0.4819794104188596,0.6980429431123483,-0.1606130844513926,-0.1147450733598012,0.3300883560541397,0.0464583403323346,0.0593976335030666,0.4536345502422151,-0.0817899823305452,0.0764497756716733,-0.4784926940952695,-0.1446203598563654,-0.8437676441987794,0.0592809182115637,-0.5511508083713152,-0.2173696994404865,-0.1447204070843323,-0.1591287509844344,-0.4395887806601551,-0.8438788062418994,0.0760642264208408,-0.4800953302519711
27,1,-0.321899060521619,0.6757556992026028,0.6231177889739702,-0.3303094468958412,-0.3870909083168437,-0.6684606875586628,-0.2643013196574356,-0.3628124003407709,-0.2906592456740416,0.5270014281845177,-0.3344501369508075,-0.0820706512993604,0.1205115477428449,-1.5181386695695176,0.2810094017261632,-0.5345354798354301,-0.4349236786586804,0.284200704524901,1.9116813376535495,0.0205504578223797,0.0142718258629227,0.2817098048022327,-0.2720403862164385,-0.7093674581740743,0.0201337898198345,-0.010987449145367,-0.7909006547125738,0.0144666039512591,0.2834347432754185,-0.0869590429381762
28,1,-0.3666975440127853,0.6772127287739123,-1.2873909452674228,-0.3303093481126551,-0.387091022652956,-0.6684606875586628,-0.2643039230043795,-0.3628126183904329,-0.3507829794785356,1.8174900188926164,-0.7228618138484898,-1.2087098581141786,-0.3496202114419595,-1.379477294353348,0.9464303200488928,-0.4941385918133879,-0.6836379375079698,0.9177893581917084,0.0526570907377952,1.1592178499015675,1.4232902701477124,0.9469176899332102,-0.5547891135414096,-0.6226089248259636,1.1588210944144786,1.2016736970680266,0.2779140585810216,1.4232476533976333,0.9178628704746808,1.2565273604027671
29,1,1.0944824556004635,0.6776101004751783,0.8858479417968996,-0.2468856632698164,-0.3044993491662773,-0.6684606875586628,-0.1459751938527035,-0.238871796243078,1.0923231525691122,0.560924066844526,-0.5592091543237881,0.3629612607065489,-0.944365208001055,-1.8368528752902653,1.2626043601012331,-0.6836932202245086,-0.4798679672822611,1.2454363454875954,-0.3457052478869987,1.1895553470262348,0.989080780257618,1.2618520480499071,-0.5260565470984413,-0.9432860354291072,1.1894345166505085,1.2001598793038222,-0.3701530220239109,0.9891231456106604,1.2451965989780651,1.1411857223892152
30,1,0.9069552207117232,0.6776101004751783,0.8378077499188105,-0.3141404645364224,-0.3713800560194654,-0.6684606875586628,-0.0491352494035079,-0.3256124525093587,0.9502050624454104,0.9483563083825132,-0.5019658420866071,0.2828460912314295,-0.6016788052217688,-1.0990501847743783,0.6119916863298241,-0.5438578386097476,-0.5025090750851177,0.6066797582672233,1.4469252759246112,0.4890962467478011,0.3887991348717098,0.6122349727266875,-0.4602089576795659,-0.6588498311612487,0.4893630617229141,0.5078609522169202,-0.9744094453940724,0.38856456205671,0.6067132623797581,0.4458868340821739
