f_id,i_id,pca.expl_var_PC1.cov_init,ic.eps.max,disp.diff_median_25,ic.eps.s,nbc.nb_fitness.cor,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_level.mmce_mda_10,disp.ratio_mean_25,pca.expl_var.cor_init,pca.expl_var_PC1.cor_x,disp.diff_mean_10,ela_meta.quad_simple.adj_r2,disp.ratio_median_25,ela_level.lda_qda_50,ela_level.mmce_qda_25,ela_level.qda_mda_25,disp.diff_mean_02,nbc.dist_ratio.coeff_var,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_meta.lin_simple.adj_r2,ela_distr.number_of_peaks,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_init,disp.ratio_median_05,nbc.nn_nb.cor,disp.diff_mean_05,ela_level.lda_mda_25,disp.diff_median_10
12,1,-1.7920304448800322,-0.3870915862332132,1.3875806319725854,-1.0787552751312497,-1.492987077083458,-1.0213314219480194,-0.330310196784048,0.6693406176516552,1.3743058282392182,0.6172133998483675,-0.6654075518789594,1.2764394665571328,-1.5332367124057256,1.3868062090079871,-0.6570429392137438,1.8364098540313956,0.7793852403559505,1.2167416401202953,1.7378671021782153,-1.1596884633907678,0.971183599661518,-1.2298175954195356,-0.7595059965715167,-0.3628131717026306,-1.348083257760341,1.224590095324208,-1.7360788729608527,1.2306318627548989,-0.8660907406200561,1.2797061807213816
13,1,-1.789122606758864,-0.3870915883894876,-1.339593249183607,-1.210622163401824,0.0978557463101411,-1.1731670652096,-0.3303101874943829,-1.6852621165234418,-1.3614450616533336,-1.620185174601965,0.4618980257029512,-1.4979252537365668,1.5174056096322353,-1.3391570811020497,-0.4391911164618237,-0.785605220100498,-0.1413937988507219,-1.584623364311175,-1.3765554668057285,0.2259893221701165,-1.6563047386100618,1.8125920527255672,-0.7595059965715167,-0.3628131707315713,1.5025736438146953,-1.525296537455763,2.191417209116401,-1.5439353261974602,-0.4414040046142792,-1.4799168157407043
14,1,-1.6262836719734357,-0.3870915741728091,-1.689267095669783,-0.886457400810352,-0.2854971723235148,-0.8301112140513348,-0.3303101617415607,-0.3749873167896415,-1.71148782593509,0.6172133998483675,-0.3338470878842808,-1.6997555277430003,1.1830780658604214,-1.6888006060239984,-0.2609655758846997,-0.3512931365811432,-0.8140836931541623,-1.6444074744388066,-1.5376035710093534,0.0914353568177595,-0.423237808064112,0.741357683453177,-0.7595059965715167,-0.3628131639278504,0.7893691119574086,-1.6416626449661469,2.213718448699174,-1.667711743865579,-0.4241396839050169,-1.6760291173784216
15,1,0.6458456485147371,-0.3825659704752177,-1.1963011321157802,1.1079298009376548,1.3028330383075029,0.8683130212114164,-0.3140984675293223,0.6952866532899481,-1.2124685280453211,0.6172133998483675,-1.2622163870693697,-1.368663945431161,-0.3644029115702247,-1.196787262570956,-0.2798823346140094,0.2567437803459547,-0.2949727933146273,-1.4835500834242783,-1.0272049638409473,-0.559098857025628,0.6962833792813222,-0.4759034312663341,2.3804223582272903,-0.3134241935504355,-0.2696315565579573,-1.4271629076198162,0.6303304383222876,-1.4446396849169894,-0.315110054921296,-1.343561533540472
16,1,-1.7946613460372798,-0.3870915892734261,0.8924657609895403,-1.4798446761873252,-1.638718617313106,-1.516251008068746,-0.3303101599684939,0.6693406176516552,0.8909134394691712,0.6172133998483675,-2.1242735934555483,0.8164883473639853,-1.533699983828966,0.8926991917530177,-0.6551574452881098,1.856395896812816,0.7950211108330455,0.7363420449103028,1.3265750206735736,-1.1596884633907678,0.971183599661518,-1.229446026092698,-0.1592255758011565,-0.3628131717458689,-1.3913077748426008,0.7789668909872042,-1.2033270384834966,0.7930326813646036,-0.8684237569321186,0.8095027104680971
17,1,0.6458456485147371,0.0890103999651971,0.7829704720859506,1.289250202769847,0.5558691584604635,1.3182297025208478,-0.0069385241413711,0.6693406176516552,0.7658981665114004,0.6172133998483675,-0.6654075518789594,0.6328947709785402,-0.9329913716939288,0.7838281540527707,3.15001657453281,-0.7617757075534167,0.2783424575121686,0.6228584015118995,0.268612859212838,0.2492511941462867,0.971183599661518,-1.1176036587146234,0.5334056789338746,-0.2163340017663727,-1.2076035772429965,0.5532059174301901,-0.3187112017001655,0.5649923400676714,2.138678734895638,0.636041362378732
18,1,0.6458456485147371,0.8099256261980031,-0.2098453830433044,1.3002276752585529,-0.3508251041505993,1.402589080266366,0.3230845117575882,0.6693406176516552,-0.1935940534394908,0.6172133998483675,-1.129592201471513,0.0824599377502363,0.6322483436275986,-0.2106669018629491,0.8406574324692195,0.030747758125264,0.104610563322231,0.4154443152174136,-0.3086826527786166,-0.3606887725229993,0.971183599661518,-0.8162609346494454,-0.1592255758011565,0.089319286999076,-0.7386175669004772,0.2330650594407908,-0.6804868660429283,0.2315701055443271,0.2857971798556016,0.0845365306106753
19,1,0.6444609636951334,-0.3870905612194079,-0.3307245193636985,-0.2820926529446733,0.4697224351720014,-0.3070999270496494,-0.3303094553488207,-0.7966103959119044,-0.3300690597517228,-1.620185174601965,0.8597705824965581,-0.2663867486212557,1.2727982981613095,-0.330006308572834,-0.411001436786774,-1.0377368367276618,1.000372209765552,-0.1701732754330036,-0.3433699367609361,0.3339745808045929,-1.3604881971139815,1.1268608600470391,0.810458180827887,-0.3628111730184035,1.0724896988462058,-0.2281093758538225,0.2090848017587963,-0.2424214258399107,0.992701122410539,-0.2648707211304931
20,1,0.6458456485147371,1.7924273976351797,0.6601981524451533,1.4430994796990542,0.4097786735504468,1.4982132300651485,1.0122726625465406,0.6693406176516552,0.6554680087320368,0.6172133998483675,-0.6654075518789594,0.8124254005785682,-0.0095370013680869,0.6603013997390283,1.2585570697572388,-0.5926630378644645,1.5396360093311192,0.8202317469351131,0.3801077005845784,0.6230375487437672,0.971183599661518,-0.6072531883033754,0.810458180827887,1.4393714046115285,-0.4317234956164367,0.8679842819859316,-0.6631414574785547,0.8601914698290887,2.263572874801384,0.8200341403093098
21,1,0.6458456485147371,0.2555154458813968,0.3323268485115962,1.3167213276728322,0.7543655667042948,1.3491727110412233,0.2380210392786561,0.747178724566534,0.3252193293352585,-1.620185174601965,-0.9306559230746912,0.5719638728868214,0.9783120967881692,0.3326414497373238,-0.6478936572139468,-1.1415105204004277,-3.6236758859938414,0.6368773888931567,0.2760458486376212,2.075080086707255,1.0309445171354736,1.4096251177703447,0.7181073468632162,1.2113122313890117,1.223775508634115,0.6910219986752084,-0.2493295674426494,0.6740654422121518,0.1552260335905037,0.5724484445247208
22,1,0.6458456485147371,-0.3870752499438547,-0.3875942614589519,0.6299432050981975,1.1452563236256912,0.3481109042978267,-0.3299729647284893,0.8120438136622667,-0.3832005507587764,0.6172133998483675,-1.3285284798683163,-0.0780943090903967,0.3172237758241342,-0.3886291750268138,-0.4258072005634724,-0.5634526676454638,1.6126034048908928,0.1916772916250529,-0.2318750953891957,-0.2204333679607968,0.2879171098759593,0.0615716000040482,3.719509450715017,-0.3612919087073287,0.2771585845326294,0.071654007087675,-0.5541131750738812,0.0730857171241887,1.648434240520905,-0.0663510075184646
23,1,0.6372606026331925,-0.3870910744060057,-0.924363290073268,-0.4029820687265421,0.0827800697346595,-0.3801945327419034,-0.3303096562171679,0.8250168314814065,-0.8926377880616917,0.6172133998483675,1.4565794176869868,-0.6516004007184076,1.0677234814735646,-0.923562831419374,-0.2613364927225294,-0.2221525524550328,0.1949511483009989,-0.52478418125043,-0.8760675122036947,1.1472278696969755,0.2032558101211889,0.6062922331477612,-0.4824534946775043,-0.3628125467700992,0.7245323363340187,-0.5713089556079534,0.7220133121625764,-0.5603193690630118,0.1222527363800206,-0.6678954267437207
24,1,0.4846683355128336,-0.3870915698066884,-1.27709757669831,-0.5568039019745272,1.0928504002918769,-0.7457518363058164,-0.3303100199903839,0.9352874829441588,-1.2520566978152825,0.6172133998483675,1.8544519744805936,-1.271746567134617,0.2641019859592367,-1.277393703945178,-0.4998360194469638,-0.2090847552517955,-1.243201471803309,-1.1122023446167244,-0.9256207750355794,-0.2197491952556154,-0.112481037199543,0.8134421328596441,-0.2515764097658273,-0.3628130927621726,0.8823018236842666,-1.270041850013629,0.6898004105430153,-1.2154516746403587,-0.5692532985153039,-1.3288962714251384
25,1,-0.125700732968601,-0.3870915485251981,0.0779556028995804,-0.6776933177563961,0.2733796950103819,-0.6838939109659458,-0.3303100261499748,0.6693406176516552,0.1106097774244191,0.6172133998483675,0.5945222113006791,0.1786269879567427,-0.9223361289593996,0.0772132459021286,2.330259453192903,-0.391265222143985,-1.09935146341404,0.255324139824292,-0.4548647781326757,0.0549461458747473,0.971183599661518,-1.200092049272539,-0.2054009927834919,-0.3628131661519185,-1.257311771887595,0.1901651119715233,0.0405865471333999,0.2091194940616167,0.3048501464041121,0.1538832960894764
26,1,0.5559796037224388,-0.3870915115337091,0.0542928736857373,-0.490884179679851,0.6811408519091022,-0.588297852868044,-0.3303099807087047,-2.3209399896616225,0.0710216076544581,0.6172133998483675,-0.4664712734821559,-0.1445169702240941,-0.1261269762169178,0.0541828340809226,-0.0699434044024545,0.4819711086135138,-0.1764876414770894,-0.831070093488627,-0.2789506950794912,-0.810418297395624,0.0787538987171147,0.119907984317529,-0.0206993248541503,-0.3628130734148513,0.2771585845326294,-0.4790740685490302,0.1669602381024477,-0.4708117955687289,-0.7127338017071478,-0.1590031169828339
27,1,0.6439070897672915,-0.3870909103416534,0.2774946501206547,-0.2985863053589532,0.5092063500125465,-0.3295732877544162,-0.3303094487989891,-2.016074070911679,0.2804221898587242,0.6172133998483675,1.9207640672795403,0.0202997787450514,-0.0940068242055842,0.2782059308871992,-0.2527435859794769,-0.4958075997698828,0.3738949993166348,0.0508266415988257,-0.0708269911855708,-0.6008333920416981,-1.4272212216265656,0.0782922197117338,0.2563531770398621,-0.3628124030821432,0.2641912294079517,-0.1112070190000727,-0.18242584869433,-0.0802097649662977,-0.4600681351107792,-0.010882107531355
28,1,0.645430243068856,-0.3870910246777657,0.947689794708234,-0.3590172914092767,1.8064324248646373,-0.3745761925657117,-0.3303093500158031,0.3093393731703387,0.9190418758846688,0.6172133998483675,0.0640254689093259,1.1587284215100742,-1.2015343733656072,0.948181547504106,-0.4606115638464833,-0.4558355142070394,-0.5138749799939484,1.3228531273046362,0.429660963416463,-0.1483671763483482,-1.2937551726013978,-0.8497021740648166,-0.4362780776951689,-0.3628126211318053,-0.8834196991260479,1.3050274968290816,-0.2493295674426542,1.2527897231854863,-0.7318645354660603,1.201612928423205
29,1,0.6458456485147371,-0.3044993511347885,1.266132303281351,1.0914635922045963,0.543306094647563,1.093271361866132,-0.2468856651256807,-1.3868827066830718,1.2492905552814473,-1.620185174601965,-0.3338470878842808,1.1893348896650542,0.3434758231410897,1.2653731284961725,-0.4329782594281779,-0.6433968387711502,-0.3210325774431175,0.9902465789980304,0.9202382654521154,-0.6297967032277138,-1.733993931326204,0.9548242617212964,-0.2515764097658273,-0.2388717988755173,0.9363324700370914,1.1580951767468453,0.8459090876224268,1.1381798076639038,-0.7340420173573183,1.200099318021677
30,1,0.6458456485147371,-0.3713800580335658,0.6108516486427445,0.9486192314453168,0.9327610728474848,0.9048884157584244,-0.314140466430406,0.7342057067473879,0.6054618995489272,-1.620185174601965,1.4565794176869868,0.4894224615068518,0.2647196811902237,0.6111000653937251,-0.6012508648568743,-0.505031927207462,-0.9680101514064466,0.4191796542761056,0.6080527096112428,1.492507028245227,-1.0238350286773652,0.8219882273769055,0.3487040110045329,-0.3256124552180354,0.9017528563712838,0.4368398099198048,-0.2171166658230884,0.4478897978341748,-0.6241569490591748,0.5078952220047137
