f_id,i_id,ic.eps.max,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.min,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,ic.eps.s,disp.diff_median_02,ela_distr.skewness,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.intercept,disp.ratio_mean_25,disp.ratio_median_10,ela_meta.lin_simple.coef.max,nbc.nn_nb.sd_ratio,disp.ratio_median_02,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,disp.diff_mean_02,ela_level.mmce_qda_25,ela_level.qda_mda_10,nbc.dist_ratio.coeff_var,ela_level.mmce_mda_50,ic.m0,disp.ratio_median_25,ela_meta.quad_w_interact.adj_r2,ela_distr.kurtosis,ela_level.mmce_qda_50
11,1,-0.3870912906971792,0.9113034138928136,-0.7091399635591878,-0.4591425118689118,-0.2643087560016989,-1.4440452303750575,-0.7662754901527818,-0.4019533421982076,-0.5161546223986919,0.9743173643579468,-0.3575858462210364,0.4883055232853667,-0.3303098152664699,1.1172851600599196,1.0610681748410005,-0.3628131460871763,-1.3083286115533457,0.9741891122252664,-1.6899215506887315,1.7140363642961634,0.9791254447840844,1.8563774051930888,1.472781373640342,1.606899883958284,1.7938825063176973,1.9889370277833116,1.1207955735765964,-1.8631449556648223,-0.1997409691031662,1.8459147911540703
12,1,-0.3870915837495949,-0.6863469036624229,1.4275086135387989,-1.007089790889509,-0.2643087900210993,-1.5461180589158618,-0.7662754901527818,-0.5729724410926256,-1.054983616937521,1.2117883515290768,-0.292064772276919,-1.64962260299242,-0.3303101878924481,1.380652689692231,1.2829900425018086,-0.3628131681359882,-1.3794600883719563,1.211756110004301,-1.8445287614553665,1.7124021508079388,1.2146664644477203,1.853291821805988,1.472781373640342,1.7403253992434735,2.11483535986802,2.0182042411932155,1.3928302757357192,-1.984851551309248,-0.1998448071282723,2.214028310122815
13,1,-0.3870915859058692,0.4453220712726394,1.4275086135387989,-1.158040608580963,-0.2643087895280646,1.450091046319781,1.6054632336160286,0.0857478548964117,-1.185619537960735,-1.532644853784927,-0.2859901736915863,-1.6468254881303035,-0.3303101786027831,-1.2691677425470416,-1.400426150189692,-0.3628131671649289,2.038915454739571,-1.5335563012752715,1.2338112386302775,-0.8884486157017836,-1.556963508343338,-0.7779394115444722,-0.2484767767533525,-1.3655240954506564,-0.5680616347835243,-0.8879216533234199,-1.25037257658651,0.6817745803923644,-0.1995144506499763,-0.6156260833162425
14,1,-0.3870915716891908,-0.3535030875050527,1.6945529634057128,-0.8169839229846564,-0.2643087720253295,1.12172897530813,0.9785198303255196,-0.551547953065721,-0.8644808284651675,-1.6034778179486917,-0.292726787057157,-1.4901870558517742,-0.3303101528499609,-1.6082155967863376,-1.5914890599213365,-0.362813160361208,2.2075986711951345,-1.602336799744157,1.3994618215945276,-0.100757714377444,-1.6161130412547102,-0.3421007581164424,-0.2025690947457796,-1.526128882368014,-0.1923283465434608,-0.5692342184155919,-1.5894008994266124,0.6817745803923644,-0.1989292097096597,-0.3170140731470998
15,1,-0.3825659679953832,-1.2854657727456782,-0.7091399635591878,0.8715427074733096,-0.2419430743353006,-0.3981399917162377,0.0124749636200208,0.4809673618933317,1.111288922335872,-1.436199697973834,0.4508690553122828,0.6954252190278101,-0.3140984586806522,-1.1248705902963865,-1.2684548620245375,-0.3134241900402695,0.900811825641794,-1.436504064171935,0.9356401892946298,0.4663143660365509,-1.4569630677326704,0.2680733566828003,0.4530149983135847,-1.017135249983778,-0.0720130359978949,-0.2570506087099636,-1.1123251157893423,0.1412854428423373,-0.072657358175603,-0.1242259683361446
16,1,-0.3870915867898077,-2.1508596947548555,1.4275086135387989,-1.4991252221731417,-0.264308790142412,-1.5465730640950928,-0.7662754901527818,-0.618625097176395,-1.4523288793213442,0.7328744508093117,-0.3547600238720573,-1.6521533259629066,-0.3303101510768942,0.9124437481236776,0.8260148357209713,-0.3628131681792265,-1.1010311648248226,0.7328244182117537,-1.4635324206375904,1.7197561115049502,0.7393660609321389,1.8733481138221435,1.472781373640342,1.330165481885299,2.11584358872734,1.9108911253569056,0.9137243823808436,-1.9917757777572895,-0.1908002488901894,2.2045984571701047
17,1,0.0890104020507439,-0.6863469036624229,-0.7091399635591878,1.318837489369022,-0.0622374627214855,-0.95658301502566,-0.7662754901527818,-0.4050638494179774,1.290916712179862,0.6314282257041474,-0.0941162232192536,0.6954252190278101,-0.0069385161060814,0.7913552287524998,0.6572754274700006,-0.2163339983672295,-0.43849226645719,0.6311305523773889,-0.1190018555777622,-0.9791474642982584,0.6270869873494442,-0.7540261402944372,-0.6652849383952792,0.2751155739820419,-1.0368880543675034,-0.2819819386517322,0.8081586770653633,0.6817745803923644,-0.1882470008823305,-0.8433395694335302
18,1,0.8099256276807887,-1.1523282462827449,-0.7091399635591878,1.402705260974468,-0.1382757338063953,0.5807278172025596,-0.7662754901527818,1.2171170105928122,1.3017917108082253,0.4267218903210023,-0.2389871242946837,0.6954252190278101,0.3230845189189544,-0.1379991574212895,0.1208548183608854,0.0893192900487042,-0.3165525919109999,0.4268988882121087,0.42488422515486,-0.026401000663217,0.4218744936388871,0.0412829777308699,0.0633595510297957,-0.3005908160447932,0.1249276678560202,-0.3394323946045027,-0.1561434387972009,0.6817745803923644,-0.1979596451912139,-0.4546200754940497
19,1,-0.3870905587357904,0.8447346506614763,-0.7091399635591878,-0.297020495828414,-0.2643084526620448,1.2098483116858525,0.4333945126845553,2.5421827344202024,-0.2657577789806276,-0.1473985370130201,-0.174152584196739,0.6940932595696595,-0.3303094464572228,-0.270187457734824,-0.2192502924328997,-0.3628111694517634,-0.0868995381823418,-0.1473971756906734,0.3696673641667766,-1.373810021704542,-0.1575270710528901,-1.0309572492867605,-0.5048879762590643,-0.3351826163039167,-0.7250092605510642,-0.5605624514793229,-0.2718596927007072,0.6771140433600286,-0.1961015180062542,-0.4846559034174957
20,1,1.79242739829649,-0.6863469036624229,-0.7091399635591878,1.4977721589248307,0.3235480289247628,-0.049606024425349,-0.7662754901527818,0.7807896993816904,1.4433298179563734,0.8290984822134531,-0.1572099096358315,0.6954252190278101,1.0122726678828895,0.68439370330796,0.8365200128883472,1.43937140611737,-0.8185375854594823,0.8294546890668136,-0.1963054609610764,-1.0167343745274298,0.8223653174276925,-0.584319054003877,-0.9838394635453892,0.3863035033863665,-1.026469689487859,-0.226699424433026,0.6883822037266444,0.6817745803923644,-0.1947118907866398,-0.6732529624716918
21,1,0.2555154478277278,-0.952621956588308,-0.7091399635591878,1.3496001768227013,0.0339163561033999,0.920616686088061,-0.961455983630016,2.1621787090922995,1.3181313962473409,0.6440040528784672,-0.1635174393475442,0.6954252190278101,0.2380210466652761,0.3645181979690984,0.5955575116116685,1.2113122331556394,-0.2840353453653493,0.6437895398256497,-0.1272843847259737,0.0961650109536408,0.640957170475387,-1.1350956886014223,-1.8336914304660688,0.2825281026089975,-0.7448377614510318,-0.5508067136760231,0.3706700329214006,0.6817745803923644,-0.1954676349930329,-0.7298320801879504
22,1,-0.38707524746025,-1.3520345359771633,-0.7091399635591878,0.3543720799043282,-0.2640620955037172,0.2713242953255304,-1.0758041515257697,2.6356238288347558,0.6377642945603639,0.206756308268647,0.1690346519253774,0.6954252190278101,-0.3299729558377824,-0.3216500784675755,-0.0255610884094117,-0.3612919051424259,-0.2250978360013572,0.2066325066123642,0.3337764045245203,-1.0191856947597653,0.2004826405495041,-0.5550060118264166,-0.2090073672224514,-0.2239946868995922,-0.5899065934021327,-0.4445775687067486,-0.3287027647936589,0.4586014356439423,-0.1544123942047301,-0.3603215459669521
23,1,-0.3870910719223878,1.44385351974475,-0.7091399635591878,-0.3696891410889438,-0.2643081583819049,1.0084326856796295,0.758695335146615,-0.2296907857450879,-0.385518701375478,-0.5198418670801864,-0.2166870338270347,0.6871670703872754,-0.3303096473255695,-0.8150857949051239,-0.610568141917641,-0.3628125432034575,0.9658463187330988,-0.5199933729178264,0.8969883866029695,-0.3009488666849786,-0.5083739666510713,-0.2125062558581951,-1.1767077129552534,-0.8664138345690223,-0.4295982047701914,-0.4499974230419128,-0.8473957976418376,0.6246497121960202,-0.1976522272904562,-0.3816260285638149
24,1,-0.3870915673230701,1.843266099133587,-0.7091399635591878,-0.7331161513792103,-0.264308639892006,0.2191503681070513,-0.1629903284958786,-0.5005591539386645,-0.5379046196554185,-1.1421857036145184,-0.0285522409097504,0.5403851380990614,-0.3303100110987846,-1.1632152880972595,-1.2533536698464354,-0.3628130891955303,0.8398419883687027,-1.1428155553722767,0.8638582700101232,0.3388457139550188,-1.0895569919163977,-0.1993925264630154,-0.0351740103523123,-0.9158306920820556,-0.5788160759496084,-0.6472801208419976,-1.1904843399171503,0.3828344193182548,-0.1849023719494031,-0.6652201247712346
25,1,-0.3870915460415798,0.5784595977354434,1.1604642636718838,-0.6716187044677242,-0.2643087690671208,-0.9461178959033484,-0.7662754901527818,-0.6497401070968395,-0.657665542050269,0.2313809217375589,-0.1204864786320699,-0.046742591053794,-0.3303100172583754,0.1566495730485773,0.1891384699488265,-0.3628131625852762,0.2443699110014701,0.2315285152606113,0.5353179471310268,-0.0427431355454647,0.2634539105780931,-0.3822133421487553,-0.4726966138757058,-0.4463705457082406,-0.3896051266838162,-0.5302112672023876,0.1229966473735422,0.6697903423092154,-0.1900632446824102,-0.7071305823388336
27,1,-0.3870909078580355,1.909834862365072,-0.7091399635591878,-0.3193628925265016,-0.2643013228859571,-0.1325686354384541,0.5783012426903841,-0.7378036512899936,-0.2820974644197433,0.0354946237896024,-0.0814950340293446,0.6935604757863989,-0.3303094399073913,0.3211281451944268,0.028277944573388,-0.3628123995155017,-0.2698090500016271,0.0353142098125632,0.0853005300781481,-0.6858061431619121,0.0611270468720486,-0.4871231773101925,0.716144395186259,-0.0633898999822344,-0.415483000739706,-0.6765473342519019,0.3178871802636593,0.339291687616146,-0.1862520614670536,-0.3177125807732265
28,1,-0.3870910221941478,0.0459094918837841,-0.7091399635591878,-0.3641035419144219,-0.2643039262329032,-1.2203343505865194,0.0410620055939581,-0.729361141744748,-0.3419643318688832,1.4100455021410443,5.2093148301003085,0.6950256311903649,-0.3303093411242055,0.9396886649821916,1.2074840816112975,-0.3628126175651636,-0.7392767970044587,1.4100802466937257,-0.3729994161229421,-0.3181081083113387,1.3196516334179602,-0.4470105932778782,-0.0919987630811989,0.4357203608993997,-0.6628351475596405,-0.5909136357562605,0.9675222898973876,-1.5516879237038677,5.289986277392999,-0.7039872980212636
29,1,-0.304499348720226,-0.3535030875050527,-0.7091399635591878,1.095190098421166,-0.1459751969868473,0.2971079221486164,-0.8007770925351217,-0.2008511002618951,1.0949764243933269,0.9864692312031482,-0.0689780508696582,0.6954252190278101,-0.2468856564549947,1.2595641703210534,1.206170934465376,-0.2388717954506021,-0.8063436180048632,0.9864261334252526,-0.9527764564978206,-0.6506705531650796,0.9905755305270928,-0.635231179891045,0.402068668280791,0.9249472502784228,-0.460181146836243,-0.9074331289300244,1.2750839121146054,0.295216323110342,-0.1836080831926819,-0.5412350211337543
30,1,-0.3713800555630839,1.44385351974475,-0.7091399635591878,0.9079049580994468,-0.0491352524604115,0.2197570416793592,-0.2428368940092901,-0.692451611319317,0.9534655047417496,0.4005028534967002,0.0049898412889782,0.6954252190278101,-0.3141404575816247,0.6359582955594876,0.532526448607416,-0.3256124516939321,-0.6498543690039194,0.4007369808190357,-0.6187144475199164,-0.2649961699440336,0.4255701840174098,-0.4963799274714958,-1.4420765089502483,0.6136210479463143,-0.4826982580277317,-0.6266846743683623,0.6406746253629183,0.3676543844129324,-0.1749857381474119,-0.4843066496044323
