f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,ic.eps.max,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,ic.eps.s,disp.ratio_mean_25,ela_meta.lin_simple.intercept,disp.ratio_median_02,disp.ratio_median_10,nbc.nn_nb.sd_ratio,disp.diff_median_10,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_mda_25,nbc.dist_ratio.coeff_var,ela_level.qda_mda_10,disp.diff_mean_02,ela_meta.quad_simple.cond,ela_distr.skewness,ela_level.mmce_mda_50,ela_distr.kurtosis,disp.ratio_median_25,ela_level.mmce_qda_25,ela_meta.lin_w_interact.adj_r2
11,1,-0.2643087607194418,-0.4633709156329544,0.9502768880328164,-0.655664334537321,-0.3870912921638787,-1.4940976328767133,-0.8196422584444218,-0.4123073762117223,1.0004599975849846,0.4628789932261102,-0.3628131497059473,-0.5244416870528459,1.118811761535739,-0.3303098170043708,1.0003382734876447,1.0720472058348376,-1.3075426322977493,1.0719339264472676,-1.8514375917188777,1.6755801502236394,1.6043646397588396,1.3987910269502932,1.0067030266638428,-0.4828871594046153,-0.3604252147033327,1.787333370203794,-0.1999624035113204,1.1216625434084753,1.8239110102008125,-1.6635723900932182
12,1,-0.2643087947388423,-1.0124453228513188,-0.6511582549959218,1.5174202131795802,-0.3870915852162945,-1.5977724454244162,-0.8196422584444218,-0.5841026290671291,1.235699350500135,-1.662124220880352,-0.3628131717547592,-1.0652355986151598,1.3822274086386384,-0.3303101896303491,1.2356738304858548,1.2940672081926026,-1.3786923546899763,1.2944006222075697,-1.9741200366730047,1.67395866613733,1.7380830401985836,1.3987910269502932,1.240045150530149,-0.48545089918346,-0.2948893405234751,2.109126810115084,-0.2000662456830374,1.3937207554164224,1.820829226780084,-1.767907585069285
13,1,-0.2643087942458075,-1.1637066465524024,0.4831916379828712,1.5174202131795802,-0.3870915873725689,1.445460722301995,1.5578143593357052,0.077607206512637,-1.482943036208257,-1.659344016064687,-0.3628131707836999,-1.1963479022155896,-1.26807714803651,-0.3303101803406841,-1.4838521621080247,-1.3905356013819217,2.0405600185593467,-1.3904589044100075,0.7138872309980657,-0.9066332572245372,-1.3745841700376689,-0.2975991219690568,-1.5057102399583162,-0.5558798056673566,-0.2888133697767037,-0.5807967823580332,-0.1997358760124663,-1.2497105284219945,-0.8071615852464009,0.9908927377626584
14,1,-0.2643087767430725,-0.8219484069524704,-0.317525933531572,1.7890184331540973,-0.3870915731558905,1.1119451663350155,0.9293594927903344,-0.5625809080331994,-1.5531103473962056,-1.5036525463874584,-0.362813163979979,-0.8740381144677692,-1.6071869466057582,-0.3303101545878619,-1.5519866128908102,-1.5816829998615376,2.2092865030894866,-1.5812581483697643,0.7138872309980657,-0.1250779276232679,-1.5355415039003233,-0.2523546945137351,-1.564307581750203,-0.5589479694469767,-0.2955515048430021,-0.2040794359487954,-0.1991506117014577,-1.5887681508498106,-0.3718596770684579,0.3982010659039561
15,1,-0.2419430790269759,0.8700515247713988,-1.2516964336317402,-0.655664334537321,-0.3825659694598483,-0.4317774139629533,-0.0390143581758002,0.4746203797596939,-1.3874042240145263,0.6687465402908132,-0.3134241936017387,1.1089365634199386,-1.123753632574,-0.3140984604101624,-1.387711526034155,-1.258505955009405,0.9021644602837064,-1.2577977478356253,0.169064425671147,0.4375770503261932,-1.0254305688894545,0.3937578000006765,-1.4066433545683228,0.0424723553647054,0.4482123047635426,-0.0834490155422596,-0.0728737176962616,-1.1116511372537814,0.2375629943806633,-0.6506234714102987
16,1,-0.264308794860155,-1.5054928715961275,-2.1191404694390648,1.5174202131795802,-0.3870915882565074,-1.598234591691345,-0.8196422584444218,-0.6299624754008655,0.7612860444814008,-1.6646396442850009,-0.3628131717979975,-1.46402983734987,0.9139329249001508,-0.3303101528147951,0.7612406915995881,0.8368899252310497,-1.1001920127546867,0.8369358640950861,-1.9810997819001543,1.6812553445257237,1.3270227721801129,1.3987910269502932,0.7691819191948189,-0.4509133906223999,-0.3575987540431293,2.1101376795598314,-0.1910213262645068,0.914573456656155,1.84086081901482,-1.771695222281667
17,1,-0.0622374672037106,1.3182663925598452,-0.6511582549959218,-0.655664334537321,0.0890104008191253,-0.9989849322402828,-0.8196422584444218,-0.4154320001735104,0.6607931605560637,0.6687465402908132,-0.2163340018160533,1.2892193917004882,0.7928222825539902,-0.006938517676613,0.6605020251047947,0.6680758997696711,-0.4374831699013697,0.6681739159903178,0.7138872309980657,-0.9966256240147248,0.2696569020362143,-0.7083854175847518,0.6579510281468762,0.2842778776404812,-0.0968960778337805,-1.0508510741656245,-0.1884679762966367,0.8089986281157577,-0.7832777637357511,1.0201553391347618
18,1,-0.1382757383772444,1.402306680270179,-1.118243505046015,-0.655664334537321,0.8099256268051305,0.5624532549566245,-0.8196422584444218,1.2141109738238285,0.4580105535234807,0.6687465402908132,0.0893192869545039,1.3001340475673295,-0.1367018974527927,0.3230845175192349,0.4581886865841311,0.1314180834196872,-0.31551221722898,0.1316104058853481,0.7138872309980657,-0.0513004016961771,-0.3073132331945306,0.009731927940873,0.4546542979437714,1.808205117746627,-0.2417997030902832,0.1140074826650868,-0.1981810084649521,-0.1553868248974893,0.0110519129570967,-0.3776711840354823
19,1,-0.2643084573797874,-0.3009154144146769,0.8835504237400835,-0.655664334537321,-0.3870905602024896,1.2014474933635673,0.382919962602297,2.545190382770412,-0.110714575513437,0.6674226332357348,-0.362811173070532,-0.2731317357188274,-0.2689143486806835,-0.3303094481951234,-0.1107130773138511,-0.2088374231522741,-0.085800256362646,-0.2083307345201436,0.709189325556715,-1.388214030858516,-0.3419809666418719,-0.5503058021463414,-0.1193382570248314,4.165808096852551,-0.1769505178343795,-0.7381554592570618,-0.1963228070785564,-0.2711130792590775,-1.059867825746161,0.5053319455035209
20,1,0.3235480248921779,1.4975691309414998,-0.6511582549959218,-0.655664334537321,1.7924273979059535,-0.0777733734954619,-0.8196422584444218,0.7758034324917821,0.8566058102854031,0.6687465402908132,1.4393714045895198,1.4421882936742678,0.6858412151482156,1.0122726668398774,0.8569633249079183,0.8473997478278673,-0.8176259723969841,0.8471819773411108,0.7138872309980657,-1.0339197579998494,0.3810889024026673,-1.0223376032198506,0.8514063352122674,0.9299294744532152,-0.1600040161753724,-1.0404054232365665,-0.1949331243663278,0.6892118034256909,-0.6137796755956673,0.4664804691055306
21,1,0.0339163517332439,1.3490923588978183,-0.9180641121673904,-0.655664334537321,0.255515446678323,0.9076765163524684,-1.0152933018028865,2.163461745212901,0.6732508063598768,0.6687465402908132,1.2113122313631917,1.316533318007258,0.3659072682837742,0.2380210452215298,0.6730421080709511,0.6063306920133688,-0.2829866298496762,0.606303852019753,0.7138872309980657,0.0703109047770494,0.277085702060645,-1.8599112724537337,0.6716917260246554,0.7099273439675997,-0.1663129706641996,-0.7580358916704295,-0.1956888987521971,0.37147217522238,-1.1638780161957578,1.2036665680784595
22,1,-0.2640621002211726,0.3518170766129037,-1.3184228979246213,-0.655664334537321,-0.3870752489269416,0.2481937934450133,-1.1299171453866337,2.639055550730071,0.2401120986342881,0.6687465402908132,-0.3612919087594319,0.6336851603380059,-0.3203863716778028,-0.3299729575755089,0.239991242973002,-0.0150625690234541,-0.2240340027246876,-0.0151892999850765,0.4889246732922476,-1.0363519841293125,-0.2305489662754188,-0.2586999495836887,0.2353292509504836,1.3292144436052176,0.1663142391782215,-0.602698953660896,-0.1546320184863364,-0.3279610638577537,-0.5845027330987437,-0.2964963971784051
23,1,-0.2643081630996471,-0.3737335391640237,1.4840886023759206,-0.655664334537321,-0.3870910733890872,0.9968707458697345,0.7090050348664076,-0.2392630224834122,-0.4796578683605197,0.6605383165493267,-0.3628125468222278,-0.3933293834524159,-0.8139122392384065,-0.3303096490634701,-0.4798095192843999,-0.6003283148837201,0.967215635042318,-0.6004367293299985,0.6563043328740825,-0.3237097281962047,-0.8743783017260357,-1.212419374663245,-0.4669098175440579,-0.5255140562092854,-0.2194945753639924,-0.4419707119460422,-0.1978735782879358,-0.8466989233206681,-0.242424773397847,0.2419685331545915
24,1,-0.2643086446097488,-0.7379081192421366,1.884447388133133,-0.655664334537321,-0.3870915687897697,0.1952010215038401,-0.2149026698818969,-0.5113607010770502,-1.096153226976971,0.5146437590796785,-0.3628130928143012,-0.5462709987865282,-1.162105335983618,-0.3303100128366855,-1.096781601219317,-1.2433980850264807,0.8411789839475156,-1.2435297957453666,0.4125501534028619,0.3111012915940376,-0.9239036352222372,-0.0873780626949397,-1.0426672022412984,-0.5226117961409471,-0.0313172855961757,-0.5915793897686733,-0.1851232138011245,-1.1898171160769608,-0.2293271938597496,1.04644208274021
26,1,-0.2643086459039651,-0.5810497067824562,-0.4509788621173156,-0.655664334537321,-0.3870915105167904,-0.1940801840058863,0.6744202544747572,-0.4138542980053711,-0.7591594146888736,0.5828249724162201,-0.3628130734669799,-0.4807284903061468,0.1196489621799146,-0.3303099735550063,-0.7590353666641596,-0.1050529250087027,0.2130285776847085,-0.1053312864359581,-0.0709314294469931,0.6605311121937755,-0.2775980330968152,1.0100751837518276,-0.7671156790538408,-0.542244438561992,-0.043273030254303,-0.0756990164658619,-0.1840940088447576,0.1014442483786711,0.4633036299490478,0.1300432160420833
27,1,-0.2643013276036914,-0.3233037694490648,1.951173852426014,-0.655664334537321,-0.3870909093247349,-0.1620380428321535,0.5281760402472212,-0.7496819100794898,0.0704598463068214,0.6668930704137033,-0.3628124031342718,-0.2895310061587562,0.3225092881097336,-0.3303094416452919,0.0702821201643463,0.0388002717852345,-0.2687566853712307,0.0387768413147735,0.3686582939936716,-0.7055692305221362,-0.0695916324127644,0.6530856159031306,0.0972746129609561,-0.2640409846044262,-0.0842720377050195,-0.4278185397195772,-0.1864729572165389,0.3186847609521802,-0.5167034978427101,0.6197371440882413
28,1,-0.2643039309506405,-0.3681364504054267,0.0828328522256403,-0.655664334537321,-0.3870910236608472,-1.266875718303367,-0.0103583972798645,-0.7412010850053552,1.43209337899319,0.6683493681742897,-0.3628126211839339,-0.349616186705717,0.9411828194280364,-0.330309342862106,1.4321351302889782,1.218527858277979,-0.7383448531599308,1.218423065611574,-1.5374832823669031,-0.3407353111024564,0.4306142358988686,-0.1433818357036617,1.3440502292929155,-0.5458709210740289,5.207732941652946,-0.675818510164299,5.289984066753781,0.9683760135084738,-0.4766403133732356,-1.286961057179934
29,1,-0.1459752015666703,1.094158958665622,-0.317525933531572,-0.655664334537321,-0.3044993501461447,0.2743820819043145,-0.8542270388360701,-0.2102924508227915,1.0124976672280397,0.6687465402908132,-0.2388717989255745,1.0925645796196768,1.2611167662924776,-0.2468856581497171,1.0124603536882637,1.217214130453377,-0.8054288771297451,1.2169504618133955,0.3242295311054702,-0.6707073226664779,0.9209150375112573,0.3435475207514786,1.0180462200046048,-0.5172317209904739,-0.0717522271450728,-0.4726337517700499,-0.1838288733589832,1.2759642158905935,-0.6646291020376924,0.8819432784168049
30,1,-0.0491352569273657,0.906488572589865,1.4840886023759206,-0.655664334537321,-0.3713800570220258,0.1958172165264118,-0.2949417330739937,-0.7041240441765652,0.432037910169947,0.6687465402908132,-0.3256124552695423,0.9505376201524058,0.6373969582097501,-0.3141404593111566,0.4322725151207404,0.543271756432466,-0.648899487866845,0.5434994998749485,0.3972484042510341,-0.2880370782973915,0.6089054364851889,-1.473954235807422,0.4583154871638412,-0.4515981030493077,0.0022323732598614,-0.4952098360360776,-0.1752061839936964,0.6415001020660889,-0.5259488481048965,0.8339989032873703
