f_id,i_id,ela_meta.lin_simple.coef.min,ic.eps.ratio,pca.expl_var_PC1.cor_x,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,disp.diff_median_25,ic.eps.max,disp.ratio_median_02,ela_meta.lin_simple.coef.max_by_min,disp.diff_median_02,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max,ela_meta.quad_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_mean_25,disp.diff_median_10,ela_level.mmce_mda_25,disp.ratio_median_10,ela_meta.quad_w_interact.adj_r2,nbc.dist_ratio.coeff_var,ic.eps.s,disp.diff_mean_02,ela_meta.quad_simple.cond,ela_distr.skewness,ic.m0,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,disp.diff_mean_25,disp.ratio_mean_05
11,1,-0.2643087559539531,-0.4661979479444171,1.054373821539038,-0.7091399635591878,0.485282286014925,1.104883012112942,-0.3870912930076822,0.9736956688576732,-0.4059173274012576,0.9738232945305016,-0.3303098167687971,-0.3628131468421443,-1.4314749062725194,-1.3018928214114758,1.0998887500421468,1.0511979241016778,1.6914720351808417,1.0512856356882447,-1.8512436799430216,1.606403864795913,-0.5189986494237694,0.9785413495957476,-0.490154506450739,-0.3571686194701214,1.9865937332694388,1.1045257694680233,-1.1238296065999476,-0.1997777649137878,1.0999369960034044,1.0139556269128442
12,1,-0.2643087899733536,-1.0161004782999927,-0.6443395576072424,1.4275086135387989,-1.649751534194158,1.3844766711536756,-0.3870915860600981,1.214042929160032,-0.5771967252390118,1.2140663722933211,-0.3303101893947755,-0.3628131688909562,-1.533593801184944,-1.37386565440345,1.369832263306382,1.2799780920330015,1.6898478277367093,1.279604200840486,-1.973255950977472,1.7416599781498785,-1.0584431239673875,1.216270605888627,-0.4927250009393245,-0.2916484724272779,2.0160595959924934,1.3837014916152628,-1.2284741325207416,-0.1998816036184434,1.369881258949221,1.2303562735843274
13,1,-0.2643087894803188,-1.1675899368408635,0.5589157526214826,1.4275086135387989,-1.6469582060386292,-1.3293315136605963,-0.3870915882163724,-1.5633980575666944,0.082526173372239,-1.5624036622712758,-0.3303101801051105,-0.3628131679198969,1.4639675197585136,2.084943062525144,-1.346151130685502,-1.481076146995223,-0.8950783196000995,-1.4811590411039344,0.700067615473188,-1.4068017715896437,-1.1892282644982966,-1.5811085219236285,-0.5633394671374263,-0.2855739597769404,-0.9097914395817748,-1.3288864952183703,1.788530720435102,-0.1995512449781878,-1.3463517518036896,-1.5415051113243476
14,1,-0.2643087719775838,-0.8253162517897784,-0.2904409369517362,1.6945529634057128,-1.4905318293290235,-1.6772916320698288,-0.387091573999694,-1.6329834988265246,-0.5557396281548092,-1.634063486995477,-0.3303101543522883,-0.3628131611161759,1.135457256035781,2.255621495048969,-1.6936646190256652,-1.6772901597268857,-0.112210331528254,-1.6777291667231735,0.700067615473188,-1.5696100561823794,-0.8677227327707009,-1.640807569202834,-0.5664157146375313,-0.292310477842249,-0.5889409343751985,-1.6768144474466486,0.7262413956828185,-0.1989660002078654,-1.6929161622138933,-1.6650092024768066
15,1,-0.2419430742878187,0.8692355823232744,-1.2813570747871417,-0.7091399635591878,0.6921215851505006,-1.1867416616511706,-0.3825659703023663,-1.4652100116172395,0.4783472226572559,-1.464832664890133,-0.3140984601757262,-0.3134241907832829,-0.3850976413154919,0.9333777346535516,-1.1982510448740609,-1.3446501459017746,0.451389651585709,-1.3453837996968332,0.158220998264398,-1.053633031165406,1.1103038505096776,-1.4801790515100108,0.0365891780619782,0.4512748451646091,-0.2746383986626333,-1.187215233233203,-0.4808553188119718,-0.0726933223099955,-1.1983775866756012,-1.4421648640930218
16,1,-0.2643087900946663,-1.5098916495438526,-2.2014934884914736,1.4275086135387989,-1.652278831096779,0.8917883249572066,-0.387091589100311,0.7295062676268577,-0.6229188667674825,0.7295619245588257,-0.3303101525792215,-0.3628131689341944,-1.5340490117120422,-1.0921434224062934,0.8899326841699641,0.8095307568669247,1.6971567612353056,0.8094570962666386,-1.9801975681479225,1.32587266672843,-1.4562422558839818,0.7365545394267264,-0.4580964960737936,-0.3543428370969573,1.9080180993412987,0.892018876490271,-1.2281056658801752,-0.1908369861898479,0.8905287321384865,0.7927222114571337
17,1,-0.0622374626761233,1.3181264552169998,-0.6443395576072424,-0.7091399635591878,0.6921215851505006,0.7828296651231708,0.0890104001105656,0.6266222716537343,-0.4090325689562435,0.6269314784693364,-0.0069385174637264,-0.2163339990867422,-0.9437926949076868,-0.4217678922524756,0.7658207240484767,0.6359794453059971,-0.9852218327494512,0.6358539269053178,0.700067615473188,0.2563474740961497,1.2901368210586297,0.6232323643839889,0.2790317876623594,-0.0937027236711223,-0.2997389483896781,0.7836820290898499,-1.117197207069757,-0.1882837214727087,0.7660317084706618,0.5650451042891217
18,1,-0.1382757337601362,1.4022934938845732,-1.139797626524955,-0.7091399635591878,0.6921215851505006,-0.2051204660657113,0.8099256263013576,0.4200004706122747,1.215617325019121,0.4198355269350363,0.3230845177089677,0.0893192894031751,0.5942119393156939,-0.2983858928376623,-0.1867385698839398,0.0841885827316783,-0.0383088928202272,0.0839714780018216,0.700067615473188,-0.3272576075978106,1.301024241706364,0.4161133938476243,1.806974133458214,-0.2385715753139855,-0.3575793455867807,-0.2059334038947705,-0.8183707615705884,-0.197996429344276,-0.1865540206769886,0.2321210324868408
19,1,-0.264308452614299,-0.3034974286419648,0.9835940974080822,-0.7091399635591878,0.6907914288859633,-0.325407181843618,-0.3870905610462929,-0.1610166186799289,2.542699859892723,-0.1609868299865466,-0.3303094479595498,-0.3628111702067308,1.2236163614505189,-0.0660164606064308,-0.3222274596832291,-0.265399884535035,-1.3774679305074415,-0.2659368555746922,0.6953953731469233,-0.3623240073562463,-0.2683157890096858,-0.1686709603417527,4.1707887117050655,-0.1737379524051862,-0.5802103083831813,-0.3246872558529234,1.1085255352702257,-0.1961382899991313,-0.3218037465890028,-0.2409533340580147
20,1,0.3235480289655746,1.4976996209656326,-0.6443395576072424,-0.7091399635591878,0.6921215851505006,0.6606590443893814,1.792427397681275,0.827267409028705,0.7786259035490203,0.8269092162623721,1.012272666981258,1.4393714057986216,-0.0364063775580601,-0.8063084570953097,0.6561884926078301,0.8200676486972172,-1.0225786039644993,0.8202650756821297,0.700067615473188,0.3690609018911207,1.4427240214366266,0.8203248803538703,0.9263844889187358,-0.1567955175257382,-0.2440812076905767,0.6607613753086018,-0.6111082762521147,-0.1947486536853472,0.6563451645833686,0.8598440001269495
21,1,0.0339163561476279,1.3489989137892051,-0.9274584541316356,-0.7091399635591878,0.6921215851505006,0.3343946157335192,0.2555154460170616,0.6394294080819234,2.162117450940442,0.6396541081335431,0.2380210454172305,1.211312232781689,0.9342542030582548,-0.2654840263270457,0.3283260646202335,0.5723535458124452,0.0835066654897073,0.5723570478393091,0.700067615473188,0.263861702615815,1.3173825912295845,0.6372314050771352,0.7058027167136119,-0.1631029580072693,-0.5703883541421647,0.3347091326515649,1.388928648741085,-0.1955044028375747,0.3285714483379351,0.674050889088901
22,1,-0.2640620954559743,0.3502195243658559,-1.352136798918255,-0.7091399635591878,0.6921215851505006,-0.3819982091458249,-0.3870752497707405,0.1971562967617749,2.636283175955604,0.1973022016490058,-0.3299729573399589,-0.3612919058970257,0.284668780888731,-0.2058493932765524,-0.3749750427348622,-0.0667772112561594,-1.0250149151306964,-0.0666647351015807,0.4763339543640645,-0.2496105795612753,0.636238336955704,0.1926647535241618,1.326721458001749,0.1694444287799276,-0.4634381857399742,-0.3830224813762279,0.0521316767670007,-0.1544488933705053,-0.3748487780852061,0.0737136112260772
23,1,-0.2643081583341591,-0.3764253788960528,1.6206116145880014,-0.7091399635591878,0.6838746163103684,-0.9161365687398126,-0.3870910742328907,-0.5379733342163098,-0.2333925794051403,-0.537777834957143,-0.3303096488278966,-0.3628125439584253,1.022109834788261,0.9991814676747888,-0.8807312802299228,-0.6686336136687284,-0.3111757434344805,-0.6685340888017238,0.6427992738169744,-0.9008437179322184,-0.3882135088928604,-0.5227773138012465,-0.5328937127485337,-0.2162718003170854,-0.468894826984981,-0.9153314142763758,0.5923037718370138,-0.1976890094316761,-0.8804503084761002,-0.5593790995076172
25,1,-0.264308769019375,-0.6794323236296983,0.7004752008835319,1.1604642636718838,-0.049041485449774,0.0812700265413444,-0.3870915483520831,0.222343665070548,-0.6540812351657611,0.2222142677458548,-0.3303100187607027,-0.3628131633402441,-0.9333228527844216,0.2691713044704737,0.115267199745014,0.1535713140082368,-0.0545509672615518,0.1542233442025113,0.6880532780627936,-0.4750374351512167,-0.6606712106024127,0.2562210428409551,-0.3561264969706403,-0.1200726060341416,-0.5496531174111272,0.0805342214428836,-1.1989968012754475,-0.1900999771588749,0.1147135089049964,0.2095681114937831
26,1,-0.2643086411384766,-0.5840542242005433,-0.4320003852139426,-0.7091399635591878,0.6057944435820193,0.0577232667768565,-0.387091511360594,-0.8231455720173332,-0.4074596042041054,-0.8232245975726269,-0.3303099733194327,-0.3628130706031769,-0.1509676935445093,0.2362694379598611,0.0759650790398761,-0.1594773735317562,0.6747181751539223,-0.1592080588467207,-0.0804638382887719,-0.2972006935191571,-0.4753945297295933,-0.8286274321123921,-0.5496681747998029,-0.040092544417992,-0.2080673754735134,0.0576168114158715,0.1099809393358902,-0.1839099000579678,0.0755971866180469,-0.4697043898447437
27,1,-0.2643013228382115,-0.3259195501651278,2.116069683505714,-0.7091399635591878,0.6902593663801481,0.2798311462705412,-0.3870909101685383,0.0238330504336086,-0.742278816128189,0.0240413133517738,-0.3303094414097183,-0.3628124002704694,-0.1194064303323485,-0.2510894597286507,0.2838526122433675,-0.0112795430456873,-0.6936765965276747,-0.0112738405971907,0.3567245508116929,-0.0868022949685393,-0.2846741385329066,0.052014510553728,-0.2707317355385532,-0.0810817130282919,-0.6969824310263932,0.2805407089513531,0.0687126755924786,-0.1862887690019033,0.2830990298496937,-0.0798610412504589
28,1,-0.2643039261851575,-0.370819848515262,0.1342374078348634,-0.7091399635591878,0.6917225382711394,0.9467417093892668,-0.3870910245046506,1.4146880665350028,-0.733823456694668,1.4146378552306542,-0.3303093426265325,-0.3628126183201314,-1.207663063782436,-0.7261101574756812,0.917857875197298,1.2018443376854655,-0.3282299215978712,1.2019218487916472,-1.539004399910659,0.4191557586888856,-0.3446093891986843,1.3222311140698289,-0.5533042120400345,5.209653304061962,-0.6107674993552378,0.947229000646256,-0.8515327592215443,5.289985408132005,0.9179289361867022,1.2523722202680263
29,1,-0.1459751969404974,1.0936810187701371,-0.2904409369517362,-0.7091399635591878,0.6921215851505006,1.2636235525785753,-0.3044993509664868,0.986075900738257,-0.2045089985926775,0.9861170148128504,-0.2468856579199964,-0.23887179617557,0.3104640440909781,-0.7939702571538283,1.2457203031848945,1.2003299422695937,-0.6587561364788268,1.2005708513647109,0.3125384876690201,0.9150948409867532,1.093972719538076,0.9900978095790754,-0.5245895559818254,-0.0685649069415217,-0.9294353480638128,1.2628642387455613,0.9379254806880862,-0.1836447734244831,1.2454699629758264,1.1379966923746616
30,1,-0.0491352524152038,0.9057275851022222,1.6206116145880014,-0.7091399635591878,0.6921215851505006,0.6115543844935587,-0.3713800578613663,0.3935323886606829,-0.6968577482643775,0.3933104251628868,-0.3141404590767174,-0.3256124524398956,0.2330782544842374,-0.6356300245714849,0.6065437085592337,0.5077668436033753,-0.2754431796635663,0.5075091713463658,0.3851584826829599,0.5994972431608346,0.9523001583594324,0.4198434181399094,-0.4587830125190881,0.0054019388219727,-0.6467813315723011,0.6118014538872583,0.8061986566856788,-0.1750223719518001,0.6065822791024759,0.4485216791583239
