f_id,i_id,ic.eps.ratio,ic.eps.s,pca.expl_var.cov_init,disp.diff_median_25,ela_meta.lin_simple.coef.min,disp.diff_mean_02,ela_level.qda_mda_25,disp.diff_mean_25,ela_meta.quad_simple.cond,ela_level.lda_qda_50,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,disp.ratio_median_02,ela_level.lda_mda_50,disp.ratio_median_10,ic.eps.max,nbc.nn_nb.mean_ratio,ela_level.mmce_lda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.ratio_mean_02,nbc.nn_nb.cor,disp.diff_median_05,ela_level.mmce_qda_50,disp.diff_median_10,ic.m0,nbc.nb_fitness.cor,nbc.dist_ratio.coeff_var,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2
19,1,-0.2870240185980255,-0.2585541633415059,-0.7091399635591878,-0.2655291477399711,-0.2643081826778517,-0.1260809367759088,1.0210443419116588,-0.2632252389564405,4.165013906488065,-0.3995015580547457,2.547640098593684,1.2107414938455872,-0.1172865929303283,-0.15588271729241,-0.2142483337999848,-0.3870905348987465,0.3621534920922693,-0.959740908888294,1.072109602557762,-0.1035727179569494,-0.1258125900830263,0.212816758186971,-0.1850600222590186,-0.4913038784694289,-0.2137211867868606,-0.581630004237991,0.5065366042356038,-0.327642319785753,-0.1961865263412996,0.492091788159567
20,1,1.500749372801908,1.4463491916000255,-0.7091399635591878,0.6968547825169525,0.3235482596996969,0.8433643810430946,1.5614580881722258,0.6925898002950599,0.9320314518311708,1.2635861075381614,0.7744249044695338,-0.0485103971184361,0.8493271336075582,2.571358153177984,0.8413066901578524,1.7924274046435678,-0.2030873875319233,0.5084503737388921,-0.6296235306873215,-0.8356642382484601,0.8434033327581602,-0.6585965862063734,0.8846475179400772,-0.6801648617487084,0.841114419900072,-0.245267479287927,0.4466114320365413,0.3930005799404185,-0.1947968780211796,0.453520697226386
21,1,1.3531568772277642,1.3214572846037675,-0.7091399635591878,0.3784262279234352,0.033916606196388,0.6638903074156525,-3.612864250379343,0.3723000735670091,0.7122262270852111,-0.6354756364252429,2.1650855533356785,0.9215563594442878,0.6656078940064046,-0.4710646097499964,0.6003933233714545,0.2555154665080547,-0.1341555729436084,0.5123971244986422,1.3495938353410295,-0.3008307109243845,0.6635444891887615,-0.2451703688379371,0.7119298645141997,-0.7368231567324921,0.6003908164742853,-0.5718012291582824,0.7910914638395367,0.2893464642263806,-0.1955526337030135,1.1853866311457624
22,1,0.3618210227310346,0.6427558790486426,-0.7091399635591878,-0.3207610315865898,-0.2640618255359558,0.2281118732987154,1.634581082189441,-0.315059104212061,1.3309590539794496,-0.4142499379529018,2.6417083531373677,0.2723683361763463,0.2330325934909621,-0.2109007634911633,-0.0205986248027443,-0.387075223623329,0.3263089485063427,0.5637048843753985,0.0267123681430085,-0.2418566717897903,0.2280080857912002,-0.5496699181572008,0.1073232275635306,-0.3667955265297563,-0.0207036513419987,-0.4647767894014457,1.1818609999160596,-0.2165843386635689,-0.1544967695199426,-0.3039498757805488
23,1,-0.3594084636991323,-0.37802188328038,-0.7091399635591878,-0.8420710208464623,-0.2643078883977315,-0.47318729682876,0.2139057698549603,-0.8091163393593889,-0.5221094315146879,-0.250416682341026,-0.2428377472779042,1.0093582434602042,-0.485977703311733,-0.2499205409493661,-0.6054863899435619,-0.3870910480853398,0.8887925555470029,1.3056940272084927,0.5612614946348218,0.9498256362402794,-0.4733150396023567,0.7252672192364631,-0.5194432468037842,-0.3881298227890822,-0.605575647915515,-0.4702372200012814,0.1197142351901567,-0.8582526740361871,-0.1977372591719243,0.2306290313231538
24,1,-0.7214141455210779,-0.5300347255635558,-0.7091399635591878,-1.1846464999995543,-0.2643083699078005,-1.0481740701345503,-1.227313621751026,-1.1578281293432726,-0.5192097690196739,-0.4879918374436821,-0.5155241361382774,0.2202027954138679,-1.10227224342833,-0.4548263669783376,-1.248140847937793,-0.3870915434860181,0.8557052845446147,1.0649422308637126,0.7645433077447715,0.8237432077456307,-1.0482736378979762,0.6930843400401183,-1.2027155539212389,-0.672120782831257,-1.2482561739247402,-0.6689968938354105,1.1294713284126874,-0.907611776757158,-0.1849872102333435,1.0292968120927624
25,1,-0.6601572092748683,-0.64950244550243,1.1604642636718838,0.1313809174658869,-0.2643084990829066,0.2904117784760495,-1.0831568621170853,0.1633251082640851,-0.3459645161694352,2.3311348086422683,-0.6657063655168641,-0.9448781629527738,0.2576676733465714,0.3856106847690047,0.1940571543230095,-0.3870915222045281,0.5275898471042285,0.5084503737388921,-1.2113923787894278,0.2279020537305912,0.290347919159517,0.0444755439291668,0.2229721343456471,-0.7140898902266523,0.1934266318897044,-0.5510515928788952,0.3102547527811888,-0.4387003009079363,-0.1901481613305497,0.8838755926595784
26,1,-0.5654899276918297,-0.4648902390043786,-0.7091399635591878,0.1083996788795763,-0.2643083712020167,-0.7729913535804828,-0.1583250901660113,0.1251019208791877,-0.5388248398837125,-0.0597653914654885,-0.4178067683099072,-0.1630016275709693,-0.764896912524394,-0.2281628954622173,-0.1105308625404458,-0.3870914852130392,0.282192587169819,-2.862074775088035,0.0839594437632095,0.1953646528287505,-0.7732201839147966,0.1707314546225204,-0.4301420093721746,-0.1510043660050987,-0.1107878122406499,-0.209228637328993,0.7178894570814002,-0.2634754862484961,-0.1839580307479194,0.1195114629752241
28,1,-0.3538447092716836,-0.3345741449507373,-0.7091399635591878,0.9760666165666348,-0.2643036562490121,1.33534890538434,-0.4964318863122806,0.948200883706608,-0.5424480766307207,-0.4489194071915734,-0.7458618024926154,-1.2190505399834763,1.4238673010875285,-0.4075354845812701,1.2121951158644306,-0.3870909983571002,-0.3795528328780119,0.2479648235953582,-0.8675452940133161,-0.7563543235502131,1.3353825582594665,-0.2451703688379419,1.3108186984355248,-0.7109422071719976,1.212117359203721,-0.6122084155970893,1.8428320609380573,0.4423596826613892,5.289984571417501,-1.2872664961238955
29,1,1.0997417724435474,1.0988486477687438,-0.7091399635591878,1.2853379267103868,-0.1459749348953278,1.0097812298885145,-0.3031782592667815,1.268263233928612,-0.5138345091301919,-0.421393203373303,-0.2138044949172572,0.2981478185298971,1.0046533998158065,-0.4141427695711175,1.2108822364813987,-0.3044993255459513,-0.9585800754198724,-1.9977363587026749,0.9032854241364048,-0.8234627129102682,1.0097832934371116,0.8490475238377898,1.1680385791542716,-0.5479621734532125,1.2106457000721873,-0.9310975626276712,0.580097444360202,0.931014799598994,-0.1836929018237638,0.8659851717586563
30,1,0.9131890864911946,0.9576841796003354,-0.7091399635591878,0.6489294664202782,-0.0491349968279897,0.4507996578754467,-0.9515354728860964,0.6439631404931501,-0.4482596344205501,-0.5890136212554777,-0.7087045418151705,0.2208093714692455,0.4251027076194408,-0.4552103254281108,0.537375112985913,-0.371380031852112,-0.6249500928124215,0.7452554193239211,0.7729298220076034,-0.6668764710701396,0.4508308685738987,-0.2129874896415923,0.4636167928907727,-0.4909541359078005,0.5376267529506686,-0.6482472575560232,0.969431646970879,0.620052452456879,-0.1750704258542882,0.8183868042240928
