f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.max,ic.eps.ratio,ic.eps.s,disp.diff_mean_10,ela_distr.number_of_peaks,pca.expl_var_PC1.cor_x,ela_level.qda_mda_10,ela_level.lda_mda_10,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,ela_distr.skewness,ela_level.lda_mda_25,disp.diff_mean_05,ic.h.max,disp.ratio_median_05,disp.ratio_mean_10,ela_meta.quad_w_interact.adj_r2,disp.ratio_mean_25,disp.diff_median_10,ela_meta.quad_simple.cond,ela_level.mmce_qda_10,ela_meta.lin_simple.coef.max,ela_level.lda_qda_25,ela_level.mmce_lda_25,ela_meta.lin_simple.adj_r2,ela_level.mmce_mda_50,ela_level.lda_mda_50,ela_level.mmce_lda_50,ela_distr.kurtosis
12,1,-0.300247170805164,-0.3505068132783272,-0.96869079960296,-1.0221965940141964,1.281443321937333,-0.7394278453849756,-0.6434126122287779,1.4289402772245603,-0.8317239408727684,1.3862250625778016,-1.777603672951769,-0.2985410401958757,-0.8165183787052297,1.2410319508701964,1.2361160892720902,1.2349621030640174,1.2814260030666444,-1.9742858745403031,1.3732883348674556,1.2843637670089516,-0.4668661704037191,1.6396359269232874,-0.3247044941192349,-0.9542271771219402,0.9696340683438452,-1.229708740594801,2.1130230224763658,-0.4738511940548505,1.523911181651998,-0.2003118806739
13,1,-0.3002471614742404,-0.3505068154521663,-1.1243775151861628,-1.156616434898364,-1.4148624844433482,-0.7394278453849756,0.510050725330516,-0.3587990316672034,2.053609239182757,-1.258427760786963,1.0133640691922594,-0.292461369616393,-0.3726106845693549,-1.465330300818489,0.5148046586560764,-1.448346405780662,-1.4148339949951425,0.7145145709831386,-1.2763544280789876,-1.3990154716901635,-0.5371937007366702,-1.1501196680126575,-0.3247044931373791,-0.3314735598598159,-1.6644678987894537,1.8115761108463533,-0.599382484981042,-0.3934591482392922,-1.106355177988621,-0.1999814958607354
14,1,-0.3002471356070411,-0.3505068011196804,-0.772620591837028,-0.8261758187643811,-1.611014106371896,-0.7394278453849756,-0.3041586894172219,-0.3111182304542828,1.290902712784039,-1.597520890035629,0.4137616537854743,-0.299203607726233,-0.3545649954834433,-1.5860640230941911,0.689368612184152,-1.5618951472820837,-1.6113544030171385,0.7145145709831386,-1.6153795493089953,-1.5897095191534611,-0.5402574481672372,-0.4640314927662047,-0.324704486258013,-0.0980840785794547,-0.4282972258133263,0.7407377832077545,-0.2195166003089409,-0.3353831286632486,-0.4166173194323236,-0.1993962047239605
15,1,-0.2839634396937925,-0.3459443323676935,0.9688815032897888,1.2068228652593918,-1.2892380438011917,2.3762809390149644,-1.2540696732895673,0.3697868697936454,0.1156630966350741,-1.1194714937928385,-0.6472921044685398,0.4450131009785732,-0.2406007788237661,-1.3684755638387167,-1.6178398679369357,-1.352588711334762,-1.2890609338610657,0.1695309992074646,-1.1320669508888328,-1.2664274573809091,0.060297185542968,0.7290556649233989,-0.2747663991320764,-0.1949639313976588,0.6940418989242885,-0.4760733029330884,-0.0978779717645651,-0.3028362594485983,-0.1249547190689486,-0.0731135227792238
16,1,-0.3002471338260995,-0.3505068163433054,-1.4761632427379954,-1.4310511152466854,0.834433285996388,-0.1437776366026341,-2.136129872599628,1.4289402772245603,-0.8317239408727684,0.9060917823045008,-1.7814354737498246,-0.3612886392745323,-0.818956985338461,0.8141899156150536,0.2290796969851194,0.8001279823834543,0.8340145408032333,-1.9812676793524084,0.9051107865022048,0.8271512304923625,-0.4323783755164326,1.6396359269232874,-0.3247044941629539,-0.9609063527922694,0.9696340683438452,-1.2293373086393244,2.1140423405926594,-0.4732117663689045,1.5221435295285828,-0.1912665466787586
17,1,0.0245607064799115,0.1294734456968887,1.4302096137024765,1.3916536433492346,0.6560052579864778,0.5435110658385292,-0.6434126122287779,-0.7917058182893912,-0.8317239408727684,0.7999096914063394,1.0429678704550212,-0.1004272137344894,2.324244391121163,0.5917553052709252,-0.5498707748901659,0.5798329585488968,0.6558360375299562,0.7145145709831386,0.7840303860629156,0.6584823286979874,0.3017546502618469,-0.2849422999629024,-0.1765967385917629,1.700268067857472,0.9696340683438452,-1.1175362900409138,-1.07336540905759,3.627134255451837,1.1565930704064864,-0.1887130796773222
18,1,0.3560494880095352,0.8562611655914165,1.5167086344048557,1.402843640509207,0.1210573378332315,-0.1437776366026341,-1.11836810416496,-0.0349184673306563,-0.8317239408727684,-0.1628647295762109,-0.371157212463909,-0.2454190749610216,0.3875030030088477,0.2665293194016152,0.5230388074073998,0.267443102897518,0.1213005277101277,0.7145145709831386,-0.1452616873086283,0.1222146510094334,1.823488332557204,0.3330415343583509,0.132454866413512,0.17283600884847,0.9696340683438452,-0.8163049741495146,0.1012288336181281,-0.1668299906478885,0.8394762794659443,-0.198426557045398
19,1,-0.3002464260769683,-0.3505057799148757,-0.2363439460038974,-0.2101105251221045,-0.2179742751050057,0.8184265468149944,0.9171554327043756,-0.6251137506369309,0.6277317865285466,-0.2800862061254414,0.5221416719677888,-0.1805304011777842,1.1264008128779384,-0.1958104621924936,-1.458920797036375,-0.1825657343892266,-0.2180247101411858,0.7098152792826832,-0.2774411244548511,-0.2175390640361311,4.177697751725714,-0.905448517281386,-0.3247024732132247,0.4357410854720004,-1.3679067599575392,1.126098437014569,-0.7580563384174204,-0.1469757609992659,-0.8878733755346011,-0.196568270487781
20,1,1.0482985600398576,1.846766285016602,1.61475814038917,1.548481453546247,0.8304846533856849,0.8184265468149944,-0.6434126122287779,-1.1225640608522192,-0.8317239408727684,0.6808523170260073,0.4828371900652519,-0.1635735803082685,2.4547911328868133,0.8796977939944762,-0.430475617995961,0.886990153301593,0.8300841326427923,0.7145145709831386,0.6770760323415443,0.8373916945796513,0.9464768889884704,-0.5750163446443074,1.4975171416278172,1.2306902126348978,0.9696340683438452,-0.6073744991940128,-1.062832455189222,2.578121165273161,0.5124606366342818,-0.1951785240790259
21,1,0.270608219438959,0.2973348228309726,1.4619374429744276,1.419656611242065,0.5967886982057943,0.7267880531561727,-0.9148157504780112,-2.005240356476776,-1.0691703122987846,0.3629020111655842,1.2286188275265777,-0.1698863765002843,0.2510223184356682,0.6981471517159438,-0.7030259416647987,0.714312343645052,0.596879915123358,0.7145145709831386,0.3572219745144218,0.5966463765710041,0.7267914320152223,-1.3065074138408932,1.266922359529199,3.459244883437887,1.0295454095220098,1.408758155132146,-0.7781029280378622,-0.4619098820198093,-1.4517544029037923,-0.1959343331060423
22,1,-0.2999084409862428,-0.3504903439154085,0.4354852777264676,0.7195824139212964,-0.0349795901268559,3.70503909706788,-1.3219204578518895,-0.317805172087802,-1.2082803076796833,-0.3352351370518681,-0.2890359332547793,0.1629433795825549,1.811811850591488,0.1119408242986426,-3.0448178465414486,0.1099400098471563,-0.0352607306807293,0.4894856312699015,-0.3289002946415499,-0.0245041173561128,1.3451871229170551,0.1867433205190338,-0.3231663174085176,0.7191289674845401,0.2846477342068312,0.0612030206635932,-0.621467710834071,-0.2019505562984714,-0.7386835363184263,-0.1548755709856857
23,1,-0.3002466278374408,-0.3505062972818334,-0.3112924814243403,-0.3333403688462997,-0.5923496408416,-0.4645123644085103,1.5278124937651838,-1.3228815732650383,1.0234757389052436,-0.8557621693868156,0.2557074606029331,-0.2231003650032436,0.2165566780193324,-0.5058937778368806,0.2628397068655492,-0.5174560319049436,-0.5920685534097179,0.6569146812832708,-0.8223029264316521,-0.6094288725758593,-0.5068716600759425,-0.653210217558425,-0.3247038622385748,0.1026728587115833,0.1997733342044315,0.6057222673920658,-0.4593961303433803,-0.2409396594490275,-0.5159593687682127,-0.1981191127772268
24,1,-0.3002469932262986,-0.3505067967179938,-0.6861215711346491,-0.490140204050412,-1.1950475114862835,-0.2354161302614558,1.9349172011390436,-0.1372577479827791,-0.0977987928287208,-1.197823133473559,1.0695611156571627,-0.0348084886909509,-0.506246328070431,-1.1449214967315815,-0.5251683286361918,-1.1992717470033485,-1.195386206037246,0.4130885747682118,-1.170409077694608,-1.2521673718761797,-0.5039735775530109,0.4238473222586166,-0.3247044143011006,-0.0882243430661117,-0.1167582516868709,0.8127955825701857,-0.6102552115548409,-0.4456844044889301,-1.240696739368114,-0.1853681638736118
25,1,-0.3002469994132464,-0.350506775263147,-0.6226947167934441,-0.6133700477746074,0.2145186531237662,-0.189596883432045,0.6457522944549915,-0.5916790424693344,-0.8317239408727684,0.1162277387479315,0.9213748562288752,-0.1268194870270569,0.4074182905135703,0.2446305931115959,0.0009937765734357,0.2255818157080522,0.2149752555339456,0.7024306780391106,0.1493672870936428,0.1896454815958272,-0.3308227228140577,-0.1159426391485192,-0.3247044885068089,0.79908824193791,0.9696340683438452,-1.1999941841566852,-0.4189631783970656,0.3940919611560733,1.3393682999675351,-0.1905294792576966
26,1,-0.300246953770156,-0.3505067379703294,-0.5246740150118272,-0.4229442711047781,-0.0995333979157198,-0.0063198961144014,-0.4398602585418481,1.019292418023309,0.9815028954713486,0.0932810157478656,0.1424771021007312,-0.0467715135446252,-0.6562206360141576,-0.4185864965031585,-0.4494141601240087,-0.4274542644475941,-0.0994573973012482,-0.07053567394723,0.1110251602878676,-0.1145964043377422,-0.5235779605303003,-0.8751799213146304,-0.3247043947386718,-0.6139072739194514,0.0749580400832553,0.1195178376733955,-0.090063199539647,-0.2191991181268641,0.2211515666955895,-0.1843389117433252
27,1,-0.3002464194980467,-0.3505061318810314,-0.2593873081623733,-0.2269234958549629,0.0606461033530426,0.2685955848620638,2.002767985701366,0.6430792669896545,0.8040177289508961,0.3097289702796022,0.6378808271871741,-0.0877954864659174,-0.3921195376352054,-0.0375863191549502,-0.7993654820552941,-0.0684937267979365,0.0610342692500483,0.3691837637382423,0.3138348310236769,0.0294322699003022,-0.2457749557171271,-0.8222098783728086,-0.3247037169530665,-0.5259329886616868,-1.43480775760649,0.0779174586600334,-0.4451256767152692,-0.2124371703479854,-0.418384971555738,-0.1867179691549229
28,1,-0.3002463202761306,-0.3505062471485127,-0.3055316408847213,-0.2885244302206106,1.1670441688937765,-0.4186931175790994,0.1029460179566376,-0.1962772763134071,0.1504405954802974,0.9596448020444144,-1.291049342097749,5.207431946380898,-0.6762172104066543,1.2626451225700217,0.2653099514909481,1.313452016544263,1.1674441664138862,-1.5375202773522598,0.932353876601044,1.2084281003733015,-0.527199223043094,-0.0251368512482529,-0.3247039374270497,-0.5093304662811541,-1.3010057623085889,-0.849733850142395,-0.6951983879126452,-0.3984306984975222,-1.2509491216839177,5.289990069875603
29,1,-0.2164521221541408,-0.2672417912009709,1.1995455584961323,1.1900378695194331,1.196789500210685,-0.2354161302614558,-0.3041586894172219,0.3168728099110145,-0.8736967843066608,1.2684516167460176,0.9031442667506774,-0.0752680522345313,-0.6784932432643367,1.150852569745248,-0.3802473106128824,1.1700771079203476,1.1969222276171854,0.3247418907996496,1.2522079344281665,1.2069563084900818,-0.4986012465425191,-0.6330311535805883,-0.1993851155727461,-0.5988314202635655,-1.7423526423210676,0.9541254416289736,-0.4903154465376211,-0.4050327893549145,-1.004891946104634,-0.1840737641049857
30,1,-0.2840056251264181,-0.3346673007520752,1.006384575202708,1.0444280314752932,0.5165696537727653,0.3602340785208855,1.5278124937651838,-1.598499863203141,-0.1949359447757246,0.6329989800950696,0.8546408635518024,-0.0012384004861788,-0.5636348708391417,0.4775313999571811,-0.9821635843346952,0.4662842170474738,0.5163065478343398,0.3977823103724426,0.6286438721658273,0.5338766513863012,-0.4330621023606611,-0.9710304752093554,-0.2870901724041075,-0.272060701992316,-1.030406204653879,0.8213385175461438,-0.5130802178015127,-0.4460680611004977,-1.1335770206892015,-0.17545067951613
