f_id,i_id,ic.eps.ratio,pca.expl_var_PC1.cor_x,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,ic.eps.s,ela_meta.lin_simple.intercept,nbc.dist_ratio.coeff_var,ela_meta.lin_simple.coef.min,nbc.nn_nb.mean_ratio,ic.eps.max,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_level.qda_mda_10,ela_distr.skewness,ela_distr.kurtosis,disp.ratio_median_02,disp.diff_mean_05,disp.ratio_median_25,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_25,ela_level.mmce_qda_10,disp.diff_mean_25,disp.ratio_median_10,ela_meta.quad_simple.cond,ela_level.lda_mda_50,ela_distr.number_of_peaks,pca.expl_var_PC1.cor_init,ic.h.max,ela_level.mmce_lda_50
11,1,-0.4046066868746463,0.9081137776919654,-1.66608481727234,0.4922464606294134,0.7988601375078042,-0.4680259854530198,-0.3185803850392629,1.6260816271901313,-0.2570547372790352,-1.702135616298038,-0.3698199161708879,-1.49500885913746,1.153044148827654,1.3979003083758743,-0.3594798479667596,-0.1998974013508439,1.0205482938450448,1.0561350269428325,1.158455175812252,-0.3572445567174523,1.6731853424268688,1.618021414972424,1.1531084470854247,1.0960485680277297,-0.4608258768242458,-0.4820479738736282,-0.7120474801083609,-1.2823907516587234,1.2541480548142765,1.2528341178559144
12,1,-0.9676146526606209,-0.6960669057436463,-1.7708385635647208,-1.6498597446463192,0.7953820351795967,-1.0218625165732762,-0.318580756989606,1.7595360492948295,-0.2570547712606214,-1.856572637409164,-0.3698202085480835,-1.5987214586760394,1.4193098583946218,1.3979003083758743,-0.2939505074343692,-0.2000012422911218,1.2574063707428678,1.2689418201253124,1.4336405057961392,-0.3572445787343654,1.6715346127008868,1.618021414972424,1.4193790057592677,1.3196704913840505,-0.4633884108863963,-0.48057834078287,-0.7120474801083609,-1.4396118126336177,1.2177330701070677,1.614984770835011
13,1,-1.1227144515940146,0.4402277450233489,0.999028969203752,-1.6470571634793645,-0.1263150817954634,-1.1561369265855288,-0.3185807477167847,-1.346986331920085,-0.2570547707681346,1.218378765071261,-0.3698202106993897,1.4456208947929616,-1.2596700393941056,-0.3053793697238475,-0.2878751424359971,-0.1996708765383245,-1.4797137860905876,-1.454452074498351,-1.2401751631517846,-0.3572445777647109,-0.955601746199536,-1.0599505579789936,-1.259888459934875,-1.384302291921535,-0.5337841949336817,-0.3702681196870167,-0.7120474801083609,1.4405906793925625,0.4927438291180852,-1.0580319535345095
14,1,-0.7722836015339577,-0.3618625966945311,0.4039596540245793,-1.4901126181298996,-0.7996756925364882,-0.8260538191839207,-0.3185807220106568,-1.5076259140831476,-0.2570547532848548,1.3838470019760376,-0.3698201965154678,1.1119837803783637,-1.6024488838941084,-0.2599511916122271,-0.2946126057389345,-0.1990856191678235,-1.5482890374837404,-1.5759455966296438,-1.5831300146988694,-0.3572445709708332,-0.1599500182761907,-0.4013534724068547,-1.6017364331771082,-1.5768288590715056,-0.5368509157679915,-0.2905789104523308,-0.7120474801083609,0.7199941499242996,0.6681978463437286,-0.3570836162704051
15,1,0.9626532797820468,-1.2976346620320425,-0.6490723502980615,0.6997709232301089,-0.280047204702247,1.2047453326184547,-0.3023984224351497,-0.9985220075356006,-0.2347139161776319,0.9205359386426658,-0.3653050202324321,-0.4323014498981673,-1.1137849954551136,0.3887853519085971,0.4490770537842907,-0.0728102226496953,-1.3829511614254018,-1.356987812575725,-1.1005288762942886,-0.3079270533866878,0.4128531966395781,0.7439274889005777,-1.1139280931985012,-1.2513200238901143,0.0642865634398061,-0.2459196123510865,2.41525236571277,-0.3499825150437277,-1.6507745888744574,-0.0606805520762042
16,1,-1.4731739972690456,-2.1665658655597566,-1.774641395271553,-1.6523954133211831,0.8110334956565323,-1.4302746918758924,-0.3185807202408049,1.3492872702322394,-0.2570547713817993,-1.4759956925281774,-0.3698202115812915,-1.5991837733842351,0.9459485969422348,1.3979003083758743,-0.3566536690926431,-0.1909564301340975,0.7799038533733673,0.8394135882497549,0.9489857455260072,-0.3572445787775412,1.678962896467806,1.618021414972424,0.9465500457260182,0.8591945782006188,-0.4288671451792314,-0.4797009478928652,-0.1141813331131447,-1.483284329571088,0.2055620179044112,1.6131883886277727
18,1,1.5084151809687665,-1.1639529384124112,-0.3750250868780299,0.6997709232301089,0.1199345630416475,1.4005540300078103,0.3336292326788359,-0.2818223332696251,-0.1311618070418722,0.4103422081862732,0.8244389641742845,0.5622915923336188,-0.1160537159283157,0.0031998401319165,-0.240866162811863,-0.1981160274296076,0.4748912321461532,0.2883064616546412,-0.1332729776195804,0.0942337637374393,-0.0848418157440077,0.363781377007836,-0.1158745570435644,0.1486326087192881,1.829188908676064,-0.0592981446470658,-0.1141813331131447,-0.8238293238152833,0.5010199620060865,0.9194255801926194
19,1,-0.2380286419517319,0.8412729158822797,0.511520300115543,0.6984363607696544,1.0165893432536115,-0.2106550559602319,-0.3185800168987304,-0.3164216278893619,-0.2570544342765582,0.3551861292180144,-0.369819185896006,1.2015187288656066,-0.2496966582780188,-0.5591123645424105,-0.1760234427434661,-0.1962578480791716,-0.0976910816334864,-0.1769429105051183,-0.2503294239560088,-0.3572425829417063,-1.4458684748162047,-0.8250832149624587,-0.2492836530031429,-0.1940779128741289,4.185683116410561,-0.0320550954124169,0.8516024428022045,1.0060491358647266,-1.491045224136016,-0.8359991127199442
20,1,1.606095054339585,-0.6960669057436463,0.4725129670424312,0.6997709232301089,1.5563908245914568,1.546034275278109,1.021567764824191,0.4052208027508569,0.3301486156605386,-0.210163680206637,1.8046769595592072,-0.0781683834202242,0.7153890170106846,-1.0330612227679148,-0.1590786305784809,-0.1948681818468532,0.8762457709747905,0.905333719938316,0.7210337184498017,1.442332712573026,-1.0851840296891282,-0.5078912362494066,0.7155535107944682,0.8697802313772498,0.9513263149495786,3.707195988387786,0.8516024428022045,-0.5137544535592471,-0.4573562264245549,0.5870948718536673
21,1,1.4538504690960845,-0.9634303529829272,1.212656363523304,0.6997709232301089,-3.612069235125293,1.4173488105317151,0.2487199951515308,0.3014229188916478,0.0408388828155272,-0.141218581496315,0.271306196810828,0.9076406793558428,0.3919935000270487,-1.874036520004987,-0.1653869560914222,-0.1956239472701774,0.6911346629196534,0.7226405455719322,0.3996418964910087,1.214603480728775,0.0389629137046456,-1.2100719524844077,0.3922405068770953,0.6269718116382835,0.7314276505971912,-0.4641930285620304,0.7596230355721713,1.1589029451458734,-0.7312962250174252,-1.4090450368287324
22,1,0.431267881697201,-1.3644755238418766,-0.293524659052933,0.6997709232301089,1.62943097348382,0.7180320341411598,-0.3182441363947396,-0.2052096094687801,-0.2568083509564367,0.319334677888644,-0.369803909899065,0.2479175907605102,-0.3017255900324848,-0.2663222165912958,0.1672070922351984,-0.1545675538879048,0.2552821448625589,0.1327451122898984,-0.3078308361914485,-0.3557255166047524,-1.0876601242780997,0.2233452337608358,-0.3016067882208774,0.0010950675699988,1.350423501957276,-0.1074889491305794,3.748953770548253,0.202474824215274,-3.08502841836522,-0.6843844544290923
23,1,-0.3126946321135619,1.4428406721706943,0.2471003784752581,0.6914966359752902,0.2103652235750497,-0.3337515754407673,-0.3185802174028682,-0.8477679381210297,-0.2570541403235253,0.8819266833648828,-0.3698196979001739,0.9968674180376224,-0.8005912297958837,-1.22391497105393,-0.2185632588117847,-0.1978086008983312,-0.4691754189350443,-0.4889776383482431,-0.8325312228398307,-0.3572439547059463,-0.3621644097089913,-0.5829519335021134,-0.8003275259553763,-0.5883934937036206,-0.5034327263676729,-0.160987980598622,-0.4361092584182611,0.6544853745180937,0.2394941627452197,-0.4580402963171572
24,1,-0.6861106697676335,1.8438858430296248,1.0548011560657329,0.5444278528331894,-1.2292213300701478,-0.4903817665164541,-0.3185805805164998,-0.8971955018635105,-0.257054621298404,0.8488330359839312,-0.369820192159407,0.1949055042207314,-1.1525516504878524,-0.09430454215644,-0.0304047295181063,-0.1850583876150008,-1.0901390450472768,-1.1320268779861398,-1.179593318118018,-0.3572444999081134,0.2840962780129787,0.4509486383335601,-1.1523308745261551,-1.236103147448708,-0.5005318312207844,-0.4419291839781587,-0.2061607403431779,0.8138900613398605,-0.5525317546365794,-1.194557001284565
25,1,-0.6229229255953238,0.5739094686428503,0.9077352109475328,-0.0438472797352129,-1.0852278936823456,-0.6134782859969895,-0.3185805866649222,-0.427633646309943,-0.2570547503299342,0.5206543661227908,-0.3698201709269513,-0.9890824634685796,0.1818374227443083,-0.5272572396470674,-0.1223505662946796,-0.190219405235498,0.2801038616244978,0.2662699225915277,0.149100028893738,-0.3572445731916838,-0.1013491130038282,-0.0672123039915785,0.1812929861250975,0.217439354367387,-0.3272129314940415,0.710372833287394,-0.1601710367281613,-1.3478995270649292,-0.0236868630932453,1.4274424683994074
26,1,-0.5252717478394793,-0.4955443203141809,0.1347260614944212,0.6131578195466032,-0.1614439153103619,-0.4232585338734925,-0.3185805413060451,-0.252165795024142,-0.2570546225911817,0.2752098147140357,-0.3698201340206941,-0.1945175849828205,0.1430707677115694,1.0076057781364032,-0.0423592822394237,-0.184029194863726,-0.7502077375278438,-0.401120915992584,0.1265101883726728,-0.3572444805887826,0.6398285339621094,-0.7960274611872172,0.1427090026206852,-0.0895445877549012,-0.5201552404876235,-0.1311566223384588,0.0237877777319051,0.202474824215274,-0.4763913320669612,0.2910510841009139
27,1,-0.2609851339307726,1.9107267048394596,0.6263844468670041,0.6979025357854723,0.3894874934777496,-0.2274498364841369,-0.3185800103607749,-0.0445700273057176,-0.2570473124255705,0.0711323225314823,-0.3698195342138411,-0.1624637652145821,0.3481259693321079,0.6491663727922758,-0.0833542022637567,-0.1864081150241353,0.0844750769753192,-0.0177230333945671,0.3462477279866713,-0.3572438112258688,-0.7509112601777627,-0.7451798920805446,0.347386928056844,0.0553465401002307,-0.2420826245158907,-0.1218781925266581,0.2997259994220049,0.1893730691340331,-0.82812697980705,-0.3588799984776427
28,1,-0.3069555091188017,0.0391825741643996,-1.2879626694402189,0.6993705544919725,-0.4991676513793357,-0.28898412386124,-0.3185799117567,0.4546483664933377,-0.2570499128787672,-0.3866631329050641,-0.3698196482865123,-1.2677041276078838,0.9734933255181272,-0.1505357626238732,5.208123186742166,5.289983964970201,1.4551386907108546,1.290691007549882,1.0034067249631202,-0.3572440289600707,-0.3794970718318027,0.0199549573341461,0.9735773570682864,1.2435861091770188,-0.5237800174792552,-0.377089849406804,-0.3901195548032445,-0.9701322555558096,0.2419770026116219,-1.204976018086543
29,1,1.1924477644922449,-0.3618625966945311,0.8896424479476641,0.6997709232301089,-0.3061329721638047,1.1879784968208789,-0.2353074885965376,0.9439812475438926,-0.1388527118869388,-0.9658019620717848,-0.2874182736906899,0.2741154242249361,1.296888842501763,0.3383711542481409,-0.0708356398755874,-0.1837640625221289,1.032748798694134,1.178194923318212,1.314530437594157,-0.2334825163326866,-0.7154205710691487,-0.5635814309852859,1.296660838228432,1.2422629025299403,-0.4951542862984097,-0.3861489309961036,-0.2061607403431779,0.8684807075116987,-0.4068718158077422,-0.9549196148390718
30,1,1.0000149704779355,1.4428406721706943,0.8415057390489307,0.6997709232301089,-0.9537556256760916,1.0425261962769092,-0.3024403451848809,0.6325875959662639,-0.042120409764205,-0.6321076843138193,-0.3541448811801462,0.195521923831659,0.6664206106535396,-1.4865120006259804,0.0031415845798672,-0.1751414754112246,0.4488073941929294,0.5006364176977984,0.6727736046093445,-0.3200976818593741,-0.3258483557373862,-0.8880373481421483,0.6664678544681495,0.5634578925785009,-0.4295515355885886,-0.4424556197121615,0.3917054066520382,0.8335426939617225,-1.0118571299206964,-1.0856962395259675
