f_id,i_id,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nb_fitness.cor,ic.m0,disp.diff_median_25,disp.ratio_median_02,ela_level.mmce_qda_10,ela_level.lda_mda_10,disp.diff_mean_05,ela_level.mmce_mda_25,ela_level.qda_mda_25,disp.diff_median_10,ela_distr.kurtosis,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,ela_level.lda_mda_50,ela_meta.quad_simple.cond,ela_level.qda_mda_50,disp.diff_mean_02,ela_meta.lin_simple.adj_r2,ela_level.mmce_lda_10,ela_distr.number_of_peaks,disp.ratio_mean_25,ela_level.mmce_lda_50,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_25
11,1,-0.655664334537321,-0.4633709156329544,-0.5244416870528459,-0.3870912921638787,-0.2643087607194418,-1.766211951832417,1.9857687198783736,1.1220420444110049,1.0003382734876447,1.6222953083270455,-0.8196422584444218,1.038663065530529,1.6755801502236394,0.7667566717945499,1.0719339264472676,-0.1999624035113204,1.118839375435754,-0.4123073762117223,-0.4640560095612917,-0.4828871594046153,-0.280419843055751,1.0067030266638428,-1.2124668023879104,0.5602048235638022,-0.733798210971294,1.118811761535739,1.2701695934865902,-1.6874168421110431,0.9502768880328164,1.8239110102008125
12,1,1.5174202131795802,-1.0124453228513188,-1.0652355986151598,-0.3870915852162945,-0.2643087947388423,-1.4586736497860833,2.0151622112705785,1.3945114684368898,1.2356738304858548,1.6222953083270455,-0.8196422584444218,1.2503637631411089,1.67395866613733,0.7632070423895023,1.2944006222075697,-0.2000662456830374,1.3822574824495424,-0.5841026290671291,-0.4629820425397439,-0.48545089918346,-0.259081890742434,1.240045150530149,-1.3188472197169343,0.5602048235638022,-0.733798210971294,1.3822274086386384,1.6354637854801366,-1.842572823969743,-0.6511582549959218,1.820829226780084
13,1,1.5174202131795802,-1.1637066465524024,-1.1963479022155896,-0.3870915873725689,-0.2643087942458075,0.1262214137829294,-0.90350261919227,-1.2501470533980084,-1.4838521621080247,-1.0534991851051074,1.5578143593357052,-1.4588748788125894,-0.9066332572245372,-0.1774447499482085,-1.3904589044100075,-0.1997358760124663,-1.2683080457554818,0.077607206512637,-0.3823703984895459,-0.5558798056673566,-0.4653487631044977,-1.5057102399583162,1.748205093980423,-1.4904646621579305,-0.733798210971294,-1.26807714803651,-1.0607552506627036,1.2466936005382678,0.4831916379828712,-0.8071615852464009
14,1,1.7890184331540973,-0.8219484069524704,-0.8740381144677692,-0.3870915731558905,-0.2643087767430725,-0.2556982450374011,-0.5834401573660583,-1.5892409132953451,-1.5519866128908102,-0.3954376098668202,0.9293594927903344,-1.5797369199425748,-0.1250779276232679,-0.8646530027654943,-1.5812581483697643,-0.1991506117014577,-1.606493936251438,-0.5625809080331994,-0.3241357389480128,-0.5589479694469767,-0.6131040178023716,-1.564307581750203,0.6682940265171253,-0.0484744584172069,-0.733798210971294,-1.6071869466057582,-0.3537225437386867,1.4129321525297305,-0.317525933531572,-0.3718596770684579
15,1,-0.655664334537321,0.8700515247713988,1.1089365634199386,-0.3825659694598483,-0.2419430790269759,1.326693599794024,-0.269909582515891,-1.1111904869928877,-1.387711526034155,0.748912114720348,-0.0390143581758002,-1.3619172021681822,0.4375770503261932,-0.3343383696513286,-1.2577977478356253,-0.0728737176962616,-1.1239112949610015,0.4746203797596939,-0.2914999649797879,0.0424723553647054,-0.3963694707205673,-1.4066433545683228,-0.5588265621092233,0.781213372378335,2.3781374278144947,-1.123753632574,-0.0547466425534928,0.9474642069536374,-1.2516964336317402,0.2375629943806633
16,1,1.5174202131795802,-1.5054928715961275,-1.46402983734987,-0.3870915882565074,-0.264308794860155,-1.6038603365660964,1.9073860761658328,0.9143771536137482,0.7612406915995881,1.6222953083270455,-0.8196422584444218,0.823068069372905,1.6812553445257237,0.7791803747122187,0.8369358640950861,-0.1910213262645068,0.9144937529047328,-0.6299624754008655,-0.4623408681985215,-0.4509133906223999,-0.2676707520509389,0.7691819191948189,-1.3184726407826772,0.5602048235638022,-0.1388693388504814,0.9139329249001508,1.6336518103214377,-1.460224154389378,-2.1191404694390648,1.84086081901482
17,1,-0.655664334537321,1.3182663925598452,1.2892193917004882,0.0890104008191253,-0.0622374672037106,0.5825224293772563,-0.2949484825907304,0.8081948339235621,0.6605020251047947,-0.2236641839774141,-0.8196422584444218,0.6003970498978863,-0.9966256240147248,0.2513504821815855,0.6681739159903178,-0.1884679762966367,0.7930065616395799,-0.4154320001735104,3.649205624249253,0.2842778776404812,2.20162687414423,0.6579510281468762,-1.205724381571282,0.5602048235638022,0.5475870520581484,0.7928222825539902,1.2589353475026617,-0.1109212407253412,-0.6511582549959218,-0.7832777637357511
18,1,-0.655664334537321,1.402306680270179,1.3001340475673295,0.8099256268051305,-0.1382757383772444,-0.3207819322146492,-0.3526468175457946,-0.1545816615623919,0.4581886865841311,0.3690751025423663,-0.8196422584444218,0.2748254056234239,-0.0513004016961771,0.0738690119291879,0.1316104058853481,-0.1981810084649521,-0.1365495133891001,1.2141109738238285,-0.1551221826017634,1.808205117746627,-1.4114655166194945,0.4546542979437714,-0.901940865888752,0.5602048235638022,-0.1388693388504814,-0.1367018974527927,0.9338670040322146,0.4348953383132956,-1.118243505046015,0.0110519129570967
19,1,-0.655664334537321,-0.3009154144146769,-0.2731317357188274,-0.3870905602024896,-0.2643084573797874,0.4966977869457212,-0.57473097473133,-0.2718033906903644,-0.1107130773138511,-0.8188228145238065,0.382919962602297,-0.1880057623865558,-1.388214030858516,0.9889634725505532,-0.2083307345201436,-0.1963228070785564,-0.2685294502289788,2.545190382770412,-0.135213719306805,4.165808096852551,0.9437612953220932,-0.1193382570248314,1.0569196708088948,-0.787585015108432,0.8221696084216004,-0.2689143486806835,-0.8367951210476122,0.3794824876494747,0.8835504237400835,-1.059867825746161
20,1,-0.655664334537321,1.4975691309414998,1.4421882936742678,1.7924273979059535,0.3235480248921779,0.4369781399204451,-0.2394274432943453,0.6891372030086534,0.8569633249079183,-0.5018887470377196,-0.8196422584444218,0.8886455711826481,-1.0339197579998494,1.5398659562139962,0.8471819773411108,-0.1949331243663278,0.6859717929048389,0.7758034324917821,2.59732705875669,0.9299294744532152,3.8735024082278926,0.8514063352122674,-0.6912402153691178,0.5602048235638022,0.8221696084216004,0.6858412151482156,0.5986515996730581,-0.188499231654688,-0.6511582549959218,-0.6137796755956673
21,1,-0.655664334537321,1.3490923588978183,1.316533318007258,0.255515446678323,0.0339163517332439,0.7802767096465848,-0.5649331442672633,0.3711862120562946,0.6730421080709511,-1.203498514755011,-1.0152933018028865,0.7069019722887432,0.0703109047770494,-3.734883339687278,0.606303852019753,-0.1956888987521971,0.3661223139048826,2.163461745212901,-0.4510081117174139,0.7099273439675997,-0.1561497559983199,0.6716917260246554,1.3419742397785688,0.5638279145279744,0.730642089633783,0.3659072682837742,-1.41481519667232,-0.1192331683249134,-0.9180641121673904,-1.1638780161957578
22,1,-0.655664334537321,0.3518170766129037,0.6336851603380059,-0.3870752489269416,-0.2640621002211726,1.1697060246796749,-0.458245656991861,-0.3269524404469577,0.239991242973002,0.228753148998908,-1.1299171453866337,0.1200726099571694,-1.0363519841293125,1.6144081737200031,-0.0151892999850765,-0.1546320184863364,-0.3202920682995889,2.639055550730071,-0.1903386832934089,1.3292144436052176,0.6368437045009872,0.2353292509504836,-0.0169981337062888,0.6109280970622191,3.705286450237845,-0.3203863716778028,-0.6838644176534887,0.343464134717989,-1.3184228979246213,-0.5845027330987437
23,1,-0.655664334537321,-0.3737335391640237,-0.3933293834524159,-0.3870910733890872,-0.2643081630996471,0.11120210135741,-0.4636888961385622,-0.8474805943687242,-0.4798095192843999,-0.5768884118626713,0.7090050348664076,-0.49841864242311,-0.3237097281962047,0.1661593764604351,-0.6004367293299985,-0.1978735782879358,-0.8136702071251453,-0.2392630224834122,-0.2294342887494505,-0.5255140562092854,-0.1164262724464847,-0.4669098175440579,0.5321345839146596,1.2920691983266817,-0.4592156546078421,-0.8139122392384065,-0.4555555476575225,0.9086752114889608,1.4840886023759206,-0.242424773397847
24,1,-0.655664334537321,-0.7379081192421366,-0.5462709987865282,-0.3870915687897697,-0.2643086446097488,1.1174960338671576,-0.6618228010785989,-1.189542295498973,-1.096781601219317,0.4561714875003747,-0.2149026698818969,-1.1381255361431897,0.3111012915940376,-1.3030322342889176,-1.2435297957453666,-0.1851232138011245,-1.1619026824120875,-0.5113607010770502,-0.4347383128088931,-0.5226117961409471,-0.5873374338768569,-1.0426672022412984,0.7409623397630083,1.071060649512149,-0.2303968576382987,-1.162105335983618,-1.1984653627237616,0.8754275010906721,1.884447388133133,-0.2293271938597496
26,1,-0.655664334537321,-0.5810497067824562,-0.4807284903061468,-0.3870915105167904,-0.2643086459039651,0.7073257635797802,-0.2035020649260985,0.1015646356824762,-0.7590353666641596,-0.78979068620447,0.6744202544747572,-0.4110185687021396,0.6605311121937755,-0.2132960069391929,-0.1053312864359581,-0.1840940088447576,0.1192639424089891,-0.4138542980053711,-0.2076343611478857,-0.542244438561992,-0.4907127441561763,-0.7671156790538408,0.04181075897208,-2.53391485983966,-0.0015780606687555,0.1196489621799146,0.3000380935196038,0.299133854186931,-0.4509788621173156,0.4633036299490478
27,1,-0.655664334537321,-0.3233037694490648,-0.2895310061587562,-0.3870909093247349,-0.2643013276036914,0.5360340813935082,-0.6912162924708037,0.3180130565976237,0.0702821201643463,-0.7389844616456316,0.5281760402472212,-0.0296134547271332,-0.7055692305221362,0.3489652908204048,0.0387768413147735,-0.1864729572165389,0.3217492338149546,-0.7496819100794898,-0.2008539424894578,-0.2640409846044262,0.0417966569711297,0.0972746129609561,-0.0001420816647181,-2.149867217637357,0.2730044956946964,0.3225092881097336,-0.3555345188973849,0.0941063067307979,1.951173852426014,-0.5167034978427101
28,1,-0.655664334537321,-0.3681364504054267,-0.349616186705717,-0.3870910236608472,-0.2643039309506405,1.8284101553417056,-0.6052131139528756,0.9679302887450963,1.4321351302889782,0.0255282507635549,-0.0103583972798645,1.2719999058665736,-0.3407353111024564,-0.5579650221693493,1.218423065611574,5.289984066753781,0.9412315313016802,-0.7412010850053552,-0.3873555289925507,-0.5458709210740289,-0.4618595381979177,1.3440502292929155,-0.9356529699718934,0.321080819928405,-0.4134518952139334,0.9411828194280364,-1.2089748186442109,-0.3658203537789137,0.0828328522256403,-0.4766403133732356
29,1,-0.655664334537321,1.094158958665622,1.0925645796196768,-0.3044993501461447,-0.1459752015666703,0.5700063356893244,-0.9230982801204082,1.276737768837028,1.0124603536882637,-0.5575336596497805,-0.8542270388360701,1.1600885370885972,-0.6707073226664779,-0.3609605901891877,1.2169504618133955,-0.1838288733589832,1.2608539463313406,-0.2102924508227915,-0.3939756540656731,-0.5172317209904739,-0.5297652229182848,1.0180462200046048,0.8834896242478448,-1.7404579386858443,-0.2303968576382987,1.2611167662924776,-0.9567478765534292,-0.9476552857490362,-0.317525933531572,-0.6646291020376924
30,1,-0.655664334537321,0.906488572589865,0.9505376201524058,-0.3713800570220258,-0.0491352569273657,0.9580052400152216,-0.6411384923211224,0.6412837629674667,0.4322725151207404,-0.8817257592157013,-0.2949417330739937,0.4860517445280075,-0.2880370782973915,-1.0219015854091182,0.5434994998749485,-0.1752061839936964,0.6374119718889286,-0.7041240441765652,-0.4351230174136266,-0.4515981030493077,-0.2711599769575189,0.4583154871638412,0.7495776552509221,0.7775902814141618,0.3645320144825137,0.6373969582097501,-1.088659668106654,-0.6124075392329201,1.4840886023759206,-0.5259488481048965
