f_id,i_id,disp.diff_median_25,ic.eps.s,pca.expl_var.cov_init,ic.eps.ratio,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ic.eps.max,ela_level.qda_mda_25,ela_meta.lin_simple.adj_r2,disp.diff_median_02,pca.expl_var_PC1.cor_x,pca.expl_var_PC1.cov_init,ela_distr.skewness,ela_level.mmce_qda_10,nbc.nn_nb.sd_ratio,nbc.dist_ratio.coeff_var,ela_level.lda_qda_25,ela_distr.kurtosis,disp.diff_mean_10,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,ela_level.mmce_lda_50,ic.m0,ela_level.qda_mda_10,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_02,disp.diff_mean_05,disp.ratio_median_25,ela_level.lda_mda_25,ic.h.max
11,1,1.102593014164313,-0.5124942527607329,-0.7091399635591878,-0.4505017066095429,-0.395218062237431,-0.3303098028562959,-0.3870912733652217,0.7954080149107094,-1.125414203298876,0.977825097630561,1.0130001805443187,0.4918635457906721,-0.3639522501251972,1.613963386222786,-1.3028782634917695,1.6055677824056018,-0.970581229605484,-0.2002342801036958,1.0490307201855515,-1.4294124215869466,1.050683154872824,1.1696287740827438,1.9857761772593967,1.4046710220438627,-1.6652498932535946,0.9828739979103804,1.0163351121791948,1.102237301966625,-0.8279961510836799,1.2767586978856036
12,1,1.3785837922852633,-1.0506327867994203,1.4275086135387989,-0.9966225524591392,-0.5659166448453007,-0.3303101754822727,-0.3870915664176357,0.7919324193778611,-1.2295499144525874,1.2137946630152867,-0.6420423679506704,-1.6498177113405228,-0.2983787156590096,1.613963386222786,-1.3751496285286122,1.7406082865812922,-0.9693322178036196,-0.2003381275535526,1.271064938659077,-1.5333614574022547,1.274026238756918,1.5243213237376718,2.015128717220021,1.4046710220438627,-1.7682849996754806,1.2168200473322632,1.2287840908762582,1.3778054915920182,-0.8272258553922671,1.2405015127766188
13,1,-1.300253900842733,-1.18110130973478,1.4275086135387989,-1.147070216669999,0.0915691072564792,-0.3303101661926078,-0.3870915685739101,-0.1291003968270588,1.7727853071199078,-1.5132867308000753,0.5302794372333871,-1.6470156861458465,-0.2922992533467267,-1.077570001689116,2.098005685527653,-1.4028345606194903,-0.357940940790904,-0.2000077410907934,-1.441962421432766,1.5179211615151518,-1.4265748968475116,-1.0936474951439388,-0.8994697877588526,-0.3284949191688414,0.956138766676106,-1.5360417833574045,-1.490030674620847,-1.299730201633824,-0.4065673783117457,0.5186539183340961
14,1,-1.6437301590823052,-0.8603741103773463,1.6945529634057128,-0.8071503507415958,-0.5445323096281581,-0.3303101404397857,-0.3870915543572317,-0.8019756919865774,0.7156611688940281,-1.583671850126633,-0.297241837014184,-1.4901022752439532,-0.2990412604922352,-0.4156377399241636,2.2693920654721667,-1.565383315645784,-0.1288097257388454,-0.1994224470316896,-1.6393305077081426,1.1835234460023103,-1.6188613980613342,-0.4071344352463546,-0.5798532415209618,-0.2822696444316673,0.3708324421962864,-1.5947907841451494,-1.611319916891273,-1.6431621991520398,-0.3894668139623821,0.6933476284046602
15,1,-1.1595014805509003,1.1128638706337788,-0.7091399635591878,0.8757480356022674,0.4860479116677056,-0.3140984463303947,-0.3825659506898299,-0.2827217193789737,-0.4855662597663888,-1.4174513541449665,-1.2626833236363342,0.6993468399679201,0.4451499540796378,0.7354429946891541,0.941663844938168,-1.050228799716305,-0.2239219744508339,-0.0731391345639359,-1.3155589015679705,-0.3642823309742191,-1.2937584475554915,-0.1168354734752083,-0.2667594819409865,0.3778498277296844,-0.6649230173574016,-1.4367184975249747,-1.3927302896318698,-1.1598896277940711,-0.2814713580263096,-1.6155758414902606
16,1,0.8922442933695272,-1.4474688872573351,1.4275086135387989,-1.4870179175038991,-0.6114837407788084,-0.3303101386667189,-0.3870915694578486,0.807572599275681,-1.2291832394133135,0.7379087185646986,-2.1591647040712143,-1.6523528769928495,-0.3611241652352251,1.613963386222786,-1.092258856812971,1.325483773744912,-0.9758895297634086,-0.191292748395518,0.8212827014686576,-1.533824826061164,0.8141245038949948,1.5225619360905736,1.907502737364404,1.4046710220438627,-1.7720254403135112,0.7447381490289937,0.7999780700775277,0.8924764412069948,-0.8295367424665054,0.2327165721336887
17,1,0.7846896892565977,1.2922614837521804,-0.7091399635591878,1.3215518820409593,-0.398322739884774,-0.0069385048910737,0.0890104166047577,0.2907515435410706,-1.1188140525919503,0.6371038921176854,-0.6420423679506704,0.6993468399679201,-0.1002716758501784,-0.2428539510075766,-0.4191027138983796,0.2576634907260299,1.6367309067868416,-0.1887392686447506,0.641748124696035,-0.9329901316755044,0.6443044667405197,1.158720570670737,-0.2917634974629982,-0.7481865904106226,0.985036735834524,0.6332193752080637,0.5765199936194109,0.7855395318001258,2.1490426370884483,-0.5468129077094931
18,1,-0.1905295856976679,1.3031225470558527,-0.7091399635591878,1.405140103248214,1.220817901877168,0.3230845289142114,0.8099256380284282,0.1169717668986335,-0.8214405957410353,0.4336918224274595,-1.124763111261755,0.6993468399679201,-0.2452585701877103,0.3533717994792369,-0.2952089452637922,-0.3250112772912986,0.1371673374682181,-0.1984527945117254,0.1034826430264546,0.6325781105592125,0.1044485509615088,0.8430864267813817,-0.3493814462745894,-0.0145012846736461,-0.3953719039079785,0.4293964815814823,0.2497975779660365,-0.1912880060510838,0.3137361227283486,0.5268941876770464
19,1,-0.3092662709252878,-0.2624182701936856,-0.7091399635591878,-0.2889200801999146,2.5434002472516304,-0.3303094340470502,-0.3870905414038372,1.012980295267042,1.0960865221404208,-0.1367987007743252,0.9440400743571632,0.6980125422561695,-0.1803721192522751,-0.8415132759861734,-0.0618756810019858,-0.3600217783738851,0.3952756263235353,-0.1965944986757781,-0.2376515264215498,1.273262509611068,-0.2378346367661879,-0.8761871819626431,-0.5711561926437388,-0.5866799902618378,0.4766283970813419,-0.1460816550168423,-0.214669521399701,-0.3085073105932274,1.0139349062225695,-1.456538643171302
20,1,0.664093375321861,1.4444792859531437,-0.7091399635591878,1.499890121559734,0.7853083356454843,1.0122726753309372,1.792427402911458,1.552392721965168,-0.6151858861496176,0.8335243688825993,-0.6420423679506704,0.6993468399679201,-0.1634158792612056,-0.5227150175626119,-0.8052382928095102,0.3701972442057716,1.1757206507186226,-0.1952047453280898,0.8173095808076266,-0.0093419382497341,0.824696957569982,0.5175997120682786,-0.2363198108707096,-1.0689448992575992,0.4382610368992616,0.8271753745696542,0.865787363302495,0.66420726920387,2.272752125129341,-0.4273290022366994
21,1,0.3420332333041196,1.3194412946696197,-0.7091399635591878,1.352212030445818,2.164108408339508,0.2380210569749241,0.255515461410223,-3.612342239848078,1.3751262270276547,0.6496002080172742,-0.917882792699848,0.6993468399679201,-0.1697284591999938,-1.2284516201796565,-0.2621706069612357,0.2651657409580133,3.36361462404482,-0.1959605581288223,0.5821643243439669,0.978714498764422,0.5821913013999719,-1.4374318413868592,-0.5613720126568656,-1.9246762047579689,1.1662612881839236,0.64699563614005,0.6834013702210568,0.3423683014697357,0.1844034761401422,-0.7000819174883846
22,1,-0.3651280587547627,0.6399460217336415,-0.7091399635591878,0.3603012556102783,2.636666218578842,-0.3299729434288534,-0.3870752301283862,1.6253802281549914,0.0448291845429191,0.2151169833921218,-1.331643429823643,0.6993468399679201,0.1630898953569909,0.2122244789558279,-0.2022886187878515,-0.2474880248941434,0.6734930051888721,-0.1549015910041518,-0.0535219718575844,0.3174874225009231,-0.042905022133619,-0.727694864547584,-0.4548331639109036,-0.2887524573521246,-0.3152086109318028,0.2095037873984693,0.0944977902899092,-0.3660887233507729,1.6634482332218288,-3.0436145186237
24,1,-1.238865896114549,-0.5342163793680769,-0.7091399635591878,-0.7235621295343411,-0.4936390714101311,-0.3303099986886099,-0.387091549991111,-1.2312117402933982,0.7867961265131129,-1.125296277466069,1.978441667166622,0.5440345863201279,-0.0346551986633188,0.4409804811834216,0.8797169606208782,-0.947698046545869,-0.1191298842743949,-0.1853943361400454,-1.220784232230674,0.2643544829459962,-1.2785605453976985,-1.227360956323375,-0.6581266814159544,-0.1137165084997762,1.0109959284683565,-1.0718003185446892,-1.1681476055663644,-1.239064070335696,-0.5332039899800072,-0.5220920996806385
25,1,0.0921704410920961,-0.6538238389997646,1.1604642636718838,-0.6622696676301203,-0.6425404363501533,-0.3303100048482007,-0.3870915287096209,-1.0873220852334593,-1.2002159113106967,0.2395859065529904,0.6681996496078323,-0.0441238450196206,-0.1266630450403308,-0.0798044600581218,0.2747023904553054,-0.4725555318536262,0.7519933969360616,-0.1905556772943158,0.1975235729882362,-0.9223326525205914,0.1731694998489226,1.3406412533806558,-0.5407165215734643,-0.5542659256595516,0.8663428173137904,0.2720486463419554,0.2277980912581008,0.0914778601690041,0.3326083671679619,0.0044611113339424
26,1,0.0689271079924662,-0.4689956942295266,-0.7091399635591878,-0.5675474842240972,-0.3967551091184838,-0.3303099594069309,-0.387091491718132,-0.1642039117088312,0.1023971657088793,-0.7872563940982269,-0.4351620493887823,0.6127509184752938,-0.0466178137076696,-0.8123103820847783,0.241664052152753,-0.2950022763633728,-0.6352215608048424,-0.1843650788707552,-0.1184761199793761,-0.1259563840752282,-0.1334316567256934,0.2276526278265518,-0.2004444842521722,1.0075282653080193,0.1060160242586948,-0.7955356253390045,-0.4384705927842859,0.0688565908713973,-0.675323545045666,-0.4462816217254887
27,1,0.2881728759350275,-0.2787370178074527,-0.7091399635591878,-0.3111880045974516,-0.7304389358182004,-0.3303094274972187,-0.3870908905260803,0.3863304206944116,0.0613295613102326,0.0449381091852551,2.047401773353931,0.6974788231714689,-0.0876403812982203,-0.761205317757337,-0.2477163339538671,-0.0849392698678498,-0.5488523947059064,-0.1867441481608658,0.0426967590166286,-0.0938294903908537,0.011278802950688,-0.4088938228934525,-0.6874792213765788,0.642799573174463,0.5896080279153826,0.0710918426245248,-0.0557173574459735,0.2888998467663,-0.4250544749056525,-0.7964930688009138
28,1,0.9464895412117696,-0.338527171294167,-0.7091399635591878,-0.3557795232035197,-0.7220122488438027,-0.3303093287140333,-0.3870910048621919,-0.5016842379484442,-0.8544413492756623,1.4107983232165509,0.1165188001095919,0.6989465506543949,5.207405656491878,0.0078042216460634,-0.7247073431970285,0.4202122457523236,-0.5325527906915735,5.289991235794729,1.1559563217343831,-1.2015894976232322,1.1980367279679518,-1.2375654046765423,-0.6015958637140157,-0.170934379058596,-1.293331397531132,1.3210943073467205,1.250496709100239,0.9469731354239578,-0.6942728190544205,0.2689737572426754
29,1,1.259288003001909,1.0965722756782703,-0.7091399635591878,1.0986499588216134,-0.1944927170583733,-0.2468856443531527,-0.3044993318701735,-0.3087886858753388,0.9263159789567296,0.9899001337106896,-0.297241837014184,0.6993468399679201,-0.0751133762107514,-0.5786872308736187,-0.7928489159460514,0.915360761063182,-0.6204207709527472,-0.184099929908547,1.1858861232824112,0.3437449798391141,1.1967151712585786,-0.9926586442005212,-0.9190381477326036,0.3265510472286748,0.8485468928038044,0.9942465491922926,1.1381897763890103,1.2585297080228173,-0.6964296469903761,-0.3770633592446973
30,1,0.615621484576877,0.955242689439239,-0.7091399635591878,0.9119890825592588,-0.6851718925966166,-0.3141404452312119,-0.3713800383227979,-0.9559445740917764,0.7952296524164063,0.4076385567298769,1.5646810300428462,0.6993468399679201,-0.0010862604465559,-0.904786212772529,-0.6338519128649976,0.6002662513199056,-0.2996120896438278,-0.1754768022650679,0.501447789212008,0.2649723078245418,0.5187565793500525,-1.120742064909245,-0.6374711903325531,-1.5303520623353677,0.8011999376854928,0.4330671465262828,0.4617705212803052,0.615880012068074,-0.5875868657937499,-0.97942704821443
