f_id,i_id,ela_level.qda_mda_25,ic.eps.s,ic.eps.ratio,ela_level.mmce_qda_25,ela_meta.lin_simple.intercept,ic.eps.max,disp.diff_mean_25,ela_meta.lin_simple.coef.max_by_min,pca.expl_var.cov_init,disp.ratio_mean_10,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_05,ela_level.lda_qda_50,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.adj_r2,ela_level.mmce_lda_25,ela_level.lda_mda_25,ela_distr.skewness,ela_level.mmce_mda_50,ela_level.mmce_mda_10,ela_distr.kurtosis,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cov_init,disp.ratio_median_02,ela_level.lda_mda_10,ela_level.mmce_qda_10,ela_meta.quad_w_interact.adj_r2,ela_level.qda_mda_10,disp.ratio_mean_25,ela_level.qda_mda_50
11,1,0.7690748479207121,-0.5345683440878052,-0.4701722506636135,1.8243068385400183,-0.3303098221900693,-0.3870912931807974,1.1102226223103266,-0.4080600328920873,-0.6559690833927628,1.0572529303600484,-1.6625530101284802,1.0229905156763808,-0.6442084821336793,-1.7091082666261443,-1.1241884335484302,0.9738070144395022,-0.8486913937254242,-0.3668289945271571,1.7904992540076414,0.66166806631609,-0.2002800714345592,-1.4318733305370446,0.4310636629422194,0.9800503119529906,-0.763255313687963,1.6151444471179834,-1.8515672284198388,1.4030738721961549,1.11019449438985,-0.2539529407050034
12,1,0.7655605452310459,-1.0783826988387075,-1.0213314219480194,1.8212267192871163,-0.3303101948160482,-0.3870915862332132,1.3866392589290342,-0.5794998356733837,1.5820611845132777,1.288955242070341,-1.7657509509276128,1.236022266531901,-0.6449166999119862,-1.8690939617671256,-1.2286372819113278,0.9738070144395022,-0.8479192485447951,-0.301210277498077,2.11163722062795,0.66166806631609,-0.2003839197936113,-1.536291962738946,-1.7847042901771906,1.2260157480187268,-0.763255313687963,1.6151444471179834,-1.9742858745403031,1.4030738721961549,1.3866201047071878,-0.2330228281057439
13,1,-0.1657296675306265,-1.2102272911278285,-1.1731670652096,-0.8053449736251929,-0.3303101855263832,-0.3870915883894876,-1.3947200665541226,0.0808409003172663,1.5820611845132777,-1.5409756629728704,0.9629784337977082,-1.572272896416966,-0.4278941389769407,1.31633550398631,1.7827259941288316,-1.647153589931832,-0.4262507654031953,-0.2951266262139702,-0.5728071642201336,-1.6982776338734693,-0.200053530438284,1.5287750196511931,-1.7818053351578456,-1.6163485984176489,1.626485599808284,-1.067895898690084,0.7145145709831386,-0.2874157527701669,-1.3945816297500115,-0.4353472498985857
15,1,-0.3210618464138941,1.1079326537117316,0.8683130212114164,0.2388154531086372,-0.3140984655708243,-0.3825659704752177,-1.2431979686780237,0.477032640145716,-0.6559690833927628,-1.4089672242536544,-0.6606452400153913,-1.4720548748062714,-0.2691917724815912,1.00779166335728,-0.4824164603327392,0.6995897563627438,-0.3008543880690152,0.4428307106805687,-0.0764724639776468,0.6876729776129444,-0.0731838131634888,-0.3619314469347974,0.6457243798508657,-1.5158653829733866,0.0214060835115542,0.7393961968135415,0.1695309992074646,0.4015364346043007,-1.243130050150855,-0.3676863827538096
16,1,0.7813749073345465,-1.479404283917896,-1.516251008068746,1.8412474944309791,-0.3303101580004942,-0.3870915892734262,0.8957934385001789,-0.6252647964645508,1.5820611845132777,0.8193627230847935,-1.7694973028743524,0.7809338733161234,-0.6430383831956072,-1.4748434987411383,-1.228269504276247,0.9738070144395022,-0.8502356840866826,-0.3639989609832891,2.1126460309942963,0.66166806631609,-0.1913384614423347,-1.5367574246952695,-1.7873271542423124,0.7301529239785663,-0.763255313687963,1.6151444471179834,-1.9812676793524084,1.4030738721961549,0.8951967974763654,-0.2414475275167665
17,1,0.2587980973811092,1.2892223979894049,1.3182297025208478,-0.7814740494151996,-0.0069385223629006,0.0890103999651971,0.7683113865544886,-0.4111781919033002,-0.6559690833927628,0.632350768232569,0.9919220726601232,0.55037765966529,3.147651087075347,-0.0835393284972614,-1.117568436116979,0.9738070144395022,2.135495300370263,-0.1029667346951875,-1.0419039845712643,0.66166806631609,-0.1887849593355847,-0.9332084213291528,0.6457243798508657,0.6248639895347965,-0.763255313687963,-0.2358137661293541,0.7145145709831386,-0.6967732176546766,0.7681045628477042,2.1806535531522586
18,1,0.0830829628977755,1.3001980144130572,1.402589080266366,0.0124266880203293,0.3230845133426309,0.8099256261980032,-0.2071142085981826,1.2149932036525726,-0.6559690833927628,0.0713149036758983,-0.3906681340162546,0.2234369006402372,0.8470826144391327,0.4792674919094011,-0.819300774066592,0.9738070144395022,0.2957821930031586,-0.2480535303042511,0.1205818275820395,0.66166806631609,-0.1984985702454959,0.639432375102457,0.6457243798508657,0.4134123535564372,-0.763255313687963,0.3585306142711669,0.7145145709831386,0.0188463129661293,-0.2073283379272693,-1.3633805443940543
19,1,0.9890701962938474,-0.2818547759332155,-0.3070999270496494,-1.0579147523631676,-0.3303094533808214,-0.387090561219408,-0.3456067771463239,2.5433185651694807,-0.6559690833927628,-0.2848328632853225,0.4827102567417032,-0.2475330369837932,-0.3998117644632119,0.4221297436447654,1.1039923685875377,-1.3520719752622767,0.9976621621950912,-0.1831223702315988,-0.7298453112480747,-0.8076094219561982,-0.1966402581399739,1.2830111067123935,0.6443439250797492,-0.1811861517463463,0.4455205349092622,-0.8325840419600817,0.7098152792826832,-0.5392434477562051,-0.3460706940635564,0.9468299972223252
20,1,1.5344899737301163,1.4430456621668892,1.4982132300651485,-0.6120674905055814,1.0122726637276476,1.79242739763518,0.6559949208782334,0.7775925351558354,-0.6559690833927628,0.8152374593748168,0.4442822616418865,0.871842024066808,1.263391499774237,-0.1635321760677489,-0.6124258543337402,0.9738070144395022,2.2595018163793106,-0.1661544467711836,-1.0314796107856836,0.66166806631609,-0.1952504926248494,-0.0053875883910089,0.6457243798508657,0.8301992558774178,-0.763255313687963,-0.5147917406030683,0.7145145709831386,-1.0096333889364584,0.6558397555923877,3.820573947879145
21,1,-3.687763823114579,1.316688878089594,1.3491727110412233,-1.161868777148615,0.2380210409135549,0.2555154458813968,0.3203622712791458,2.1623797368194686,-0.6559690833927628,0.5704718125829368,1.1734330282379797,0.6911210014901457,-0.6358022450259513,-0.0921099907369558,1.3838711488838935,1.0334194618474932,0.1661390171755179,-0.1724713763083642,-0.7496852484528895,0.7396828002066534,-0.1960063120428022,0.9871324564760996,0.6457243798508657,0.637970495897091,-0.9599172841253102,-1.2183014153628688,0.7145145709831386,-1.8442937404404027,0.3201044357816743,-0.1320580711017685
22,1,1.6082903302131166,0.6300268755848598,0.3481109042978267,-0.582806357603011,-0.3299729627606872,-0.3870752499438547,-0.3999236536581874,2.636989522984487,-0.6559690833927628,-0.0930081007714603,-0.3103781527651489,0.0585974224718254,-0.4145611694983832,0.38499020727275,0.0495738888113851,0.2922380324081393,1.6487349785016223,0.1605763022641548,-0.5946647221576414,0.8046950784487902,-0.1549469854425742,0.3229182448024882,0.6457243798508657,0.1853591428525041,-1.075133388017898,0.2178286793192068,0.4894856312699015,-0.2486518826904382,-0.4000848937807384,0.6457786292065613
23,1,0.1744548328291094,-0.4027237517986843,-0.3801945327419034,-0.2409131205308724,-0.3303096542491684,-0.3870910744060058,-0.9176478422547572,-0.2353737136690083,-0.6559690833927628,-0.6774204596846594,0.2222175069799681,-0.5980222928900485,-0.2507165260909802,0.9677952395720328,0.5887359018395817,0.2077870652468188,0.1334000615168405,-0.2257202070231403,-0.4342638739085451,0.8176975340972106,-0.1981911217505509,1.076966614046532,0.6371655602699423,-0.5669543223432284,0.7732904856381773,-0.5899944989394607,0.6569146812832708,-1.1990540023047775,-0.9179857498925312,-0.0930938363257887
24,1,-1.2801150504239327,-0.5565195769351093,-0.7457518363058164,-0.2278226137060383,-0.3303100180223843,-0.3870915698066884,-1.2830640646679918,-0.5069084131441092,-0.6559690833927628,-1.310648439165903,1.0179222906212757,-1.3115965123366895,-0.4883081946742392,0.9335125906132552,0.7937719333970306,-0.1071653652253999,-0.5531914330986336,-0.0373050453563306,-0.5835678081278297,0.9282184071088496,-0.1854399975456451,0.2695452738107292,0.4850394444928821,-1.2117944353681431,-0.1553910414270733,0.4458628497585902,0.4130885747682118,-0.0779259017009949,-1.2833759244499312,-0.5550043087207674
25,1,-1.1346229190717314,-0.6773885528005781,-0.6838939109659458,-0.4103196794404906,-0.3303100241819752,-0.3870915485251982,0.1013767233472548,-0.656456348746044,1.3023458657278255,0.1696336887636481,0.873040572925797,0.1796257436519541,2.331014404533018,0.5935429884386725,-1.199215071104878,0.9738070144395022,0.3146997499285738,-0.1293762885036919,-0.3942477293768,0.66166806631609,-0.1906013838879979,-0.9225027963337123,-0.1234650186153576,0.2111352720316843,-0.763255313687963,-0.0732787723055384,0.7024306780391106,-0.5076275253507532,0.1019294330024735,-1.1923854735359531
26,1,-0.20122412469626,-0.4906110003110784,-0.588297852868044,0.4644341883837196,-0.3303099787407051,-0.3870915115337091,0.0613225205816186,-0.4096037540532562,-0.6559690833927628,-0.1603874080343941,0.1115121764158157,-0.5038283053652419,-0.0600519833398733,0.3392800086610402,0.1073149775190432,0.0835944664801709,-0.6956522189247191,-0.0492759030798507,-0.0687382511689901,-2.3353979606464086,-0.1844107312650997,-0.1225288473990853,0.5561328652053922,-0.8587925306769979,0.7385270060154111,-0.803473296797607,-0.07053567394723,1.0157100924632638,0.0616835587033972,-0.4602264403467621
27,1,0.3554414213469434,-0.2983456396097528,-0.3295732877544162,-0.5150437340391637,-0.3303094468309898,-0.3870909103416534,0.2737995740753867,-0.7447365276634706,-0.6559690833927628,0.0080608601229395,0.5958684380569079,-0.1281476341907261,-0.2421563285966635,0.1278703400818925,0.0661238823900132,-1.4186392082012005,-0.4447822497382958,-0.0903267367194297,-0.4201405287796939,-2.029840252908367,-0.1867898213842111,-0.0902568184273239,0.6437917431713023,0.0079844234161119,0.5915271493248719,-0.7525294927632765,0.3691837637382423,0.6599622351358252,0.2745630517064045,0.0621049231366451
28,1,-0.5424629158628944,-0.3587664080219576,-0.3745761925657117,-0.4750021837514356,-0.3303093480478039,-0.3870910246777657,0.923850609128748,-0.7362732496976003,-0.6559690833927628,1.16932259448105,-1.290046742735365,1.318168185884929,-0.4492330485580966,-0.3463729705145819,-0.8524007612238483,-1.2855047423233537,-0.7146469903681971,5.208367781399952,-0.6676353386567062,0.3008499220722317,5.289993511963276,-1.2030212020113318,0.6453102434195308,1.4313510143613482,0.0502101094847,0.0140534631818855,-1.5375202773522598,-0.1337348777732289,0.9237925502678132,-0.4319247157628579
29,1,-0.3474191165863937,1.091469229076253,1.093271361866132,-0.6628894581784668,-0.2468856632065764,-0.3044993511347885,1.2592449901453224,-0.2064630830816864,-0.6559690833927628,1.200262072305866,0.8552165241348183,1.1681149732000642,-0.4217049314360861,-0.94631932729326,0.933711323545208,-1.7246497715622202,-0.7168089968739586,-0.0777911000674153,-0.4648644550210561,-1.3992211539596413,-0.1841455799814846,0.3492944223274858,0.6457243798508657,0.9927199347698764,-0.7980187933107269,-0.570587335497811,0.3247418907996496,0.3515008008843679,1.2595278700785266,-0.498532495481256
30,1,-1.0017822774023304,0.9486490203634802,0.9048884157584244,-0.5242840917978702,-0.3141404644718834,-0.3713800580335658,0.6050388854249767,-0.6992729224955917,-0.6559690833927628,0.4859039065284387,0.8077947429478108,0.431539896334575,-0.5893370003535643,-0.6006359502922143,0.8022308190038848,-1.0162551881972612,-0.6077048828510545,-0.0037129769137143,-0.487394553202795,0.7266803445582267,-0.1755223768416199,0.2701658897524937,0.6457243798508657,0.3863255737410276,-0.2358436656968948,-0.8956573231454429,0.3977823103724426,-1.459679171351464,0.6050028617409219,-0.2448700616524944
