f_id,i_id,disp.diff_median_25,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.mmce_lda_25,ic.eps.max,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_distr.skewness,ela_level.qda_mda_25,pca.expl_var_PC1.cor_init,pca.expl_var_PC1.cor_x,ela_meta.lin_simple.coef.max_by_min,pca.expl_var.cov_init,disp.diff_mean_05,ela_level.lda_mda_50,ela_level.mmce_qda_10,ela_level.lda_qda_50,disp.diff_mean_10,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max,disp.diff_median_10,ela_meta.lin_simple.adj_r2,ela_meta.lin_w_interact.adj_r2,ela_distr.number_of_peaks,nbc.dist_ratio.coeff_var,disp.ratio_mean_10,ela_level.lda_mda_25,ic.m0,ela_level.lda_qda_10,disp.diff_mean_02
11,1,1.1508841314806313,-0.2889262593671364,-0.4663430390262855,1.03691699783685,-0.3308866482472041,-0.4021542659604176,0.4922464606294137,-0.3617570213958707,0.8794295036283097,-1.2261356010216935,0.9081137776919654,-0.3642391659778199,-0.7091399635591878,1.0743750955747955,-0.4435323638021374,1.6142185577766786,-0.6091893121921825,1.105304112431204,1.7944803088160215,-0.3119071985737267,1.1075877805031846,-1.168498708668397,-1.6618181904694316,-0.7073843840654483,1.632118251746613,1.105162290000324,-0.834962858075328,1.9882172249569423,-1.1127922316367382,1.037430863044993
12,1,1.425590629580189,-0.288926638438176,-1.024631890841548,1.03691699783685,-0.3308869591035896,-0.9706575368274007,-1.6498597446463192,-0.2962093342859331,0.8757984982458645,-1.3796967295565608,-0.6960669057436463,-0.5367373500784032,1.4275086135387989,1.2888283570911558,-0.4423063885257362,1.6142185577766786,-0.6099180807306473,1.328734308081829,2.121590195229325,-0.311907221446675,1.332759464522456,-1.2727941262789146,-1.765115211462627,-0.7073843840654483,1.7657529470428173,1.3286831413935731,-0.8341108191826168,2.0174920018786278,-1.1127922316367382,1.2734196382453593
13,1,-1.2407815103388884,-0.2889266289878339,-1.159985739823451,-1.6228947030924252,-0.3308869613908652,-1.1272712054836722,-1.6470571634793645,-0.2901322683372056,-0.0864179281022049,1.4334578334641217,0.4402277450233489,0.1276799905746323,1.4275086135387989,-1.4556362079802132,-0.3502850502418395,-1.073408415963415,-0.3865980520741812,-1.4013504420896687,-0.6127744364328808,-0.3119072204393196,-1.3847454586191363,1.734145589900379,0.9662340224078368,-0.7073843840654483,-1.3449657934632595,-1.4013222720622514,-0.3688123798729634,-0.8893849213448358,0.2716443295793826,-1.503479109673935
14,1,-1.582659455405524,-0.2889266027895825,-0.8272490771441089,-0.3746585826411582,-0.3308869463104734,-0.7734199341366997,-1.4901126181298996,-0.2968716179614755,-0.789380570143662,0.7296359943459834,-0.3618625966945311,-0.5151275690433192,1.6945529634057128,-1.5780697153157814,-0.2838079132393744,-0.412436863651204,-0.2038989480399611,-1.5999594242315582,-0.229833229092489,-0.3119072133812905,-1.5778646440558295,0.6754002061992428,0.3794398530527662,-0.7073843840654483,-1.5058223711346164,-1.6003022584657374,-0.3498971164547723,-0.5706151281976167,0.1372108912782781,-1.5627410838530489
15,1,-1.1006840594723903,-0.2724345058246702,1.21987577472121,0.7586349548283282,-0.3260863961990263,0.978451001470732,0.6997709232301093,0.4470262560790737,-0.2469083660062979,-0.3154327970718591,-1.2976346620320425,0.5263176147863319,-0.7091399635591878,-1.357417873226825,-0.2465529033475443,0.7369732254799568,-0.223290528280846,-1.2741521959432691,-0.1072098371176588,-0.2606721912700498,-1.2504712656766424,-0.5276694701812367,-0.6589484901518542,2.441514047936954,-0.9960307557453992,-1.273975080764021,-0.2304412636966447,-0.2583508410329932,-0.512740604914774,-1.403288571597345
16,1,0.9415142356360175,-0.2889266009858481,-1.4363273128749534,1.03691699783685,-0.3308869623285062,-1.4811514525325238,-1.652395413321183,-0.3589300512623053,0.8921380224668701,-1.4223525985940235,-2.1665658655597566,-0.5827848402401918,1.4275086135387989,0.8559769012634177,-0.4415744629875863,1.6142185577766786,-0.6079852598242845,0.8761241926386824,2.1226177655531364,-0.3119072214915294,0.8697323601209809,-1.272426888892962,-1.7688651602764651,-0.1053890955944008,1.3549499948359685,0.8756720390149707,-0.8366669358607506,1.9101511531657875,-1.1127922316367382,0.7972157046882253
17,1,0.8344601200909,0.0400381761647842,1.4059908382432562,1.03691699783685,0.1741399048529935,1.442525842765615,0.6997709232301093,-0.0981803830424848,0.3522075220972168,-1.241065155184806,-0.6960669057436463,-0.367376574901798,-0.7091399635591878,0.6304106801287536,4.251916348537129,-0.2399038481579428,3.292700813924709,0.6954608431327497,-1.0905946370051942,-0.159952980384945,0.698918423575318,-1.1618884357212516,0.9952054500161626,0.5892208526414232,0.2982460153641345,0.6952635180091429,2.457997054475392,-0.2832886139662788,0.2948853646755057,0.6847231923723228
18,1,-0.1362211241370208,0.3757693981731257,1.417258588418649,1.03691699783685,0.938853278115792,1.529539875508405,0.6997709232301093,-0.2431101273736915,0.1706572529749402,-0.7782489761283329,-1.1639529384124112,1.2688339679179728,-0.7091399635591878,0.3006059049912838,-0.0908723413830597,0.355456557417394,0.9253754306939278,0.1538111699056832,0.0935088994668398,0.1571249600661565,0.1558307998718386,-0.8640589157137518,-0.3887121795227827,-0.1053890955944008,-0.2783629476731889,0.1540379549916626,0.4279291887013941,-0.3407539168125449,-0.3145082467419584,0.4791205966302969
19,1,-0.2544052867271727,-0.2889258841788432,-0.206903091237872,-1.3234390263767333,-0.3308858718165742,-0.2339503165525258,0.6984363607696548,-0.1782492529643163,1.1067304405694014,1.0090319365413611,0.8412729158822797,2.6053597282090086,-0.7091399635591878,-0.1682430625909862,-0.0681460534235052,-0.8376942962050162,-0.3577007952446271,-0.1894677838830056,-0.7727328835061927,-0.3119051480560011,-0.1882437088582687,1.05640899412499,0.4855047405679926,0.8670648319357529,-0.3130089797870198,-0.1895341548650231,1.2024325421759865,-0.5619411202208201,0.3795328601481504,-0.1013823909004876
21,1,0.3938634968856997,0.2892346401195445,1.4341883830571758,1.0974130941430502,0.3507607205808274,1.4744425783853896,0.6997709232301093,-0.1676097883618519,-3.725411522389128,1.1583274781724815,-0.9634303529829272,2.222069179119846,-0.7091399635591878,0.7383003953354579,-0.4286376791007867,-1.2240710492110514,-0.6005391464964938,0.6355024265346445,-0.7929417665411508,1.3210555477092998,0.6362960771291669,1.3358766448348631,1.1768906740005771,0.7744501721709763,0.305670165102813,0.6355695220880979,0.2848718586151631,-0.5521828612469267,2.1190787664359187,0.698619742248732
22,1,-0.3100071304434525,-0.2885835735069518,0.7292497627091796,0.345244963402626,-0.3308696303269355,0.4418789540744628,0.6997709232301093,0.1650773779856398,1.746513588956305,0.2241639462520472,-1.3644755238418766,2.6996089624236768,-0.7091399635591878,0.143840990496526,-0.1310733515659432,0.214514094056702,-0.3728781921978689,-0.0041805669660574,-0.6350384601154616,-0.3103290969665391,0.0072461460142891,0.003539408599094,-0.3083451119765238,3.7844266145262138,-0.2016467337068499,-0.0044827675097812,1.9208717365101733,-0.4459262635311886,-0.1743784763094513,0.2573078850927795
23,1,-0.8348090117455229,-0.2889260885214748,-0.3309891900443824,0.2595421603021755,-0.330886416181071,-0.3093450928418168,0.6914966359752905,-0.2208009791179189,0.2650633929185245,0.6656521907897888,1.4428406721706943,-0.1904867700829467,-0.7091399635591878,-0.4826919769870006,-0.1757025112546336,-0.5946900490314091,-0.2042791751035079,-0.5685332720849215,-0.4716547786294447,-0.3119065731555319,-0.5851173481400624,0.5419094164054992,0.2247618920930618,-0.4295404047711187,-0.8450730443922754,-0.5682593956529904,0.2487454095642032,-0.4513475185166825,1.1920576753714374,-0.4528962346178237
24,1,-1.179679165111947,-0.2889264585866311,-0.4888785393770706,-0.0600788818489163,-0.3308869416790954,-0.6864059013939092,0.5444278528331898,-0.032589770138762,-1.2378097348756865,0.821346112776528,1.8438858430296248,-0.4636977853773632,-0.7091399635591878,-1.130716434729339,-0.410065068570233,0.4429380863998924,-0.4487651769640771,-1.1787816577517418,-0.6237351865535359,-0.3119071395555953,-1.2360298285496605,0.7466442590740334,1.0212306307490648,-0.1980037553591773,-0.894567375983462,-1.179127953911692,-0.5088875738347046,-0.6486811999887714,-0.1736949164536831,-1.0351840692186427
25,1,0.1451634021895571,-0.2889264648527603,-0.612964638183581,1.03691699783685,-0.3308869191046795,-0.6226014058562386,-0.0438472797352126,-0.1245613494515925,-1.0874861120424406,-1.2901194045778883,0.5739094686428503,-0.6141689531506563,1.1604642636718838,0.2783988710712481,0.5511910388204901,-0.0770910025516265,2.4523673178977314,0.24844335554347,-0.4308944891182583,-0.3119072156884895,0.2241191772459169,-1.2434151354027123,0.8762098123254688,-0.1516964254767891,-0.424371225867189,0.2488850818439906,0.4488041415728217,-0.5315820923020381,0.1007543656373006,0.3203988613825135
26,1,0.1220282283137015,-0.2889264186255231,-0.4212156995738383,0.1335086263309246,-0.3308868798658267,-0.5239970923618276,0.6131578195466036,-0.0445476698360563,-0.1230910824649048,0.2241639462520472,-0.4955443203141809,-0.3657924172808383,-0.7091399635591878,-0.3941555145294686,-0.1508170429575368,-0.8085337865441833,-0.0080820103133777,-0.0695430958723937,-0.0993317979684378,-0.3119071194851133,-0.0839918832134965,0.0611956781936408,0.1139502735007653,0.0335328940527639,-0.2486663487184822,-0.0694828964015867,-0.6660887495399439,-0.1922115302099305,-0.7638349252670069,-0.756507140320624
27,1,0.3402537702854512,-0.2889258775157236,-0.2238328858763992,-1.390993000585324,-0.3308862421492295,-0.2571308780557667,0.6979025357854727,-0.0855540674133931,0.4520601701144695,0.2113671855408085,1.9107267048394596,-0.7029941285666423,-0.7091399635591878,-0.0077913146276936,-0.1430769303916016,-0.7575028946377257,-0.1954705814646744,0.0926431118897473,-0.4572687940960848,-0.3119064240968341,0.0618684654359883,0.0200650909669578,0.5987715648898083,0.3113768733470936,-0.0407901560354933,0.0930174258279263,-0.3892613132980352,-0.6779559769104565,-0.554437756116642,0.1176873811303451
28,1,0.9955070616816566,-0.2889257770239513,-0.2858618505919353,-1.255885052168143,-0.3308863634316646,-0.3035499524660066,0.6993705544919729,5.207404803009374,-0.4756617051003662,-0.921146137403834,0.0391825741643996,-0.6944786026679484,-0.7091399635591878,1.3107458161570893,-0.355975771300955,0.0103905264308724,-0.4085561649940068,1.2129019783743975,-0.7093660468711549,-0.3119066502967159,1.2558580914521116,-0.8971102804494793,-1.2889542803464609,-0.3832330748887305,0.459102593035491,1.213274749279551,-0.6870489063006424,-0.5923001481396045,-0.1023768381685211,1.3786043804820645
29,1,1.3068499646377851,-0.2040591688603485,1.2029741494581212,-1.7015396282904858,-0.2432769539196592,1.210488422118173,0.6997709232301093,-0.0730320001406367,-0.2741409063746389,0.8746659490733568,-0.3618625966945311,-0.1613976601060897,-0.7091399635591878,1.1973793591445363,-0.3635329024823528,-0.5752497092575206,-0.3802292487597729,1.2430199550612102,-0.502824411785058,-0.1833331910757458,1.2543675821603917,0.8863780844289697,0.8583686506909632,-0.1980037553591773,0.9490964757882338,1.2431217472400735,-0.6894346152002339,-0.9089014392926276,-0.5833751233441679,1.0489027150149408
30,1,0.6661786479208711,-0.2724772311524505,1.0563525503008253,-0.9826443505184712,-0.3142209000560505,1.0161773653172563,0.6997709232301093,0.0009659360887221,-0.9502341085859988,0.8405412538433866,1.4428406721706943,-0.6572498544430337,-0.7091399635591878,0.5145786401193151,-0.4105042238931229,-0.900875400470154,-0.5527255932554882,0.5542784090802156,-0.52577348235018,-0.2733160235116434,0.5727280824329087,0.7550907189509414,0.8109013399202604,0.4039915331118701,0.6372821867637583,0.5539877276626689,-0.5690415196601242,-0.6280804310438828,1.5370275492491865,0.4828233123916229
