f_id,i_id,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ic.eps.ratio,ic.eps.s,disp.ratio_median_10,ela_distr.kurtosis,ic.eps.max,disp.diff_median_25,ela_level.mmce_qda_50,ela_distr.skewness,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cov_init,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ic.m0,ela_distr.number_of_peaks,disp.ratio_mean_10,ela_level.mmce_qda_25,ela_level.lda_mda_25,ela_level.mmce_lda_25,ela_level.qda_mda_10,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2,disp.diff_median_05
11,1,-0.3104911134534667,-0.7091399635591878,-0.3163821719856415,-0.4041509449309334,-0.4676951522180145,1.0923660756198756,-0.2001559716725275,-0.3644908325865119,1.1329802285992607,1.8424471208538864,-0.3619875727854166,-0.4496387171603017,-1.7657782241397866,-1.6717092505471018,-0.2537381278233616,0.4922464606294137,0.9058897407385962,0.9080914499185396,-0.3427353425904234,-1.4280032280209336,1.9858416543779915,-0.7087263278924888,1.0903856330790118,1.8365232306860653,-0.8270270116244751,1.0413261099940767,1.4354234704929054,1.7879685511022636,-1.1291375131423105,1.0655767337288302
12,1,-0.3104914858143109,1.4275086135387989,-0.3163821945953846,-0.968043775547153,-1.022283167527425,1.315673595552011,-0.2002598175810461,-0.3644911252843106,1.4060358181212536,2.213928718331573,-0.2964375384652748,-0.4522212590601921,-1.4554118263862394,-1.7772189737041908,-0.2537381618043255,-1.6498597446463192,-0.7107750273488557,0.9033360141773364,-0.5297135715851081,-1.5316262300446046,2.0152467871410558,-0.7087263278924888,1.3125546895176905,1.8333753858531152,-0.8262565695948795,1.0413261099940767,1.4354234704929054,2.1121036113748133,-1.2362187438062453,1.2708727036710483
13,1,-0.3104914765312558,1.4275086135387989,-0.3163821935996211,-1.123387340760235,-1.1567397704620694,-1.3844975108463344,-0.1999294360219916,-0.3644911274379757,-1.244312177239085,-0.6416157814447278,-0.2903602549016804,-0.5231666816256921,0.1440577955250627,1.012637875410401,-0.2537381613118478,-1.6470571634793645,0.4343625167131937,-0.3568544572416348,0.1904770687767846,1.5100861101896046,-0.904573988331902,-0.7087263278924888,-1.4009403736918058,-0.8509492954453322,-0.405518177232692,-1.624432492159813,-0.3649236252318687,-0.5973939657516435,1.8510387092793077,-1.436867153598203
14,1,-0.3104914507967575,1.6945529634057128,-0.3163821866228106,-0.7724057277385594,-0.8262087831854784,-1.5767533933914586,-0.1993441506500151,-0.3644911132385006,-1.584135532276379,-0.3402716013276285,-0.2970998458566655,-0.5262573469038059,-0.241373963545621,0.4132741206422363,-0.2537381438288881,-1.4901126181298996,-0.373969867330607,-1.277506816738664,-0.5062897969641135,1.1767372255220745,-0.5843847649118924,-0.7087263278924888,-1.5987169817974545,-0.4063162127910893,-0.3884143641756686,-0.373405521171748,-0.3169065616932669,-0.2179353297467106,0.7640133994056327,-1.5517086313412147
15,1,-0.2942912917049132,-0.7091399635591878,-0.2657367400587138,0.965257908298986,1.207345899117639,-1.251702210531663,-0.0730627125207927,-0.359970985888372,-1.1050566725403352,-0.1457195692520277,0.4468246665712583,0.0795737132873813,1.3555694202444302,-0.6473573048108275,-0.2313977157831671,0.6997709232301093,-1.3170243153816923,-0.5670447170028369,0.6225776000049289,-0.3662138937635252,-0.2707300154392292,2.431966522902989,-1.2743633445041918,0.2161701029248517,-0.2803983916263576,0.7624218741356712,0.3688005285957915,-0.0964271081995139,-0.4711912190980641,-1.3398997548501816
16,1,-0.3104914490249523,1.4275086135387989,-0.3163821946397228,-1.4743976944970285,-1.431249505069533,0.8558450929698611,-0.1912145726775092,-0.3644911283208446,0.92486858677967,2.204412586327876,-0.3591605014203137,-0.41743045707913,-1.601933637418728,-1.7810492493248924,-0.2537381619255012,-1.652395413321183,-2.192717731429154,0.9247354750127535,-0.5796264341754819,-1.5320881453582318,1.9074279670098269,-0.1082997534757061,0.8622832783971642,1.8538363772672912,-0.8285678956836664,1.0413261099940767,1.4354234704929054,2.113121836695041,-1.2358416972194004,0.8324396488910403
17,1,0.0126500979106291,-0.7091399635591878,-0.1661765329452193,1.4255692016297388,1.3922272259832364,0.6860520970451298,-0.1886611308263296,0.1110347389028856,0.8184578362762958,-0.8714127468673577,-0.0984014959636059,0.3231526045832272,0.6045549159128827,1.0422298934282437,-0.0518951426324732,0.6997709232301093,-0.7107750273488557,0.2176021802957677,-0.346136115574187,-0.9331379553551404,-0.295778832237393,0.5845001400821199,0.6829658203813757,-0.826553497989965,2.1505773443568144,1.0413261099940767,-0.8008834277256377,-1.0708687396576198,-1.1223506745791034,0.6102579803406333
18,1,0.3424383122417696,-0.7091399635591878,0.147252704089247,1.511877569129255,1.403420283459586,0.1462821450198189,-0.1983745125219531,0.831077599251717,-0.1463898874369541,-0.4791366387149234,-0.2433364301129399,1.8582561211077544,-0.3070561546981166,-0.3713323231867719,-0.1278475026901155,0.6997709232301093,-1.1823022513744077,-0.0201696067644145,1.4274231317537858,0.6275199176194961,-0.3535000187722914,-0.1082997534757061,0.1450134463340129,-0.0151964922970017,0.3149221646422053,1.0413261099940767,-0.038758937536731,0.1024662376850035,-0.816565892647938,0.2947669608737753
19,1,-0.3104907449066377,-0.7091399635591878,-0.3163801450637897,-0.2373110936706299,-0.2099750038250748,-0.1959465393732188,-0.1965162442674449,-0.3644901015108551,-0.2638637965416509,-0.5094472813933685,-0.1784732330875737,4.233149441829627,0.5179410374700323,0.5216110001651851,-0.2537378248264325,0.6984363607696548,0.8385287087350848,1.20578172731789,2.876141105035613,1.2661948245945152,-0.5756721329820946,0.8616200975052504,-0.1964808303284069,-1.1090725717472627,1.0152539695446563,-1.32430728183392,-0.6331164923133277,-0.7558977072671208,1.1551992332571546,-0.1594947457007481
20,1,1.031136084407152,-0.7091399635591878,1.53165071560467,1.6097109633911109,1.5490979265142704,0.8664158631441636,-0.1951265115469336,1.8123904638727268,0.6991440757955097,-0.6997699214673265,-0.1615230698486484,0.9735393229464138,0.4576722137202159,0.4823221626838688,0.3334544734024635,0.6997709232301093,-0.7107750273488557,1.943825354352697,0.9503787054898192,-0.0123867635251951,-0.240235803684941,0.8616200975052504,0.8583277462350503,-0.6534220321776936,2.2743103343098765,1.0413261099940767,-1.1340750027678876,-1.0603470780152646,-0.6044771875477152,0.9199893431534598
22,1,-0.3101544937097599,-0.7091399635591878,-0.3148222300294148,0.4330373457428617,0.719972193953705,-0.0010479642845194,-0.1548239554156912,-0.364474808763187,-0.3191314888586931,-0.3839753186779447,0.1648656921142017,1.375752594098344,1.19713820092605,-0.2892437308321923,-0.2534917460121052,0.6997709232301093,-1.3843853473853531,2.0436895049179737,2.978301919014317,0.3134175043530934,-0.4591406809210734,3.77137965044812,-0.0125485847901537,-0.6235175062646648,1.6648906888997126,0.3481076107228227,-0.3236406620675829,-0.6194555143565815,0.0742066687729973,0.1355607289686951
23,1,-0.3104909456320608,-0.7091399635591878,-0.3163815537643066,-0.3120944344078065,-0.3332385492833701,-0.5897077283659805,-0.1980670712819403,-0.3644906140764556,-0.8407794588650441,-0.4054747280196325,-0.2210264829844269,-0.4925782338650621,0.1289003667975631,0.2552828380046033,-0.2537375308787819,0.6914966359752905,1.44477799676794,0.1034717225068807,-0.1543976192839386,1.0617203124289356,-0.4645860758771931,-0.4316063704693583,-0.5729156410894904,-0.2741067298071715,0.1528982058182391,0.2622131902591832,-1.3358052270245746,-0.4575576884403444,0.6269569650875333,-0.4969340521570299
24,1,-0.3104913091464411,-0.7091399635591878,-0.3163821136466481,-0.6860973602390432,-0.4900812671707128,-1.2365067284061038,-0.1853162479682147,-0.3644911088776633,-1.183577039874143,-0.6916635867975092,-0.0328085343125406,-0.4896546890136264,1.1444480915399828,1.0688125536815594,-0.253738011844854,0.5444278528331898,1.848944188789831,-1.864803130777316,-0.4505428340753156,0.2604512150571906,-0.662798452280057,-0.2006730726167496,-1.1800898279738312,-0.2607283892671323,-0.5321788468982175,-0.058122471940507,-0.1418199519610476,-0.6082550358340745,0.8371604372535321,-1.1864510987983186
25,1,-0.3104913153016492,1.1604642636718838,-0.31638218890346,-0.6228103055490882,-0.6133448126290081,0.2149921511527836,-0.1904775125161592,-0.3644910876219253,0.133303597245832,-0.7339575068139441,-0.1247834070540026,-0.3149825442806141,0.3205335728523695,0.9206852770498736,-0.2537381408740217,-0.0438472797352126,0.5690845807203474,-1.667928091091484,-0.6136450291025228,-0.9225139031417178,-0.5451779212278088,-0.1544864130462279,0.2392869628643718,-0.4472381956194429,0.3337979943672989,1.0413261099940767,-0.5994459904417476,-0.4171680840713043,-1.206055016858658,0.2522666042413352
26,1,-0.310491269892712,-0.7091399635591878,-0.3163820938071228,-0.5250056520023505,-0.4228669570252361,-0.0915601839019833,-0.1842870059755,-0.3644910506751989,0.1103074592401117,-0.1665140799267748,-0.0447668622126507,-0.5094313145808126,0.7305059308151942,0.1420975487499177,-0.2537380131376081,0.6131578195466036,-0.5086919313379102,-0.4048843582277918,-0.3444189787361391,-0.1286354507880056,-0.2042961969745331,0.030260225235859,-0.0771556101046657,0.4467497369384678,-0.6743254013586162,0.1358978660479488,1.022886625822844,-0.0886207140777665,0.1334029829076372,-0.4068166496897423
27,1,-0.3104907383614665,-0.7091399635591878,-0.3163814064208685,-0.2603036657650731,-0.2267925726832894,0.0531272328587797,-0.1866660399546804,-0.3644904502106343,0.3272215272511897,-0.3409764999945692,-0.085774728196259,-0.2291875540914458,0.5576390650896721,0.6373040875569761,-0.2537307031058461,0.6979025357854727,1.916305220793492,0.3483766631788688,-0.709926471576949,-0.0966093223765293,-0.6922035850431207,0.3073801826589895,0.0843619531816134,-0.5542649199397562,-0.4240087859429878,-1.3920122956111418,0.6440202830243635,-0.4433025339571538,0.0911737651810151,-0.0447489847951952
28,1,-0.3104906396485678,-0.7091399635591878,-0.3163816300178058,-0.3063462913841956,-0.2884103540905917,1.239696184924214,5.289988056489881,-0.3644905644083907,0.9785369311684774,-0.7307854628127115,5.207373678846612,-0.5130843932254694,1.861899717974926,-1.290858306792045,-0.2537333035114285,0.6993705544919729,0.030196324691284,-0.8666371686986662,-0.7006961254153468,-1.2008948654876277,-0.6061663447363829,-0.3854197108988366,1.1978442568164138,-0.5133429371114011,-0.6932782752866693,-1.2566022680566984,-0.2012557074387079,-0.6931071458530667,-0.8505000854639737,1.3500554978590964
29,1,-0.2271263132829974,-0.7091399635591878,-0.18928770109554,1.1954135549643623,1.1905563129031151,1.2383748386524265,-0.1840218609487201,-0.2819988334878988,1.2880087510864908,-0.5665440734155557,-0.0732522125182975,-0.4842351571191232,0.5919237253066338,0.902461943920242,-0.1355382667144478,0.6997709232301093,-0.373969867330607,-0.6027104850618635,-0.1228666771185831,0.3395927054586272,-0.924177410173946,-0.2006730726167496,1.227510748032261,-0.705361471921375,-0.6954355129695369,-1.703253254467623,0.3155132995468559,-0.4884438564872576,0.9806266635479935,1.205970445471663
30,1,-0.2943332607224835,-0.7091399635591878,-0.2782350762313168,1.002678319382692,1.0449066524921216,0.5605242012252906,-0.1753988612925427,-0.3487986093078591,0.6511876882932546,-0.5090948320598981,0.0007483735179219,-0.418120191094437,0.9834906341003524,0.8539778466028731,-0.0388077357635193,0.6997709232301093,1.44477799676794,-1.488172620073985,-0.6603422779410764,0.2610671021420266,-0.6421059514467907,0.3997535018000329,0.5425444286263662,-0.5637084544386075,-0.586572054187671,-0.9827506451667422,-1.6133672772355176,-0.5111842219723475,0.8458325087509633,0.4951106248779174
