f_id,i_id,disp.diff_median_25,ic.eps.ratio,ela_level.mmce_lda_25,ic.eps.s,ela_meta.lin_simple.intercept,pca.expl_var_PC1.cor_init,ela_level.qda_mda_25,ic.eps.max,ela_meta.quad_simple.cond,pca.expl_var.cov_init,ela_meta.quad_simple.adj_r2,disp.ratio_mean_10,ic.m0,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.cor,ela_level.lda_mda_25,ela_level.mmce_mda_50,ela_level.mmce_mda_25,ela_level.mmce_qda_10,ela_level.lda_mda_50,ela_level.qda_mda_10,ela_meta.quad_w_interact.adj_r2,pca.expl_var.cor_init,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_x,ic.h.max,ela_meta.lin_simple.coef.max,nbc.dist_ratio.coeff_var
11,1,1.1587536222839807,-0.4046066868746463,1.03691699783685,-0.4680259854530198,-0.3185803850392629,-1.2823907516587234,0.7988601375078042,-0.3698199161708879,-0.4608258768242458,-0.7091399635591878,-1.49500885913746,1.0938970018617131,1.987282992974969,-0.4020163026882424,-1.66608481727234,-1.387790479224924,-0.829856099358235,1.7948276406571335,1.6731853424268688,1.618021414972424,-0.4820479738736282,1.3979003083758743,-1.8515672284198388,0.6708203932499399,-1.3344863778021738,-0.2570547372790352,0.9081137776919654,1.2541480548142765,-0.3572445567174523,1.6260816271901313
12,1,1.4343473326949892,-0.9676146526606209,1.03691699783685,-1.0218625165732762,-0.318580756989606,-1.4396118126336177,0.7953820351795967,-0.3698202085480835,-0.4633884108863963,1.4275086135387989,-1.5987214586760394,1.3163640791522042,2.016572103662557,-0.5730391463872332,-1.7708385635647208,-1.737259334351831,-0.8290140303546385,2.1220676110850416,1.6715346127008868,1.618021414972424,-0.48057834078287,1.3979003083758743,-1.9742858745403031,0.6708203932499399,-1.405817341700705,-0.2570547712606214,-0.6960669057436463,1.2177330701070677,-0.3572445787343654,1.7595360492948295
13,1,-1.2406363188039422,-1.1227144515940146,-1.6228947030924252,-1.1561369265855288,-0.3185807477167847,1.4405906793925625,-0.1263150817954634,-0.3698202106993897,-0.5337841949336817,1.4275086135387989,1.4456208947929616,-1.4007709063898128,-0.8917281094270385,0.085695573597677,0.999028969203752,2.1911671576775844,-0.3691601474905321,-0.6133844139683549,-0.955601746199536,-1.0599505579789936,-0.3702681196870167,-0.3053793697238475,0.7145145709831386,-1.4907119849998565,2.0221449805087035,-0.2570547707681346,0.4402277450233489,0.4927438291180852,-0.3572445777647109,-1.346986331920085
14,1,-1.583618418027742,-0.7722836015339577,-0.3746585826411582,-0.8260538191839207,-0.3185807220106568,0.7199941499242996,-0.7996756925364882,-0.3698201965154678,-0.5368509157679915,1.6945529634057128,1.1119837803783637,-1.598812814957015,-0.5728022374955438,-0.551614189228394,0.4039596540245793,2.213473680345259,-0.3504662156106877,-0.2302909197920179,-0.1599500182761907,-0.4013534724068547,-0.2905789104523308,-0.2599511916122271,0.7145145709831386,0.6708203932499399,2.1913012663252207,-0.2570547532848548,-0.3618625966945311,0.6681978463437286,-0.3572445709708332,-1.5076259140831476
15,1,-1.1000863989056902,0.9626532797820468,0.7586349548283282,1.2047453326184547,-0.3023984224351497,-0.3499825150437277,-0.280047204702247,-0.3653050202324321,0.0642865634398061,-0.7091399635591878,-0.4323014498981673,-1.274024084906804,-0.2603850568279565,0.4809237347146729,-0.6490723502980615,0.6297105709403404,-0.2324081413064435,-0.1076187633384145,0.4128531966395781,0.7439274889005777,-0.2459196123510865,0.3887853519085971,0.1695309992074646,0.6708203932499399,0.8808495581322026,-0.2347139161776319,-1.2976346620320425,-1.6507745888744574,-0.3079270533866878,-0.9985220075356006
16,1,0.948707530024191,-1.4731739972690456,1.03691699783685,-1.4302746918758924,-0.3185807202408049,-1.483284329571088,0.8110334956565323,-0.3698202115812915,-0.4288671451792314,1.4275086135387989,-1.5991837733842351,0.8654886673142068,1.9091786978080731,-0.618692802127043,-1.774641395271553,-1.2043812928462638,-0.8315402373654281,2.123095590049737,1.678962896467806,1.618021414972424,-0.4797009478928652,1.3979003083758743,-1.9812676793524084,0.6708203932499399,-1.1266075687264547,-0.2570547713817993,-2.1665658655597566,0.2055620179044112,-0.3572445787775412,1.3492872702322394
18,1,-0.1325085631362677,1.5084151809687665,1.03691699783685,1.4005540300078103,0.3336292326788359,-0.8238293238152833,0.1199345630416475,0.8244389641742845,1.829188908676064,-0.7091399635591878,0.5622915923336188,0.1472566789104863,-0.3428284795041236,1.2170895028802748,-0.3750250868780299,-0.6814172614152185,0.4182585777726534,0.0931797944320089,-0.0848418157440077,0.363781377007836,-0.0592981446470658,0.0031998401319165,0.7145145709831386,0.6708203932499399,-0.3399289383026545,-0.1311618070418722,-1.1639529384124112,0.5010199620060865,0.0942337637374393,-0.2818223332696251
19,1,-0.2510744219905921,-0.2380286419517319,-1.3234390263767333,-0.2106550559602319,-0.3185800168987304,1.0060491358647266,1.0165893432536115,-0.369819185896006,4.185683116410561,-0.7091399635591878,1.2015187288656066,-0.19469568321555,-0.5641239824769982,2.5421842416668947,0.511520300115543,0.2083651427731472,1.1836993020419682,-0.7734064728058766,-1.4458684748162047,-0.8250832149624587,-0.0320550954124169,-0.5591123645424105,0.7098152792826832,-1.4907119849998565,-0.1096318262873969,-0.2570544342765582,0.8412729158822797,-1.491045224136016,-0.3572425829417063,-0.3164216278893619
20,1,0.7208848525183541,1.606095054339585,1.03691699783685,1.546034275278109,1.021567764824191,-0.5137544535592471,1.5563908245914568,1.8046769595592072,0.9513263149495786,-0.7091399635591878,-0.0781683834202242,0.8615278291428617,-0.2300111642630506,0.7807526374116411,0.4725129670424312,-0.66406774378481,2.5598084677195407,-1.080772183249682,-1.0851840296891282,-0.5078912362494066,3.707195988387786,-1.0330612227679148,0.7145145709831386,0.6708203932499399,-0.8433217406722884,0.3301486156605386,-0.6960669057436463,-0.4573562264245549,1.442332712573026,0.4052208027508569
21,1,0.3992880581672455,1.4538504690960845,1.0974130941430502,1.4173488105317151,0.2487199951515308,1.1589029451458734,-3.612069235125293,0.271306196810828,0.7314276505971912,-0.7091399635591878,0.9076406793558428,0.626518097643116,-0.5543609455811371,2.162171895392262,1.212656363523304,-0.2501578231735035,0.2768751920687834,-0.7936233924448782,0.0389629137046456,-1.2100719524844077,-0.4641930285620304,-1.874036520004987,0.7145145709831386,-1.4907119849998565,-0.3073204976633262,0.0408388828155272,-0.9634303529829272,-0.7312962250174252,1.214603480728775,0.3014229188916478
22,1,-0.3068558415109599,0.431267881697201,0.345244963402626,0.7180320341411598,-0.3182441363947396,0.202474824215274,1.62943097348382,-0.369803909899065,1.350423501957276,-0.7091399635591878,0.2479175907605102,-0.0105167082480516,-0.4480523216039739,2.6356273821607448,-0.293524659052933,-0.5550136329650608,1.8937318858746253,-0.6356572915367465,-1.0876601242780997,0.2233452337608358,-0.1074889491305794,-0.2663222165912958,0.4894856312699015,0.6708203932499399,-0.248217699004543,-0.2568083509564367,-1.3644755238418766,-3.08502841836522,-0.3557255166047524,-0.2052096094687801
23,1,-0.8333526615690658,-0.3126946321135619,0.2595421603021755,-0.3337515754407673,-0.3185802174028682,0.6544853745180937,0.2103652235750497,-0.3698196979001739,-0.5034327263676729,-0.7091399635591878,0.9968674180376224,-0.571635449188458,-0.4534762309905609,-0.2297499742025642,0.2471003784752581,0.7214151641296702,0.2411714663162875,-0.4722086361502414,-0.3621644097089913,-0.5829519335021134,-0.160987980598622,-1.22391497105393,0.6569146812832708,0.6708203932499399,0.9460664394108632,-0.2570541403235253,1.4428406721706943,0.2394941627452197,-0.3572439547059463,-0.8477679381210297
24,1,-1.1793366329486614,-0.6861106697676335,-0.0600788818489163,-0.4903817665164541,-0.3185805805164998,0.8138900613398605,-1.2292213300701478,-0.369820192159407,-0.5005318312207844,-0.7091399635591878,0.1949055042207314,-1.1796241084897696,-0.6509065326624394,-0.5006242735997924,1.0548011560657329,0.6891946313874732,-0.5075962916818139,-0.6243495229251015,0.2840962780129787,0.4509486383335601,-0.4419291839781587,-0.09430454215644,0.4130885747682118,0.6708203932499399,0.8197087319334655,-0.257054621298404,1.8438858430296248,-0.5525317546365794,-0.3572444999081134,-0.8971955018635105
25,1,0.1497847433529046,-0.6229229255953238,1.03691699783685,-0.6134782859969895,-0.3185805866649222,-1.3478995270649292,-1.0852278936823456,-0.3698201709269513,-0.3272129314940415,1.1604642636718838,-0.9890824634685796,0.2416566553275193,-0.5337500899120947,-0.6498084933727443,0.9077352109475328,0.03982697150627,0.4388892683607704,-0.4314321372173398,-0.1013491130038282,-0.0672123039915785,0.710372833287394,-0.5272572396470674,0.7024306780391106,0.6708203932499399,0.2225666627257579,-0.2570547503299342,0.5739094686428503,-0.0236868630932453,-0.3572445731916838,-0.427633646309943
26,1,0.1265748504178633,-0.5252717478394793,0.1335086263309246,-0.4232585338734925,-0.3185805413060451,0.202474824215274,-0.1614439153103619,-0.3698201340206941,-0.5201552404876235,-0.7091399635591878,-0.1945175849828205,-0.0752103983800046,-0.1942133623115576,-0.403556269362132,0.1347260614944212,0.1662305999564284,-0.6629580228453879,-0.0997375912757527,0.6398285339621094,-0.7960274611872172,-0.1311566223384588,1.0076057781364032,-0.07053567394723,0.6708203932499399,0.1899582220864335,-0.2570546225911817,-0.4955443203141809,-0.4763913320669612,-0.3572444805887826,-0.252165795024142
27,1,0.3455051896508709,-0.2609851339307726,-1.390993000585324,-0.2274498364841369,-0.3185800103607749,0.1893730691340331,0.3894874934777496,-0.3698195342138411,-0.2420826245158907,-0.7091399635591878,-0.1624637652145821,0.086523826949877,-0.6801956433500274,-0.7378739658929981,0.6263844468670041,-0.1832382551704785,-0.3893698035768507,-0.4578169306445114,-0.7509112601777627,-0.7451798920805446,-0.1218781925266581,0.6491663727922758,0.3691837637382423,0.6708203932499399,-0.2930543048836199,-0.2570473124255705,1.9107267048394596,-0.82812697980705,-0.3572438112258688,-0.0445700273057176
28,1,1.0028747352721026,-0.3069555091188017,-1.255885052168143,-0.28898412386124,-0.3185799117567,-0.9701322555558096,-0.4991676513793357,-0.3698196482865123,-0.5237800174792552,-0.7091399635591878,-1.2677041276078838,1.2014997721832263,-0.5944978750419041,-0.7294312714821523,-1.2879626694402189,-0.2501578231735083,-0.6836729203338643,-0.710014436649685,-0.3794970718318027,0.0199549573341461,-0.377089849406804,-0.1505357626238732,-1.5375202773522598,0.6708203932499399,-0.7638386666139251,-0.2570499128787672,0.0391825741643996,0.2419770026116219,-0.3572440289600707,0.4546483664933377
29,1,1.3152231741674842,1.1924477644922449,-1.7015396282904858,1.1879784968208789,-0.2353074885965376,0.8684807075116987,-0.3061329721638047,-0.2874182736906899,-0.4951542862984097,-0.7091399635591878,0.2741154242249361,1.2312060584683064,-0.9112541832187654,-0.2009096572168856,0.8896424479476641,0.8453402900611976,-0.6860307135439345,-0.5033906647459897,-0.7154205710691487,-0.5635814309852859,-0.3861489309961036,0.3383711542481409,0.3247418907996496,-1.4907119849998565,-0.83109357543254,-0.1388527118869388,-0.3618625966945311,-0.4068718158077422,-0.2334825163326866,0.9439812475438926
30,1,0.6724826982435005,1.0000149704779355,-0.9826443505184712,1.0425261962769092,-0.3024403451848809,0.8335426939617225,-0.9537556256760916,-0.3541448811801462,-0.4295515355885886,-0.7091399635591878,0.195521923831659,0.5453209151305631,-0.6302956769933971,-0.692520932848871,0.8415057390489307,-0.2179372904313065,-0.5670463633357343,-0.5263488616241782,-0.3258483557373862,-0.8880373481421483,-0.4424556197121615,-1.4865120006259804,0.3977823103724426,-1.4907119849998565,-0.6741654548557717,-0.042120409764205,1.4428406721706943,-1.0118571299206964,-0.3200976818593741,0.6325875959662639
