f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,ela_distr.skewness,pca.expl_var.cov_init,ic.eps.ratio,disp.ratio_mean_10,ela_meta.quad_simple.cond,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,ic.eps.max,ela_distr.kurtosis,ela_level.mmce_qda_25,ela_level.lda_qda_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,disp.diff_median_25,ela_level.mmce_mda_25,ela_meta.lin_w_interact.adj_r2,ela_level.qda_mda_10,ela_meta.lin_simple.adj_r2,nbc.nn_nb.cor,disp.diff_mean_25,ela_meta.quad_w_interact.adj_r2,disp.ratio_median_05,ela_level.lda_mda_25,ela_level.mmce_qda_10,disp.ratio_mean_02,pca.expl_var_PC1.cor_init
19,1,-0.2152556946808577,0.6984363607696544,-0.1577808676871223,-0.7091399635591878,-0.249240846203443,-0.2682922064206289,4.171062849627442,0.5484369536497912,-0.3296911023599821,-0.3869112755380688,-0.1921733941302035,-1.0357107943618928,0.3380163068555372,1.2045536317536232,2.5769278154588213,0.8382296713932705,0.9968592909870172,-0.3215440698734457,-1.3754461549692636,0.449515668685446,-0.5180856035311536,1.0580929990580703,0.2424629947082946,-0.3199388698033493,0.6854722227629948,-0.2371694054613844,1.0000776979414658,-0.7989008164260439,-0.1842824420463257,1.012357564511878
20,1,1.527139165862352,0.6997709232301089,-0.1407765232108034,-0.7091399635591878,1.561209836581001,0.8121416052368184,0.9415731021349264,0.4868795195502747,1.012649463947232,1.7924758316278575,-0.1907844397618354,-0.5903798182503837,0.6261471557184575,-0.0578090128769957,0.8126274452733288,-0.7322736736047847,1.5366928044236277,0.6611887126973975,-1.019950282354383,0.4108660533463426,-0.9894257128383106,-0.6512925143528875,-0.6349075299220786,0.6566155950957717,0.6901337682231128,0.8690985893551928,2.260257337062402,-0.4787505841894887,0.8213589609066787,-0.4688620862389603
21,1,1.3995008359576149,0.6997709232301089,-0.1471070118020234,-0.7091399635591878,1.411745180897303,0.5717450821430373,0.7220053408747744,0.8407426137750407,0.2385371406943953,0.2556561514350378,-0.1915398180402847,-1.139544441641778,2.073507404010537,0.9146541178674734,2.196296559843951,-1.0054046901261748,-3.6320739543831007,0.3360272364223757,0.0880254121569874,1.1442219460997969,-1.82577204355516,1.336825027278713,-0.2186550367025519,0.3293761713025075,0.6901337682231128,0.6904936782546695,0.1696484644514789,-1.1874801059345346,0.634740586695061,1.161330805248313
22,1,0.7058745154655318,0.6997709232301089,0.1866555412114527,-0.7091399635591878,0.4078345716019623,-0.0798915605128611,1.340069728454034,1.2421560612862597,-0.3293546722795929,-0.3868959651817584,-0.1505044560148211,-0.5611525693864159,-0.2146038853225755,0.2638623931969915,2.6705231426723914,-1.4151012149082889,1.6097372875561584,-0.3779437885228695,-1.0223907574524238,-0.3481466053343465,-0.2269070555839505,0.007994806011313,-0.5252362143432773,-0.3728974344520025,0.4669123341900377,0.0653764894028352,1.65029399442095,0.2593056763863869,0.1828356711568565,0.2291839560689106
23,1,-0.3373505574887549,0.6914966359752902,-0.2004701391491976,-0.7091399635591878,-0.3225434631271981,-0.6538720229558801,-0.5109968205414855,0.1510781874265642,-0.32969130319219,-0.3869117886938564,-0.1937233525679483,-0.2196552405547923,1.148647160540092,1.002672900531386,-0.1995209273557311,1.4527744585664315,0.1905873295526968,-0.9102764680498044,-0.3073315537259239,0.1875206166208009,-1.1792289479713502,0.5449477013746009,0.7584166839085394,-0.8776748015006144,0.6329965395833819,-0.5835546875957339,0.136952578575376,-0.5545113261691313,-0.5448448746565947,0.6697191108180822
24,1,-0.492706222877691,0.5444278528331894,-0.0116505513535474,-0.7091399635591878,-0.6891410626770926,-1.275796735791199,-0.5081002906561013,1.1883393823729098,-0.3296916668999575,-0.3869122840647968,-0.1809796706494764,-0.2065798923788067,-0.2139219188163911,0.2115679869165327,-0.470836387771991,1.8624709833485265,-1.249084649902287,-1.26009543663834,0.3296324468632104,0.9878143538126172,-0.0558362152100495,0.7491436353207355,0.7260137952148044,-1.2339529949661625,0.391128923709835,-1.288773472941136,-0.5487356695621448,0.4890317972278843,-1.1414118086117673,0.8250769190146495
25,1,-0.6148010856855882,-0.0438472797352129,-0.1039194219960328,1.1604642636718838,-0.6271071032358517,0.1780620120203546,-0.3350422008803028,0.3468087114196381,-0.3296916730584402,-0.3869122627845842,-0.1861380445111304,-0.3888656287146058,0.0598876334166556,-0.9563910928880248,-0.6202635773008959,0.5650986548717287,-1.1050826688695825,0.0837583469135802,-0.0502681767320968,0.8420970806617849,-0.4864058182767279,-1.2356774697090442,0.0729709615410644,0.115866834204693,0.6781469370399525,0.1849876571398528,0.3180137579081356,-0.0339617119219082,0.2475183863402751,-1.2818303428292148
26,1,-0.4261291830446447,0.6131578195466032,-0.0236471040774337,-0.7091399635591878,-0.5312389997033619,-0.14606813147688,-0.5276941706539668,0.765546706252278,-0.3296916276253457,-0.3869122257953159,-0.1799510051076857,0.4848752846924309,-0.802686335822279,-0.1725830731727706,-0.3736102931589788,-0.5274254112137373,-0.1812438726790934,0.0602911880876631,0.6802473692820064,0.0761768311545328,1.0400088781995764,0.0654993111764127,0.2000899864164876,0.0768142740643669,-0.0886106976428719,-0.490463643022127,-0.6910090408862258,-0.7695740775952143,-0.8560211801335781,0.2291839560689106
27,1,-0.2319138133068614,0.6979025357854723,-0.0647860518028838,-0.7091399635591878,-0.2717781611684715,0.0193732959331664,-0.2500399978263163,0.5889837665297123,-0.329691095811329,-0.3869116246393539,-0.1823287066535361,-0.4934684141224905,-0.5937772627611164,-0.1409631996078419,-0.7084724781703325,1.9307537374788883,0.3697202286634276,0.2816482213567068,-0.6904861441186217,0.5633264508754867,0.6835424249889037,0.0244769890204181,-0.1513567294155632,0.2839778758106383,0.3475767704110188,-0.1191819187343727,-0.440469104066747,-0.7182522846412626,0.0399218342313329,0.216414821148645
28,1,-0.2929473860430679,0.6993705544919725,5.245281916801662,-0.7091399635591878,-0.316909134385941,1.15990623836406,-0.5313134930880699,1.9211308733300296,-0.3296909970459156,-0.3869117389686019,5.291258062246175,-0.4534732314665344,-0.142770080004483,-1.231240763106252,-0.7000160335156358,0.018836621829062,-0.5189876494490343,0.9463042616749244,-0.3244148794122224,-1.333465096809104,-0.11175792309395,-0.8902841679849103,-0.2186550367025567,0.9177729681569082,-1.5438120032785396,1.310198597073153,-0.7099788237294365,0.0540185045705807,1.3318279564082474,-0.9136536192948832
29,1,1.1719969463033086,0.6997709232301089,-0.0522235078735628,-0.7091399635591878,1.1551155925548944,1.1902934393169256,-0.5027308378531067,0.6240014685623716,-0.2462823213856241,-0.3043250239807532,-0.1796860085815468,-0.6411429346983276,-0.6226471781895903,0.2897055590914047,-0.1706336394183641,-0.3908599029530327,-0.3259415154559166,1.2621148707587235,-0.655506001046677,0.8241702378023712,0.3744579114631122,0.8885096494310565,0.8830431788844442,1.244780081792794,0.303491869059618,1.161902398159385,-0.7121379860042734,-0.5349601669485784,0.9939918831867464,0.8782816478490906
30,1,1.027728215108052,0.6997709232301089,0.0220136212131734,-0.7091399635591878,0.9661965498605428,0.4886867328718711,-0.4372268060378864,1.0239404865143205,-0.3135250224963656,-0.3712017155634827,-0.1710678384369469,-0.5026980716584803,1.4928129239944985,0.2121760614081659,-0.6630455806425003,1.4527744585664315,-0.973602599231026,0.6122500534341464,-0.2715379189546314,0.7764749678094353,-1.4403805690252285,0.7575678621920557,-0.1862521480088168,0.6069338263511908,0.3759456042111651,0.4339520786739165,-0.6031774040633922,-0.8624420838928409,0.4140326734002903,0.8442306213950486
