f_id,i_id,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cor_x,ela_level.qda_mda_25,pca.expl_var.cov_init,disp.diff_median_25,nbc.nb_fitness.cor,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio,ela_distr.skewness,ela_level.lda_qda_50,ela_meta.lin_simple.coef.min,nbc.dist_ratio.coeff_var,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_distr.kurtosis,ela_level.mmce_qda_50,nbc.nn_nb.cor,disp.ratio_median_10,disp.diff_median_10,ic.eps.max,ic.eps.ratio,ela_meta.quad_simple.cond,ela_level.mmce_lda_10,ela_level.qda_mda_50,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max,ela_level.mmce_qda_10
21,1,1.419656611242065,1.2286188275265777,0.9545637434470976,-0.9148157504780112,-3.634610907510577,-0.7091399635591878,0.3629020111655842,0.7801854072543528,0.270608219438959,-0.2809834709959254,-0.1698863765002843,-0.6242556326825032,0.0445814761223723,0.2777598908385386,0.2510223184356682,2.302336258080476,0.7267880531561727,-0.1959343331060423,-0.7544133879996918,-0.228242870014458,0.5966660829580949,0.5966463765710041,0.2973348228309726,1.4619374429744276,0.7267914320152223,0.560438972519868,-0.0996547151998303,-0.1214738035076222,1.266922359529199,-1.3065074138408932
22,1,0.7195824139212964,-0.2890359332547793,0.3008159338472423,-1.3219204578518895,1.668388758335976,-0.7091399635591878,-0.3352351370518681,1.1696060793869212,-0.2999084409862428,-0.2219951786575394,0.1629433795825549,-0.4032226885386443,-0.2530667919574758,-0.2297024788710816,1.811811850591488,2.792333063677318,3.70503909706788,-0.1548755709856857,-0.3819531882988815,-0.5331650862472577,-0.0243809755035033,-0.0245041173561128,-0.3504903439154085,0.4354852777264676,1.3451871229170551,0.6074749236863839,0.6757235835360091,0.3406610200488853,-0.3231663174085176,0.1867433205190338
23,1,-0.3333403688462997,0.2557074606029331,1.042982332972516,1.5278124937651838,0.2326728567663725,-0.7091399635591878,-0.8557621693868156,0.1111256482460555,-0.3002466278374408,0.9699751423870832,-0.2231003650032436,-0.239532181121877,-0.253312582178669,-0.8733132892345017,0.2165566780193324,-0.1731532189520485,-0.4645123644085103,-0.1981191127772268,-0.403427736674826,0.7435417540770655,-0.6093206468452437,-0.6094288725758593,-0.3505062972818334,-0.3112924814243403,-0.5068716600759425,1.2876871405560024,-0.0608136293264495,0.90518499612989,-0.3247038622385748,-0.653210217558425
24,1,-0.490140204050412,1.0695611156571627,0.2482839911931081,1.9349172011390436,-1.2238046227916166,-0.7091399635591878,-1.197823133473559,1.1173972473103786,-0.3002469932262986,0.8438622415257071,-0.0348084886909509,-0.4769003365865972,-0.2533130631552191,-0.922821813108611,-0.506246328070431,-0.4534911707389024,-0.2354161302614558,-0.1853681638736118,-0.6892856593185477,0.7113142027679078,-1.2520321375787602,-1.2521673718761797,-0.3505067967179938,-0.6861215711346491,-0.5039735775530109,1.06697998508235,-0.521264204764605,0.8719777034192462,-0.3247044143011006,0.4238473222586166
25,1,-0.6133700477746074,0.9213748562288752,-0.9249802977944388,0.6457522944549915,-1.0781216857205829,1.1604642636718838,0.1162277387479315,0.301008455318961,-0.3002469994132464,0.2478770810033913,-0.1268194870270569,2.3397699996432872,-0.2533131921871977,-0.4524908363045727,0.4074182905135703,-0.6078875040312632,-0.189596883432045,-0.1905294792576966,-0.7315306725171272,0.0618050917679607,0.1902938533727574,0.1896454815958272,-0.350506775263147,-0.6226947167934441,-0.3308227228140577,0.5568208224301363,-1.1566308865176824,0.5426720507053259,-0.3247044885068089,-0.1159426391485192
26,1,-0.4229442711047781,0.1424771021007312,-0.1376119945249098,-0.4398602585418481,-0.1434987850909584,-0.7091399635591878,0.0932810157478656,0.7072360802432933,-0.300246953770156,0.2153318162649757,-0.0467715135446252,-0.0490470050413237,-0.2533130644480013,-0.2767355765514905,-0.6562206360141576,-0.3530318597131705,-0.0063198961144014,-0.1843389117433252,-0.1647434121028514,0.1882362545961952,-0.1143211943293378,-0.1145964043377422,-0.3505067379703294,-0.5246740150118272,-0.5235779605303003,-2.533079354201002,-0.4267858877752997,0.2963846297680209,-0.3247043947386718,-0.8751799213146304
27,1,-0.2269234958549629,0.6378808271871741,-0.1058484943154332,2.002767985701366,0.4138968002243001,-0.7091399635591878,0.3097289702796022,0.535948199663403,-0.3002464194980467,-0.2667449176728667,-0.0877954864659174,-0.2309800365885445,-0.2533057542569876,-0.0687997762802264,-0.3921195376352054,-0.6990297580007518,0.2685955848620638,-0.1867179691549229,-0.3390040915469923,-0.1613087249877457,0.0294518562024702,0.0294322699003022,-0.3505061318810314,-0.2593873081623733,-0.2457749557171271,-2.1495554446894083,0.0938946147435378,0.0916063247190328,-0.3247037169530665,-0.8222098783728086
28,1,-0.2885244302206106,-1.291049342097749,-1.20107841499989,0.1029460179566376,-0.4851850940184296,-0.7091399635591878,0.9596448020444144,1.82829559092796,-0.3002463202761306,-0.7366171773338016,5.207431946380898,-0.4378619502096234,-0.2533083547192208,0.4312363148482769,-0.6762172104066543,-0.6902920975288441,-0.4186931175790994,5.289990069875603,-0.7283622965272337,-0.2282428700144628,1.208522170152822,1.2084281003733015,-0.3505062471485127,-0.3055316408847213,-0.527199223043094,0.3180229165078228,-0.3985736125632158,-0.3677612244449211,-0.3247039374270497,-0.0251368512482529
29,1,1.1900378695194331,0.9031442667506774,0.3267764869030648,-0.3041586894172219,-0.2898855044666824,-0.7091399635591878,1.2684516167460176,0.5699196999871811,-0.2164521221541408,-0.8037417858567922,-0.0752680522345313,-0.4103597300196985,-0.1351107429985732,0.921370701201954,-0.6784932432643367,-0.1433052953556045,-0.2354161302614558,-0.1840737641049857,-0.5643108286060832,0.8674938744969027,1.2072091742575546,1.2069563084900818,-0.2672417912009709,1.1995455584961323,-0.4986012465425191,-1.740704484549691,-0.4649708742251441,-0.9488888468812536,-0.1993851155727461,-0.6330311535805883
30,1,1.0444280314752932,0.8546408635518024,0.2488948277355979,1.5278124937651838,-0.945106830133987,-0.7091399635591878,0.6329989800950696,0.957909993158748,-0.2840056251264181,-0.6471176993031473,-0.0012384004861788,-0.5778340999458179,-0.0383781047363716,0.6094670007950657,-0.5636348708391417,-0.6520922064530237,0.3602340785208855,-0.17545067951613,-0.5069280190113459,-0.1960153187053004,0.5336422799852487,0.5338766513863012,-0.3346673007520752,1.006384575202708,-0.4330621023606611,0.7739098278140562,-0.2121101563940451,-0.614048645382226,-0.2870901724041075,-0.9710304752093554
