f_id,i_id,ela_meta.lin_simple.intercept,ic.eps.s,ela_level.mmce_qda_50,ic.eps.ratio,pca.expl_var.cov_init,ic.eps.max,ela_distr.kurtosis,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.min,ela_meta.lin_w_interact.adj_r2,disp.ratio_median_10,ela_distr.skewness,disp.diff_median_25,disp.ratio_mean_10,pca.expl_var_PC1.cor_x,ela_distr.number_of_peaks,ic.m0,disp.ratio_median_25,disp.diff_mean_05,nbc.nn_nb.cor,disp.diff_median_05,ela_level.qda_mda_25,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max,ela_level.lda_qda_50,ela_level.mmce_lda_25,ela_level.mmce_mda_25,disp.ratio_median_05
13,1,-0.3303101732942157,-1.1883089494413095,-0.5832372458488567,-1.1515879928718582,1.4275086135387989,-0.3870915777774223,-0.2000826078151961,0.0590260461213516,1.4576761132174123,-1.6472586805859126,-0.2643087932931645,0.9383830430188252,-1.393044749000213,-0.2976125128388556,-1.2492067063125276,-1.4098349863003152,0.4490525664587643,-0.7595059965715167,-0.8777227693611033,-1.2487430111204534,-1.4633955185879834,2.224108400367476,-1.445714463315269,-0.1100788798197953,-0.5356422840549562,-0.3628131702012517,-0.4440660530831364,-1.6228947030924252,-0.8924503626156032,-1.4457911529312637
14,1,-0.3303101475413936,-0.8668997538996934,-0.2659001781781363,-0.8112415193869421,1.6945529634057133,-0.387091563560744,-0.1994973053606969,-0.344986042380418,1.117724049742661,-1.4909804691867836,-0.2643087757904295,0.3222589470122871,-1.589779827852407,-0.3043642908961567,-1.6001213676151471,-1.6122103225729645,-0.3482448474577773,-0.7595059965715167,-0.5331960748455314,-1.5996270819542768,-1.587530378998962,2.2471237160639275,-1.5627445379884322,-0.7899764187199644,-0.1374720223704874,-0.3628131633975308,-0.2654281473500909,-0.3746585826411582,-0.0684958600633637,-1.5625715883746774
15,1,-0.3140984533977152,1.1105341318436457,-0.061022913436338,0.8737689446564598,-0.7091399635591877,-0.3825659598793203,-0.0732121814986026,1.3289404479007898,-0.4557907900173791,0.6896055604461341,-0.2419430780795967,-0.7680315034941213,-1.2571555708239572,0.4409054491885879,-1.105406118326089,-1.2803147710858207,-1.2784251636937274,2.3804223582272903,-0.1957005373608888,-1.1058680601222497,-1.3638123281710524,0.6130363016158394,-1.3468991037486002,-0.2653034212422513,-0.0099720637988955,-0.3134241930285133,-0.2843886742853361,0.7586349548283282,0.5246830038072314,-1.3473081129029465
16,1,-0.3303101457683268,-1.455242932531663,2.413835059930169,-1.4919623361957428,1.4275086135387989,-0.3870915786613609,-0.1913674901129967,-1.77113358325277,-1.644759392618219,-1.6525742660076517,-0.264308793907512,-1.9334255048944928,0.8994935753564431,-0.3665371698223503,0.9907727472075556,0.906013445113033,-2.1421640287699915,-0.1592255758011565,2.1480184729491367,0.9910319559984352,0.8803400884763697,-1.279334100092432,0.8668397616132202,0.8363693987628275,2.308532769444298,-0.3628131712155493,-0.6605320689271859,1.03691699783685,1.8358305213540524,0.8666767323238178
17,1,-0.0069385113087582,1.2903132170911449,-0.8252299571018504,1.3201322855780462,-0.7091399635591877,0.0890104088763728,-0.1888139737353886,0.5417221368781469,-1.033944830531945,0.6896055604461341,-0.0622374662986252,0.9688025590559682,0.7257447256484921,-0.1053066377254454,0.8808889151567799,0.7225264735591637,-0.6804521032563349,0.5334056789338746,-0.2226533059794537,0.8817746405292214,0.6516393677068606,-0.3663932441331713,0.6404238553354525,0.3141547085022111,-1.032464748321355,-0.2163340012609584,3.153446082854344,1.03691699783685,-0.98732479185139,0.6401119243898197
18,1,0.3230845231945178,1.3011973754230657,-0.4121350374322461,1.4038254120008438,-0.7091399635591877,0.8099256325336862,-0.1985276389321406,-0.4138345443535668,0.5576275091355295,0.6896055604461341,-0.1382757374542634,-0.4842878821533141,0.1733991606236069,-0.2505036555655303,-0.1154499390054984,0.172065558897559,-1.1455422613743191,-0.1592255758011565,-0.2847618597526677,-0.1162489142376384,0.3172515794655746,-0.7397528098756141,0.3189203507433109,0.1385613358523746,0.1987289857065593,0.0893192874525214,0.8387437153494827,1.03691699783685,0.0092840774182273,0.3188311872482603
19,1,-0.3303094411486566,-0.2676724169358034,-0.4440543214318741,-0.2923608574689789,-0.7091399635591877,-0.3870905506073464,-0.1966693164409964,0.4509329035069626,1.2089536797097882,0.6882766640906994,-0.2643084564271444,0.433625310809285,-0.1768028010445586,-0.18552316738348,-0.2367580139635757,-0.177369188399882,0.847701273417026,0.810458180827887,-0.5238211988042898,-0.2360117408096601,-0.1581125786904057,0.1783025606828578,-0.14399846993348,1.0439207652349347,-0.7019620624151053,-0.3628111724880842,-0.4158111501992417,-1.3234390263767333,-1.4001567677152211,-0.143985285015964
20,1,1.0122726710688603,1.4428546961130126,-0.6444777325923298,1.498694343850062,-0.7091399635591877,1.7924274004608438,-0.1952795431588345,0.3877587286195138,-0.0949548353453332,0.6896055604461341,0.3235480257064687,0.3932378177656206,0.9103106243654988,-0.1685423534158911,0.7576809389325971,0.9019659383875788,-0.6804521032563349,0.810458180827887,-0.1628884712165469,0.7578096095160742,0.9476933613248584,-0.7218520087783792,0.956057938342638,1.588962593940028,-1.0214242491154348,1.4393714048354305,1.2576102581019588,1.03691699783685,-1.0266421228860425,0.9560110746445863
21,1,0.2380210510753232,1.317550823316776,-0.7046047559404663,1.3508309132019929,-0.7091399635591877,0.255515454197728,-0.196035366800865,0.7509156621042504,0.909513224723021,0.6896055604461341,0.0339163526156995,1.1595690155600842,0.6621945627202918,-0.1748640819154023,0.4286461863285274,0.6618138726773697,-0.9462179078951698,0.7181073468632162,-0.5132744632578958,0.428987111998152,0.7610283334273067,-0.2947900397442097,0.778440080812918,-3.62967244121313,-0.7229746254199207,1.2113122316516896,-0.653251474434077,1.0974130941430502,0.1374927655746962,0.7784187073804079
22,1,-0.3299729505297482,0.6366106676759918,-0.3119233318520186,0.3576752666353595,-0.7091399635591877,-0.3870752393318478,-0.1549758107307574,1.1628718085259986,0.237303162951468,0.6896055604461341,-0.2640620992685877,-0.3999038009429351,0.0226365400598989,0.1584366125019745,-0.2938295578787484,0.0108398743336817,-1.3448666148534498,3.719509450715017,-0.3984322317527069,-0.2948426029853914,0.1583082378784599,-0.6093326875957199,0.1566800384932518,1.6627118104529597,-0.5587917178738206,-0.3612919081772678,-0.430651170463919,0.345244963402626,-1.02920629664917,0.1568454219557806
23,1,-0.3303096420170029,-0.3875342105660793,-0.3345637542238477,-0.3648781784653556,-0.7091399635591877,-0.3870910637939423,-0.198220188718946,0.0431379302813935,1.0004288112134974,0.6813664030424385,-0.2643081621470043,0.1598496664749992,-0.579737876631869,-0.2281533656906793,-0.8325033070502509,-0.5625569117721569,1.4456743338544369,-0.4824534946775043,-0.4042915292784787,-0.8316742203389332,-0.4769311190099898,0.7076548217012525,-0.4878685420393925,0.22986988963029,-0.3889104881569229,-0.3628125462397797,-0.265799922388037,0.2595421603021755,-0.2779033840522629,-0.4884068457707357
24,1,-0.3303100057902174,-0.5400484791921171,-0.6359411798947541,-0.7275483929641446,-0.7091399635591877,-0.3870915591946232,-0.185468993251329,1.1076416915585283,0.1832876849674894,0.5349220246735266,-0.2643086436571058,0.9961285649876386,-1.2416060628734404,-0.0395950652951522,-1.1864892684388189,-1.18384919412919,1.8443230408126985,-0.2515764097658273,-0.6175699592166908,-1.1867604956138798,-1.1339606149000891,0.6744104768063776,-1.1905260926277224,-1.2236920491650618,-0.5470389283965509,-0.3628130922318531,-0.5048512717873049,-0.0600788818489163,0.3913459681245039,-1.1896276171199034
25,1,-0.3303100119498083,-0.659910272822393,-0.6804797157081885,-0.6661790075552202,1.1604642636718838,-0.3870915379131331,-0.1906304084393254,0.2440091091151387,-1.023110330587484,-0.0508554888021208,-0.2643087728322207,0.843859123129398,0.2437099791824661,-0.131736254834189,0.1733723064085579,0.2685311358541883,0.5819354687780435,-0.2054009927834919,-0.4910091326599504,0.1726526410896113,0.294735953508295,0.0044090643096652,0.2756100415407355,-1.0783007366109962,-0.3465292170116173,-0.362813165621599,2.331792267740556,1.03691699783685,-0.0078104143359685,0.2757784921539126
26,1,-0.3303099665085384,-0.4746891084089337,-0.0829210268779431,-0.5713379455449704,-0.7091399635591877,-0.3870915009216441,-0.1844397212184825,0.673744813738744,-0.2135062477811008,0.6033601869784174,-0.2643086449513221,0.0434993141747407,-0.0699844420801373,-0.051575017262156,0.14962561019146,-0.0552694021820504,-0.4811277497772041,-0.0206993248541503,-0.1242171075464331,0.1495405166634316,-0.3871643415352198,0.1348291865895602,-0.3960337228837332,-0.1455487410950624,-0.0017807256783741,-0.3628130728845318,-0.073964002807909,0.1335086263309246,0.7597322654274244,-0.3958435513178903
27,1,-0.3303094345988251,-0.2840258648295141,-0.2666424871083603,-0.3146567286438833,-0.7091399635591877,-0.3870908997295905,-0.1868188246337087,0.4925446354687554,-0.1808457262093926,0.6877451055485253,-0.2643013266510502,0.552553588197437,0.0780739162313071,-0.0926570371613118,0.3736194163250237,0.1100037891072793,1.9107644919724207,0.2563531770398621,-0.6492101658558778,0.3743584542635439,0.0045688291167731,-0.2257440926548537,-0.0270659362259632,0.4107310634596217,-0.3739523924585798,-0.3628124025518238,-0.2571871340089549,-1.390993000585324,-0.6804786648635749,-0.026666690883871
28,1,-0.3303093358156395,-0.3439431564467372,-0.6771393255221809,-0.3593042106716295,-0.7091399635591877,-0.3870910140657025,5.289995117029044,1.859679174649837,-1.3070056334800246,0.6892068915395037,-0.2643039299979987,-1.429527081047584,1.292287667497764,5.210062891601648,1.0461927429633031,1.2493769323222936,0.0504038595004842,-0.4362780776951689,-0.5566332649486316,1.046711164843324,1.3414285355699531,-0.2947900397442147,1.3943200992687537,-0.4865510707810451,-0.6360752123152604,-0.3628126206014858,-0.465536061524517,-1.255885052168143,-0.2958526003941684,1.3946104059182398
29,1,-0.2468856512783198,1.0942078943457647,-0.5041813447800105,1.096950615117253,-0.7091399635591877,-0.3044993408177867,-0.1841745684530059,0.5284820403448494,0.2639968584668067,0.6896055604461341,-0.1459752006418772,0.825126200824039,1.2909355363716322,-0.0801118772040699,1.3657652422028468,1.2797332327631907,-0.3482448474577773,-0.2515764097658273,-0.8988162404538964,1.3650281512584383,1.2264867224765033,0.8355176866815412,1.2474891391349792,-0.2916424271397263,-0.4213196955033331,-0.238871798366271,-0.4378388211975412,-1.7015396282904858,-0.6437255075920538,1.2471549252201042
30,1,-0.3141404522986213,0.9525777840516476,-0.4436831669667621,0.9100554749936166,-0.7091399635591877,-0.3713800474776305,-0.1755513171203053,0.9389250328770776,0.1839157719207914,0.6896055604461341,-0.0491352560253639,0.7752863157914321,0.5972922686659612,-0.0059774770062065,0.7081593294605107,0.5788399848055837,1.4456743338544369,0.3487040110045329,-0.5953046286187454,0.7084337073328724,0.5341977095316943,-0.2615456948493348,0.5230820736633781,-0.9455521468877192,-0.4451814195935473,-0.325612454694041,-0.6065007634123695,-0.9826443505184712,-0.2402955021930319,0.5233314889464047
