f_id,i_id,ic.eps.s,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,disp.ratio_median_10,disp.diff_median_25,ela_distr.number_of_peaks,ela_level.mmce_qda_50,ic.m0,disp.ratio_mean_10,nbc.nn_nb.cor,pca.expl_var_PC1.cov_init,disp.diff_mean_05,nbc.nb_fitness.cor,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.coef.min,ela_distr.skewness,disp.diff_mean_25,disp.diff_mean_10,ic.eps.max,ela_level.mmce_lda_25,nbc.dist_ratio.coeff_var,ela_level.mmce_qda_10,ic.h.max,ela_level.mmce_qda_25,disp.ratio_mean_05,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_25,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2
19,1,-0.2811470339145253,-0.3063724921393461,0.4750963680728611,-0.6559690833927628,-0.2650565467454994,-0.3309858276565351,0.810458180827887,-0.4834411856961715,-0.5431114266310914,-0.2657019847310279,0.2290037000033654,0.6443738245118373,-0.2417428781482718,0.4709796502183737,1.2452718048813534,-0.2643084557996278,-0.183041075161719,-0.329315511045408,-0.2656320396163024,-0.38709056111453,-1.3374086952431177,-0.3500386644465975,-0.8022732763517939,-1.4546748485986671,-1.038615707700088,-0.2412407889697805,2.5470930504982987,-0.330269542364997,-0.7238821047967899,1.0819304694280316
20,1,1.4428946689271385,1.4980794253105665,0.4367395194775626,-0.6559690833927628,0.8202114212794525,0.6601831333120549,0.810458180827887,-0.6720107026833707,-0.2087392690167466,0.8119704008913246,-0.6432611394124409,0.6457556295852903,0.8601614798926828,0.4110900727881479,-0.0225915286534021,0.323548026242851,-0.1660735448585705,0.655642127286211,0.8123848675145796,1.7924273976631055,0.9820532772018948,0.3757515927849885,-0.4836952292251639,-0.4094086668201333,-0.5936196283943421,0.859854405214747,0.7746825630608164,0.6602863366381009,-1.0253267906641903,-0.6221806872172968
21,1,1.3166007911041602,1.3491100073065128,1.1645403189943102,-0.6559690833927628,0.5725165554429107,0.3322303385112027,0.7181073468632162,-0.7285815577795303,-0.533340811635868,0.572188295090352,-0.2294309457123252,0.6457556295852903,0.6741550566216077,0.7553654879559141,0.954109066797204,0.0339163531969829,-0.1723903280285921,0.3255868343008791,0.5721005950779987,0.2555154459635863,1.0415012559916004,0.2713571037311307,-1.188944341184879,-0.6864167582282166,-1.1423712702325155,0.6740110212206746,2.164712113159741,0.3325442751920447,-0.7437095701994395,1.359802462187212
22,1,0.6302806407197906,0.3485257654285643,-0.3165236986811705,-0.6559690833927628,-0.0659557690294785,-0.3878697044581522,3.719509450715017,-0.3591249856083148,-0.4269496705767602,-0.0777828624881298,-0.5342280344854605,0.6457556295852903,0.0735615203317162,1.145902912036849,0.3004815462213021,-0.2640620986411092,0.1606496336235092,-0.3827297799271322,-0.0774783991055413,-0.3870752498389773,0.302364719706261,-0.2381874261746064,0.2507366046087463,-3.0665104499641256,-0.5644143589407699,0.0735113006849183,2.6411186157205253,-0.3889070996844199,-0.5887864930702628,0.0350723836979787
23,1,-0.4019558356105551,-0.3794322274416828,0.2150859007864339,-0.6559690833927628,-0.6673076095209174,-0.9247721444846724,-0.4824534946775043,-0.3804263569716835,-0.4323777900185485,-0.6502963173500047,0.7419548981825439,0.637188438129881,-0.5594365405620914,0.0843870486029028,1.042511387379649,-0.2643081615194877,-0.2256379249350716,-0.8918507160367358,-0.6505617330076633,-0.3870910743011278,0.218146749754178,-0.884439025079443,-0.5590839274001678,0.2952463572451378,-0.2231738421674518,-0.5597527158729151,-0.2421184424856019,-0.9239748102241488,-0.4284864761708759,0.5703684958989754
24,1,-0.5556750940682731,-0.7448151388518706,1.0093174976575918,-0.6559690833927628,-1.3280522243818804,-1.277594101554175,-0.2515764097658273,-0.6639790380709523,-0.6299613376997526,-1.2706314843238722,0.7097405717268468,0.484913519035347,-1.2141478589628212,1.0935443593134178,0.2479592693985717,-0.2643086430295892,-0.0372271289639315,-1.2511946549957698,-1.2702507611530507,-0.3870915697018104,-0.0959367381847664,-0.9341506865336612,0.4793345926232744,-0.5056501487292863,-0.2101083268855904,-1.2145015167075186,-0.5146810829361902,-1.2778943526163775,-0.5776965547942045,0.7739343775852346
25,1,-0.676483895764303,-0.6829867233500466,0.8647040174217008,1.3023458657278255,0.1547423811845504,0.0777958701249729,-0.2054009927834919,-0.7058833751792187,-0.5127139577570609,0.179511419579207,0.0604979923889492,-0.1241861573427883,0.2095078821391164,0.2748143876175736,-0.9250891399881728,-0.264308772204704,-0.1292962387637217,0.1102402663536046,0.1790536568623642,-0.3870915484203202,0.9820532772018948,-0.4618899027185879,-0.0410906141332049,0.0291177377050482,-0.3922569811091859,0.2094025612354971,-0.6647951577870017,0.0770520611574187,-0.3884954866299389,-1.204762506464698
26,1,-0.4897993297836275,-0.5874362701471827,0.1045855327055102,-0.6559690833927628,-0.1584195200365798,0.054127259651309,-0.0206993248541503,-0.1436668523099786,-0.1729136807009254,-0.1437902961074992,0.1868772730997619,0.5560764803181829,-0.469986484519368,0.6822069622327639,-0.1378657117963136,-0.2643086443238054,-0.0491977093152844,0.0708516620420237,-0.143852097039757,-0.3870915114288311,0.0942967939422913,-0.2854135045561188,-0.7730905544775986,-0.4286569632019654,0.4808268636081322,-0.4700537415173942,-0.4170080604414015,0.0540158779247886,-0.0631906305322313,0.0923994571055888
27,1,-0.297629687676004,-0.3288351317403719,0.5880450456385912,-0.6559690833927628,-0.0106125020033306,0.277384511835782,0.2563531770398621,-0.3165222428815774,-0.6592731826854272,0.0212282879409233,-0.1625242676889539,0.6438211024824558,-0.0796354542792213,0.5104278748730137,-0.1061080560430347,-0.2643013260235347,-0.090247591781693,0.2797978900902031,0.0208431579208684,-0.3870909102367754,-1.4037922715582891,-0.076624526448397,-0.7220207911977571,-0.7843320050401373,-0.4967811033640761,-0.0801049068939959,-0.7534095363975358,0.2780951148240086,-0.4143720092740746,0.0515037104708606
28,1,-0.3580203758337016,-0.3738165675414263,-1.2943785069127995,-0.6559690833927628,1.2015400294474234,0.9477462302678368,-0.4362780776951689,-0.7027405498960987,-0.5735088955051242,1.1588462000135202,-0.2294309457123301,0.6453410880632544,1.252507450116623,1.80648136489,-1.2011364553820598,-0.2643039293704827,5.208324152312993,0.919046738753282,1.158432612556719,-0.3870910245728877,-1.2710251189279465,0.4254632542392067,0.0464575514893808,0.2977570045992913,-0.4568159977960298,1.2524888378727417,-0.7449142192476315,0.9482386270459796,-0.6617112387037365,-0.8604349254240843
29,1,1.091493266854214,1.093330737999581,0.8469129684987753,-0.6559690833927628,1.200190193666298,1.2662678862256012,-0.2515764097658273,-0.5400120407923311,-0.8905110709057386,1.1891557358591485,0.8658561537813794,0.6457556295852903,1.1379711827792878,0.5444967961656574,0.3264373225581168,-0.1459752000327055,-0.0777122455881225,1.2488677225708245,1.189016519275886,-0.3044993510328266,-1.7089585626787778,0.9176087026359624,-0.5396287794840378,-0.3583588372857134,-0.6443445700768623,1.138082361598934,-0.2130983657690547,1.2655096961135688,-0.4590678211139455,0.9128703739648244
30,1,0.948744160650392,0.9050376615439812,0.7995789851258539,-0.6559690833927628,0.5077244379488849,0.6108243646687022,0.3487040110045329,-0.4830919828869359,-0.6093344838209453,0.4893422304456337,-0.1972166192566282,0.6457556295852903,0.4481247524216918,0.9335997393500596,0.2485699935476731,-0.0491352554312051,-0.0036358388702889,0.6055328508764666,0.4896200287699055,-0.3713800579292425,-1.002518414727776,0.6044252354743878,-0.8655025070792164,-0.9701199092473708,-0.5060038200336253,0.4484207863145773,-0.7077738209883662,0.6110726724593007,-0.4815837564017001,0.7823326112691519
