f_id,i_id,ela_meta.lin_w_interact.adj_r2,pca.expl_var.cov_init,pca.expl_var_PC1.cov_init,ela_level.qda_mda_25,nbc.nb_fitness.cor,ic.eps.s,ic.eps.max,ela_level.lda_mda_10,disp.diff_median_25,ela_distr.number_of_peaks,disp.ratio_median_02,ela_meta.lin_simple.coef.max,ela_distr.skewness,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.max_by_min,ic.m0,ela_meta.quad_simple.cond,ela_distr.kurtosis,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_x,ela_level.mmce_qda_10,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_50,ela_level.mmce_mda_25,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_level.mmce_qda_50,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_qda_25,ela_level.lda_mda_50
18,1,-0.3876259474727352,-0.7091399635591878,0.6997023938838479,0.1473292804590814,-0.3148923767111762,1.3055241792006012,0.8099256501765324,-0.7718746817453409,-0.1684330385125572,-0.1053890955944008,0.4448392807145228,0.0893193534560122,-0.243718821310776,0.3230845351015251,1.500408747737353,-0.3539063094458609,3.1793675509723127,-0.1983972231627622,-0.1382757270679727,-1.1168244349314644,0.3470954916928255,0.4280364218981106,0.1031022688832346,-0.1003323115542663,0.6450308357895984,-0.1515633276878697,-0.4681000391963548,0.71427011206133,-0.011484336608504,-0.1734200565899293
20,1,0.4486441720094674,-0.7091399635591878,0.6997023938838479,1.608301951479467,0.4449321586199767,1.4466946302942458,1.7924274083294316,-0.7718746817453409,0.6762153056261958,0.8670648319357529,0.8432505316128058,1.4393714374266409,-0.1619002575693123,1.0122726799414663,1.0039552225198731,-0.2406202311940334,1.7575194121155495,-0.1951492082566677,0.323548034869668,-0.6464606169001502,-0.5343632612317898,-0.1937217376934247,-1.0590968260367652,-1.1183692880292535,-0.0022879909411182,0.6717414872748642,-0.6875589543239476,0.71427011206133,-0.6470140135388629,2.5725277356825678
21,1,1.1789474353802354,-0.7091399635591878,0.6997023938838479,-3.648369692918339,0.7891660207803856,1.3218214210575503,0.2555154773560332,-0.9659417814292782,0.3579140452155703,0.7744501721709763,0.6594969148463018,1.2113122698871095,-0.1682109765626386,0.2380210633568534,2.5757006208630124,-0.5663177061680387,1.401356034292042,-0.1959050130811034,0.0339163625459576,-0.9152399414894592,-1.2444272566432852,-0.124637497738811,-0.7748227917276702,0.0256623637520438,0.9940783552081588,0.3515112709028559,-0.7443518365135162,0.71427011206133,-1.2065308931051713,-0.4686070855135287
22,1,-0.307209059759112,-0.7091399635591878,0.6997023938838479,1.682588697463554,1.1796563081685996,0.6432216249341429,-0.387075209780834,-1.0796376580117872,-0.340993708987522,3.7844266145262138,0.2268406717324432,-0.3612918310216538,0.164509263307078,-0.329972935747418,3.114386815043109,-0.4595673631999723,2.403925349246373,-0.1548464792628131,-0.2640620885491652,-1.318408928373451,0.2050826926105264,0.3368452251580164,-0.6184381499418793,-1.120889181535378,0.3272901219949253,-0.3354178998635964,-0.3734452355470739,0.4892671337886353,-0.6172358042622246,-0.2085533738089091
23,1,0.2262284214695475,-0.7091399635591878,0.691428372810496,0.2393033469155707,0.1182685665073384,-0.3774033151854503,-0.3870910342427712,0.7443970516438031,-0.8620953007021401,-0.4295404047711187,-0.4923041647946463,-0.3628124690465316,-0.2214074552294144,-0.3303096272331902,-0.1457701925869664,-0.4650138092697687,-0.598710879690741,-0.1980897806040961,-0.2643081514269302,1.5037739798144163,-0.6102666538447425,0.9005726231876754,-0.4566258416299002,-0.382560384240401,1.0842606460351762,-0.8294007888412354,-0.3948302097048743,0.6566768676227942,-0.2693009379772933,-0.2475566331157328
24,1,1.02319089726281,-0.7091399635591878,0.5443643208293054,-1.2248530417898482,1.1273040749650374,-0.5293933993921117,-0.3870915296434471,-0.1720309190859003,-1.2045338327596642,-0.1980037553591773,-1.1087140246750098,-0.3628130150385914,-0.0331775355567508,-0.3303099910064032,-0.4539644146867627,-0.6632644462104672,-0.5940123854217082,-0.1853389026005237,-0.2643086329370304,1.9069429666983893,0.4352413669852868,0.8674121880094637,-0.6072435877316165,0.2751318208585373,0.2737103153550396,-1.1779163240095083,-0.6794957673464156,0.4128788911650295,-0.2559791075114287,-0.4523757168393073
25,1,0.878080179311139,1.1604642636718838,-0.0438918870954561,-1.0784020282783613,0.3086729215148147,-0.6488432336348134,-0.3870915083619571,-0.7718746817453409,0.1109674929581845,-0.1516964254767891,0.2514803612534063,-0.3628130884283355,-0.1251582580658936,-0.330309997165994,-0.6237026093578826,-0.5456212111028008,-0.3132928778743208,-0.1905001892857656,-0.264308762112145,0.6302411748989797,-0.0887368916976788,0.538571205825495,-0.4162575718413772,-0.1171316015951076,-0.9229572846863694,0.1434121397589018,-0.7215645689683182,0.7021876132280709,-0.4417010969473043,0.3877055546512092
26,1,0.1153481098969952,-0.7091399635591878,0.6130920765192448,-0.1388515647843798,0.7160163250712988,-0.4642586657142525,-0.3870914713704685,0.7100922612956297,0.0879954412929131,0.0335328940527639,-0.7712755647947029,-0.3628129956912706,-0.0451366240280689,-0.3303099517247243,-0.3435227887245485,-0.2046736871333589,-0.6257958423584474,-0.1843096561932637,-0.2643086342312468,-0.4448761234581637,-0.8257343490040929,0.2926313115870614,-0.0878837470070046,0.6371565212386685,-0.1198832060955189,0.1050249213925411,-0.1571414805411243,-0.0706895621394134,0.4485106330069342,-0.2258081982418991
27,1,0.6004699457579993,-0.7091399635591878,0.6978340665447038,0.4214827477813085,0.5442579709308445,-0.2742507227996983,-0.387090870178421,0.5650320049662253,0.3046823117593878,0.3113768733470936,0.0572861980797148,-0.3628123253585791,-0.0861470981858658,-0.3303094198150133,-0.723901372613118,-0.6926752549873857,-0.1754098317094653,-0.1866887003764129,-0.2643013159309942,1.9741377978457304,-0.774315921750157,0.0881419613214047,-0.4423782169986568,-0.7781836647022146,-0.0874861137086112,0.3080731027514482,-0.3306752872314729,0.3689791454041873,-0.5482757406742202,-0.2190437953362877
28,1,-1.2884261153442815,-0.7091399635591878,0.6993020380254599,-0.4823393283584213,1.840155031188884,-0.3339620814835642,-0.3870909845145318,0.0308574124018535,0.9553155226686834,-0.3832330748887305,1.4178982058644176,-0.3628125434082359,5.207337962636003,-0.3303093210318281,-0.7142954792442487,-0.6066214070845548,-0.6316667866909131,5.289988886110064,-0.2643039192779358,0.0926825257204733,-0.0005910164052168,-0.3705773919772385,-0.6920508772033037,-0.4001996387832843,-1.2045627800494914,0.9273195463982632,-0.7184094088466755,-1.537504920497088,-0.5075266121903993,-0.4051048539811806
29,1,0.8602279578024122,-0.7091399635591878,0.6997023938838479,-0.286010071114762,0.5783227802071352,1.099246111304067,-0.3044993120882657,-0.8061794720935122,1.2644631993061155,-0.1980037553591773,0.9986058621517596,-0.2388717242404178,-0.0736237860533368,-0.2468856368618116,-0.1129563779198237,-0.9246938575608415,-0.5853025345929586,-0.1840445100292442,-0.1459751902351953,-0.3104864611634997,-0.590678681557529,-0.9508850075960094,-0.4874956949975943,-0.7420651911144057,0.3537685148111482,1.2475497627702716,-0.5550422292149536,0.3245423996952006,-0.6987340612298661,-0.4117093419244845
30,1,0.8127312216782763,-0.7091399635591878,0.6997023938838479,-0.9446858855070036,0.9673787598363472,0.958102777085392,-0.3713800180827578,-0.2514220053202359,0.6283091480310576,0.4039915331118701,0.4189467256246973,-0.3256123784214535,0.0003815065535323,-0.3141404375859994,-0.6722997892587536,-0.6425679511452294,-0.4790476950916122,-0.1754214733879624,-0.0491352458751524,1.5037739798144163,-0.9187772173683578,-0.616517286215672,-0.5102240485760065,-0.3456019461505499,0.2743333363624801,0.6232523693384073,-0.4978987736785358,0.397574392642901,-0.5576793857089481,-0.4527595127488455
