f_id,i_id,pca.expl_var_PC1.cov_init,disp.diff_median_25,ela_meta.lin_simple.intercept,disp.ratio_mean_10,ic.eps.s,pca.expl_var.cov_init,disp.diff_mean_10,disp.diff_median_05,ic.eps.ratio,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_25,pca.expl_var_PC1.cor_x,nbc.nn_nb.cor,ela_meta.lin_simple.adj_r2,disp.diff_mean_25,ela_meta.lin_simple.coef.min,disp.diff_mean_05,ic.eps.max,disp.diff_median_10,disp.ratio_mean_05,disp.ratio_median_02,nbc.nb_fitness.cor,ela_level.mmce_mda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_10,ela_level.mmce_lda_10,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.cond,disp.ratio_median_10,ic.m0
12,1,-1.6498597446463192,1.3785765446091742,-0.3303100462722931,1.271183817767901,-1.0382969782038856,1.4275086135387989,1.2712040542549692,1.221967194207061,-0.9851670156703064,-1.7661201825044497,1.821493089324358,-0.6699948124750615,-1.715828433799889,-1.231063682071438,1.3646981401816003,-0.2643085059291565,1.2279099155325668,-0.3870913914206855,1.2747310947264558,1.2280132657755225,1.2133139581055103,-1.4644442894586125,1.6677173419497462,1.5242993425349298,1.619596106673203,0.5094202126516871,-0.5771034858944787,-0.4880316954982593,1.2743621897105342,2.0171858442108235
13,1,-1.6470571634793645,-1.3001857134991843,-0.3303100369826285,-1.467640124472275,-1.1684645284447497,1.4275086135387989,-1.467659605213837,-1.5084077972553978,-1.1353038411167984,0.9616031641620096,-0.8237044399327371,0.4573343429864132,2.251776655223752,1.764755283091201,-1.3180044086269838,-0.2643085054361218,-1.5246283532242224,-0.3870913935769598,-1.451452336856156,-1.5243617882754474,-1.558090718975869,0.1181716444487497,-0.943061856940343,-1.0937984463770705,-1.1078493162731526,-1.5957216228127646,0.0825954124498793,-0.5585191735342884,-1.4515217628442691,-0.9141298240983784
14,1,-1.4901126181298996,-1.6436522995819285,-0.3303100112298074,-1.667262860787157,-0.8484772020253775,1.6945529634057128,-1.6669072379469747,-1.6242092831220412,-0.7960862810145671,0.3755879685989626,-0.3855524012255373,-0.338427413809923,2.274305643110952,0.7099255228855478,-1.6602906644280229,-0.264308487933388,-1.6474220371392134,-0.3870913793602823,-1.6451882595309917,-1.6469976391920922,-1.6275249277622608,-0.2631988017184574,-0.1523640411282015,-0.4072515665158721,-0.437085161624501,-0.1154275406310478,-0.5556471694047618,-0.5615898889240887,-1.6456084352674285,-0.5926800641271357
15,1,0.6997709232301093,-1.1594372567403484,-0.3140983177442534,-1.3398815732307514,1.1202087940420615,-0.7091399635591878,-1.340052338114654,-1.4106298073137156,0.8833350818892075,-0.6614219060598842,0.2278604529645433,-1.2668161300722998,0.6747475031197181,-0.4886947665468905,-1.1718569064151212,-0.2419427918130712,-1.4261210784198797,-0.3825657759594931,-1.3167493315472378,-1.4257199081903198,-1.4601160685410826,1.3169175131597175,0.416872768180539,-0.116938303632485,0.7293539749520143,0.7362994564031561,0.4784020620364096,0.0403306015676652,-1.3174618963251818,-0.277790503338979
16,1,-1.652395413321183,0.8922507408231375,-0.3303100094567407,0.8167093880910204,-1.4342176330988332,1.4275086135387989,0.8171385176384433,0.779869093465181,-1.4745491786150418,-1.769865153232274,1.841655838008228,-2.1288913666016747,-1.177635945383433,-1.2306978028622095,0.8912629671451977,-0.2643085060504692,0.793785091325935,-0.3870913944608983,0.8102252866068202,0.7934557940491481,0.7298303570468931,-1.6094221931513892,1.6750993754998595,1.5225398682144238,1.619596106673203,0.5094202126516871,-0.6228239640827774,-0.4534654641359489,0.8101548907190634,1.908942557689894
17,1,0.6997709232301093,0.7846991654057106,-0.0069383881246547,0.6357181071655271,1.2991925618758564,-0.7091399635591878,0.6358942238381765,0.5558301150740934,1.3282178564222349,0.9905361319764194,-0.7996642395788891,-0.6699948124750615,-0.2839860925244803,-1.1205681608844429,0.7683027934816806,-0.0622371928116986,0.5675552963728805,0.0890105635535673,0.6388658459196443,0.5673792688810716,0.6271699624608783,0.573816484626049,-1.0341069373917409,1.1586805787339125,-0.2619959889037131,0.5094202126516871,-0.4089454473084602,0.2823372191814347,0.6387450116374421,-0.3029379335408106
18,1,0.6997709232301093,-0.1904926477559477,0.3230846329811206,0.09274426438905,1.3100285702205696,-0.7091399635591878,0.0925028122449738,0.2377017737303894,1.4116333766471776,-0.3915443362203891,-0.0001337052299992,-1.1341891706062592,-0.6494563404723994,-0.8238401222001609,-0.172523767946025,-0.1382754585599452,0.2367802970020995,0.8099257425066493,0.0940438406198751,0.2367956707579417,0.4209972198068071,-0.3281888964772894,-0.0777234796770554,0.8430308856352479,0.3421849592173148,0.5094202126516871,1.215645343017258,1.807531819356708,0.0938350069305001,-0.3608863596580742
19,1,0.6984363607696548,-0.3092259894050428,-0.3303093048370991,-0.2519376603146459,-0.251900762607209,-0.7091399635591878,-0.2518799954804094,-0.2203572971513238,-0.2789267220575299,0.4815120541568023,-1.07806526948311,0.8552152213845722,0.2491999541392641,1.089525202460076,-0.3061039074235469,-0.2643081685701257,-0.2334479369353096,-0.3870903664069475,-0.2511294898650432,-0.2329529581879913,-0.1587571247225135,0.4881152607682495,-1.430276071247826,-0.8763274203626055,-0.8686429817109498,-0.8741712410457972,2.542679599537793,4.167095477290293,-0.251652609272923,-0.5839331318830188
20,1,0.6997709232301093,0.6641062474159143,1.0122727528774202,0.8127169333647217,1.451059218827008,-0.7091399635591878,0.8131275607445866,0.8681506523758548,1.5061876326730534,0.4430982268325857,-0.6290563660999796,-0.6699948124750615,-0.6319337943379155,-0.6180330670091515,0.6599702720479317,0.3235482717586154,0.860410666683379,1.7924274495084929,0.8206291024834079,0.8601057130255867,0.8273790307406579,0.428481492500531,-1.0718373310923222,0.5175281363417537,-0.5455911278176653,0.5094202126516871,0.7786698189955671,0.9285257662046732,0.8208263228797872,-0.2471762404845733
21,1,0.6997709232301093,0.342055174485561,0.2380211643151333,0.5758312862710633,1.3263096727585004,-0.7091399635591878,0.5757430038844642,0.6923974378638245,1.3588146581297855,1.171980167422718,-1.1827564645724409,-0.9352487314071614,-0.2138959079865233,1.3679592806829353,0.3362427492164688,0.0339166192647358,0.6757624030308609,0.2555155985498803,0.5760435114044372,0.6756187372988063,0.6399492646915022,0.7712863879317283,0.0453104128248339,-1.4375997286038202,-1.260744086818066,0.5131395445164649,2.162111035912708,0.7083406729712556,0.5760503476931912,-0.57409283310839
22,1,0.6997709232301093,-0.3650862041884639,-0.3299728142318508,-0.0662885155418057,0.6483819006924001,-0.7091399635591878,-0.065996965678472,0.0771646700970331,0.3689532625334003,-0.3112839565770265,-0.599587733408168,-1.333129609805339,-0.5217920757782635,0.0405495096020783,-0.3584941260215644,-0.2640618114290883,0.0795542093211365,-0.3870750551323984,-0.0550153268850013,0.0795018619735483,0.198637360993945,1.160155691186493,-1.0742980089423582,-0.7278277877119517,0.1991543674172347,0.5614908587585811,2.6362595111037748,1.3281427970278552,-0.0548980788095833,-0.4669429131179773
23,1,0.6914966359752905,-0.8923267388345073,-0.3303095057054373,-0.6318862684339699,-0.3712323045033597,-0.7091399635591878,-0.6321644134384274,-0.5606174004294258,-0.3512035064815395,0.2211153438271139,-0.2552700251143687,1.4520365389818288,0.7673666755448751,0.5769284303310023,-0.8578542725522917,-0.2643078742900064,-0.5488219014818511,-0.3870908795935117,-0.6492705679651423,-0.5491401738122123,-0.5348945870438866,0.103173930273634,-0.3533193988812874,-0.5061340233282743,-0.6220385130901217,1.26072524933688,-0.2333118474197973,-0.5281281706800448,-0.6491634572598735,-0.4724097457705465
24,1,0.5444278528331898,-1.2387994374331563,-0.330309869478637,-1.2447280689206566,-0.5230718714336492,-0.7091399635591878,-1.244375124716664,-1.2558984095272,-0.7126707607896244,1.016526764080889,-0.2420866894364529,1.849917417379988,0.7348248041522524,0.7809060894758696,-1.210308923866968,-0.2643083558000737,-1.1987527265059186,-0.3870913749941618,-1.3022617748592793,-1.199110183670432,-1.1636362567906005,1.1080207800063315,0.2889175199785741,-1.2275184947354782,0.4309625679208126,1.0338460055854108,-0.5045826207384477,-0.5252234969738214,-1.3021217125941422,-0.6714024543241737
25,1,-0.0438472797352126,0.0921994183118484,-0.3303098756382276,0.1878977686991434,-0.6424034133298,1.1604642636718838,0.1874392988295601,0.1948461387749406,-0.6515049347705356,0.8716984619138431,-0.4258778985932782,0.589961302452325,0.0789809345470826,-1.201793345333161,0.1250247730971564,-0.2643084849751794,0.2145079341235906,-0.387091353712673,0.1625503008590174,0.2144012979818587,0.2237699887141727,0.2927878880590153,-0.0941279986773073,1.3406102234741684,-0.0967709949277589,0.5094202126516871,-0.6539851988154517,-0.3516788408121483,0.1631993159752025,-0.5533188690286156
26,1,0.6131578195466036,0.0689567397353698,-0.3303098301969596,-0.1314986094046673,-0.4580016413236483,-0.7091399635591878,-0.1315696755005016,-0.4697466687630593,-0.5569784561406722,0.110450828514371,0.455079120825091,-0.4710543732759821,0.2066451992412192,0.0979925454509466,0.0863913211496264,-0.2643083570942899,-0.4600249812387332,-0.3870913167211863,-0.1465447300124449,-0.4600958820596907,-0.8194470500457873,0.698440347652599,0.6424349044340028,0.2275667683224675,-0.8390504454764502,-2.6668891998688813,-0.4073725397797016,-0.5448724667013157,-0.1462722166857784,-0.2110951449775985
27,1,0.6979025357854727,0.2881963338030253,-0.3303092982872678,0.0315266252524857,-0.2681818651451401,-0.7091399635591878,0.0311380611288765,-0.1046523282593663,-0.3011486388673714,0.5946285158944952,-0.5313445840166041,1.9162308971130264,-0.1463089443249217,0.0570140740173591,0.2913316637182914,-0.2643010387945384,-0.0725241698082974,-0.38709071552917,-0.0002185679411755,-0.0729931526445407,0.0256908041394969,0.527394988369741,-0.7396458213372196,-0.4090110408363774,-0.7872635070660763,-2.2726400222023937,-0.7421795712103327,-0.2664376474007336,-0.0002069889858755,-0.7009233506480651
28,1,0.6993705544919729,0.9464944611404588,-0.3303091995040862,1.1554026307052692,-0.3278340910827846,-0.7091399635591878,1.1549992520387145,1.3018119106131636,-0.3456480272790791,-1.2905913587020506,-0.4910190866488618,0.0594534645882359,-0.2138959079865282,-0.8567692510307224,0.9183249301458052,-0.2643036421413017,1.249891851681676,-0.3870908298652749,1.1975841326933707,1.2498744391997938,1.41352302638529,1.8179125842951027,-0.3705441438315518,-1.2377234457944095,-0.0079933862242604,0.2639443095763262,-0.7337245193769928,-0.5485019651441702,1.1976612710553352,-0.6145473947374245
29,1,0.6997709232301093,1.2592841146484957,-0.2468855183534055,1.185346041152501,1.1039547815249922,-0.7091399635591878,1.1852140766294372,1.156522390785009,1.1057764691557213,0.8538809845592067,-0.6802387281436524,-0.338427413809923,0.8925277193626557,0.9201231285872986,1.2418226359494022,-0.1459749212000188,1.1361918916633151,-0.3044991617389006,1.196088863374407,1.1363029772639437,0.9858423784003992,0.56131838948012,-0.704376105486678,-0.9928046203800612,-0.6023101556004556,-1.8523555214824587,-0.2044293173722083,-0.5198389475333459,1.196327342035245,-0.9338104216476408
30,1,0.6997709232301093,0.6156357216203783,-0.3141403166434545,0.4939859643819621,0.9629512229394154,-0.7091399635591878,0.4942578010283914,0.4397201945274776,0.9195012514972244,0.8064766870101738,-0.5406504680245448,1.4520365389818288,-0.1813540365939005,0.789321311288124,0.6108216831061251,-0.0491349834701889,0.4513825000715897,-0.371379864251446,0.5122725086569876,0.4516750095379767,0.394586661863517,0.9487593390039212,-0.3172294570807331,-1.1208943509128526,-0.9327601435523648,0.7325801245383773,-0.6967601557338395,-0.4541507459976472,0.5120217547288515,-0.6506284902443993
