f_id,i_id,ic.eps.s,ic.eps.ratio,disp.diff_median_25,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ela_level.mmce_lda_25,ela_meta.lin_w_interact.adj_r2,ic.eps.max,disp.ratio_mean_10,pca.expl_var.cov_init,ela_meta.quad_simple.cond,ela_distr.skewness,disp.diff_mean_25,ela_level.lda_mda_25,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,disp.ratio_median_05,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,disp.ratio_median_02,ela_level.mmce_mda_50,disp.ratio_mean_05,ela_level.lda_qda_25,ela_level.qda_mda_50,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.coef.max,disp.ratio_mean_02,nbc.nn_nb.cor,nbc.nn_nb.sd_ratio
15,1,1.205779366532172,0.9698612604122142,-1.1210285298632268,-0.2856948369314193,-0.2916178997618582,0.7586349548283282,-0.6874752697343944,-0.3446062595789259,-1.2829292366261478,-0.7091399635591878,0.1241622669386078,0.4444605823548334,-1.133986903631259,-0.2762490804178354,0.9418862870482352,0.4381216984752785,-1.345174489245891,0.5503888878327884,-0.3745894896759548,0.4101465448332946,-1.3844120250613037,-0.0655028752176127,-1.3610344306239104,-0.2216014016713752,-0.405630211841929,0.6997709232301089,-0.2972364385059079,-1.4042353325201258,0.6211727083592452,0.8835809981827301
16,1,-1.4306587995633904,-1.4766527587682927,0.9049261177190798,0.8040542783793536,-0.3078323881288007,1.03691699783685,-1.796920298302345,-0.3491758595709017,0.8405780193131106,1.4275086135387989,-0.400026793826581,-0.3619590729632073,0.9043071076302012,-0.8250369686190018,-1.4613207920144948,1.6817588780548645,0.8102916600767991,-0.5769333342384708,-1.5296018023439426,1.4107181058641705,0.769790477776148,2.122833315250116,0.823665391267019,-0.9737546287461514,-0.2758921745163255,-1.6523954133211831,-0.3465264208467052,0.7761973760242598,-1.2246271145969143,-1.1205075529598554
17,1,1.390509539855961,1.431466591521303,0.7987235107288849,0.2874916598051997,0.0155950175533389,1.03691699783685,0.9659757638458604,0.1315530182271411,0.6623632789195654,-0.7091399635591878,0.3810643169886867,-0.1010594985635054,0.7828265340513588,2.157469013245047,-0.1145292528849793,-0.9960335627217796,0.5897152748398391,-0.3579864522500199,-0.936231768498397,-0.6871039043345192,0.6688056882052812,-1.0305893887096025,0.6011010653463669,1.639510901913533,2.213346497841451,0.6997709232301089,-0.2003408554556887,0.6646187299580226,-0.334153416224821,-0.4572254537999731
19,1,-0.2103827764752328,-0.2360884314126167,-0.2814810594240691,1.0093592599377423,-0.3078316833876062,-1.3234390263767333,0.4564916436629081,-0.3491748215259751,-0.2116751905105388,-0.7091399635591878,4.504928243924363,-0.1811744004457967,-0.2786516535127537,1.0208648922988222,0.3749617171887888,-1.3876090240887562,-0.1736571557783325,2.6635844402016,1.2426107927997467,-0.5297260551797867,-0.1042936344430557,-0.7186422328334036,-0.186797645047262,0.3977490880260259,0.9453229067539816,0.6984363607696544,-0.3465244261255129,-0.1138959141859503,0.1971376138963433,-0.1052383275586857
20,1,1.5472519875104431,1.6161260168719478,0.6796431325441508,1.5485019526257613,1.034981981130178,1.03691699783685,0.4180430989477526,1.851524285353221,0.8366468118044285,-0.7091399635591878,1.067025569147878,-0.1642150997792842,0.6757975957462824,2.281341585058269,-0.1919628526706575,-1.0333264638043502,0.89726477159541,0.8577722105684917,-0.0240588115841644,-0.9996623551863276,0.8657469790696268,-1.0201687401835655,0.8892798741445707,1.1783868156859774,3.8987234206802106,0.6997709232301089,1.452045835335886,0.8586134214140944,-0.6808644640503753,-0.8376970873671448
21,1,1.418497265525268,1.4632134866397255,0.3616313935580292,-3.613650375559788,0.2605968275955907,1.0974130941430502,1.147583783564253,0.2996762054438368,0.6033951662893491,-0.7091399635591878,0.8332881515520942,-0.1705288191663469,0.3559655396820004,0.1902399073320809,-0.1228257100048727,0.0708676943360661,0.7243664173716652,2.273997390294858,0.951722192660041,-1.8335177653674253,0.6813764088987496,-0.7384750800281187,0.7076589855395092,3.366821011960183,-0.1634705801288626,0.6997709232301089,1.2244437866295197,0.678143414329688,-0.2643123418426962,-0.302595271173743
22,1,0.718804123792587,0.4361445070731716,-0.3366406460131679,1.6214529613013309,-0.3074951347348716,0.345244963402626,-0.3370208749264682,-0.3491593614512837,-0.028874041356866,-0.7091399635591878,1.4912389045751149,0.1623496105585565,-0.3304114519546816,1.6712344598760862,0.3390104030025778,-1.035758609527125,0.1192221775885562,2.759381952561135,0.2987100808624104,-0.2394147348367631,0.2472675209509578,-0.5835099519473779,0.1208030506826958,0.6760351628219836,0.6359267739451647,0.6997709232301089,-0.3450082070458721,0.2411270505702583,-0.5711142043070309,-0.2435916488558391
23,1,-0.3335455452797267,-0.3110820048108341,-0.8572682525637,0.2041190784616922,-0.3078318842905958,0.2595421603021755,0.1958595937427275,-0.3491753396998598,-0.5857951050866925,-0.7091399635591878,-0.4792849668575252,-0.2237505897818784,-0.8237627153399443,0.1575363142755393,0.903169487155393,-0.3231399127536855,-0.5089751760910507,-0.1781907923212265,1.0400412799599308,-1.188900292477097,-0.4742918468541559,-0.4231664246273921,-0.4980727518183635,0.0706770593769495,-0.1234263058344116,0.6914966359752902,-0.3465257971236444,-0.4625791831429416,0.7134626995070527,0.9486884434990412
24,1,-0.4902600331683053,-0.6861363363369687,-1.1993953083440692,-1.2337105639582269,-0.3078322481265496,-0.0600788818489163,0.9919898855893056,-0.3491758399149809,-1.1892354576692463,-0.7091399635591878,-0.4762015113834014,-0.03543117731567,-1.171976221604221,-0.5283135665234446,0.8699836586758193,0.3116501208909138,-1.191661708071475,-0.4558899782351922,0.2462372552472776,-0.0688534009360839,-1.0927713049728258,-0.5724170035164354,-1.137945188840238,-0.1167834367987338,-0.5981403548182942,0.5444278528331894,-0.3465263420213249,-1.039491500871782,0.6810364864010662,0.8225427681986958
25,1,-0.6134228019727993,-0.6226713676118054,0.1149094596935887,-1.0898928611406749,-0.3078322542872028,1.03691699783685,0.847030691471741,-0.3491758184266714,0.2214128366958325,1.1604642636718838,-0.2919752353303899,-0.127455631511167,0.14728918436591,0.3386401739377092,0.540890859586676,-0.0669538966212544,0.2350116814777917,-0.6088330092807681,-0.9257066959186172,-0.4981406229759575,0.27198993831478,-0.383164580285509,0.253606764026859,0.7545549374613819,-1.2531889228376611,-0.0438472797352129,-0.3465264152639675,0.3036787157892101,0.0275235761111827,0.2264027220212511
26,1,-0.4231006754683292,-0.5245917633557972,0.0919583030166479,-0.167236294272518,-0.3078322088380957,0.1335086263309246,0.0850950627973649,-0.349175781075689,-0.093083763998658,-0.7091399635591878,-0.497059869118153,-0.0473959516643311,0.109120615128527,-0.6706204749888212,0.2947626316964733,0.6610683897297677,-0.4188584581320072,-0.3563762708990746,-0.13922446082668,1.0237278973842077,-0.7541998942953972,-0.0577714263111982,-0.4104118026939549,-0.6330025438949841,-0.5007353632912507,0.6131578195466032,-0.3465263227127835,-0.7635034104124903,0.1547341044500537,0.1938489993631015
27,1,-0.2271865957831785,-0.259145640758725,0.3084480787831901,0.3830227425946365,-0.307831676836645,-1.390993000585324,0.5697103370368977,-0.3491751740410854,0.0674405426058211,-0.7091399635591878,-0.2014874728384697,-0.0884259240076628,0.3115948766956502,-0.4200214800815001,0.09011668940575,-0.7049867912295558,-0.0594394551093138,-0.6991173591818997,-0.1074967058035764,0.6683231211080747,0.0771437675660123,-0.4090481266243745,-0.0293228861411401,-0.5466120519886298,0.0360743677911221,0.6979025357854723,-0.3465256537236982,0.1029216821473065,-0.1969655915456469,-0.2883530175108006
28,1,-0.2887540003024738,-0.305317702474307,0.9584894847658918,-0.5045478629581274,-0.3078315780364224,-1.255885052168143,-1.3172133489200664,-0.3491752894883472,1.1740754562995597,-0.7091399635591878,-0.5009127620671837,5.207575892739643,0.9310434295589544,-0.6895947294508713,-0.3689539378950693,-0.3401649328131191,1.3242713130873862,-0.6904619445854262,-1.2014941049655958,-0.1246085551741486,1.4423240348767328,-0.6564544916296355,1.2729933700124871,-0.5303084233642201,-0.471649150543592,0.6993705544919725,-0.346525871336299,1.3522644009798712,-0.264312341842701,-0.7583473883878951
29,1,1.1890035069901292,1.2006639259667584,1.2673559659232725,-0.311748768601265,-0.2243935055924894,-1.7015396282904858,0.8291971111570521,-0.2657809676093896,1.2035595126146674,-0.7091399635591878,-0.4704855445908659,-0.0758966577410135,1.2506484340216364,-0.691754400690454,-0.9497059362876776,-0.6701260358697629,1.1807132856410043,-0.148623821345221,0.3246414191024473,0.3601591651715825,1.0216239156686415,-0.4537560703005969,1.1611862911891402,-0.6181980995118996,-0.5401032140334309,0.6997709232301089,-0.2228334775365587,1.025558744126835,0.8381789037608474,-0.8254894413703371
30,1,1.0434729254629125,1.0073868686230054,0.6317805495769344,-0.9585810455246492,-0.291659905906226,-0.9826443505184712,0.7817499708702649,-0.3333116393992834,0.5228054123613861,-0.7091399635591878,-0.4007542545748379,-0.0018561797588118,0.6272404198953434,-0.5827681342072148,-0.615082165785272,-0.2874684421529671,0.4760215085775579,-0.6526216215533774,0.2468474043823372,-1.4492741162095348,0.4400185715841475,-0.4762781171149346,0.4871943230709396,-0.297310205858289,-0.2794095769881353,0.6997709232301089,-0.3094002698770248,0.464706989089348,-0.2318861287367097,-0.6688246510779723
