f_id,i_id,ic.eps.s,disp.ratio_mean_10,ic.eps.ratio,ela_level.mmce_qda_25,nbc.nn_nb.cor,ic.m0,nbc.nb_fitness.cor,ic.eps.max,disp.ratio_mean_05,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_mda_25,disp.ratio_median_02,ela_distr.number_of_peaks,nbc.nn_nb.mean_ratio,ela_level.qda_mda_25,disp.ratio_median_25,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.quad_simple.adj_r2,disp.diff_mean_25,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max,ela_distr.kurtosis,ela_level.lda_mda_10,ela_meta.quad_w_interact.adj_r2,disp.diff_mean_05,ela_level.lda_mda_25,ela_level.lda_mda_50
11,1,-0.5522876229196887,1.0521591825381558,-0.4878514727832727,1.8256832950469883,-1.4278663973450942,1.991474039445228,-1.7699951493042605,-0.3870912937444836,1.0187044426660712,1.1058240328855853,-1.6653892936468555,0.9760189670205114,1.6710745215941527,0.9785473608775052,-0.7595059965715167,-1.701009874549378,0.7835039278626181,1.105454470783746,-1.1419823689202793,-0.3303098231749857,-1.4433211365862346,1.1015484360488188,1.7866219476454646,-0.3628131498846538,-0.2003010617652452,-0.763785156045382,-1.8515672284198388,1.018394971467938,-0.8494923868215712,-0.49130230798968
12,1,-1.1026219096209615,1.2812043041790302,-1.0456996679899886,1.8225752929597352,-1.8113505154892056,2.021137031624609,-1.4628467226745523,-0.3870915867968996,1.2385677634682573,1.3862000000230612,-1.7700356766863938,0.9760189670205114,1.6694289813182197,1.223521796785491,-0.7595059965715167,-1.85968872090863,0.7800296749714846,1.3854020806544292,-1.251651238872734,-0.3303101958009647,-1.549432979153902,1.372815481612494,2.1094015219306086,-0.3628131719334657,-0.2004049105430085,-0.763785156045382,-1.9742858745403031,1.2384714852846044,-0.8487200508030046,-0.4902283077799385
14,1,-0.9080514294294376,-1.7201703461654791,-0.8521587574511447,-0.3887681921211022,2.5239238414023784,-0.6012912029005241,-0.2613963654857876,-0.3870915747364955,-1.7031270895475912,-1.6841351860910587,0.4025335665780716,-0.481583109821715,-0.1562979548295788,-1.6783157042275765,-0.7595059965715167,1.4697335018077842,-0.8132627009025397,-1.6835758215846337,0.7969169128799801,-0.3303101607584774,1.2239805583873618,-1.70499027922239,-0.2108935330091959,-0.3628131641586855,-0.1994892183122579,1.0471572459043332,0.7145145709831386,-1.7036005017852045,-0.4098014914515189,-0.3513777134996211
15,1,1.109905747176593,-1.3857780617520972,0.8668780357291835,0.2258392206332705,0.7860064549194915,-0.2848859529871448,1.3189894343240458,-0.3825659710380452,-1.4767169701110976,-1.1922126480146364,-0.6494191738009626,0.6886631290144724,0.4147045209192141,-1.5073122347571704,2.3804223582272903,0.9936969627300348,-0.2942093189671295,-1.1926229236770896,-0.4681366715011491,-0.3140984665509855,-0.3560295075422013,-1.208028362567514,-0.0898934412876445,-0.3134241937776154,-0.0732042910486614,0.0444885713785038,0.1695309992074646,-1.4771628722952066,-0.3015199816484601,-0.3187409310065795
16,1,-1.5084514469406602,0.81699712886533,-1.546625738487028,1.842777306526881,-1.2266052289574048,1.9123727269668844,-1.6078493519904375,-0.3870915898371125,0.7939310228881533,0.8921331029548649,-1.7738346108296876,0.9760189670205114,1.676833912559919,0.7296568149816479,-0.1592255758011565,-1.4686587066661905,0.7956638129815878,0.8923600214791939,-1.2512650808799433,-0.3303101589854107,-1.5499059888533124,0.8911140284590681,2.110415489179672,-0.362813171976704,-0.1913594157209136,-0.763785156045382,-1.9812676793524084,0.7942700834245069,-0.8510370588587047,-0.4895871136248689
17,1,1.2933690214202638,0.6321298496774429,1.3222550334065923,-0.8036864707694376,-0.2556560787627399,-0.3101544278066158,0.5757616717468109,0.0890103994918578,0.5626108044759278,0.7828695748269957,1.026342868171062,0.9760189670205114,-1.040775853143632,0.6247920919730785,0.5334056789338746,-0.088719453506281,0.2790424080699703,0.7837236355592275,-1.1350315250500531,-0.0069385232529642,-0.9365700786182068,0.766006943673123,-1.0602600986412032,-0.2163340019863672,-0.1888059033185757,-0.763785156045382,0.7145145709831386,0.5627892132754229,2.1354318577352163,3.622086435612684
18,1,1.3044762273681174,0.0775280121137845,1.4076382204711064,-0.0025989327798585,-0.652738924500614,-0.3683817828253959,-0.3263975441446335,0.8099256258614677,0.2243595417033348,-0.2078448586334701,-0.3756527843990417,0.9760189670205114,-0.0814258722746218,0.4141923992919682,-0.1592255758011565,0.4694900595789407,0.105329763513274,-0.2086279665943151,-0.8218573928970937,0.3230845125493713,0.6615720257887435,-0.1912466522066663,0.1081681613627159,0.0893192868017024,-0.1985195533932616,-0.763785156045382,0.7145145709831386,0.2243365143557252,0.2952640598980699,-0.18235893422328
19,1,-0.2965442059703611,-0.2745354092807936,-0.3228000572289921,-1.0826296581004355,0.3236497167315555,-0.5925021681807064,0.4900458317571249,-0.3870905617830941,-0.2562845913654643,-0.3284681388098916,0.5099839725940893,-1.461299934327811,-1.4381738297814826,-0.1780104555406584,0.810458180827887,0.4128190430220655,1.0009921588476034,-0.3277101588527387,1.19755583039995,-0.3303094543657377,1.315586770173119,-0.3271591296976702,-0.7466062295976286,-0.3628111732492384,-0.1966612337951217,0.4813656367076108,0.7098152792826832,-0.2568063023235984,0.9973175007752486,-0.1624498557083697
20,1,1.4490365127794311,0.8129191741773609,1.5044228920553906,-0.6327463559704973,-0.6337007058693519,-0.2541243314677869,0.4304018930976354,1.7924273974850875,0.862126841995532,0.6603571184946738,0.4710166185605026,0.9760189670205114,-1.0786232794900956,0.8293000580063878,0.810458180827887,-0.1680588766859038,1.5401962075515898,0.6604631207654187,-0.6046435219525316,1.0122726631365442,0.006295922205941,0.6557829130762263,-1.049782437067549,1.43937140451407,-0.1952714626765348,-0.763785156045382,0.7145145709831386,0.8624421213345658,2.2594690223170364,2.570175364513286
21,1,1.321164804304767,0.5709605293579224,1.353573575048804,-1.1875247285452395,-0.1795032042376682,-0.5826145041209144,0.7732652530563789,0.2555154454396541,0.6733608147063093,0.3331797960876007,1.210401434031832,1.0384876274566068,0.0419896484203623,0.637845791932651,0.7181073468632162,-0.0972201059898114,-3.622543588673442,0.3335093823716736,1.4914220629133932,0.238021040095344,1.0149102712480942,0.3264030379529976,-0.7665475854958731,1.211312231274675,-0.1960272851419122,-0.9663651535516218,0.7145145709831386,0.67350794159634,0.1655888423807121,-0.478254006934014
22,1,0.6262702321921803,-0.0849105162902775,0.3403625984795421,-0.6032203361415895,-0.5140319030442335,-0.4749488288031692,1.1622008770095786,-0.387075250507538,0.0634174086099227,-0.3852175088263551,-0.2942358872480165,0.2617939493678206,-1.0810915899039937,0.1870580199953987,3.719509450715017,0.3759828822600944,1.613155518265402,-0.386206674348106,0.0904408650700668,-0.3299729637455048,0.3399254301898704,-0.3804640927992398,-0.6107346182231492,-0.3612919089380513,-0.1549677929926116,-1.0850483844138634,0.4894856312699015,0.0634610134338512,1.6485512316307345,-0.2175765231904767
23,1,-0.4188623114710981,-0.6626207637524222,-0.3967817597737359,-0.2582321044564556,0.8866370391133358,-0.4804419755030512,0.1050388504701189,-0.3870910749696921,-0.5798055572108654,-0.9208503971765554,0.2458350578047132,0.1732966804166853,-0.3578766386313864,-0.5622243576840883,-0.4824534946775043,0.9540272511402204,0.1956603386827565,-0.9199873782433268,0.6565484825006943,-0.3303096552340848,1.106201143234245,-0.8885431750694192,-0.4495138256220877,-0.3628125470009342,-0.1982121036587002,0.81899896588468,0.6569146812832708,-0.5795004892265606,0.132841795193482,-0.2566733367958443
24,1,-0.5745020348153957,-1.2885868083555232,-0.7667755703866306,-0.2450230955856283,0.8512803473695526,-0.6803925153788676,1.1100570743491864,-0.3870915703703748,-1.2448511851460131,-1.2728380765940177,1.0527080140916585,-0.1567460755540188,0.2863523793964305,-1.2044663956950783,-0.2515764097658273,0.920024641206099,-1.242332932957581,-1.2730556324832194,0.8718315634813049,-0.3303100190073008,0.2856869846575118,-1.247151760528086,-0.599580978483453,-0.3628130929930077,-0.1854609280419238,-0.1376288001170069,0.4130885747682118,-1.2445170178606546,-0.5539193925160747,-0.4619837052491235
25,1,-0.6968201403161328,0.174719265510357,-0.7041669197319318,-0.4291722192553958,0.1387070214563812,-0.561740546661351,0.2946851464472992,-0.3870915490888845,0.2014457464832559,0.0793469597331369,0.905792798458647,0.9760189670205114,-0.0978812750339531,0.212730296582559,-0.2054009927834919,0.5828320926926911,-1.0984988632646355,0.0786317077132902,-1.2207585994495072,-0.3303100251668917,-0.925690855531774,0.1114971504663168,-0.4092931247425777,-0.3628131663827536,-0.1906223351947183,-0.763785156045382,0.7024306780391106,0.2015471822058055,0.3141862923529555,0.3801126084576315
26,1,-0.5078032630985353,-0.1515171095270897,-0.6074106807773726,0.4535003735245864,0.2774140429127625,-0.217869563248547,0.700406789065146,-0.3870915120973954,-0.4886959428834077,0.0557343157104758,0.1335759144824232,0.0431536378414864,0.6409663088600186,-0.8528867434505801,-0.0206993248541503,0.330646069014593,-0.1757372953794621,0.055650933768682,0.151067669938149,-0.3303099797256216,-0.1127448521456023,0.072189150124679,-0.0821196923781593,-0.3628130736456864,-0.1844316576114302,0.7831893703658974,-0.07053567394723,-0.4886424819127976,-0.6964153879416408,-0.2348727355234785
27,1,-0.3132327829070109,0.0149993735649399,-0.3455461610090823,-0.5348442902220134,-0.1060700752313488,-0.7100555075582486,0.5293322584190643,-0.3870909109053396,-0.0926146255077574,0.2784636570537402,0.6247303938334168,-1.531056605148118,-0.7454013736136367,0.0103979472091782,0.2563531770398621,0.1209633077541591,0.3745843625761539,0.2791911894116892,0.1078179747456318,-0.3303094478159061,-0.0799495129865016,0.2807077952264789,-0.4353182841352018,-0.3628124033129782,-0.1868107573229094,0.6317659378864894,0.3691837637382423,-0.0921472942121366,-0.4454834155093028,-0.2280921073336178
28,1,-0.3743779516499447,1.1629436182279551,-0.3910952338287133,-0.4944402630877184,-0.1795032042376735,-0.6232637897000644,1.8200699489304184,-0.387091025241452,1.2609359921354772,0.9472402479469182,-1.2876546873127697,-1.391543263507505,-0.3751548115286842,1.4280297628188003,-0.4362780776951689,-0.3494061296679032,-0.5130872511085667,0.947722795073024,-0.8566116122482237,-0.3303093490327201,-1.2107580343762652,0.9186484991638344,-0.6840782492387264,-0.3628126213626403,5.289994658130574,0.0741593790940631,-1.5375202773522598,1.260963649539155,-0.7154148539983829,-0.4145994571894816
29,1,1.0932449382548126,1.1935282783877157,1.094566534567888,-0.6840283904101794,1.022624315050964,-0.9440635569733536,0.5632614450816485,-0.3044993516828018,1.1447303163765048,1.2650087322442125,0.8877185789281751,-1.851729062053408,-0.7100222576810746,0.991165937505093,-0.2515764097658273,-0.9444518035150962,-0.3202662156506335,1.2642307271283115,1.018764679738026,-0.2468856641670224,0.3667293131564434,1.2477945446043797,-0.4802708321770071,-0.2388717990971798,-0.1841665052587389,-0.7995947515641623,0.3247418907996496,1.144624571892783,-0.7175773948503696,-0.421219786840575
30,1,0.9487124208583684,0.4873624582545768,0.9038973196312804,-0.5441682964837739,-0.144146512493885,-0.6595185579193042,0.9507684717016868,-0.3713800585942707,0.4442228625055208,0.6111150628755143,0.8396312058654515,-1.1093931472044736,-0.3216747525608577,0.3872147527088509,0.3487040110045329,-0.6015921533460015,-0.9671721039797724,0.6113678309746652,0.8807131973154825,-0.3141404654520569,0.2863176642567252,0.6057761791830345,-0.5029161007394204,-0.3256124554461174,-0.1755432673505669,-0.2205024354604661,0.3977823103724426,0.443919901737323,-0.6084463154268875,-0.4623684217421652
