f_id,i_id,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_10,disp.diff_median_05,ela_meta.quad_simple.adj_r2,ela_level.mmce_qda_50,ic.eps.s,disp.ratio_median_10,nbc.nb_fitness.cor,disp.diff_mean_05,ic.m0,nbc.nn_nb.cor,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,ic.eps.max,ela_meta.lin_simple.coef.min,nbc.nn_nb.sd_ratio,ic.eps.ratio,ic.h.max,nbc.nn_nb.mean_ratio,ela_level.mmce_qda_25,ela_distr.skewness,ela_distr.kurtosis,disp.ratio_mean_25,ela_meta.quad_simple.cond,nbc.dist_ratio.coeff_var,ela_distr.number_of_peaks,disp.diff_mean_25,disp.ratio_mean_05,pca.expl_var.cov_init
12,1,1.3966470070741956,-1.7650222321603006,1.2878749270652057,1.2357254051790345,-1.5399591526342271,2.210891072658432,-1.0252343161380733,1.2905777030383832,-1.470150242067656,1.2423875334815533,2.0158168643664207,-1.7542310422121636,1.287846182782269,-1.6498597446463192,-0.4360285015036777,-0.5334020609370967,-1.4036808113653565,-0.9721480882293908,1.2568798357252964,-1.8647457382153876,1.820869766082694,-0.3003975563712817,-0.2003935645613359,1.3832309535454188,-0.4863694798452715,1.7636789149986885,-0.7595059965715167,1.3832904170783489,1.2424890018575792,1.4275086135387989
13,1,-1.364495311380889,0.9669081839338126,-1.5377226457221824,-1.572064986812716,1.5403086362329257,-0.6237585139836418,-1.1607963877371523,-1.5190755260350952,0.1126299954260339,-1.5915865304002812,-0.9085901549761182,2.3733978216364227,-1.5376748495056258,-1.6470571634793645,-0.4360285058812356,-0.5334020574070527,2.214027241935889,-1.1293910435484011,0.5317305046305153,1.308924109944758,-0.8069495063613799,-0.2943152263840942,-0.2000631745944161,-1.3862129952477662,-0.5568182577412957,-1.4587854972336367,-0.7595059965715167,-1.3864487477592375,-1.59129304762862,1.4275086135387989
14,1,-1.7185245362356762,0.3799891552835844,-1.7432800218580855,-1.691149837945407,1.2027343632439411,-0.3246193635789302,-0.8275478570965028,-1.7191266857268952,-0.2687800437534021,-1.7180131524652902,-0.5878980014189743,2.396835461872786,-1.7436166157073676,-1.4901126181298996,-0.4360284770192619,-0.533401932090491,2.3925467237575324,-0.7741179685519616,0.7072232651237721,1.479704550204497,-0.371676012098436,-0.3010604137260912,-0.1994778743275386,-1.740566828756717,-0.5598872871988025,-1.625420490706271,-0.7595059965715167,-1.7398400131079774,-1.7175560990392793,1.6945529634057128
15,1,-1.2194184128850514,-0.6586201383724948,-1.4060743313057522,-1.4715146589035557,-0.359774546512462,-0.1314909296334324,1.2227262047657803,-1.380895859031483,1.3115003152063391,-1.4901648480687668,-0.2737505856895266,0.7327630050909277,-1.405872119136512,0.6997709232301093,-0.4268408277000792,-0.3732673969985601,1.009558448922391,0.9847921292440376,-1.6122612391314548,1.00151931747723,0.2377068798696864,0.4434818349275236,-0.0731932224677149,-1.235401691105561,0.0417027274708208,-1.0973157421622353,2.3804223582272903,-1.235559689671469,-1.4897336367113505,-0.7091399635591878
16,1,0.8953652104811097,-1.7687729788961193,0.8194301128392598,0.7810923223745478,-1.5404269229894083,2.2014445731719667,-1.4375630729373532,0.8121048262497512,-1.6151431970366177,0.7954188187306658,1.9078286902094224,-1.1943318587879077,0.8189854283963038,-1.652395413321183,-0.4360285076757625,-0.5334020618056746,-1.1090161245031265,-1.4846932106734845,0.2444852787288137,-1.471950725617987,1.8409000507744389,-0.3631726028989851,-0.191348089465771,0.8938851834616272,-0.4518222265770912,1.3381187778224226,-0.1592255758011565,0.8944952871997335,0.7950786240328491,1.4275086135387989
17,1,0.7845060980672756,0.995885776143322,0.6324462026058739,0.5507010783420916,-0.933884695771326,-0.8518739830641937,1.409127579803265,0.6354273415734886,0.5683221396141984,0.5624958549878821,-0.2988387473623641,-0.2646387960787937,0.6322648937067241,0.6997709232301093,0.5305294168764204,0.9133937645720352,-0.4078432199988422,1.4507316616009798,-0.5386097751703458,-0.0857828188431075,-0.7830672438442964,-0.1021970697151293,-0.1887945826321653,0.7673302429227155,0.2835764748182007,0.2434550514714256,0.5334056789338746,0.7675458388300944,0.5623154336062416,-0.7091399635591878
18,1,-0.2206758197312241,-0.3883263262939659,0.0718467553266863,0.2235527184874318,0.6465554109336836,-0.462468282011043,1.4204126638073509,0.0737716801707409,-0.3337768856360408,0.2219346428741218,-0.3566505981736847,-0.644849404357591,0.0721032896379879,0.6997709232301093,1.99409466254988,0.3689728679771254,-0.2787929921759677,1.5380953239179065,0.5400084650311398,0.4749462933430365,0.0112105837399424,-0.2472523541926169,-0.1985082115231998,-0.2039789257134322,1.80793368874834,-0.3538673097458625,-0.1592255758011565,-0.203804553953136,0.2219541645862031,-0.7091399635591878
19,1,-0.3430605715868854,0.4860766115082284,-0.2834419142112765,-0.2474938821472511,1.293325888697336,-0.4925571322271894,-0.2062475572515667,-0.2823331333012591,0.4826120184502801,-0.2622056265672421,-0.579171684315377,0.2900520228484922,-0.2834894933370195,0.6984363607696548,-0.4360264205730397,-0.5333996455044949,-0.0357483964428875,-0.2324807174642026,-1.4524966033993847,0.4180194799231235,-1.059639251703406,-0.1823352963979826,-0.1966498959777069,-0.3421347358017429,4.166201862058885,-0.3897579237245841,0.810458180827887,-0.3417185184065088,-0.2616882192954984,-0.7091399635591878
20,1,0.6602045822609628,0.4476035371057726,0.8152921375790987,0.8718769631929412,-0.0014624544437848,-0.6814871219564815,1.5672880321205258,0.8231042027276512,0.4229720591403872,0.8640155589458278,-0.2432084758269398,-0.6266201286182023,0.8148665930722679,0.6997709232301093,3.988719542374098,3.6755512973337217,-0.810049763380134,1.6371249298209425,-0.4185793493612765,-0.1654803576309832,-0.6135802195295219,-0.1653710581693385,-0.1952601278899506,0.6555400454466774,0.9294102412770588,0.3588177392601724,0.810458180827887,0.6556986168658411,0.8636998476256,-0.7091399635591878
21,1,0.3282494625110663,1.1776096594910908,0.5703901230658016,0.6911405483738823,0.9959798662539212,-0.7381661188752691,1.4373685025234892,0.5708060047658279,0.76581254379606,0.6739043455717082,-0.5693545775738329,-0.1917216931212162,0.5704823638462024,0.6997709232301093,0.8685594508731195,1.601838510997332,-0.2443795980898681,1.4827766413019767,-0.6925798386219771,-0.0943218408560935,-1.163642652987472,-0.1716866157443294,-0.1960159487070207,0.3212240775230518,0.709346037514687,0.2511458973240093,0.7181073468632162,0.3214681972017736,0.6737563007208673,-0.7091399635591878
22,1,-0.4006386573201865,-0.3079421580743673,-0.0916723691976388,0.0584638429485864,0.328471569410576,-0.3680032871463972,0.7313454345178801,-0.0795321294899846,1.154722218577339,0.0600569099789826,-0.4624571930547865,-0.5120361096848607,-0.0919636507693996,0.6997709232301093,-0.4359953364039844,-0.5316357707726573,-0.1820053213088118,0.446064091020645,-3.0468317765598307,0.3810170512001778,-0.58430518805697,0.1612887288216625,-0.1549565461007819,-0.3959205855307814,1.3288078680944213,-0.2743952359358372,3.719509450715017,-0.395808466011686,0.0600080769073129,-0.7091399635591878
23,1,-0.9440934367839288,0.225278281622646,-0.6757691206555148,-0.5974015145236559,1.0862595448038623,-0.3893453785787801,-0.33052454484656,-0.6920599071030199,0.0976307242223475,-0.5869101533283412,-0.4679111412445309,0.829117748284869,-0.6754653216743336,0.6914966359752905,-0.4360274624182411,-0.5333975385094871,1.0783852370945946,-0.3081784361950195,0.2784249163713777,0.9616705480832892,-0.2422495571671523,-0.2249238814444955,-0.1982007624591287,-0.911631968226846,-0.5264439406317846,-0.9409352098263738,-0.4824534946775043,-0.9113696697013904,-0.5872273040195046,-0.7091399635591878
24,1,-1.3012212212277867,1.0219164945688128,-1.3073672266224712,-1.3123961006824636,0.2748339020164838,-0.6734401038754184,-0.4886567844538104,-1.3650842553445024,1.1025818948692885,-1.2560696423506086,-0.6664348553513351,0.7952633790545652,-1.3077065439136806,0.5444278528331898,-0.4360284681553867,-0.5334009860387011,0.945033335010958,-0.686754306235035,-0.5137758939684688,0.9275144600313452,-0.2291528325610105,-0.0365496413165845,-0.185449614650278,-1.2754774222762166,-0.523540861695047,-0.9922075155102612,-0.2515764097658273,-1.275259230252551,-1.2564214764960009,-0.7091399635591878
25,1,0.0707098843747049,0.8768648183110438,0.1697896759737098,0.1794819807877127,-0.9231259776021618,-0.7154245460374833,-0.6129337720488037,0.1452676272770881,0.2872643672975166,0.1990033363576943,-0.5486295744527928,0.1129676299515181,0.1702688648608179,-0.0438472797352126,-0.4360284249507929,-0.533401910910227,0.31483805580925,-0.622693438961684,0.0151857756314925,0.5887999201828625,-0.4117365814819267,-0.1286008876817093,-0.1906110105470103,0.1039714295979206,-0.3500914877406211,-0.5051206115133302,-0.2054009927834919,0.1033975426541039,0.1988974334590392,1.1604642636718838
26,1,0.0467524229697188,0.1144430843015289,-0.1593216255137247,-0.5039542891118008,-0.1191846604976797,-0.1521332803631141,-0.420889855009276,-0.1737142905820003,0.6929589408067296,-0.4954861132784858,-0.2072124177746087,0.2457809246242492,-0.1592379610619687,0.6131578195466036,-0.4360283498525624,-0.5334009953050666,0.2804246617231545,-0.5236929251872914,-0.4376186582827164,0.3354756004642462,0.4634327804343633,-0.0485178991117568,-0.1844203464644305,0.063895698427265,-0.5431790434372056,-0.3231039263355356,-0.0206993248541503,0.063510681183209,-0.4955493492995899,-0.7091399635591878
27,1,0.2727342991995993,0.5993675369826937,0.0085387147059366,-0.1285082845731497,-0.086752582538461,-0.3253191042816314,-0.2232033959677054,-0.0231603250407493,0.5218958239837427,-0.0965208157594731,-0.6958861755759724,-0.1214087724121234,0.0089478146694532,0.6979025357854727,-0.4360271293431783,-0.5333485975383228,-0.2293237381771993,-0.2557544203791347,-0.7894319753092943,0.1248463908105724,-0.5165103783310602,-0.0895598169970475,-0.1867994409875388,0.2758752238299421,-0.264897094785275,-0.1077602424632029,0.2563531770398621,0.2751000329433414,-0.0969972826728985,-0.7091399635591878
28,1,0.9512770896429292,-1.2887599825216516,1.1679901690366987,1.3178339903650864,-1.2050355783246025,-0.7122757128753284,-0.285327783410197,1.2115196846034808,1.8125473985104108,1.265019820787996,-0.6097137941779638,-0.1917216931212213,1.1683999583852582,0.6993705544919729,-0.4360273614625098,-0.533367237053113,-0.7261671152952657,-0.3023600104662864,0.2809083044915668,-0.3476461605747035,-0.4764498089475679,5.207983887504589,5.289994030579156,0.9223600450828816,-0.5468065491559365,0.4100900449440599,-0.4362780776951689,0.9224352385869852,1.264996763196001,-0.7091399635591878
29,1,1.2736859732464432,0.8590198603967134,1.199161832047592,1.168425019397299,0.3549785562041685,-0.5492361291459769,1.2057985787596517,1.2101447625437436,0.5558227469444605,1.1479559668848962,-0.9282243684592114,0.9593268607091148,1.199291223315519,0.6997709232301093,-0.2683539671701353,0.3138460405493902,-0.7971447405978465,1.2177618954225085,-0.3680837909174619,-0.9453777014837932,-0.6644263268239542,-0.0770269029366671,-0.1841551946899868,1.256676013006507,-0.5181592685643022,0.9176858712145408,-0.2515764097658273,1.256428385123956,1.1480661981939546,-0.7091399635591878
30,1,0.6102434408544343,0.8115424494319811,0.486324459332521,0.4312990473591265,0.2754575958233917,-0.4922072618758388,1.058951423156487,0.5048097458984314,0.9433039197063404,0.4428860041881743,-0.6457098522302949,-0.1578673238909125,0.4860462397034885,0.6997709232301093,-0.4041317599830641,1.00720332857098,-0.6315302815584911,1.0226700807380895,-0.9732026962031772,-0.6009704802933199,-0.5257551251118661,-0.0029648686729013,-0.1755319755874815,0.6049180692311112,-0.4525071321946008,0.59467034540605,0.3487040110045329,0.6049554691586599,0.4431889894492287,-0.7091399635591878
