f_id,i_id,ic.eps.s,pca.expl_var.cov_init,ic.eps.ratio,disp.diff_median_05,nbc.nn_nb.cor,disp.ratio_mean_10,disp.ratio_median_25,nbc.nb_fitness.cor,disp.diff_mean_10,ela_meta.lin_w_interact.adj_r2,ic.eps.max,pca.expl_var.cor_init,disp.ratio_mean_05,ic.m0,ela_meta.lin_simple.coef.max_by_min,ic.h.max,ela_distr.number_of_peaks,nbc.nn_nb.mean_ratio,ela_distr.kurtosis,ela_level.mmce_lda_50,ela_level.lda_qda_25,ela_level.mmce_mda_25,ela_level.mmce_lda_10,ela_level.lda_qda_10,ela_level.qda_mda_50,ela_meta.lin_simple.intercept,ela_meta.lin_simple.adj_r2,nbc.nn_nb.sd_ratio,disp.diff_mean_05,disp.ratio_median_05
12,1,-1.0787552751312497,1.5470030867191007,-1.0213314219480194,1.2243379513930153,-1.7360788729608527,1.2764252382884025,1.3868062090079871,-1.492987077083458,1.2764394665571328,-1.7672944730853142,-0.3870915862332132,0.6172133998483675,1.2307328273189335,2.061591885781921,-0.5872529080156124,1.2934397751159683,-0.7595059965715167,-1.8427184756761787,-0.2004065083714564,1.5241693840813395,-1.0039636671173982,1.6882291308984907,0.5367000212311266,-1.1596884633907678,-0.2332342443489344,-0.330310196784048,-1.2298175954195356,-1.3790218734247683,1.2306318627548989,1.224590095324208
13,1,-1.210622163401824,1.5470030867191007,-1.1731670652096,-1.5252228249989257,2.191417209116401,-1.4979291900863605,-1.3391570811020497,0.0978557463101411,-1.4979252537365668,0.9582758842258208,-0.3870915883894876,-1.620185174601965,-1.543647023961653,-0.8651104628524494,0.0754877174528062,0.5573612794384134,-0.7595059965715167,1.2427924720214714,-0.2000761175824559,-1.0947684528627062,-0.3873417636764242,-0.8958481812403845,-1.5034561039397176,0.2259893221701165,-0.4355806245066908,-0.3303101874943829,1.8125920527255672,2.0398309317550725,-1.5439353261974602,-1.525296537455763
14,1,-0.886457400810352,1.8221977608425264,-0.8301112140513348,-1.6418380241501176,2.213718448699174,-1.700141611979565,-1.6888006060239984,-0.2854971723235148,-1.6997555277430003,0.3727232298803967,-0.3870915741728091,0.6172133998483675,-1.6672633288424226,-0.5441666021666974,-0.565697661150215,0.7354989975704236,-0.7595059965715167,1.4088289355747083,-0.1994908158592267,-0.4080012862124592,-0.1562502658495667,-0.1132372704952144,-0.0688586873001489,0.0914353568177595,-0.5805275110087659,-0.3303101617415607,0.741357683453177,2.208537699192604,-1.667711743865579,-1.6416626449661469
15,1,1.1079298009376548,-0.6548570506842823,0.8683130212114164,-1.4267577691810456,0.6303304383222876,-1.3685132400747106,-1.196787262570956,1.3028330383075029,-1.368663945431161,-0.6634681339040848,-0.3825659704752177,0.6172133998483675,-1.4442165178619035,-0.2297726161888172,0.4731193448056364,-1.6189438618913476,2.3804223582272903,0.9439268376256472,-0.0732058497762844,-0.1175948728416476,-0.2521762269262373,0.4501776382777602,0.7565755046859346,-0.559098857025628,-0.3679124140960941,-0.3140984675293223,-0.4759034312663341,0.9015684044657046,-1.4446396849169894,-1.4271629076198162
16,1,-1.4798446761873252,1.5470030867191007,-1.516251008068746,0.7791333179935012,-1.2033270384834966,0.8160549577782072,0.8926991917530177,-1.638718617313106,0.8164883473639853,-1.7710364879114255,-0.3870915892734261,0.6172133998483675,0.7927011382848999,1.9535189531020245,-0.6331841933145178,0.2657868068355444,-0.1592255758011565,-1.460834609503733,-0.1913610107688223,1.5224093452124252,-1.010577078747766,1.695535664297564,0.5367000212311266,-1.1596884633907678,-0.2416598580965573,-0.3303101599684939,-1.229446026092698,-1.1005540765700488,0.7930326813646036,0.7789668909872042
17,1,1.289250202769847,-0.6548570506842823,1.3182297025208478,0.5535200636627815,-0.3187112017001655,0.6327156952617013,0.7838281540527707,0.5558691584604635,0.6328947709785402,0.9871860152771847,0.0890103999651971,0.6172133998483675,0.564817167548176,-0.2548804692356615,-0.4183195295459294,-0.5291107467157888,0.5334056789338746,-0.1131719803299613,-0.1888074975815476,1.1584333071210084,1.6243950694088372,-0.9859620931622868,0.5367000212311266,0.2492511941462867,2.1807040943450287,-0.0069385241413711,-1.1176036587146234,-0.4379226767551689,0.5649923400676714,0.5532059174301901
18,1,1.3002276752585529,-0.6548570506842823,1.402589080266366,0.233156299728379,-0.6804868660429283,0.0826979077121866,-0.2106669018629491,-0.3508251041505993,0.0824599377502363,-0.3938035781650905,0.8099256261980031,0.6172133998483675,0.2315906065652316,-0.3127376958218672,1.213761893074059,0.5657640019918092,-0.1592255758011565,0.4319810750031678,-0.1985211506421602,0.8426823340378352,0.1120023068526912,-0.0393600994601414,0.5367000212311266,-0.3606887725229993,-1.3637146388932764,0.3230845117575882,-0.8162609346494454,-0.3159659774027369,0.2315701055443271,0.2330650594407908
19,1,-0.2820926529446733,-0.6548570506842823,-0.3070999270496494,-0.2281214582737535,0.2090848017587963,-0.2664555407567464,-0.330006308572834,0.4697224351720014,-0.2663867486212557,0.4785637096616618,-0.3870905612194079,-1.620185174601965,-0.2419135873476313,-0.5354334358895326,2.546914813886359,-1.4567713166107894,0.810458180827887,0.3766355871520888,-0.1966628304727823,-0.877227648664934,0.3723187855985082,-1.3780793855792148,-0.8041799762309831,0.3339745808045929,0.9467466309626924,-0.3303094553488207,1.1268608600470391,-0.08628086028899,-0.2424214258399107,-0.2281093758538225
20,1,1.4430994796990542,-0.6548570506842823,1.4982132300651485,0.8680352133077077,-0.6631414574785547,0.8120107093403421,0.6603013997390283,0.4097786735504468,0.8124254005785682,0.4401802023335795,1.7924273976351797,0.6172133998483675,0.8598839126766237,-0.1992065342187439,0.7747715706234136,-0.4072712696915344,0.810458180827887,-0.1906556633214695,-0.1952730589269869,0.5170751432887439,1.159440739357635,-1.0233065972019957,0.5367000212311266,0.6230375487437672,3.8208024704057495,1.0122726625465406,-0.6072531883033754,-0.8180210564035816,0.8601914698290887,0.8679842819859316
21,1,1.3167213276728322,-0.6548570506842823,1.3491727110412233,0.691047017013015,-0.2493295674426494,0.5720519686937409,0.3326414497373238,0.7543655667042948,0.5719638728868214,1.1684868371247217,0.2555154458813968,-1.620185174601965,0.6739219931603339,-0.5256086238277249,2.16459153197169,-0.6854013862089681,0.7181073468632162,-0.1214738035076222,-0.1960288816247002,-1.438680047848503,3.366052768484405,0.082415457191078,0.5403045373533362,2.075080086707255,-0.1322585295922659,0.2380210392786561,1.4096251177703447,-0.2834441909087552,0.6740654422121518,0.6910219986752084
22,1,0.6299432050981975,-0.6548570506842823,0.3481109042978267,0.0714911348019246,-0.5541131750738812,-0.0783979883960662,-0.3886291750268138,1.1452563236256912,-0.0780943090903967,-0.3136065479604596,-0.3870752499438547,0.6172133998483675,0.0730392590007652,-0.4186273369324758,2.6409262019274298,-3.0751356803950056,3.719509450715017,0.3406610200488853,-0.1549693768539201,-0.7286803681285916,0.6529163933441199,-1.0257421083350184,0.5871632469420656,-0.2204333679607968,0.6456625896999804,-0.3299729647284893,0.0615716000040482,-0.2244984528884128,0.0730857171241887,0.071654007087675
23,1,-0.4029820687265421,-0.6548570506842823,-0.3801945327419034,-0.5707724994933434,0.7220133121625764,-0.6513331837601446,-0.923562831419374,0.0827800697346595,-0.6516004007184076,0.2183725301993857,-0.3870910744060057,0.6172133998483675,-0.5606286690619652,-0.4240855658556999,-0.2418761215978343,0.300237969304471,-0.4824534946775043,0.90518499612989,-0.1982137008130904,-0.5069154706454265,0.0425299922974928,-0.3121373463588729,1.2648122779175406,1.1472278696969755,-0.0932900660095101,-0.3303096562171679,0.6062922331477612,0.9666119774536718,-0.5603193690630118,-0.5713089556079534
24,1,-0.5568039019745272,-0.6548570506842823,-0.7457518363058164,-1.2709391056053791,0.6898004105430153,-1.272125318972282,-1.277393703945178,1.0928504002918769,-1.271746567134617,1.013156133001291,-0.3870915698066884,0.6172133998483675,-1.2157950849300458,-0.6227650986611662,-0.514397665034851,-0.5039025790555977,-0.2515764097658273,0.8719777034192462,-0.1854625212766673,-1.2285314069001698,-0.1464876105856903,0.323531059360492,1.0449367944627326,-0.2197491952556154,-0.5552506697658973,-0.3303100199903839,0.8134421328596441,0.8405900547894926,-1.2154516746403587,-1.270041850013629
25,1,-0.6776933177563961,1.2718084125956748,-0.6838939109659458,0.1899995270179176,0.0405865471333999,0.1790858288146138,0.0772132459021286,0.2733796950103819,0.1786269879567427,0.8684421436707345,-0.3870915485251981,0.6172133998483675,0.2090171943696128,-0.5048673539194618,-0.6644891056751879,0.0330313921064556,-0.2054009927834919,0.5426720507053259,-0.1906239300160522,1.3404213261667173,0.732088378290525,-0.0555968403469706,0.5367000212311266,0.0549461458747473,-1.1927010098594928,-0.3303100261499748,-1.200092049272539,0.2450348396184456,0.2091194940616167,0.1901651119715233
26,1,-0.490884179679851,-0.6548570506842823,-0.588297852868044,-0.4792632378376578,0.1669602381024477,-0.1444540462145131,0.0541828340809226,0.6811408519091022,-0.1445169702240941,0.1077953622797616,-0.3870915115337091,0.6172133998483675,-0.4708724824746226,-0.1631822233254466,-0.4167393696850753,-0.4265975315643485,-0.0206993248541503,0.2963846297680209,-0.1844332505297812,0.2270207376917151,-0.6669945983319834,0.6734328254716626,-2.5415567471361893,-0.810418297395624,-0.4604625151051396,-0.3303099807087047,0.119907984317529,0.2125130531244679,-0.4708117955687289,-0.4790740685490302
27,1,-0.2985863053589532,-0.6548570506842823,-0.3295732877544162,-0.1116034543022282,-0.18242584869433,0.0206860983316033,0.2782059308871992,0.5092063500125465,0.0202997787450514,0.5915908886873338,-0.3870909103416534,0.6172133998483675,-0.0806749288074963,-0.6522395348465941,-0.7530901230036535,-0.7837132400837106,0.2563531770398621,0.0916063247190328,-0.1868123509725836,-0.4097613250813732,-0.579886519429137,-0.6945125942437018,-2.1594780381819323,-0.6008333920416981,0.0619255372474807,-0.3303094487989891,0.0782922197117338,-0.269215909317638,-0.0802097649662977,-0.1112070190000727
28,1,-0.3590172914092767,-0.6548570506842823,-0.3745761925657117,1.304743720241187,-0.2493295674426542,1.1591420335903433,0.948181547504106,1.8064324248646373,1.1587284215100742,-1.2921409837159497,-0.3870910246777657,0.6172133998483675,1.2527687773194185,-0.5659995178596058,-0.7445960867782502,0.3027587860704916,-0.4362780776951689,-0.3677612244449211,5.289994748023092,-1.2387396323398712,-0.5634474676622224,-0.3291859242900436,0.2988019571652676,-0.1483671763483482,-0.432157718921719,-0.3303093500158031,-0.8497021740648166,-0.7387492018245008,1.2527897231854863,1.3050274968290816
29,1,1.0914635922045963,-0.6548570506842823,1.093271361866132,1.1584332807632969,0.8459090876224268,1.1894738968743237,1.2653731284961725,0.543306094647563,1.1893348896650542,0.850638729633454,-0.3044993511347885,-1.620185174601965,1.1382893297559222,-0.8847600869760697,-0.2128604205304397,-0.3560146621158142,-0.2515764097658273,-0.9488888468812536,-0.1841680980955834,-0.9937422217870412,-0.6520671835091529,-0.6596036013370189,-1.7521677163722051,-0.6297967032277138,-0.4987727276138626,-0.2468856651256807,0.9548242617212964,-0.8058253864683383,1.1381798076639038,1.1580951767468453
30,1,0.9486192314453168,-0.6548570506842823,0.9048884157584244,0.4365942625243963,-0.2171166658230884,0.4891448757175272,0.6111000653937251,0.9327610728474848,0.4894224615068518,0.8032718482498634,-0.3713800580335658,-1.620185174601965,0.4481878712041461,-0.6020238287529032,-0.707461288550775,-0.9702536807691186,0.3487040110045329,-0.614048645382226,-0.1755448575366718,-1.121873051443981,-0.3285138926024845,-0.2764165164078485,0.752970988563724,1.492507028245227,-0.245082763681529,-0.314140466430406,0.8219882273769055,-0.6493142889660507,0.4478897978341748,0.4368398099198048
