f_id,i_id,ic.eps.ratio,ic.eps.s,ic.eps.max,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,disp.ratio_mean_10,disp.diff_median_25,nbc.nb_fitness.cor,ela_level.qda_mda_25,disp.diff_median_05,disp.ratio_median_25,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max_by_min,ela_level.qda_mda_50,ela_meta.quad_simple.adj_r2,nbc.nn_nb.cor,disp.diff_median_10,ela_distr.skewness,disp.diff_mean_25,ela_level.lda_qda_10,pca.expl_var_PC1.cor_init,ela_level.mmce_mda_10,pca.expl_var.cor_init,ela_level.mmce_mda_50,ela_meta.lin_simple.adj_r2,ic.m0,ela_level.lda_mda_10,disp.ratio_median_02,ela_meta.quad_simple.cond,ela_distr.number_of_peaks
11,1,-0.4797137184985856,-0.5447694891344832,-0.3870912936589882,-0.3303098235302689,-0.6548570506842823,1.1410213010923116,1.2079024462732435,-1.898411732444028,0.8240778626773378,1.1042210602795297,1.2074619189695928,-1.879743556755605,-0.4089730420419151,-0.2408259637399897,-1.5584038221097871,-1.516869912191205,1.1432560287934934,-0.3668036038150669,1.2019207497979063,-1.1928881387876966,-1.2960114493615604,0.701732706363245,0.6708203932499399,2.038944015503905,-1.215139047016932,2.23337062460229,-0.8196422584444218,1.061437246197542,-0.4885492607191488,-0.7595059965715167
13,1,-1.187054889098021,-1.2248870324187209,-0.3870915888676785,-0.330310186866583,1.5470030867191007,-1.4104103538354114,-1.2498833002075052,0.0681056634556169,-0.1100788798197953,-1.4456414364247536,-1.2493861689344166,1.2366894151468664,0.0801340907120883,-0.421356214972942,1.4651475404082066,2.261859679892016,-1.393588318119463,-0.2951017297857664,-1.2692054817407017,0.2135700596227644,1.445428773103469,-1.671645671110132,-1.4907119849998565,-0.537732640257463,1.7495314600217764,-0.8778821309795278,1.5578143593357052,-1.4891110370884917,-0.5616862478787156,-0.7595059965715167
14,1,-0.841878050921785,-0.8986383148556354,-0.3870915746510001,-0.3303101611137607,1.8221977608425264,-1.6129585137926268,-1.601212819571949,-0.328765194220275,-0.7899764187199644,-1.5626590361583443,-1.6006649623248026,1.4132578554812842,-0.5589989013851823,-0.5655970035124778,1.1221023302703044,2.285411318623836,-1.5901564600377702,-0.3018483359123247,-1.619288605104641,0.0769982464130587,0.7199473990750334,-0.3509227172544237,0.6708203932499399,-0.1278401386722026,0.6681618912221057,-0.5332294142722742,0.9293594927903344,-1.5590654995107738,-0.5647604788655711,-0.7595059965715167
15,1,0.867046911093874,1.1085701852073968,-0.3825659709526801,-0.3140984669045534,-0.6548570506842823,-1.2807795314627943,-1.1059127084001954,1.3155733312627034,-0.2653034212422513,-1.346836610181616,-1.10635049258384,0.9188662225449166,0.4764929289255018,-0.3540176452097071,-0.4657295638599139,0.6132449686645719,-1.2569160938937731,0.4428505199627113,-1.1197289159159058,-0.5832917488084423,-0.3572825199368866,0.7278856361425659,0.6708203932499399,0.003413453069768,-0.5606160163005169,-0.1956104264774128,-0.0390143581758002,-1.390402286431283,0.0378491376555773,2.3804223582272903
16,1,-1.5322599926556997,-1.4958402934493562,-0.387091589751617,-0.3303101593406939,1.5470030867191007,0.9074157566083236,0.9927443001046318,-1.7297044577391074,0.8363693987628275,0.8666662794393399,0.992908404443727,-1.638433354965234,-0.6262694142007037,-0.2283801191339443,-1.665516321903423,-1.3232231048406802,0.901152698023934,-0.3639735897801776,0.9903863369443818,-1.1928881387876966,-1.498266862727064,0.701732706363245,0.6708203932499399,2.3901756939642627,-1.3212880542907115,2.1489658776535765,-0.8196422584444218,0.815952874997877,-0.4565122647120387,-0.1592255758011565
17,1,1.3197452602775124,1.2910562398077443,0.0890103995636501,-0.0069385235740316,-0.6548570506842823,0.7237720915804476,0.8827305612741818,0.5422697218773748,0.3141547085022111,0.6402745081948698,0.8835281813521104,-0.2052861809175438,-0.4120925161722545,2.182183467721152,-1.0491440967595709,-0.3890081018117949,0.7272881591661966,-0.102943162930872,0.8646252790112877,0.2371807798725779,-1.311400448204588,0.701732706363245,0.6708203932499399,-1.049181691877712,-1.2083875200525225,-0.2225730539749188,-0.8196422584444218,0.7125232710483677,0.2801328235235726,0.5334056789338746
18,1,1.4046262007494448,1.3021042830709717,0.8099256259125107,0.3230845122632235,-0.6548570506842823,0.1728410964968227,-0.1147861838443294,-0.3963967448729091,0.1385613358523746,0.3188052745950632,-0.1156180872732354,0.3744468648471294,1.2147647357166895,-1.3449688936320956,0.5569095983710437,-0.7710680190168852,0.1745014184349564,-0.2480289583768044,-0.0976321753453293,-0.3819061937365028,-0.8343414840707376,0.701732706363245,0.6708203932499399,0.2182587177647255,-0.9041937218227156,-0.2847043260343883,-0.8196422584444218,0.5048057261871124,1.8070735867145191,-0.1592255758011565
19,1,-0.3156331792246706,-0.2903882929986877,-0.3870905616975987,-0.3303094547210209,-0.6548570506842823,-0.1768920596959695,-0.2362376715417716,0.4530852594782978,1.0439207652349347,-0.1440642007802658,-0.2355156395082754,0.3155907180689901,2.5436503336047847,0.9542371362215424,1.2141620379331777,0.1683806815079596,-0.1757179899039564,-0.1830982459103735,-0.2342551090890203,0.3231747266647909,1.0079415202802562,-0.7759078261683897,-1.4907119849998565,-0.708948917753274,1.0573124037540718,-0.5238511090557487,0.382919962602297,-0.079292576614889,4.1693386591378605,0.810458180827887
20,1,1.5008415591798336,1.4458945661418674,1.7924273975078524,1.012272662923319,-0.6548570506842823,0.9033647934091782,0.759376926210816,0.3910277377256071,1.588962593940028,0.9558749458666704,0.7594236974596987,-0.2876847864069363,0.7771795884993217,3.81429222669076,-0.1016104447389438,-0.7527500777810303,0.9117086069513324,-0.1661304394191931,0.7538250735614299,0.6165726474161507,-0.5221646503978999,0.701732706363245,0.6708203932499399,-1.0378161573972615,-0.6932085041849024,-0.1627863582195774,-0.8196422584444218,0.9142324571739664,0.9270611781371568,0.810458180827887
21,1,1.3508795779364648,1.3187039680739692,0.2555154455066541,0.2380210398001956,-0.6548570506842823,0.6630076435932837,0.4299531823938074,0.7477655873219143,-3.62967244121313,0.7782760216927211,0.4302312952705069,-0.2141146029342637,2.1625508399591893,-0.1195117310536949,0.9119970422135564,-0.315736336868353,0.6635474269564513,-0.1724473254103019,0.4227234286926229,2.090390841833433,1.1618315087105306,0.7801914957012075,-1.4907119849998565,-0.7305800962805818,1.3427519604160731,-0.5133005156871604,-1.0152933018028865,0.7253983254819161,0.7066239996509048,0.7181073468632162
22,1,0.3436285775410129,0.6275107614183469,-0.387075250422043,-0.3299729641007524,-0.6548570506842823,0.0114777290642409,-0.2933766865338326,1.1524400854577257,1.6627118104529597,0.1565822565157305,-0.2944126827114542,0.2773342226631973,2.6373607982145963,0.6546198034423247,0.233670693668355,-0.6376087328699017,0.0232631597383458,0.1605980572812746,-0.2878387136003698,-0.239547439289098,0.1989198668182474,0.8455738201495099,0.6708203932499399,-0.5615635996519549,-0.018055807743901,-0.3984162767847443,-1.1299171453866337,0.2807797790433617,1.327135722040687,3.719509450715017
23,1,-0.3891797017381464,-0.4120548694349721,-0.3870910748841966,-0.330309655589368,-0.6548570506842823,-0.5624087241478689,-0.8326872661720568,0.0524983825357776,0.22986988963029,-0.4878976177068814,-0.8318482019404555,0.877666919800217,-0.236213890394162,-0.0807330994390696,1.0037398489894669,0.710068372339834,-0.5796794796625807,-0.2256957890515821,-0.7985736812426797,1.1486240248102333,0.6539945468906301,0.8586502850391635,0.6708203932499399,-0.3866810207108375,0.5318185550241591,-0.4042777175450685,0.7090050348664076,-0.4582483454423436,-0.531260451008556,-0.4824534946775043
24,1,-0.7569971104498529,-0.5668655756609366,-0.3870915702848794,-0.330310019362584,-0.6548570506842823,-1.1842315752165204,-1.1870917165724817,1.0981862041649535,-1.2236920491650618,-1.1904802678005464,-1.1873339269882108,0.8423532317333374,-0.5078631127257051,-0.5404432965192073,0.1791637411106471,0.6760493386160932,-1.2422167440789853,-0.0372819262341769,-1.1590568238907206,-0.2388530063405741,0.8144798205393441,0.9698002366012844,0.6708203932499399,-0.5494648048824436,0.7409283485051917,-0.6176341612209882,-0.2149026698818969,-1.0917010235729494,-0.5283524518028863,-0.2515764097658273
25,1,-0.694756740513391,-0.6885321520972211,-0.3870915490033891,-0.3303100255221749,1.2718084125956748,0.2693890527430951,0.1743775127832481,0.2498190055937353,-1.0783007366109962,0.2754995820988486,0.1736084641709445,0.492159158403408,-0.6574741218751211,-1.1747883447557494,-1.0382110161593323,-0.0095650333546851,0.2440093724203932,-0.1293525346837873,0.206694162143749,0.0399618224917826,-1.3619643015459637,0.701732706363245,0.6708203932499399,-0.343052033511691,-1.2916563526135791,-0.4910270407979159,-0.8196422584444218,0.3061007194293413,-0.3546091080375969,-0.2054009927834919
26,1,-0.5985696474644449,-0.5005220758652601,-0.3870915120119,-0.3303099800809048,-0.6548570506842823,-0.0546880031884496,0.1506027427651561,0.6719587942826991,-0.1455487410950624,-0.3960725877769644,0.1504703400554104,0.2302493052406845,-0.4105174142850903,-0.4461168952944426,-0.2212405295676347,0.1238942527922989,-0.0696043087994869,-0.0492527014359865,0.1671806868145393,-0.8383801185662318,0.1989198668182474,-2.3123924507034954,0.6708203932499399,0.0118459463939729,0.0408325107790084,-0.1241008492014178,0.6744202544747572,-0.7449328908293662,-0.5480239172199342,-0.0206993248541503
27,1,-0.3382454843786985,-0.3069879780016858,-0.3870909108198442,-0.3303094481711893,-0.6548570506842823,0.110726327443276,0.3748613586844615,0.493961471411208,0.4107310634596217,-0.0271441316148432,0.3755411837246975,0.0124815621615735,-0.7457915339648694,0.0737263825664825,-0.1882828373234391,-0.2450814206728909,0.0788609907446877,-0.0903032520895767,0.3767893229013407,-0.6256521586684018,0.185729296381367,-2.0050955257964747,0.6708203932499399,-0.3712825546405505,-0.001176990332876,-0.6492859413267583,0.5281760402472212,0.1065373757093336,-0.2692703237880494,0.2563531770398621
28,1,-0.3835266254496394,-0.367807456165749,-0.3870910251559565,-0.3303093493880033,-0.6548570506842823,1.2510724680023986,1.0482298144452689,1.83693083437064,-0.4865510707810451,1.3940903897929915,1.0486502489038787,-0.4760244560969808,-0.7373246865149905,-0.4179499838176033,-1.3246894179742643,-0.3157363368683581,1.294174330664823,5.208354739212333,1.0180647387821669,-0.1664005020445779,-0.9816361872825718,0.3388608056751668,0.6708203932499399,-0.6411223410151048,-0.9379513566447656,-0.5566751773135842,-0.0103583972798645,1.5047682871927417,-0.5516575709987342,-0.4362780776951689
29,1,1.0933960856856932,1.0919981203125568,-0.3044993515996835,-0.2468856645134785,-0.6548570506842823,1.2814546919959804,1.368180118439834,0.5292636544441762,-0.2916424271397263,1.2472750812544176,1.3673253219496468,-1.094013997267447,-0.2072910664186551,-0.4842404824561184,0.2606072690602459,0.8409108097388376,1.2926572020516154,-0.0777677018526048,1.34893133166874,-0.6550498201559146,0.8694405306930135,-1.3708869786479414,-1.4907119849998565,-0.4200443638631261,0.883648126836192,-0.8989833177167096,-0.8542270388360701,1.073883132149973,-0.5229617377057251,-0.2515764097658273
30,1,0.9038484377320544,0.9482354573498188,-0.3713800585092274,-0.3141404658056292,-0.6548570506842823,0.5799628980108256,0.7097967713395498,0.9324517448733358,-0.9455521468877192,0.5229452346890915,0.7099922504856034,-0.7379343092597044,-0.7003087540029842,-0.231786350289283,0.1797975428845739,-0.2817173031446122,0.5988441579639854,-0.0036900893601758,0.703556939115274,1.4990811861653082,0.8342656761946654,0.7671150308115475,-1.4907119849998565,-0.4446085835466793,0.7495552996263822,-0.5953606863317438,-0.2949417330739937,0.4781972803577781,-0.4571983311384359,0.3487040110045329
