f_id,i_id,ic.eps.s,pca.expl_var_PC1.cov_init,disp.ratio_median_10,ic.eps.ratio,pca.expl_var.cov_init,ic.m0,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,disp.ratio_median_02,ela_meta.lin_simple.coef.max,ela_distr.kurtosis,nbc.nb_fitness.cor,ic.eps.max,ela_level.mmce_mda_25,disp.diff_mean_05,disp.ratio_mean_25,ela_level.lda_mda_50,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_10,pca.expl_var_PC1.cor_init,ela_level.lda_qda_50,disp.ratio_mean_02,disp.diff_mean_10,disp.diff_median_25,ela_distr.number_of_peaks,ela_level.mmce_lda_50,nbc.nn_nb.sd_ratio,pca.expl_var_PC1.cor_x,ela_level.mmce_lda_25,ela_level.mmce_lda_10
11,1,-0.4731873631781086,0.4922464606294137,1.0887722953422638,-0.4120069927086329,-0.7091399635591878,1.986376135791536,0.7675340839804617,-0.3296930687437595,1.0081677222452965,-0.3613711354100147,-0.1994235482346037,-1.769436217006072,-0.3864701770671919,1.6702838004970777,1.0498598972594444,1.1430394710429377,-0.4935138067774476,-0.2565978298939634,1.6163755954469627,-1.191912509146395,-0.6591860924289668,1.0143400432530894,1.0859527245816285,1.1479045172051394,-0.7162111282313858,1.169031342022702,-1.347438570338746,1.0130001805442803,0.9677949504615206,0.5705851597820725
12,1,-1.019178847370381,-1.6498597446463192,1.3117916679823245,-0.96539892215207,1.4275086135387989,2.01582817075385,0.764002167883378,-0.3296934413028665,1.2439826616610572,-0.3613711574491155,-0.1995273805551319,-1.457333672700181,-0.3864704700594584,1.668660072886518,1.2621991607425982,1.4082408858828972,-0.4924389519638819,-0.2565978638748068,1.6163755954469627,-1.3469242387694207,-0.6598978608107713,1.2485003584324,1.3076697199072496,1.4222964548172956,-0.7162111282313858,1.530086242179152,-1.4190695423648196,-0.6420423679507086,0.9677949504615206,0.5705851597820725
13,1,-1.1515512718894718,-1.6470571634793645,-1.384895243200903,-1.1178496550084298,1.4275086135387989,-0.9086498193928292,-0.1719555978438953,-0.3296934320148685,-1.481083050308643,-0.3613711564784839,-0.1991970422257198,0.1510831602808748,-0.3864704722152902,-0.9155024193194348,-1.455211524841265,-1.2600308205145538,-0.4117606705098257,-0.2565978633823308,-1.096956212181961,1.49280453029684,-0.4417872714647978,-1.5030946809490289,-1.4014815030493537,-1.2410224798600813,-0.7162111282313858,-1.1348427827851186,2.023310313288213,0.5302794372333488,-1.693441140987645,-1.490503047230016
14,1,-0.8261437633734459,-1.4901126181298996,-1.5769030462726727,-0.7734040769063271,1.6945529634057128,-0.5879498831365368,-0.8557345542393672,-0.3296934062666679,-1.5493562920933126,-0.3613711496777596,-0.1986118334369443,-0.2365046505548127,-0.3864704580015298,-0.1328657110296017,-1.576438129601065,-1.601439538469443,-0.3534778714399139,-0.2565978458994332,-0.4296630370688803,0.7823341028579732,-0.263350032791574,-1.5618460957683866,-1.598567606997616,-1.5825089478638303,-0.7162111282313858,-0.4360152925021489,2.1931780469500466,-0.2972418370142222,-0.4445365613007357,-0.0411866048434239
15,1,1.17588929274547,0.6997709232301093,-1.2522712967492702,0.9319005130095857,-0.7091399635591878,-0.2737948435385354,-0.3280662893350103,-0.3134846214346363,-1.384746574170765,-0.3120039320035369,-0.0723469189340165,1.3693718128795662,-0.3819457831888587,0.4305677698346554,-1.357961388776138,-1.1147288959087502,-0.3208151191948436,-0.2342574971523377,0.7307401681829103,-0.2726068348542841,-0.2822892610378474,-1.4041894214689588,-1.2752585775215632,-1.1010854515636106,2.4015997876014903,-0.1405090498145786,0.8772147608710291,-1.2626833236363726,0.6893638809998186,0.7927165743187108
16,1,-1.4218058992635163,-1.652395413321183,0.8525565101199499,-1.4623234386115231,1.4275086135387989,1.9078373758920368,0.7798957903202569,-0.3296934044939194,0.768583094632836,-0.3613711574923347,-0.1904833192004105,-1.6046751064073803,-0.3864704730990473,1.6759668471340374,0.8336145886163265,0.936771703945191,-0.491797247597574,-0.256597863995982,1.6163755954469627,-1.3899830525535946,-0.6580101272764204,0.7763756796322376,0.8585300923926447,0.9387743663135564,-0.120159041380983,1.528295295253772,-1.1386854518627592,-2.1591647040712525,0.9677949504615206,0.5705851597820725
17,1,1.35790482007068,0.6997709232301093,0.6829826084380093,1.3836398168814557,-0.7091399635591878,-0.2988836140619866,0.2546998666838578,-0.0063798015302577,0.6676392218101034,-0.2149565022796792,-0.1879302114610334,0.6141562376463586,0.0895337957053694,-1.0056193017055048,0.61027191281021,0.8148400189613014,3.623148043960765,-0.0547555611562811,-0.2554798920945099,-1.2069830939708557,3.1516837166545373,0.6647902586803641,0.6792520189824005,0.8318428361277118,0.5675933665233279,1.1579274710853509,-0.4714941124199002,-0.6420423679507086,0.9677949504615206,0.5705851597820725
18,1,1.3689243767424049,0.6997709232301093,0.1439091544530095,1.4683409363574311,-0.7091399635591878,-0.3566968678768952,0.078104061829656,0.3235840078328541,0.4649137676764829,0.0905621656337976,-0.1976423221837288,-0.3025542587683857,0.8103010533295035,-0.0589861047491299,0.2837182267028299,-0.1209856632900515,-0.1843246004811608,-0.1307076516166827,0.3455746222536692,-0.7397949644125702,0.8395814944914124,0.4610623310333827,0.1417555641397543,-0.1377269019385121,-0.120159041380983,0.83663159267232,-0.3486981603752022,-1.1247631112617933,0.9677949504615206,0.5705851597820725
19,1,-0.2194620708116509,0.6984363607696548,-0.1978779314273218,-0.2482740594558729,-0.7091399635591878,-0.5792233542588131,0.988632031657924,-0.3296927000006985,-0.1051468585133056,-0.3613691596451818,-0.1957842970792087,0.5270578531889006,-0.3864694452560383,-1.397749519655703,-0.180509007508114,-0.2540944193974632,-0.1643996799073017,-0.2565975268981099,-0.8589876901747228,1.0643693331443067,-0.4135641078036845,-0.1137716556883898,-0.1988912225262895,-0.2557757343925199,0.8426943296850523,-0.9134817428082472,-0.1174324506910208,0.9440400743571248,-1.393825098849509,-0.7840523190315264
20,1,1.5123439068248998,0.6997709232301093,0.863113640185752,1.564352461730798,-0.7091399635591878,-0.243251992466506,1.5367854099253675,1.0126484756594727,0.8645007165266354,1.4400196710730473,-0.1943947462019237,0.4664518940039197,1.7926011652443852,-1.0429650367483825,0.8993898958898068,0.7071336972255329,2.570399945814397,0.3305926870581807,-0.5376075212783493,-0.4340773865449407,1.2579775171868666,0.8587967291989627,0.8545626481802789,0.7119451479704119,0.8426943296850523,0.5053064114771658,-0.854208162959209,-0.6420423679507086,0.9677949504615206,0.5705851597820725
21,1,1.3854812606416709,0.6997709232301093,0.6209594693014236,1.414708176223043,-0.7091399635591878,-0.5694060092713766,-3.711641910341529,0.2385358009998135,0.6802048491324348,1.2120609434250675,-0.1951504488897913,0.8148454318337511,0.2560046662857119,0.0627934660428566,0.7170980925680362,0.3850308293930907,-0.4804551229230825,0.0412892783870275,-1.2490598035680307,1.2150751813889151,-0.6507377112014625,0.6783157642502886,0.6197533467733806,0.3917507306150368,0.7509940086311442,-1.4847938120042163,-0.3159525731632829,-0.9178827926998864,1.0283234438227602,0.5742266583810334
22,1,0.6960702463669037,0.6997709232301093,-0.0032308458391019,0.4095910456582314,-0.7091399635591878,-0.4625060305192808,1.6109556479641325,-0.3293562697675874,0.2462718522679087,-0.3598505644734994,-0.1540974635644432,1.2100543513094664,-0.3864541371231405,-1.0454006281642203,0.1284986406333636,-0.3059153855156173,-0.2195702128006203,-0.2563514489572533,0.2032841657957328,0.2720871595155139,-0.4283874580160457,0.2412728655221163,-0.0150247362286598,-0.3113139096365181,3.7312544428831584,-0.7623258223062416,-0.2566011963416785,-1.3316434298236812,0.2757525096980152,0.62156614016753
23,1,-0.3408149386590174,0.6914966359752905,-0.5911310263784367,-0.3216647730344572,-0.7091399635591878,-0.4679601110678542,0.1699338803538414,-0.3296929008329974,-0.4749951560339389,-0.3613705327918272,-0.197334921171672,0.1358409430008189,-0.3864699583373041,-0.3317723433231798,-0.4918582050619744,-0.8027870018249667,-0.2586981365362423,-0.2565972329515027,-0.6136593169713841,0.7177458821817125,-0.2637213902081677,-0.4624760961629948,-0.5750501424566513,-0.8355148516207579,-0.4411101650696614,-0.5366665097084607,0.9427059352948716,1.5646810300428078,0.1900038107695923,1.3061678767722522
24,1,-0.4952264765215576,0.5444278528331898,-1.2370954222796804,-0.6887029574303515,-0.7091399635591878,-0.666488643036036,-1.291926192229247,-0.3296932645409302,-1.0932240202926666,-0.3613710785434258,-0.1845857662728973,1.1570695007645126,-0.3864704536363052,0.3039170162109894,-1.133494686144734,-1.1533405961536487,-0.4641718746280205,-0.2565977139158675,0.4338928366068708,0.8749105524939462,-0.5025042090778512,-1.0394234431300686,-1.1806193139751198,-1.1799901016110923,-0.2118593624348911,-1.270954749113938,0.815816784848684,1.978441667166584,-0.12978839582229,1.084036462235614
25,1,-0.6165793443689243,-0.0438472797352126,0.2125304998807204,-0.6265944442481675,1.1604642636718838,-0.5486805031867861,-1.1457048658099669,-0.3296932706994156,0.2709842526684947,-0.3613711519008482,-0.1897463554816323,0.3285461186129446,-0.386470432359183,-0.0752233808547281,0.2617301012092661,0.1757147701707475,0.3785945122532554,-0.2565978429445772,-0.0911098820482735,-1.2565007298226556,2.3309528795313024,0.3038283287830158,0.2356621366135801,0.1433354170345417,-0.166009201907937,1.3431113831695618,0.2161632190304044,0.668199649607794,0.9677949504615206,0.5705851597820725
26,1,-0.4290540387078518,0.6131578195466036,-0.0936262720275295,-0.5306111243757916,-0.7091399635591878,-0.2072550608459031,-0.2076279504244441,-0.3296932252663005,-0.7547897910778621,-0.3613710592046257,-0.1835566589540532,0.7408118050449121,-0.3864703953752864,0.6538303162866308,-0.4041945011075254,0.1371030699258488,-0.2368801880817749,-0.256597715208617,-0.829548285390322,0.2720871595155139,-0.072100963245871,-0.763418595093805,-0.0798860835223705,0.1202267347474212,0.0173914401998791,0.2101583581746713,0.183417631818489,-0.4351620493888206,0.0639027829336765,-2.5392546437308665
27,1,-0.236018954710917,0.6979025357854727,0.0508744457481317,-0.2708384602486735,-0.7091399635591878,-0.6959406779983504,0.3518275593536695,-0.3296926934520424,0.0762170291723511,-0.3613703891671566,-0.1859353816422869,0.5669779460652355,-0.386469794306626,-0.7141601956100173,-0.021638931360958,0.3413386422738639,-0.2300941644080692,-0.2565904052028025,-0.7780293270176207,0.259169515380262,-0.2551182767237491,0.1030591054794559,0.0810565257053821,0.3382023913567168,0.2924924033616035,-0.437806239427528,-0.3016263787580679,2.0474017733538927,-1.4614152497695605,-2.15325579224097
28,1,-0.2966816141887606,0.6993705544919729,1.235912295634375,-0.316023672836257,-0.7091399635591878,-0.6097662053308426,-0.5505770034513044,-0.3296925946865842,1.4408441563775891,-0.3613706071207817,5.290002107619342,1.8785344520204552,-0.3864699086192708,-0.3488214832340578,1.2839005658999518,0.9642063330665654,-0.4167499219578693,-0.2565930055991545,-0.0027916676950711,-0.8840419905895527,-0.4632331622730782,1.3524776825011913,1.1927255601462432,0.9927053663383528,-0.3952600045427074,-1.2813422412811375,-0.7743907941301552,0.1165188001095536,-1.3262349479294584,0.3302462522506267
29,1,1.159359957737883,0.6997709232301093,1.2345926543761503,1.1577701649455203,-0.7091399635591878,-0.9282845093677072,-0.3545556600631401,-0.2462838811630823,1.0203144953235508,-0.2374843729212872,-0.1832915486208704,0.6014543899129795,-0.3038951871041844,-0.6792500519829813,1.1716516319572818,1.2863092008990076,-0.423375519539998,-0.1383983883422087,-0.5940330471151171,0.9287340697241636,-0.4355670347368551,1.0257521885777123,1.2226126006012807,1.3036917572498794,-0.2118593624348911,-1.032042429268351,-0.841928567754739,-0.2972418370142222,-1.7721281823572566,-1.7417664505583443
