f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var.cov_init,disp.diff_mean_05,ela_level.qda_mda_25,ela_level.mmce_mda_25,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_lda_50,pca.expl_var_PC1.cor_init,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.adj_r2,ic.m0,ela_meta.quad_simple.cond,ela_level.qda_mda_50,ela_distr.skewness,ela_meta.lin_simple.coef.max,ela_level.mmce_mda_10,ela_level.qda_mda_10,ela_meta.lin_simple.coef.min,nbc.nn_nb.sd_ratio,disp.ratio_median_25,ela_level.mmce_lda_25,ela_level.lda_mda_50,disp.ratio_mean_05,disp.diff_mean_25,ela_level.mmce_qda_50
12,1,-1.0197458599998566,-0.9656167438146368,1.4275086135387989,1.3116179990605197,0.7749577664058294,1.6663651027242443,-0.6804521032563533,-0.1998353292155048,-1.7675510150915057,1.5270828186704772,-1.3471967868849832,-0.5648072190876894,-0.7356181211095606,-1.2288204311670845,-1.532028863141818,2.0217438997018324,-0.4924906997795767,-0.2298556875581985,-0.2930624845175323,-0.3580824877119269,0.6476364791020017,1.425444148193061,-0.2600129301793298,-1.4304692303818505,1.476288065517603,0.9781962919560258,-0.4907101266482788,1.3117317464966585,1.4613722738968788,2.2109582663189458
13,1,-1.1528376242742588,-1.1191390777843435,1.4275086135387989,-1.4609776641390122,-0.147053974003936,-0.9348417282697328,0.4490525664587459,-0.1995049732921266,0.9897237394596008,-1.1248230194894522,1.4956136227325765,0.0925425750301259,-0.7356181211095606,1.800958284816203,1.4677342006635858,-0.925560142034384,-0.5630982423600344,-0.4318739772462907,-0.2869875564895078,-0.3580824867421049,-1.7911648857725375,-0.2672939161099629,-0.2600129296867032,2.0263268122025395,-1.2461385414574224,-1.7823899824729208,-0.4100825798252313,-1.4607084103228742,-1.265830041649754,-0.6323264403818387
14,1,-0.8256617825241566,-0.7722723354276261,1.6945529634057128,-1.5846661299290878,-0.8206444379410321,-0.1470429896337935,-0.3482448474577958,-0.1989197333348713,0.3973598157193181,-0.429410614885954,0.7843722010693513,-0.543427305823563,-0.7356181211095606,0.7341712747795863,1.1389826424181444,-0.6023570878492127,-0.5661741882397687,-0.5765858425335966,-0.2937245352007075,-0.3580824799470532,-0.4340357515999293,-0.2221468934159158,-0.2600129121984555,2.196905927264671,-1.595328436514896,-0.4868608665733622,-0.3518364319612161,-1.5842382894527638,-1.6137940266301056,-0.3322760300844835
15,1,1.1872507447077636,0.9450191191160316,-0.7091399635591878,-1.3617525794176712,-0.3008385737251119,0.4201067246953988,-1.2784251636937458,-0.0726480939065465,-0.6508847399873343,-0.1353484755738651,-0.2717135462487715,0.4869398072661485,2.377340966504288,-0.4780362329831455,-0.3826891197885861,-0.2857500143616974,0.03677158094668,-0.3643154860949051,0.4499116344780248,-0.3087564400272609,0.6745103233430434,0.4225746135929769,-0.2376657270487324,0.875431578048399,-1.103953434487912,0.6893707378459464,-0.3191942197258363,-1.361347420587963,-1.11725829387229,-0.1385592739626824
16,1,-1.4245608724598755,-1.466034223903128,1.4275086135387989,0.8743297627642782,0.7906145695448636,1.673720070201136,-2.14216402877001,-0.1907907861700609,-1.7713365578068192,1.525300623886767,-1.3903023275918454,-0.6103648924436301,-0.1404935896539719,-1.2284504044553128,-1.5324844080262223,1.912910218190499,-0.4578655901748215,-0.2382676397638184,-0.3557611362537932,-0.3580824877551101,0.6476364791020017,1.425444148193061,-0.2600129303005422,-1.148910932026285,0.9828221060351852,0.9781962919560258,-0.4900688258185071,0.8740063052320474,0.9800839175938244,2.2014829902042927
17,1,1.37025538290984,1.399933772373908,-0.7091399635591878,0.6464514602196748,0.2732442080394588,-1.025552993818062,-0.6804521032563533,-0.1882375424510322,1.018970159125439,1.156742742615616,-1.207103779587681,-0.3972479699799631,0.5461885620255535,-1.1170723642121558,-0.9417945412480392,-0.3110346070360473,0.2791904194981547,2.180168619351924,-0.0951032001492224,-0.2117899586617987,0.6476364791020017,-0.6771958477650611,-0.0581088614040477,-0.478925492143698,0.8740923183526194,0.9781962919560258,3.622288777613296,0.64628165848825,0.8550841219645675,-0.8611368117430965
18,1,1.3813348221834638,1.4852302698597597,-0.7091399635591878,0.3132661457192247,0.0992797287168622,-0.0726760962563345,-1.1455422613743376,-0.197950170445056,-0.3780833904489226,0.8370169984181084,-0.7394086629182265,1.221557858294834,-0.1404935896539719,-0.8169807009656432,0.5973397748608736,-0.3692991031986789,1.8069829533765085,-1.3585030873966155,-0.239981957984067,0.0934738726764376,0.6476364791020017,0.0393754941410651,-0.1340841940741693,-0.355615288484326,-0.119112472978515,0.9781962919560258,-0.1827895332333947,0.3132880712685472,-0.1013485537314109,-0.4705448741279431
19,1,-0.215683253314814,-0.2434510932725845,-0.7091399635591878,-0.1603885812385545,0.9962405841041732,-1.4202695817445763,0.8477012734170075,-0.1960920463812941,0.5044314538179804,-0.9045437442229414,1.0667134926992936,2.543866713895976,0.8208614226973636,1.1180739882422952,1.2272065016978675,-0.5935624469190024,4.17056576398137,0.9482119314882363,-0.1751439017253232,-0.3580804915743841,-0.8707357205168582,-0.5194565550596406,-0.2600125930995142,-0.123381071592509,-0.2382970479382496,-1.4715885709849004,-0.1628771424689833,-0.159885074442032,-0.2371444755923452,-0.5007253832338759
20,1,1.5255337243296738,1.5819166759342984,-0.7091399635591878,0.941440830171038,1.536226327921514,-1.0631450498110648,-0.6804521032563533,-0.1947024214959125,0.4656014616062741,0.5073109634318274,-0.4333593238995095,0.786138348771502,0.8208614226973636,-0.608840675594295,-0.033741738334533,-0.2549687711059652,0.9264796490209664,3.8176076908771366,-0.1582003083151721,1.4418057803528157,0.6476364791020017,-0.9904721393859496,0.3273573077885719,-0.8632422935487402,0.7507258284820149,0.9781962919560258,2.570202701331325,0.9411421091069886,0.7449546171358136,-0.6902309055269429
21,1,1.3979816796920828,1.4312205162902136,-0.7091399635591878,0.7554470582292131,-3.633997997546073,0.0499066950251913,-0.9462179078951882,-0.1954581644328407,1.2023799095722203,-1.473063880226313,1.2175828851733117,2.164653306727184,0.729303802473427,1.3996643159002438,0.9376318035112364,-0.5836684758725187,0.7059195044501252,-0.1290436978439714,-0.1645081801020916,1.214037195656973,0.7282580118251265,-1.8262426326733103,0.0379653689603647,-0.3227325675084938,0.4234909867066002,1.0409844558929997,-0.4787338336522923,0.7553102039811529,0.4158572111396725,-0.7470825622148629
22,1,0.7048242601360116,0.4190382531676448,-0.7091399635591878,0.1548943716392383,1.6092914092370043,-1.0655967056366935,-1.3448666148534685,-0.1544029926072703,-0.2969534918278689,-0.7541265044778486,0.2735715436930346,2.63711339924871,3.7049264597513702,0.0572074055940191,0.2875692534656308,-0.4759341244774632,1.3267773658055209,0.6476160768905352,0.1680619464129286,-0.3565631630801044,0.795442622427731,-0.2284784880620321,-0.2597664398559889,-0.2631326357397971,-0.2968438566904012,0.2603182842766258,-0.2180129813086056,0.1548475741236878,-0.2904037254991087,-0.3757921129814099
23,1,-0.3376955783155929,-0.3173576821697495,-0.7091399635591878,-0.4780606355430774,0.1897412579646128,-0.3472615487269525,1.4456743338544185,-0.1976427530606849,0.2412136768254365,-0.5295699617304352,0.7197138900090579,-0.2222397790966158,-0.4609452604377504,0.599666565050724,1.0255519662013568,-0.4814307750588407,-0.532655473120979,-0.0901384188929792,-0.2176806581193312,-0.3580818635756723,0.8088795445482448,-1.1801446920456964,-0.260012299062956,0.9411970200000676,-0.8310834865537792,0.1713683853659129,-0.2571162994039353,-0.4783773280247493,-0.7980470900290748,-0.3971992182774785
24,1,-0.4929462211372424,-0.6869758379417742,-0.7091399635591878,-1.132727423393156,-1.2503367018678468,0.2926206217626119,1.84432304081268,-0.1848929191362608,1.0452423666218698,-1.2602698230513831,0.8770491135891043,-0.4925445915477558,-0.2320512098779086,0.805956456863216,0.2353334400538843,-0.6815088562210903,-0.5297458517512136,-0.5513499859167368,-0.0295356621192021,-0.3580824088720534,0.9230933825726793,-0.05752543261689,-0.2600127801745014,0.813776476218717,-1.1844552965221202,-0.1603624141010985,-0.4624608250968353,-1.133085687413166,-1.1563481404446163,-0.6821593740218672
25,1,-0.6149585461380214,-0.6244307538712295,1.1604642636718838,0.29083148698002,-1.106294112988736,-0.0890204684272047,0.581935468778025,-0.1900537832002679,0.8988450342832671,1.341021683251192,-1.2566751514005725,-0.6414151659659727,-0.1862723997659403,-1.1992182942253813,-0.9313170089067292,-0.5627812036632727,-0.3559055890412482,-1.1877667449731728,-0.1214748856957021,-0.3580824821682875,0.6476364791020017,-0.4877985818290592,-0.2600129092426954,0.2116116483487801,0.1683941771436563,0.9781962919560258,0.3797755871630893,0.2907304411665674,0.2011356223397943,-0.7242717123092153
26,1,-0.4264141882991332,-0.5277727515587574,-0.7091399635591878,-0.388616663495146,-0.1821947988271006,0.644841842044863,-0.4811277497772225,-0.1838637570067041,0.1293502524538405,0.2136052630764802,0.2735715436930346,-0.3956806633757067,-0.0031571593180668,0.115301599342111,-0.1483872009097329,-0.2186908772688555,-0.5494282904673078,-0.456715523603512,-0.0414893550098659,-0.358082389549384,-2.449574069678061,1.0375651544374973,-0.2600127814676465,0.1787289273729518,0.1453936451338829,0.0405597104972174,-0.2353120711916973,-0.3886838940478282,0.161861331697451,-0.1592645069539618
27,1,-0.2323301108234332,-0.266174102925825,-0.7091399635591878,0.0017078168048431,0.3689246716668875,-0.7321715133509434,1.9107644919724027,-0.1862426063867641,0.6187733883307491,-0.4311928096696636,0.2606398814809762,-0.7292954893705188,0.2715157013537433,0.073858607623727,-0.1168027555910024,-0.7111907693605465,-0.270519200407382,0.0648255131449263,-0.0824813264764651,-0.3580817200708007,-2.1338063998458208,0.6813441339125157,-0.2600054692248865,-0.3083463770815669,0.369126092865316,-1.5417020207145211,-0.2285303149168615,0.0012408548578247,0.370201155674732,-0.3329779023892728
28,1,-0.2933224240247308,-0.3116769297564394,-0.7091399635591878,1.3337601147678797,-0.5200338176715834,-0.364423139506366,0.0504038595004658,5.289986533736379,-1.2868704422122563,-1.270606552796899,-0.8838122242862151,-0.7208705449059303,-0.4151664503257821,-0.850283105025059,-1.2058587259080034,-0.6243436901747347,-0.5530639712008213,-0.4284566216627576,5.208615473262078,-0.3580819378426282,0.2747618902575474,-0.1134086375369611,-0.2600080704169896,-0.7830906611701485,1.0382324786041863,-1.4014751212552798,-0.4150686937767062,1.3337522901676389,1.0075947753261776,-0.7211132869376642
30,1,1.026460382249302,0.9820008173266804,-0.7091399635591878,0.5294321276048367,-0.9747769666208524,-0.3113039299510381,1.4456743338544185,-0.1749763019917816,0.8329166645280728,-1.1522688191585797,0.8964466069071926,-0.6840378066801963,0.3630733215776801,0.8144670712339555,0.2359408332330906,-0.6606215840118443,-0.4585520393084498,-0.2416849953473515,0.0040082391616757,-0.3209291716508348,0.7148210897046062,-1.4411165061551887,-0.0450174961073882,-0.6926631784866091,0.7015883282793174,-1.117881914139948,-0.4628456055946983,0.5297339029613547,0.6949907679466919,-0.5003744470814813
