f_id,i_id,ic.eps.s,disp.diff_median_25,ic.eps.ratio,pca.expl_var.cov_init,ela_meta.lin_simple.intercept,ela_distr.skewness,ela_level.qda_mda_25,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05,pca.expl_var_PC1.cor_init,nbc.nn_nb.sd_ratio,nbc.nn_nb.cor,ic.h.max,nbc.nb_fitness.cor,disp.diff_mean_05,ela_level.lda_qda_25,nbc.nn_nb.mean_ratio,disp.diff_mean_25,ela_meta.lin_w_interact.adj_r2,ic.eps.max,ela_level.mmce_mda_10,ela_level.mmce_lda_25,ela_level.mmce_lda_50,disp.ratio_median_02,ela_level.lda_qda_50,ela_level.lda_qda_10,ela_level.lda_mda_25,ela_level.mmce_mda_50,ela_meta.lin_simple.coef.max
12,1,-1.0572719937688342,1.4614691526824737,-1.0009515132464102,1.4275086135387989,-0.3303101819051706,-0.3036784012146064,0.8207688382089863,1.3475439592143308,-1.6500352947298982,1.294984369965736,-1.4381074161562155,-1.4770485158108693,-1.8339881320947664,1.311908980044597,-1.621321492559401,1.3009106531944812,-1.022482885006101,-2.016529592480069,1.4471686141459008,-1.9304236674358344,-0.3870915750919785,0.701732706363245,1.03691699783685,1.616143290469836,1.2822029765027958,-0.6625969759955616,-1.1928881387876966,-0.8715264907840293,2.3160624529430938,-0.362813171110973
13,1,-1.1880051668761216,-1.243452323692219,-1.1515879928718582,1.4275086135387989,-0.3303101726155056,-0.2975901734819354,-0.1099687332291228,-1.4045389403452542,-1.647244519921485,-1.440386654063724,1.440139066440656,2.049159026486634,2.227061318321265,0.5693620083837705,0.0582156250703383,-1.4580644852988025,-0.4005519270167186,1.228766265216675,-1.262870841008778,0.9385296231391596,-0.3870915772482529,-1.671645671110132,-1.6228947030924252,-1.0581549735844311,-1.4829575528119487,-0.4442235499607957,0.2135700596227644,-0.4457300162320414,-0.5357106235362689,-0.3628131701399136
14,1,-0.8666273852438054,-1.590273002645779,-0.8112415193869421,1.6945529634057133,-0.3303101468626834,-0.3043419013105988,-0.7899339929665485,-1.6051280729662154,-1.4909611306503496,-1.556400033167196,0.720031910066913,2.223163322569092,2.250120905105961,0.7490651567765726,-0.3465103771021709,-1.5811453248754588,-0.167470753894855,1.40340101989094,-1.6086450151116598,0.3221730466218958,-0.3870915630315745,-0.3509227172544237,-0.3746585826411582,-0.3568705766529958,-1.552235321990907,-0.2655712834289485,0.0769982464130587,-0.4284205825476355,-0.1363266451441947,-0.3628131633361927
15,1,1.1106132299596905,-1.101329400203512,0.8737689446564598,-0.7091399635591877,-0.314098452722282,0.440922294474051,-0.2652087357104979,-1.27616189546784,0.6896971470282732,-1.3424297502279383,-0.3492181100031908,0.8751541372555951,0.6128902433924951,-1.626067964905663,1.3303740420114554,-1.3593268491210284,-0.2642226281561248,0.9144237068030016,-1.1152340866312382,-0.7685288003587226,-0.3825659593509571,0.7278856361425659,0.7586349548283282,-0.0603254062437525,-1.3852036453815162,-0.284533334611309,-0.5832917488084423,-0.3191060509010712,-0.0084380366787541,-0.3134241929681465
16,1,-1.45491306035843,0.9703941768445756,-1.4919623361957428,1.4275086135387989,-0.3303101450896167,-0.3665143177128497,0.8365738158371812,0.8908693672806096,-1.6525602814613196,0.8520773193484646,-1.4817502741182609,-1.1898366054097052,-1.2831202255714569,0.2752252513446057,-1.775178006493894,0.8657706187818679,-1.0291532374666612,-1.6148696567292604,0.9689091071586504,-1.9343625368618085,-0.3870915781321914,0.701732706363245,1.03691699783685,1.6143460470128097,0.7998086941830551,-0.6607069676260778,-1.1928881387876966,-0.873865603444084,2.3171341451928043,-0.3628131711542112
17,1,1.290374743949253,0.8617923159351397,1.3201322855780462,-0.7091399635591877,-0.0069385106954115,-0.1052857289934711,0.3143071106566264,0.7090018870376044,0.6896971470282732,0.6276283950577042,-1.2962681277795691,-0.5063980448930665,-0.3684232831118203,-0.5266576655402606,0.5417646688644593,0.6390117806045446,1.6285057643194274,-0.1974175646231486,0.8446959616540204,0.9689606172935684,0.0890104093207276,0.701732706363245,1.03691699783685,1.2426761000998916,0.6973795998755153,3.1535777919420074,0.2371807798725779,2.141094674522638,-1.0340475196516028,-0.216334001202501
18,1,1.301257838484719,-0.122922647485494,1.4038254120008438,-0.7091399635591877,0.3230845237411566,-0.2504816666664749,0.1386962481211348,0.1633994463085913,0.6896971470282732,0.3089179433596316,-0.8227431188913803,-0.3806118067611697,-0.7425010242857892,0.5778385719872037,-0.4154805385210824,0.307463256808252,0.1030914473387278,0.3759665465573543,-0.105717681132776,-0.4846781147715533,0.8099256328496144,0.701732706363245,1.03691699783685,0.9202506239094782,0.4916713772827799,0.8386893442496908,-0.3819061937365028,0.283371399907061,0.2008991827646764,0.089319287504968
19,1,-0.2674586155937148,-0.2428154691856047,-0.2923608574689789,-0.7091399635591877,-0.3303094404699466,-0.1855016618950709,1.0441458553541327,-0.1829511226836016,0.6883682066433148,-0.1499792827362523,1.0058926297183033,-0.1437143916127641,0.177320270792668,-1.4624702873593842,0.4508150054549065,-0.1638646159325965,0.3656492256196389,0.3177549616659327,-0.2406590105656349,0.4335814320007488,-0.3870905500781771,-0.7759078261683897,-1.3234390263767333,-0.8360156822960519,-0.0867767445120817,-0.4159663756498272,0.3231747266647909,0.9921225359036864,-0.702537383741187,-0.3628111724267462
20,1,1.4429013138638118,0.7400217583644061,1.498694343850062,-0.7091399635591877,1.0122726714761927,-0.1685209742531913,1.5892419726642997,0.8868575846281894,0.6896971470282732,0.9405204156101478,-0.5128788273608648,-0.8984318204041445,-0.7245657901199195,-0.4037474932904646,0.3875291979990931,0.9325519994752676,1.1595482227588942,-0.2789137834711361,0.7352595250679985,0.3931786996488499,1.792427400601745,0.701732706363245,1.03691699783685,0.5877605843597209,0.8971375846246589,1.257589559912295,0.6165726474161507,2.266315172257575,-1.0229733664045952,1.4393714048613273
21,1,1.317609688024257,0.4148257238816822,1.3508309132019929,-0.7091399635591877,0.238021051639156,-0.1748426557233411,-3.629912861890528,0.6488251472513168,0.6896971470282732,0.7644456083549219,1.1586426325854613,-0.3470688099259975,-0.2966823464483195,-0.6843217485641345,0.7513278516373035,0.7474719319006418,3.38515896659955,-0.2061493023568608,0.4082331985815321,1.159799055211047,0.2555154546124208,0.7801914957012075,1.0974130941430502,-1.4093363450872554,0.7101301095403538,-0.6534257878420016,2.090390841833433,0.1524590613659902,-0.7236139979854914,1.2113122316820717
22,1,0.636736086149154,-0.299221182005106,0.3576752666353595,-0.7091399635591877,-0.3299729498511062,0.1584555591635083,1.662998534929206,0.0035967706538922,0.6896971470282732,0.1480870893804537,0.202864043216679,-0.2862721281622471,-0.6118300325058413,-3.0950564373807934,1.164011949358149,0.1498694925514287,0.648662751446268,0.2799174314865065,-0.2935830887597905,-0.4002621931341824,-0.3870752388026813,0.8455738201495099,0.345244963402626,-0.6843283345230814,0.2698125091145818,-0.4308075889118382,-0.239547439289098,1.6495691342231076,-0.5589306222799941,-0.3612919081159597
23,1,-0.3873086941655361,-0.8316104379245348,-0.3648781784653556,-0.7091399635591877,-0.3303096413382929,-0.2281315430625827,0.2300138966395908,-0.5647391051054969,0.6814577166415298,-0.4908619930051685,0.6545676231238453,0.9422401309259436,0.7076907668406922,0.3099791621186854,0.0422994339736659,-0.4799760892546235,0.0330209829196996,0.8736755973790047,-0.7980317463387312,0.1597024846110694,-0.387091063264773,0.8586502850391635,0.2595421603021755,-0.4578756589378411,-0.4620667456471746,-0.2659430883540929,1.1486240248102333,0.1193996024372149,-0.3885315545760411,-0.3628125461784416
24,1,-0.5398080563437561,-1.181466585322544,-0.7275483929641446,-0.7091399635591877,-0.3303100051115074,-0.039574645412594,-1.223692823429214,-1.180547742251847,0.5350084862190881,-1.187415225360016,0.8138640546853092,0.8122610181896508,0.6743824748183527,-0.5012279747299574,1.108684237450671,-1.1314267914429426,-0.1576240431197423,0.8387486464441557,-1.1540779325399395,0.996296934076342,-0.3870915586654538,0.9698002366012844,-0.0600788818489163,-1.194745476318385,-1.0893918211572526,-0.5050136552218926,-0.2388530063405741,-0.5739133900030479,-0.5471420075331797,-0.362813092170515
25,1,-0.6596581349155773,0.162530023199619,-0.6661790075552202,1.1604642636718838,-0.3303100112710982,-0.1317151494838351,-1.078287029249826,0.2590135995245826,-0.0507884354706776,0.2659838912825104,-1.346457414435921,0.1980048886455507,0.0030922817527373,0.0404244395294824,0.2435255642673012,0.2851388095317894,0.7285163994741182,0.4923897163401973,0.1948628981076804,0.8439700367836517,-0.3870915373839637,0.701732706363245,1.03691699783685,1.428511073556351,0.2948885114554318,2.331857923629292,0.0399618224917826,0.3024741532975092,-0.3460210953375289,-0.3628131655602609
26,1,-0.4744550736582816,0.1390603702807419,-0.5713379455449704,-0.7091399635591877,-0.3303099658298283,-0.0515545082569013,-0.1454421274612922,-0.0619290126689552,0.6034489160444579,-0.3998249863266839,0.202864043216679,0.1644618918103825,0.1337632735326859,-0.4232435895783646,0.674020637739184,-0.3909715155103374,-0.6826125453489819,0.233348163573368,0.1558357688744651,0.0433082301334717,-0.3870915003924747,-2.3123924507034954,0.1335086263309246,0.2915748626418827,-0.7459780941842564,-0.0740917469796222,-0.8383801185662318,-0.7177688185964226,-0.0002217294309743,-0.3628130728231937
27,1,-0.2838104651332527,0.3604409294065986,-0.3146567286438833,-0.7091399635591877,-0.3303094339201151,-0.0926362225337641,0.4108930850511473,0.1018854456381626,0.6878366304893311,-0.0340625972139581,0.1897711858280657,-0.3323937488106094,-0.2275035860942292,-0.7834975427243139,0.4925002678509516,-0.0025645251270872,-0.5947544743684595,0.0179652994751129,0.362864466320127,0.5525545842880423,-0.3870908992004213,-2.0050955257964747,-1.390993000585324,-0.3586678201100215,0.0972556116504279,-0.2573296075882493,-0.6256521586684018,-0.4644429175124803,-0.3735278630800956,-0.3628124024904857
28,1,-0.3437219005509941,1.0251676094628162,-0.3593042106716295,-0.7091399635591877,-0.3303093351369294,5.210044257598691,-0.4864784225052171,1.231202262294173,0.6892984649127857,1.374975186011894,-0.9689466930642316,-0.8166707656184116,-0.2966823464483245,0.3125221311997173,1.8620506160264647,1.3229439945724129,-0.5781738839664954,-0.4651908551236837,0.9962468332506292,-1.4302739783266296,-0.3870910135365332,0.3388608056751668,-1.255885052168143,-1.205169488369134,1.481960961251939,-0.4656952843878804,-0.1664005020445779,-0.7369495424088724,-0.636449695009046,-0.3628126205401478
29,1,1.0942885881564908,1.3410117829428294,1.096950615117253,-0.7091399635591877,-0.2468856506164723,-0.0800911559039819,-0.2915503650908212,1.2612906321873167,0.6896971470282732,1.2294198158243657,0.8684176271378656,-0.8858531965909547,0.8357995823112296,-0.3520404553095166,0.5285011762838997,1.2089781447606238,-0.667556606938003,-1.0764124964836128,1.3230410008593776,0.8252300460331966,-0.3044993403033305,-1.3708869786479414,-1.7015396282904858,-0.9549931991511542,1.0552439044686626,-0.4379958174646284,-0.6550498201559146,-0.7391327142249234,-0.4210395528172564,-0.2388717983073703
30,1,0.9526723205137372,0.6910778978935246,0.9100554749936166,-0.7091399635591877,-0.3141404516231796,-0.0059573072156457,-0.945525217172994,0.5665836028767229,0.6896971470282732,0.51130601690134,0.8335033407682297,-0.7244275243216873,-0.2633740544259799,-0.971677254720551,0.939669446281252,0.5225673117291778,-0.3412175537008777,-0.724232407890513,0.6856101089384958,0.7753713550457474,-0.37138004695126,0.7671150308115475,-0.9826443505184712,-1.0858325228226264,0.4653203239754461,-0.6066713185051029,1.4990811861653082,-0.6289605079363393,-0.4449740130607886,-0.3256124546334344
