f_id,i_id,disp.ratio_mean_10,disp.diff_median_25,ic.eps.ratio,disp.diff_median_05,disp.diff_mean_10,nbc.nn_nb.cor,ic.eps.max,ic.eps.s,disp.ratio_median_25,ela_distr.number_of_peaks,ela_level.mmce_lda_50,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_mean_05,ic.m0,nbc.nn_nb.mean_ratio,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_level.lda_qda_25,ela_level.lda_qda_10,ela_meta.quad_simple.adj_r2,ela_meta.lin_simple.adj_r2,ela_level.lda_mda_10,ela_level.lda_qda_50,pca.expl_var_PC1.cor_init,disp.ratio_median_10,ela_level.qda_mda_50,ic.h.max,disp.ratio_median_02,disp.ratio_median_05
12,1,1.3070171147059946,1.4147689226408262,-1.045258385957239,1.2568569814718238,1.3070336376206255,-1.748334148672467,-0.3870915867968996,-1.1039884186066664,1.4140377924142638,-0.7595059965715167,1.5859118871041875,-1.864786267841972,-0.5766259490431233,1.2633580928617203,2.0937960209036643,-1.896478139211052,1.823570599224172,-1.4221854924008674,-1.019889326379619,-1.193605615748478,-1.605368494115568,-1.2946171111009963,-0.8196422584444218,-0.656036061899936,-1.4132691314610069,1.309542931534678,-0.2306350397118107,1.2988138618727878,1.2461869604116416,1.2570907102730855
13,1,-1.4015505840347195,-1.2420478441386422,-1.1989007084672465,-1.4376454699641272,-1.401576053459091,2.190602188144021,-0.387091588953174,-1.2375094018446378,-1.2415821511807528,-0.7595059965715167,-1.0565805737931755,0.9310720176871224,0.0829513011517524,-1.4547737848182056,-0.862108811395993,1.2087791340008878,-0.8917966525153643,2.023982612334826,-0.3987574391686994,0.2133501817913665,1.446873238769313,1.7386493450507383,1.5578143593357052,-0.4382704491338945,1.4341871523164476,-1.3852320892873162,-0.4327246350463863,0.5609002923639932,-1.4806364869094202,-1.437720938607313
14,1,-1.598968054788416,-1.5827006146377798,-0.8517628652679481,-1.5519255188670311,-1.5986227618923028,2.2129683881637985,-0.3870915747364956,-0.9092784228629692,-1.582203142409915,-0.7595059965715167,-0.3636366502433422,0.3304189338752326,-0.5551735890875195,-1.5758838839786824,-0.5379625895772331,1.3758781800930102,-0.0694234100783824,2.1940372809989546,-0.1659757339412361,0.0767300500355226,1.1123704115511015,0.6706342994858325,0.9293594927903344,-0.2601154373278511,0.7217833815457431,-1.5771037631456974,-0.5774875787440881,0.7394821151218286,-1.548953766637876,-1.55175645495034
15,1,-1.2752034027523549,-1.1024524550057242,0.8668707737616592,-1.3411521185313904,-1.275378358615062,0.6249681867595492,-0.3825659710380453,1.1101257173804957,-1.1028861787042077,2.3804223582272903,-0.0706183330067394,-0.7324940824992793,0.4786849641885162,-1.3573591398413003,-0.2204315967751818,0.9080008510350696,0.5226170777341331,0.8766258117093837,-0.2626032992346204,-0.583793553072181,-0.4359218893974885,-0.542968645110294,-0.0390143581758002,-0.2790247101730294,-0.3360282780834855,-1.252702170230498,-0.3651422980249341,-1.6208304668001403,-1.38423787134166,-1.3415527381889991
16,1,0.8575633396234126,0.9324272942618071,-1.5460669776281557,0.8205673069952356,0.8579837885663043,-1.2140304815333225,-0.3870915898371125,-1.5101089534709642,0.9326811820544898,-0.1592255758011565,1.5841360185148745,-1.8686247830092992,-0.6223379963979326,0.8342070893148117,1.9846447421279587,-1.5121503331991692,1.8312483577116545,-1.1414928465335723,-1.0265511086224326,-1.193605615748478,-1.6058320084258009,-1.2942466584317054,-0.8196422584444218,-0.6541513141163479,-1.4564451175683224,0.8506333610692741,-0.2390499610530031,0.2685989126613068,0.7704807488055236,0.8203924887013988
17,1,0.6785714994733938,0.8257568243469635,1.3221409749309974,0.5994718243675368,0.6787415510262602,-0.3268378807487882,0.0890103994918578,1.2937205428234249,0.8266195560430148,0.5334056789338746,1.2168863942449992,0.9607276929548224,-0.4084989187159724,0.6109432543407147,-0.2457899746725675,-0.1558630757514434,-0.9864890071943112,-0.473567280455192,1.6276932735500715,0.2369692554169531,-1.0048084528235646,-1.182740404975224,-0.8196422584444218,3.1495168932015134,-1.2729471766122316,0.6811796834692608,2.180239924539836,-0.5282803530411141,0.669471764667132,0.5991530768100867
18,1,0.1415959790233406,-0.1414458276209514,1.4075041376502484,0.2855231549348716,0.141352536278336,-0.6896673477363007,0.8099256258614678,1.3048357131241926,-0.1422126046387307,-0.1592255758011565,0.898295569322293,-0.4558753261886992,1.2157922978742048,0.2844725522559511,-0.3042244976534992,0.3927787922510266,0.0082072590728264,-0.3506361946738948,0.1042388429363228,-0.3823367486186478,0.5612518966839604,-0.8823032901805173,-0.8196422584444218,0.8410716283619495,-0.8044877273478588,0.1424884204373139,-1.3596808140371204,0.5693239632487959,0.4666155475593248,0.285424029543785
19,1,-0.1992781871447087,-0.2592064582682684,-0.3225283119855592,-0.1665177893502792,-0.199226158546922,0.2024955197192946,-0.3870905617830941,-0.2973327219542069,-0.2584724639205387,0.810458180827887,-0.8370832161541197,0.4389888636688464,2.542581849936372,-0.179431784093529,-0.529142284221619,0.337079110220319,-1.3985287126891908,-0.1191159831191185,0.366459281122506,0.3229936265140651,1.202137682966243,1.0549789438748682,0.382919962602297,-0.4100919248940209,1.0045860905486546,-0.1990563460872261,0.9478483974930052,-1.4582536187234303,-0.1038127819525054,-0.1665139614930997
20,1,0.8536149902083376,0.7061518517517463,1.5042661109756994,0.9076889945455549,0.8540171374058334,-0.6722714143875897,1.792427397485088,1.4494996545886836,0.7062804034530714,0.810458180827887,0.5697598802994358,0.3996155094998661,0.7788973519222967,0.9000277953802894,-0.1895605280305363,-0.2338426305944314,-1.025730883908111,-0.856702497806901,1.1593382591076806,0.6164953502437812,-0.0808699277589435,-0.673923663704534,-0.8196422584444218,1.2588058912162177,-0.4979382259859234,0.8611830063673297,3.818256956861334,-0.4061371252114603,0.866460239957771,0.9076270311573552
21,1,0.6193462582472856,0.3867391499598022,1.3534521716460337,0.7342448819854851,0.6192547719988982,-0.2572541473539229,0.2555154454396541,1.3215362565010955,0.3870757020916131,0.7181073468632162,-1.4035852961448847,1.1467039615827712,2.162083462965564,0.7178360809910489,-0.519219440696556,-0.1642180280560486,0.1361699005308631,-0.3178545717988824,3.3820894885813635,2.0908349754801523,0.907497086428077,1.336893425205043,-1.0152933018028865,-0.6468904005238366,1.1557020419242587,0.6192005173431856,-0.1297874667634567,-0.6849606314984606,0.6820454971324915,0.7342089648292489
22,1,-0.0156799393437709,-0.3146090438404935,0.3404788166404175,0.1270952391214427,-0.0153964252967329,-0.5629255476242246,-0.387075250507538,0.6261434145593204,-0.3155825702344105,3.719509450715017,-0.6871999072161241,-0.3736101479037239,2.6361445054131,0.1291356859414257,-0.4111707000903043,0.300874316900357,-1.02829013673727,-0.2584378803379219,0.6491091848533177,-0.2399276282290818,0.246062165725461,-0.0071088589813876,-1.1299171453866337,-0.4248918296208845,0.2101479461740548,-0.0045472609043314,0.6471464426913304,-3.080652631136605,0.2478326026620615,0.1272457326808742
23,1,-0.5750294398125768,-0.8375302132475011,-0.3964926640986098,-0.5023074465495699,-0.5753098881209127,0.7169181201741923,-0.3870910749696921,-0.4197385348914105,-0.8367122903484857,-0.4824534946775043,-0.4634404649627184,0.1720877862595466,-0.2328977055759716,-0.4916852136681512,-0.4166833909375591,0.8690110736135724,-0.2784290577931756,0.9421890574594124,0.0342584066141939,1.148734965228201,0.996955348303063,0.535974754198686,0.7090050348664076,-0.260486207383639,0.6570194023847697,-0.5920306334397859,-0.0908684555604417,0.3031359632890015,-0.4738996408495993,-0.5028399083112466
24,1,-1.1811010750264248,-1.1811644689870355,-0.7663997025486972,-1.188453631344265,-1.1807580124983954,0.6846113868122907,-0.3870915703703748,-0.5754898587309171,-1.181412574885781,-0.2515764097658273,-1.1915465865809431,0.9873675368393662,-0.5041184566986389,-1.1335687392186795,-0.6173453377777447,0.8355912643951516,0.3895359306177751,0.815160268818739,-0.1561416744399398,-0.2392329495930352,0.192912524818734,0.7425021173282164,-0.2149026698818969,-0.4988913532552018,0.8146117516764706,-1.237537055114544,-0.5522428147205107,-0.5030093403867023,-1.0925272781453097,-1.1875785156613172
25,1,0.2356983067492691,0.1389303120275222,-0.7038057350802354,0.2432305710200703,0.2352403377799057,0.0335064529031929,-0.3870915490888846,-0.6978956716681207,0.1382388102954597,-0.2054009927834919,1.4005112063799372,0.8389216143129132,-0.6534934850143858,0.262356795017951,-0.498271215476976,0.5041781563124416,-0.0088544264549118,0.2148467999200674,0.7288602351315737,0.0396805227797004,-0.9941476236882032,-1.2649808975577452,-0.8196422584444218,2.330084172405801,-1.3225995606356442,0.211061114874673,-1.1888842074401045,0.0352632291522484,0.2725609431772695,0.2433832861915155
26,1,-0.0801696464566452,0.1158780467658559,-0.6070721877163957,-0.4126306036234435,-0.0802448074643777,0.1602482530152697,-0.3870915120973955,-0.5087432610748074,0.1158026971007247,-0.0206993248541503,0.2770967367806956,0.0586590170152928,-0.4069263012305816,-0.4037487503646735,-0.1531767684386361,0.2563145712757897,0.7572152537405338,0.182065177045059,-0.6804556597219662,-0.838972172046656,-0.1975210291676035,0.0510522100972422,0.6744202544747572,-0.0691688585971281,0.2101479461740548,-0.09487859876893,-0.4575749496320953,-0.4255115682465102,-0.7538747504116151,-0.4124523101038692
27,1,0.0810546213255398,0.3333215424317224,-0.345269081274737,-0.0523329893511737,0.0806656309666665,-0.1901555472945881,-0.3870909109053396,-0.3140332653311102,0.3340448890858745,0.2563531770398621,-0.3654125188326549,0.5549308257323968,-0.7416715944107632,-0.0214620895363848,-0.6471138683529387,0.0502257477621762,-0.6802317519714106,-0.3035126117910643,-0.592710470752334,-0.6261689498710274,-0.1653840369914429,0.0095615111366909,0.5281760402472212,-0.2518967010912212,0.1971951503418604,0.0495196712482018,0.0641501735218386,-0.7835175808506631,0.0776680899641903,-0.0519529358581695
28,1,1.1925149816688505,0.9862266283368376,-0.3908074717763154,1.335652672453163,1.1921124540323946,-0.2572541473539277,-0.387091025241452,-0.3752222778368361,0.9867318183872618,-0.4362780776951689,-1.201846624398957,-1.377379359930789,-0.7332181016847855,1.2849472844511969,-0.5600133529662645,-0.4120816130926942,-0.2963438275973007,-0.7767972920490579,-0.576151183463054,-0.1667548118988335,-1.2734922479886772,-0.9156440304166747,-0.0103583972798645,-0.4596824198556407,-0.949127280807366,1.2337173559549068,-0.429306073251527,0.3056630645544441,1.4431754357022806,1.3359171040585882
29,1,1.2221276022819043,1.2964537839568857,1.0945058743463283,1.1922720128115265,1.2219935203708987,0.8411747869507379,-0.3044993516828019,1.093452961929344,1.2957382864783868,-0.2515764097658273,-0.9546457167666232,0.8206590798260247,-0.2040205014525906,1.172788801315624,-0.881954498446124,-0.9969282744151264,-0.6435491280867734,-0.8444093892287712,-0.6654190655167581,-0.6555770121303361,0.2723279766386695,0.8834593579933033,-0.8542270388360701,-0.4320600506994487,0.868581734310615,1.23239865029265,-0.49583654510533,-0.3547527328141584,1.0223745225282348,1.19192755807707
30,1,0.5384050952382703,0.6580784158809817,0.903881375779796,0.4848873930981474,0.5386696689863731,-0.2249474139920211,-0.3713800585942707,0.948816808390605,0.6583487070825015,0.3487040110045329,-1.083928950068591,0.7720706853196238,-0.6962605542519448,0.496678508611048,-0.5963971125581647,-0.6599451981293462,-0.2408933496321514,-0.6866478291427733,-0.3394992999802419,1.499316116886417,0.1935305438990447,0.7510225287219009,-0.2949417330739937,-0.6002660660085193,0.8340409454247628,0.555902645554855,-0.2424685228478625,-0.9705230744933032,0.4406298337975809,0.4851175604670585
