f_id,i_id,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,ic.eps.ratio,ic.eps.s,ela_meta.lin_w_interact.adj_r2,ela_meta.lin_simple.coef.max_by_min,disp.ratio_median_10,ela_level.qda_mda_25,ela_level.mmce_qda_10,ela_meta.quad_simple.cond,disp.diff_mean_05,ela_meta.quad_simple.adj_r2,disp.ratio_mean_25,ela_distr.number_of_peaks,disp.diff_median_10,disp.ratio_median_02,ela_distr.skewness,ic.m0,disp.ratio_median_25,nbc.nb_fitness.cor,ela_meta.lin_simple.coef.min,ic.h.max,pca.expl_var_PC1.cov_init,ela_level.lda_qda_25,disp.diff_median_02,disp.diff_median_25,ic.eps.max,ela_level.mmce_lda_50,ela_level.mmce_mda_25,disp.ratio_mean_05
13,1,-0.3303101544819411,1.4275086135387989,-1.1467993397300076,-1.1789657477470552,0.931873277918806,0.0749946550933886,-1.3913915590475667,-0.1541513357937111,-1.0504437505368895,-0.5643896830619116,-1.4644411447618917,1.4517322828689827,-1.2603856712637176,-0.7434680265568444,-1.3912945100129546,-1.49688109164809,-0.5911300346022592,-0.9067029908662324,-1.2410180867251592,0.1901475329639206,-0.2643086155855668,0.5187510040144052,-1.6470550620323097,-0.3805763460144588,-1.4959336993188257,-1.2414786314793684,-0.387091566602203,-1.1447030999053571,-0.917862334576383,-1.4641668962287304
14,1,-0.3303101287291191,1.6945529634057128,-0.8069028623188602,-0.85841136775501,0.3285694335194578,-0.5664376011128531,-1.5876140417815652,-0.8296643389783912,-0.3924148191332213,-0.567467272336916,-1.5887588846571634,1.1145291760594798,-1.6047730406811092,-0.7434680265568444,-1.5871597504088188,-1.567530567152773,-0.629069655793796,-0.5862524146713447,-1.5857512648495662,-0.2158116171676394,-0.2643085980828325,0.6934487019044442,-1.49011203243937,-0.1502852025561168,-1.5686910295020615,-1.5862418084791918,-0.3870915523855247,-0.4423416210355221,-0.1347647233999744,-1.5883245559435155
15,1,-0.3140984346762684,-0.7091399635591878,0.8758797305633846,1.1137633615695683,-0.739034356960169,0.4727793837900759,-1.2558564421075902,-0.3083748623472384,0.7518781387856575,0.035800634580127,-1.3647112451736008,-0.4462617400319892,-1.1138160467795275,2.375933991251873,-1.2551110074770888,-1.3971916476844264,3.5587533716167083,-0.272341646153903,-1.100647690842167,1.46618205261902,-0.2419429013539049,-1.6155274749252342,0.6997503592192601,-0.245878936948882,-1.396868354125902,-1.1001988474298412,-0.3825659487211269,-0.1453409956805177,0.4290005692934147,-1.3643009525450986
16,1,-0.3303101269560524,1.4275086135387989,-1.486723650131444,-1.4451897968261247,-1.8801789507877775,-0.6339501178268143,0.8951735232582276,0.7861934697758729,1.6252180073030265,-0.4591008078969686,0.8827473292708632,-1.6256159777971422,0.955583056951772,-0.1471117584463543,0.8952408175681051,0.8310841410859761,-0.9784317726803774,1.9075942463283373,0.9594942957935024,-1.648832212669495,-0.2643086161999142,0.232807130581178,-1.652393260317784,-1.0016531692688309,0.8311344676968392,0.959234299531322,-0.3870915674861416,1.531902535869743,1.6751330750450857,0.8824128723807217
17,1,-0.0069384943082071,-0.7091399635591878,1.3216529030344737,1.2930643087933615,0.9616598275586068,-0.419002724047564,0.7218773787130816,0.2673464471851595,-0.2206499142447636,0.2783489910061689,0.6537096792154676,-1.019740649626719,0.8325875678741316,0.5409916278349803,0.7219979951689416,0.7266269411066594,0.4894759913645166,-0.2974109089174484,0.8521522283535681,0.6751698883645478,-0.0622372974624199,-0.5467401439658869,0.6997503592192601,1.624193106713651,0.7269321858502872,0.8512767154904823,0.0890104182604421,1.1596617520914707,-1.008032287730513,0.6535309257760731
18,1,0.3230845383460803,-0.7091399635591878,1.4052353728728026,1.3039195197649855,-0.4611948459132168,1.2137071039655034,0.1709709581162571,0.0928854442965547,0.3720599688210403,1.8069577834020116,0.3188292600881828,0.558961747888811,-0.1114028107967592,-0.1471117584463543,0.1711879462752201,0.5168456764179072,-0.326415734969225,-0.3551792100682262,-0.1283762722996822,-0.2849919217780746,-0.1382755652798044,0.5269914614620477,0.6997503592192601,0.1170383133853048,0.5166644579653253,-0.127596459697614,0.80992563920559,0.8367410721600297,-0.060841608651994,0.3188450604579555
19,1,-0.3303094223363861,-0.7091399635591878,-0.2887082491153929,-0.2607777277122718,0.4376184966075411,2.5473733327988533,-0.1783185472315468,0.992406375190204,-0.8157790213230814,4.1718033928216105,-0.1572352198936517,1.2050210952540852,-0.2456728863731822,0.8162329823475142,-0.1777791240555696,-0.0730557724279438,0.0387229122945468,-0.5775326711014143,-0.2460396923780707,0.5839431130540849,-0.2643082787195615,-1.456486646185716,0.6984158096478917,0.3764532209659337,-0.0730534790097111,-0.246778021285925,-0.3870905394321309,-0.922222631457608,-1.4003934352390264,-0.156732757840855
20,1,1.0122726823591743,-0.7091399635591878,1.499978871817082,1.4452000905606668,0.3980713826789924,0.7745477557038204,0.905962388288276,1.5339333281564345,-0.4988606756838147,0.9259840497794586,0.950199829135544,-0.0883436155755283,0.7239415525222165,0.8162329823475142,0.9057589799696248,0.9303401526845796,0.1341415774204867,-0.2418225436591502,0.7303602672197956,0.5204644819005546,0.3235481776058101,-0.4272535109750562,0.6997503592192601,1.1608490835439922,0.9299726810496924,0.7302285576361247,1.7924274034364638,0.503740371004419,-1.0454000160646588,0.9498898613561498
21,1,0.2380210667034628,-0.7091399635591878,1.3523109418379762,1.3202294742498497,1.148456833774304,2.1649028437602467,0.6584927966615491,-3.6510476776929175,-1.2004356393127256,0.7053060658471644,0.7632598002920492,0.9080020076394332,0.3990284688754491,0.7244858641766696,0.6584851913369824,0.739629912058441,0.0986184926105764,-0.5677229595852452,0.4073019296361468,0.8853715831424063,0.0339165172305326,-0.7000126524920536,0.6997503592192601,3.359818808242696,0.7398496688449825,0.4069617376348279,0.2555154629553862,-1.496423840477283,0.0610096793941277,0.7631135558721666
22,1,-0.3299729317193629,-0.7091399635591878,0.3604684163888326,0.6411003378376471,-0.3785666206412283,2.641420918337449,0.0206011517599634,1.6072069493696484,0.2317449760952581,1.3264956348829184,0.1596517580384463,0.2412276426272009,-0.2979459692311805,3.70626720472912,0.0204904954697154,0.2905939818568975,1.971503232267772,-0.4609061008536176,-0.3038392671534208,1.2993130761136318,-0.2640619215718204,-3.043598750601834,0.6997503592192601,0.6560790165797011,0.290722925357292,-0.3028491091209006,-0.38707522815669,-0.7703023115790482,-1.0478370418255796,0.1595993664759471
23,1,-0.3303096232047313,-0.7091399635591878,-0.3611296898477714,-0.3803207385372769,0.1695395498493371,-0.2424913795445943,-0.5802037696008349,0.1836051657986296,-0.5738566200717327,-0.533930649068882,-0.4765234539805129,0.9981824228092726,-0.7991525872225645,-0.4682266720443105,-0.5802961012732066,-0.4557765507753978,-0.2008248870212622,-0.4663559405848202,-0.8312603869784843,0.1741828472845888,-0.2643079844394342,0.2665930061165159,0.6914761518767752,0.0478066068618515,-0.455615223532934,-0.8320799837768257,-0.387091052618725,-0.5435018340352267,-0.3337884938753067,-0.4768435935402819
24,1,-0.3303099869779438,-0.7091399635591878,-0.723320392480531,-0.5324293822771529,0.9884172365570713,-0.5151178528002172,-1.2403474486268966,-1.2605830161132463,0.4591520332715256,-0.5310194731665651,-1.1345209069374358,0.1876489503674003,-1.1527646183207805,-0.2388588766171989,-1.2404642205815148,-1.0955227216030807,0.8587227504770538,-0.6647301068007039,-1.180122106158273,1.2438167877997668,-0.2643084659495147,-0.5220187716229557,0.5444087891119624,-0.1405563589376806,-1.0948666869835302,-1.1798606214071647,-0.387091548019404,-1.2815033879476616,0.3022752297254481,-1.1348791900286466
25,1,-0.3303099931375346,1.1604642636718838,-0.6620321478638141,-0.6519723931021579,0.8393162027668837,-0.6652670836153861,0.2410985808115688,-1.1161293057214807,-0.0585619054063604,-0.3570863322732253,0.2962804633837821,-1.008993760772282,0.1878862126255002,-0.1929853175317766,0.2404473490651202,0.3161664913954025,0.3409625697394105,-0.5470135686066638,0.1554609252578385,0.3760220876589882,-0.2643085951246239,0.0045464592814574,-0.0438606619472878,0.7349767999885689,0.3160165319985443,0.1561627726682904,-0.3870915267379139,1.345782143980607,-0.0770884470581436,0.2961727921622121
26,1,-0.330309947696265,-0.7091399635591878,-0.5673164819098235,-0.467243840392553,0.0556102046168799,-0.4174219557728374,-0.0717785050598227,-0.1893924583772094,-0.7867483331729195,-0.5507124276810356,-0.3866244291908716,-0.2059363849248004,0.1489376410842472,-0.0094910811900874,-0.0720448913564849,-0.7453093706350814,0.7914049512745998,-0.2058536014331948,0.1327539494532371,0.8078288241285129,-0.2643084672437309,-0.4462065631046376,0.6131380920374422,-0.6592606406328936,-0.7454337437048991,0.1328323526719708,-0.3870914897464251,0.2070997464074206,0.6523945973779712,-0.3866943362691105
27,1,-0.3303094157865546,-0.7091399635591878,-0.310974641346716,-0.2770876821971363,0.5540721257077781,-0.7539022152694912,0.0758940850389592,0.3632999987738927,-0.7359446289101361,-0.2716543239852146,0.0056858554159952,-0.1735399663491069,0.3549550852892949,0.2657502733224464,0.0758895160295756,0.1146204416427791,0.560556682932646,-0.6941592413492157,0.3536308959161785,0.6257553850713804,-0.2643011489437802,-0.7964260046294817,0.6978819898193441,-0.5724542488632327,0.1148084613434686,0.3528995791145082,-0.3870908885543738,-0.4441416248255525,-0.7164015383401287,0.0052120157001701
29,1,-0.2468856329334398,-0.7091399635591878,1.098766316798929,1.0974805451121328,0.8209730733276847,-0.2134645064714516,1.2855955765330895,-0.3345440127805286,-0.5545028279716249,-0.5256228702564478,1.2294039176682248,0.2677054847323352,1.308170125641008,-0.2388588766171989,1.285345353578392,1.0915769924866787,0.6310505013795236,-0.9263224138985752,1.3269344497225108,0.6618659836317722,-0.1459750281293942,-0.3769867205444316,0.6997503592192601,-0.6443849249066393,1.0916188253357688,1.32765322921,-0.3044993299532887,-1.0413828823576157,-0.6814708357669071,1.229514503670319
30,1,-0.3141404335769392,-0.7091399635591878,0.9121182839198628,0.9562271123438808,0.772170251883944,-0.7082558122043776,0.5937596064812624,-0.9842367875376948,-0.8786788456484319,-0.4597876237819324,0.5360950021976448,0.1882719584169328,0.6747433568911589,0.3574973914932911,0.5940132926257735,0.4899728697842241,1.047626851623632,-0.6440207158221225,0.6818499098190566,1.0742870303478231,-0.0491350877643756,-0.9793641599671647,0.6997503592192601,-0.321952217371752,0.4897331112140901,0.6815750549629561,-0.3713800363615198,-1.1724231582718236,-0.2980454493817775,0.5363908729147325
