f_id,i_id,pca.expl_var.cov_init,ic.eps.s,ela_distr.skewness,ic.eps.max,nbc.nn_nb.cor,ic.eps.ratio,disp.ratio_mean_10,pca.expl_var_PC1.cov_init,disp.diff_median_05,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_simple.intercept,ela_level.mmce_qda_50,pca.expl_var_PC1.cor_x,disp.diff_median_25,ela_level.qda_mda_25,nbc.nn_nb.mean_ratio,ela_level.lda_qda_50,disp.ratio_mean_25,ela_meta.quad_simple.cond,disp.diff_mean_05,disp.ratio_median_10,ela_level.lda_qda_25,ela_meta.quad_simple.adj_r2,nbc.nb_fitness.cor,ela_level.mmce_mda_25,disp.ratio_median_02,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_qda_10,ela_level.lda_qda_10,disp.ratio_mean_02
12,1,1.4559663208162656,-1.0668615638366914,-0.3012437675553016,-0.3870915842084031,-1.7174590787826949,-1.0105149506402031,1.276522838783616,-1.6544319570221329,1.22751062265307,-0.5820166166271871,-0.3303101948808996,2.211296920762845,-0.6776738634076666,1.3831875351050045,0.77502953448803,-1.8591396550895627,-0.6513435296500368,1.3694667507731044,-0.4941721169635892,1.2342032171645978,1.2793776400014711,-0.9850622773794536,-1.5461361013152706,-1.4647930817683803,1.6680550728548624,1.220024871493983,-1.7692986439396785,1.620256444542022,-1.1194211733233372,1.2241986418929844
13,1,1.4559663208162656,-1.1980579947770156,-0.2951600598142238,-0.3870915863646774,2.2611220398669687,-1.1616608952530334,-1.4983468982193078,-1.6516503551132695,-1.5409649424349745,0.0790515827883718,-0.3303101855912345,-0.6340117647932334,0.4510194293626077,-1.3245589519893586,-0.1469534027018755,1.2986730647360891,-0.4339414790556521,-1.344731951558119,-0.5648306279956812,-1.5611481712256197,-1.4801935264600503,-0.3724905026722465,1.557148551588625,0.117787281822736,-0.9444934477439874,-1.5936872213595608,0.9950151364440062,-1.1097343729743048,0.2563171940647391,-1.620381675197606
14,1,1.7214831846431335,-0.8755413990918735,-0.3019067750588701,-0.387091572147999,2.283713352212613,-0.820163341948337,-1.700596879050425,-1.495880648216937,-1.658382361296906,-0.5605157644300023,-0.3303101598384123,-0.3337477650215169,-0.3457052478869987,-1.6717418492714002,-0.8205228239847647,1.4686002066101158,-0.2560838990716537,-1.6920170863575428,-0.5679087942642446,-1.6858517943190607,-1.6766787746715273,-0.1429168722942337,1.2170518027383628,-0.2635745927971447,-0.153259777037958,-1.664181391530961,0.4011389713303845,-0.4383442261710128,0.1227283795882801,-1.6811184899557614
15,1,-0.6684606875586628,1.1087056413441787,0.4428041254077435,-0.3825659684534924,0.6797301756718342,0.870545966338753,-1.368906910487394,0.6776101004751783,-1.4418225254397248,0.4756797866788846,-0.3140984656353625,-0.1398931125373211,-1.2752173713448576,-1.182287595806441,-0.3007331982633616,0.9928042093628444,-0.2749616026703715,-1.1969290519262188,0.0354722147160239,-1.4611087092801092,-1.3444769117160424,-0.23821276737892,-0.3571327331639377,1.3165062079453385,0.4163628033250959,-1.4942169198907138,-0.6497816399613342,0.7291834923508879,-0.5231395751474816,-1.518134087763013
16,1,1.4559663208162656,-1.4659116862493524,-0.3640330337265876,-0.387091587248616,-1.1777777283034032,-1.5031864126547902,0.8160670490914399,-1.656948644463485,0.7792433358873957,-0.6278319943217852,-0.3303101580653455,2.201814899717422,-2.1383357716986087,0.8915996822453441,0.7906858485157838,-1.4683072287793013,-0.6494619284743475,0.8898825170024698,-0.4595220130287706,0.7933259934561804,0.8094335411863949,-0.9916322504483256,-1.5466073670180651,-1.6097677269890465,1.6754421091996283,0.7291605577238062,-1.7730938507383116,1.620256444542022,-1.1194211733233372,0.7361193463184542
17,1,-0.6684606875586628,1.289104146905619,-0.102998385029946,0.0890104016654729,-0.2816556719261601,1.318418944862174,0.6326937331378932,0.6776101004751783,0.5520780420202722,-0.4135095415596089,-0.0069385224215064,-0.8629850137419575,-0.6776738634076666,0.7828843979245727,0.273331649420919,-0.0890652605684561,3.147856011433753,0.7658521117169607,0.2780660446692155,0.5635774088151098,0.6359053322848502,1.6260327337065277,-0.9355328390607812,0.5734218810876867,-1.0356002293294326,0.6249329809673192,1.024336219073047,-0.2630916510863298,0.2794122094488048,0.6207630938281448
18,1,-0.6684606875586628,1.3000258060889969,-0.2480865270608584,0.809925627406868,-0.6481369610888421,1.4023951283353155,0.0825737852772562,0.6776101004751783,0.2295104304921973,1.2144533233823305,0.3230845132903993,-0.4721150350917582,-1.142429925136605,-0.2028589984290612,0.0993726046681073,0.468862188584598,0.8432647222654437,-0.1860812488493216,1.8069614241788463,0.2276575183521498,0.0842611818079575,0.1235737496136306,0.6567168821153203,-0.3285632268615821,-0.0785686317742146,0.415612868311138,-0.3762838579243499,0.3416531502622232,-0.3261526792245669,0.4101505419329581
19,1,-0.6684606875586628,-0.2742494527510167,-0.1831547644197075,-0.3870905591945985,0.2530053869207659,-0.2995277828730965,-0.2666445149578059,0.6762855281376247,-0.234940551174506,2.544242032629002,-0.3303094534456727,-0.5023170280512524,0.8493817679874017,-0.3228770357812611,0.9963054394136076,0.4122198079599226,-0.4058099991830531,-0.3214811079526677,4.172250400325845,-0.2498846693504401,-0.265496064149241,0.3821804038388492,1.3083202605129594,0.4877225834202977,-1.4320378464985342,-0.1729918286414712,0.5084839518028051,-0.8703047985628366,0.3635278782250837,-0.1841089405928788
20,1,-0.6684606875586628,1.442171200360657,-0.1661866834950464,1.7924273981743235,-0.6305659403755682,1.4975849147297786,0.8120220494748165,0.6776101004751783,0.8687568054497474,0.7765707930663542,1.012272663688727,-0.6919574489597056,-0.6776738634076666,0.660986663600842,1.5362743143263362,-0.1683645934429992,1.2603015730083609,0.6562919203814284,0.9258225235620318,0.8609878663869595,0.8202368538028337,1.1641323413787847,0.003856795176895,0.428090155460073,-1.0733561928693487,0.8281983796210486,0.4695548307981464,-0.5469514558009572,0.6505174076300194,0.8213256691806151
21,1,-0.6684606875586628,1.3164355990120211,-0.1725036716540465,0.2555154474681747,-0.2113715890730431,1.3492213977744831,0.5720187388885589,0.6776101004751783,0.6905510712983315,2.162883543564985,0.2380210408596802,-0.7488495752322414,-0.9432487558241897,0.33545099549421,-3.633788495727245,-0.0975616176621565,-0.6422131370598072,0.3286449330855414,0.7051031664106338,0.6734675742901534,0.5724358706632733,3.356250784186987,1.008752362103052,0.7708873461296287,0.0445486406385494,0.6379073681154291,1.2082141948822849,-1.2627718329074078,2.092144495378519,0.6347456698875766
22,1,-0.6684606875586628,0.633149296351957,0.1605470976385428,-0.3870752479190557,-0.5201195244635219,0.3527068169695778,-0.078552032784867,0.6776101004751783,0.0667331379632692,2.638016182920366,-0.329972962825532,-0.3772948246375319,-1.341611094449002,-0.3793416585339184,1.6093371131225171,0.3754022605538813,-0.4205851953003503,-0.3741940301990101,1.3264091975043002,0.0679859281407457,-0.0663099877836546,0.660934975475275,0.3362562042148422,1.1597479092954062,-1.0758185383176024,0.1898585319340167,-0.2949468433997231,0.1984890748409331,-0.1869033217618175,0.1829336809671965
23,1,-0.6684606875586628,-0.3945242245079631,-0.2257529965239853,-0.387091072381196,0.7726055708705957,-0.372290363424916,-0.6515936451396978,0.6693977519823445,-0.5799487587083728,-0.2375113885739649,-0.3303096543140197,-0.3987171684808941,1.4469252759246112,-0.9122869399676352,0.1898313079395698,0.9531545429255698,-0.2564540501226091,-0.8796179317374587,-0.5343658834724725,-0.5701639765135251,-0.6679194591115777,0.0545577468044327,1.0997066427424524,0.1027899047309422,-0.3543513219788058,-0.5548712903675201,0.2445942081414387,-0.6234701857675086,1.1709477297895807,-0.5445972296250965
24,1,-0.6684606875586628,-0.5475639738150425,-0.0373360863431965,-0.3870915677818783,0.73997367526022,-0.7361871584751956,-1.272501086291227,0.5234298803839099,-1.2849319535353725,-0.5093452238613756,-0.3303100180872356,-0.6838801717728634,1.845287614549405,-1.2625084759269665,-1.2502016645242109,0.9191691145507682,-0.4944611758868358,-1.2362053469332968,-0.5314541617761606,-1.2302038585055002,-1.328947149829912,-0.1332183406211371,0.2822177369610364,1.1076141698810775,0.2883208400158215,-1.193211138054553,1.0506754966889644,0.4305136108685411,-0.1862240566034627,-1.1410414896602203
25,1,1.1904494569893975,-0.6678387455719889,-0.1294081839220923,-0.3870915465003881,0.0823154714203386,-0.6746102167476372,0.1789796094734217,-0.0604416060098277,0.1860567735507587,-0.6590579087321221,-0.3303100242468265,-0.7260224875302974,0.5838068755707311,0.0828917980470175,-1.106163575468882,0.582146949833949,2.3297913429017343,0.1157260706787514,-0.3574884114950633,0.2050387300134538,0.1544827138148079,0.7395869387854854,-0.9246937278965,0.2923996008200404,-0.0949842680959164,0.215374826658634,0.9039044277096986,-0.0977124605134605,0.08650090447602,0.2476030952420677
26,1,-0.6684606875586628,-0.4819794104188596,-0.0493070551576282,-0.387091509508899,0.2103329080456596,-0.5794483944502347,-0.1446203598563654,0.5916453557679334,-0.4878099862003303,-0.4119333692323651,-0.3303099788055564,-0.1606130844513926,-0.4784926940952695,0.0593976335030666,-0.1820931297419435,0.3300883560541397,-0.0654561078296991,0.0764497756716733,-0.5511508083713152,-0.4799859044758617,-0.15881335206191,-0.6503065067274048,-0.1147450733598012,0.6980429431123483,0.6420778027484967,-0.8437676441987794,0.1324452084812094,-0.8406846450273971,-0.772656309983173,-0.8557095469474464
27,1,-0.6684606875586628,-0.2906592456740416,-0.0903582697535794,-0.3870909083168437,-0.1435976520361086,-0.321899060521619,0.0205504578223797,0.6757556992026028,-0.1176209961176815,-0.7474353413820638,-0.3303094468958412,-0.3344501369508075,1.9116813376535495,0.2810094017261632,0.3690091240349661,0.1205115477428449,-0.2478788841088122,0.284200704524901,-0.2720403862164385,-0.0864578857996154,-0.0109430106244071,-0.5637705757345483,-0.0820706512993604,0.5270014281845177,-0.7409395573548845,0.0142718258629227,0.6231177889739702,-0.7888493763403782,-0.564574749807129,0.0400492318598824
28,1,-0.6684606875586628,-0.3507829794785356,5.2083854208493445,-0.387091022652956,-0.211371589073048,-0.3666975440127853,1.1592178499015675,0.6772127287739123,1.3084695191646736,-0.7389627398581583,-0.3303093481126551,-0.7228618138484898,0.0526570907377952,0.9464303200488928,-0.5199215946519041,-0.3496202114419595,-0.4553177022483179,0.9177893581917084,-0.5547891135414096,1.256527061461837,1.20172883057082,-0.547439499820495,-1.2087098581141786,1.8174900188926164,-0.3715877401165927,1.4232902701477124,-1.2873909452674228,-0.008851999907142,-0.1153540584151042,1.3316896953498638
29,1,-0.6684606875586628,1.0923231525691122,-0.0778225167694412,-0.3044993491662773,0.8981128616797335,1.0944824556004635,1.1895553470262348,0.6776101004751783,1.1611525803685945,-0.2085689086319129,-0.2468856632698164,-0.5592091543237881,-0.3457052478869987,1.2626043601012331,-0.3268270549762829,-0.944365208001055,-0.4277414489521517,1.2454363454875954,-0.5260565470984413,1.1410586065070618,1.2003784164937654,-0.6354771389433795,0.3629612607065489,0.560924066844526,-0.7056459392632256,0.989080780257618,0.8858479417968996,-0.6037234167438824,-0.5933303081774852,0.9939230924142216
30,1,-0.6684606875586628,0.9502050624454104,-0.0037437061623912,-0.3713800560194654,-0.1787396934626674,0.9069552207117232,0.4890962467478011,0.6776101004751783,0.4343478844768043,-0.7019216512987442,-0.3141404645364224,-0.5019658420866071,1.4469252759246112,0.6119916863298241,-0.9746505376357556,-0.6016788052217688,-0.5956666424021843,0.6066797582672233,-0.4602089576795659,0.4455976549566244,0.5076159949646432,-0.3140490279453281,0.2828460912314295,0.9483563083825132,-0.3182369220710617,0.3887991348717098,0.8378077499188105,-0.9344817978896216,1.5137502130393412,0.4140831414496738
