f_id,i_id,ic.eps.ratio,pca.expl_var.cov_init,ela_level.qda_mda_25,ic.eps.s,nbc.nb_fitness.cor,ela_level.lda_mda_10,ic.eps.max,ela_distr.kurtosis,ela_meta.lin_w_interact.adj_r2,disp.diff_mean_05,ela_meta.lin_simple.coef.max_by_min,ela_distr.number_of_peaks,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_50,pca.expl_var_PC1.cor_x,ela_meta.quad_simple.cond,ela_level.mmce_mda_25,nbc.nn_nb.sd_ratio,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_init,disp.ratio_median_10,nbc.nn_nb.mean_ratio,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_25,disp.diff_median_05,ela_level.lda_qda_50,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_level.mmce_qda_25,ela_distr.skewness
16,1,-1.484427427701384,1.4275086135387989,0.8152553444632082,-1.4422202630037586,-1.6012505903589744,-0.7688012672403469,-0.3870915629527556,-0.1908851767292162,-1.7685024051285176,0.8124814143272991,-0.6343825171430403,-0.123190010224911,-1.6523854484750982,2.110027135407315,-2.2103126448291635,-0.4475755348231935,1.6739596880177066,-1.118332908583238,-0.3628131420216139,-1.3947077620909571,0.8308036550935951,-1.4686755033734118,-1.5452368137628132,0.9711599845001532,0.7978907337858607,-0.6427112716571148,-1.240198232126981,-0.3303101307340138,1.840349731274529,-0.3562045326140432
17,1,1.322514499718591,-0.7091399635591878,0.297474905874635,1.2943092283815627,0.5926566121863528,-0.7688012672403469,0.0890104220672229,-0.1883318899520937,1.0031997760996745,0.5900416538207344,-0.419387883992888,0.5638312006447849,0.6996749960282974,-1.0521367493309646,-0.6451855999889728,0.2869577244461093,-1.027655729349349,-0.4553833652081478,-0.216333973438048,-1.2139340406925865,0.6620986543739653,-0.1258837551930114,-0.9553415999080386,0.9711599845001532,0.5777212948878265,3.147714731980468,-1.130444284600354,-0.0069384977223306,-0.7882194879707944,-0.0955379959087428
18,1,1.4060542724467322,-0.7091399635591878,0.1233725391669785,1.30515760249633,-0.3137564714952792,-0.7688012672403469,0.8099256419121431,-0.1980446817406053,-0.38453883598562,0.2648081377983913,1.2136807675619985,-0.123190010224911,0.6996749960282974,0.1131548559925866,-1.1431805688017636,1.8095210231225396,-0.0739519519802943,-0.3333681118262293,0.0893193124145588,-0.7524293637108638,0.1257874264053387,0.4172989437629223,0.5817221244189532,0.9711599845001532,0.2650875785845032,0.8473061571768455,-0.8347284990717996,0.3230845353032784,0.0074513473321795,-0.2404215341249905
19,1,-0.2870240185980255,-0.7091399635591878,1.0210443419116588,-0.2585541633415059,0.5065366042356038,0.4269725252198136,-0.3870905348987465,-0.1961865263412996,0.492091788159567,-0.1975423486270039,2.547640098593684,0.8386396849926632,0.6983404936484374,-0.7393248865192041,0.9910835832530366,4.165013906488065,-1.4227148412440789,-0.1035727179569494,-0.3628111432941675,1.029786854310715,-0.2142483337999848,0.3621534920922693,1.2107414938455872,-1.433679532122654,-0.1850600222590186,-0.3995015580547457,1.072109602557762,-0.3303094261143467,-1.0652765489540803,-0.1755813384867891
20,1,1.500749372801908,-0.7091399635591878,1.5614580881722258,1.4463491916000255,0.4466114320365413,-0.7688012672403469,1.7924274046435678,-0.1947968780211796,0.453520697226386,0.877990809450065,0.7744249044695338,0.8386396849926632,0.6996749960282974,-1.0416872151206578,-0.6451855999889728,0.9320314518311708,-1.065280406672658,-0.8356642382484601,1.4393714171611645,-0.4504309114924137,0.8413066901578524,-0.2030873875319233,-0.0485103971184361,0.9711599845001532,0.8846475179400772,1.2635861075381614,-0.6296235306873215,1.0122726800918045,-0.6184352166161347,-0.1586371860102846
21,1,1.3531568772277642,-0.7091399635591878,-3.612864250379343,1.3214572846037675,0.7910914638395367,-0.963347866177991,0.2555154665080547,-0.1955526337030135,1.1853866311457624,0.6964359636202202,2.1650855533356785,0.7470368568767037,0.6996749960282974,-0.7592127096936586,-0.9297541535962676,0.7122262270852111,0.0487372132044039,-0.3008307109243845,1.2113122461120265,1.178659330756432,0.6003933233714545,-0.1341555729436084,0.9215563594442878,1.032796195947128,0.7119298645141997,-0.6354756364252429,1.3495938353410295,0.2380210635649526,-1.1694623518308034,-0.1649452659300831
22,1,0.3618210227310346,-0.7091399635591878,1.634581082189441,0.6427558790486426,1.1818609999160596,-1.077324661515197,-0.387075223623329,-0.1544967695199426,-0.3039498757805488,0.1102160634149311,2.6417083531373677,3.724128770645386,0.6996749960282974,-0.6038180235339373,-1.3566069840072397,1.3309590539794496,-1.0677341899763504,-0.2418566717897903,-0.3612918789975712,0.2471429781389504,-0.0205986248027443,0.3263089485063427,0.2723683361763463,0.2664526336230725,0.1073232275635306,-0.4142499379529018,0.0267123681430085,-0.3299729354969449,-0.5891088424730571,0.1676358339813948
23,1,-0.3594084636991323,-0.7091399635591878,0.2139057698549603,-0.37802188328038,0.1197142351901567,0.7512168567825567,-0.3870910480853398,-0.1977372591719243,0.2306290313231538,-0.5076328438170645,-0.2428377472779042,-0.443799908630769,0.6914010812731649,-0.4430300293947026,1.6313628288694846,-0.5221094315146879,-0.3487756819940186,0.9498256362402794,-0.3628125170458502,0.6873801584855705,-0.6054863899435619,0.8887925555470029,1.0093582434602042,0.1791346674065245,-0.5194432468037842,-0.250416682341026,0.5612614946348218,-0.3303096269826921,-0.2464533130118345,-0.2181194984124277
24,1,-0.7214141455210779,-0.7091399635591878,-1.227313621751026,-0.5300347255635558,1.1294713284126874,-0.1674754159785399,-0.3870915434860181,-0.1849872102333435,1.0292968120927624,-1.1466753585052285,-0.5155241361382774,-0.2147928383408704,0.5443389190125837,-0.5926943258261914,2.0582156592804366,-0.5192097690196739,0.291661760270106,0.8237432077456307,-0.3628130630379184,0.8426328839218177,-1.248140847937793,0.8557052845446147,0.2202027954138679,-0.14650998307166,-1.2027155539212389,-0.4879918374436821,0.7645433077447715,-0.330309990755905,-0.2333336193162471,-0.0299682944294762
25,1,-0.6601572092748683,1.1604642636718838,-1.0831568621170853,-0.64950244550243,0.3102547527811888,-0.7688012672403469,-0.3870915222045281,-0.1901481613305497,0.8838755926595784,0.2429089044739794,-0.6657063655168641,-0.1689914242828907,-0.0439097300297405,-0.402917301297074,0.7065150296455839,-0.3459645161694352,-0.0903105073382541,0.2279020537305912,-0.3628131364276636,-1.2628492829533218,0.1940571543230095,0.5275898471042285,-0.9448781629527738,0.9711599845001532,0.2229721343456471,2.3311348086422683,-1.2113923787894278,-0.3303099969154958,-0.4162375843664943,-0.1219105516084254
26,1,-0.5654899276918297,-0.7091399635591878,-0.1583250901660113,-0.4648902390043786,0.7178894570814002,0.7168273064652937,-0.3870914852130392,-0.1839580307479194,0.1195114629752241,-0.4203235410052998,-0.4178067683099072,0.0142142319490281,0.6130657915753781,-0.0766221685365307,-0.4317591847834968,-0.5388248398837125,0.6441886282341392,0.1953646528287505,-0.3628130436905973,0.2471429781389504,-0.1105308625404458,0.282192587169819,-0.1630016275709693,0.0507258935586598,-0.4301420093721746,-0.0597653914654885,0.0839594437632095,-0.3303099514742261,0.4604666531739309,-0.0419223817410478
28,1,-0.3538447092716836,-0.7091399635591878,-0.4964318863122806,-0.3345741449507373,1.8428320609380573,0.0359142101835437,-0.3870909983571002,5.289984571417501,-1.2872664961238955,1.2609470046356386,-0.7458618024926154,-0.3979984945727893,0.6992746453143394,-0.6769647630060839,0.1373779224311126,-0.5424480766307207,-0.3659521651198762,-0.7563543235502131,-0.3628125914075556,-0.8949215911660503,1.2121951158644306,-0.3795528328780119,-1.2190505399834763,-1.364852429340199,1.3108186984355248,-0.4489194071915734,-0.8675452940133161,-0.33030932078133,-0.4810643061564553,5.208355677609494
29,1,1.0997417724435474,-0.7091399635591878,-0.3031782592667815,1.0988486477687438,0.580097444360202,-0.8031908175576077,-0.3044993255459513,-0.1836929018237638,0.8659851717586563,1.1491518634105913,-0.2138044949172572,-0.2147928383408704,0.6996749960282974,-0.4737044685281835,-0.2894749079798395,-0.5138345091301919,-0.6988487666543576,-0.8234627129102682,-0.2388717703324099,0.8958016255095739,1.2108822364813987,-0.9585800754198724,0.2981478185298971,-1.818905853666248,1.1680385791542716,-0.421393203373303,0.9032854241364048,-0.2468856366175371,-0.6693704980225326,-0.0703976307473299
30,1,0.9131890864911946,-0.7091399635591878,-0.9515354728860964,0.9576841796003354,0.969431646970879,-0.2470626609984828,-0.371380031852112,-0.1750704258542882,0.8183868042240928,0.4758151038121491,-0.7087045418151705,0.3806255444128659,0.6996749960282974,-0.4962889456923947,1.6313628288694846,-0.4482596344205501,-0.312786860206507,-0.6668764710701396,-0.3256124258482992,0.8617736308934102,0.537375112985913,-0.6249500928124215,0.2208093714692455,-1.086462207638028,0.4636167928907727,-0.5890136212554777,0.7729298220076034,-0.3141404373367075,-0.5304560941869019,0.0035767136571492
