f_id,i_id,ic.eps.ratio,pca.expl_var.cov_init,nbc.nb_fitness.cor,disp.diff_mean_05,ic.eps.s,ela_meta.lin_w_interact.adj_r2,pca.expl_var_PC1.cor_x,ela_distr.kurtosis,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cov_init,ela_level.mmce_mda_25,ela_level.qda_mda_25,ic.m0,ela_level.lda_mda_50,disp.diff_median_02,ela_meta.lin_simple.adj_r2,ela_meta.quad_simple.adj_r2,disp.ratio_median_10,ela_level.qda_mda_10,ela_level.lda_qda_25,nbc.nn_nb.cor,ela_distr.number_of_peaks,ela_level.mmce_lda_10,ela_level.mmce_qda_25,ela_meta.lin_simple.intercept,nbc.nn_nb.sd_ratio,disp.ratio_median_02,ela_distr.skewness,ela_level.mmce_lda_25,ela_meta.quad_simple.cond
11,1,-0.4591425118689118,-0.7091399635591878,-1.7648879693052626,1.0178804398577834,-0.5161546223986919,-1.6680483555442047,0.9113034138928136,-0.1997409691031662,-0.4019533421982076,0.4883055232853667,1.7140363642961634,0.7824442862572206,1.9889370277833116,-0.4843459738903673,0.9743173643579468,-1.135702165675547,-1.4440452303750575,1.0610681748410005,1.472781373640342,-1.0020515754568622,-1.3694735838710212,-0.7270732657252091,0.5141485548231381,1.8563774051930888,-0.3303098152664699,-1.3083286115533457,0.9741891122252664,-0.3575858462210364,0.988378791129413,-0.491013340241324
12,1,-1.007089790889509,1.4275086135387989,-1.4551234020093973,1.2300211488633106,-1.054983616937521,-1.771020930815164,-0.6863469036624229,-0.1998448071282723,-0.5729724410926256,-1.64962260299242,1.7124021508079388,0.7789693656150275,2.0182042411932155,-0.4832740336274419,1.2117883515290768,-1.239266755248981,-1.5461180589158618,1.2829900425018086,1.472781373640342,-1.0007935096610332,-1.7185433684645015,-0.7270732657252091,0.5141485548231381,1.853291821805988,-0.3303101878924481,-1.3794600883719563,1.211756110004301,-0.292064772276919,0.988378791129413,-0.4935847777172112
13,1,-1.158040608580963,1.4275086135387989,0.1412446936362702,-1.4848485367645272,-1.185619537960735,0.9517494053645372,0.4453220712726394,-0.1995144506499763,0.0857478548964117,-1.6468254881303035,-0.8884486157017836,-0.1418846045662533,-0.8879216533234199,-0.4028145174744347,-1.532644853784927,1.7466024680864938,1.450091046319781,-1.400426150189692,-0.2484767767533525,-0.3849703026026727,2.205397117923203,-0.7270732657252091,-1.8107094007876032,-0.7779394115444722,-0.3303101786027831,2.038915454739571,-1.5335563012752715,-0.2859901736915863,-1.6254539757048787,-0.5642251488706563
14,1,-0.8169839229846564,1.6945529634057128,-0.2434396759823156,-1.6059617847913912,-0.8644808284651675,0.3667982984351745,-0.3535030875050527,-0.1989292097096597,-0.551547953065721,-1.4901870558517742,-0.100757714377444,-0.814629240894917,-0.5692342184155919,-0.3446897566504387,-1.6034778179486917,0.6952760182970247,1.12172897530813,-1.5914890599213365,-0.2025690947457796,-0.1541781323578182,2.2276781680036373,-0.7270732657252091,-0.1759152906584955,-0.3421007581164424,-0.3303101528499609,2.2075986711951345,-1.602336799744157,-0.292726787057157,-0.3987955354695289,-0.5673025248938304
15,1,0.8715427074733096,-0.7091399635591878,1.350407080162105,-1.3876893374844714,1.111288922335872,-0.6683285697265751,-1.2854657727456782,-0.072657358175603,0.4809673618933317,0.6954252190278101,0.4663143660365509,-0.2954760969512065,-0.2570506087099636,-0.3121155719442302,-1.436199697973834,-0.4993634022754001,-0.3981399917162377,-1.2684548620245375,0.4530149983135847,-0.2499798427102068,0.6457236122927587,2.38309697290844,0.7647074510992072,0.2680733566828003,-0.3140984586806522,0.900811825641794,-1.436504064171935,0.4508690553122828,0.7149072810284787,0.0359235804786373
16,1,-1.4991252221731417,1.4275086135387989,-1.601361093081631,0.801837338162135,-1.4523288793213442,-1.7747591014108162,-2.1508596947548555,-0.1908002488901894,-0.618625097176395,-1.6521533259629066,1.7197561115049502,0.7946065085048989,1.9108911253569056,-0.4826340692913671,0.7328744508093117,-1.2389020912011868,-1.5465730640950928,0.8260148357209713,1.472781373640342,-1.007398355089136,-1.1862738387652234,-0.1324818965746585,0.5141485548231381,1.8733481138221435,-0.3303101510768942,-1.1010311648248226,0.7328244182117537,-0.3547600238720573,0.988378791129413,-0.4589435693658304
17,1,1.318837489369022,-0.7091399635591878,0.6008488655775762,0.5787035059189045,1.290916712179862,0.9806298365853172,-0.6863469036624229,-0.1882470008823305,-0.4050638494179774,0.6954252190278101,-0.9791474642982584,0.2778858090107229,-0.2819819386517322,3.621153234896846,0.6314282257041474,-1.1291382128152592,-0.95658301502566,0.6572754274700006,-0.6652849383952792,1.6241607733364518,-0.3024588522413049,0.5535850678298229,0.5141485548231381,-0.7540261402944372,-0.0069385161060814,-0.43849226645719,0.6311305523773889,-0.0941162232192536,0.988378791129413,0.2784551302822539
18,1,1.402705260974468,-0.7091399635591878,-0.3089945030146971,0.252455174061598,1.3017917108082253,-0.3989410446107098,-1.1523282462827449,-0.1979596451912139,1.2171170105928122,0.6954252190278101,-0.026401000663217,0.1041397769010479,-0.3394323946045027,-0.1759951576611151,0.4267218903210023,-0.8333956700545031,0.5807278172025596,0.1208548183608854,0.0633595510297957,0.1137269788639952,-0.6639069979905824,-0.1324818965746585,0.5141485548231381,0.0412829777308699,0.3230845189189544,-0.3165525919109999,0.4268988882121087,-0.2389871242946837,0.988378791129413,1.8069580025589569
19,1,-0.297020495828414,-0.7091399635591878,0.5144029398205906,-0.2113379699369338,-0.2657577789806276,0.4725300466332854,0.8447346506614763,-0.1961015180062542,2.5421827344202024,0.6940932595696595,-1.373810021704542,0.9999743184585352,-0.5605624514793229,-0.1561242650259918,-0.1473985370130201,1.073614967883072,1.2098483116858525,-0.2192502924328997,-0.5048879762590643,0.3737062755720857,0.2248593329956543,0.8280118535916154,-1.0138499601719075,-1.0309572492867605,-0.3303094464572228,-0.0868995381823418,-0.1473971756906734,-0.174152584196739,-1.33117485070496,4.171639747469898
20,1,1.4977721589248307,-0.7091399635591878,0.4542509831480216,0.8675511401748255,1.4433298179563734,0.4341859712836619,-0.6863469036624229,-0.1947118907866398,0.7807896993816904,0.6954252190278101,-1.0167343745274298,1.5392820021269673,-0.226699424433026,2.5712597433492923,0.8290984822134531,-0.6282721431705015,-0.049606024425349,0.8365200128883472,-0.9838394635453892,1.159808688095919,-0.6465772923724717,0.8280118535916154,0.5141485548231381,-0.584319054003877,1.0122726678828895,-0.8185375854594823,0.8294546890668136,-0.1572099096358315,0.988378791129413,0.9260453132292856
21,1,1.3496001768227013,-0.7091399635591878,0.8000346861759638,0.6854297945121354,1.3181313962473409,1.1617444052580066,-0.952621956588308,-0.1954676349930329,2.1621787090922995,0.6954252190278101,0.0961650109536408,-3.6244500721725887,-0.5508067136760231,-0.4713226996512446,0.6440040528784672,1.351124308254139,0.920616686088061,0.5955575116116685,-1.8336914304660688,3.363562542649811,-0.2331400297688408,0.7365362583376845,0.5182560777129094,-1.1350956886014223,0.2380210466652761,-0.2840353453653493,0.6437895398256497,-0.1635174393475442,1.047829119412225,0.7053826204810182
22,1,0.3543720799043282,-0.7091399635591878,1.192283074298286,0.0973807309267163,0.6377642945603639,-0.3188264020717096,-1.3520345359771633,-0.1544123942047301,2.6356238288347558,0.6954252190278101,-1.0191856947597653,1.6122553356130307,-0.4445775687067486,-0.2111451988200248,0.206756308268647,0.0281231428583032,0.2713242953255304,-0.0255610884094117,-0.2090073672224514,0.653940431593025,-0.5376477142014514,3.709493104090437,0.5716538752799404,-0.5550060118264166,-0.3299729558377824,-0.2250978360013572,0.2066325066123642,0.1690346519253774,0.3086633710959315,1.3265291461472142
23,1,-0.3696891410889438,-0.7091399635591878,0.1261166566287969,-0.5223960306738641,-0.385518701375478,0.2126061656462634,1.44385351974475,-0.1976522272904562,-0.2296907857450879,0.6871670703872754,-0.3009488666849786,0.1944877135980793,-0.4499974230419128,-0.2501670242121872,-0.5198418670801864,0.5627206369239854,1.0084326856796295,-0.610568141917641,-1.1767077129552534,0.0443446502240188,0.7373234848456572,-0.4526464799634165,1.3438681785570068,-0.2125062558581951,-0.3303096473255695,0.9658463187330988,-0.5199933729178264,-0.2166870338270347,0.2244420726952814,-0.5337682254402019
24,1,-0.7331161513792103,-0.7091399635591878,1.139695136129453,-1.1634325294724348,-0.5379046196554185,1.0065732748005942,1.843266099133587,-0.1849023719494031,-0.5005591539386645,0.5403851380990614,0.3388457139550188,-1.2437819402058152,-0.6472801208419976,-0.4550836046233459,-1.1421857036145184,0.7660208435690183,0.2191503681070513,-1.2533536698464354,-0.0351740103523123,-0.1444281224401425,0.7051397458405847,-0.2239574918285894,1.0933092822809378,-0.1993925264630154,-0.3303100110987846,0.8398419883687027,-1.1428155553722767,-0.0285522409097504,-0.0896538283989075,-0.530857251258626
25,1,-0.6716187044677242,1.1604642636718838,0.3173782673661277,0.2304876092533251,-0.657665542050269,0.8620079524186096,0.5784595977354434,-0.1900632446824102,-0.6497401070968395,-0.046742591053794,-0.0427431355454647,-1.0999202256190037,-0.5302112672023876,0.3853975570521226,0.2313809217375589,-1.2100936314254784,-0.9461178959033484,0.1891384699488265,-0.4726966138757058,0.7330098668608861,0.0565136212768127,-0.1782196942016239,0.5141485548231381,-0.3822133421487553,-0.3303100172583754,0.2443699110014701,0.2315285152606113,-0.1204864786320699,0.988378791129413,-0.3569361625130283
27,1,-0.3193628925265016,-0.7091399635591878,0.5540239891258757,-0.0526164502294228,-0.2820974644197433,0.5854411110670705,1.909834862365072,-0.1862520614670536,-0.7378036512899936,0.6935604757863989,-0.6858061431619121,0.3734461266710447,-0.6765473342519019,-0.2216406139316519,0.0354946237896024,0.0445330250090234,-0.1325686354384541,0.028277944573388,0.716144395186259,-0.5772656594951558,-0.1662968795275358,0.2791582820680303,-2.558278566726039,-0.4871231773101925,-0.3303094399073913,-0.2698090500016271,0.0353142098125632,-0.0814950340293446,-1.397561050620767,-0.2715100739662497
28,1,-0.3641035419144219,-0.7091399635591878,1.8557555544831503,1.2517022614422022,-0.3419643318688832,-1.2963555740699824,0.0459094918837841,5.289986277392999,-0.729361141744748,0.6950256311903649,-0.3181081083113387,-0.5143960974093967,-0.5909136357562605,-0.4077902401874164,1.4100455021410443,-0.8662154343559434,-1.2203343505865194,1.2074840816112975,-0.0919987630811989,-0.5608479008595856,-0.2331400297688456,-0.4069086823364511,0.2430520440982098,-0.4470105932778782,-0.3303093411242055,-0.7392767970044587,1.4100802466937257,5.2093148301003085,-1.2647886507891537,-0.5541862123344723
29,1,1.095190098421166,-0.7091399635591878,0.5882421680713493,1.1395582893802394,1.0949764243933269,0.8442228281075078,-0.3535030875050527,-0.1836080831926819,-0.2008511002618951,0.6954252190278101,-0.6506705531650796,-0.3215380017676573,-0.9074331289300244,-0.414397871957389,0.9864692312031482,0.9047755137545516,0.2971079221486164,1.206170934465376,0.402068668280791,-0.649352829596165,0.8611070964036291,-0.2239574918285894,-2.0941284801818454,-0.635231179891045,-0.2468856564549947,-0.8063436180048632,0.9864261334252526,-0.0689780508696582,-1.702739402472534,-0.5254610222890658
30,1,0.9079049580994468,-0.7091399635591878,0.979049790764388,0.4641205384256158,0.9534655047417496,0.7969046074632917,1.44385351974475,-0.1749857381474119,-0.692451611319317,0.6954252190278101,-0.2649961699440336,-0.9685682253440888,-0.6266846743683623,-0.4554675832249908,0.4005028534967002,0.7744081166682752,0.2197570416793592,0.532526448607416,-1.4420765089502483,-0.3262186299374522,-0.2009562907637682,0.3706338773219612,0.7605999282094349,-0.4963799274714958,-0.3141404575816247,-0.6498543690039194,0.4007369808190357,0.0049898412889782,-0.996271334711787,-0.4596303376600563
