f_id,i_id,ic.eps.max,disp.diff_median_25,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,disp.diff_mean_10,ela_distr.skewness,disp.ratio_mean_10,ic.eps.ratio,ela_level.qda_mda_25,ela_meta.lin_simple.intercept,ela_level.mmce_qda_10,ela_meta.quad_simple.adj_r2,ela_level.qda_mda_10,ela_level.lda_qda_50,ela_meta.lin_w_interact.adj_r2,ela_level.mmce_mda_25,disp.diff_median_05,ic.m0,nbc.nn_nb.cor,ela_level.lda_mda_50,nbc.nn_nb.mean_ratio,ela_meta.lin_simple.coef.max_by_min,pca.expl_var_PC1.cor_x,nbc.nn_nb.sd_ratio,ela_level.mmce_qda_25,disp.ratio_mean_02,disp.diff_mean_25,pca.expl_var_PC1.cor_init,ela_level.lda_qda_25
12,1,-0.3694496845665854,1.454412773739404,-1.0217032330961862,-1.6498597446463192,1.4275086135387989,1.3510510097031307,-0.2966363813398882,1.3510058141319423,-0.9676146526606209,0.7886181091219158,-0.3187007158126372,1.6162931559663098,-1.5710801375511434,1.412805973992698,-0.6237100763447072,-1.7646981408428342,1.6711984190112428,1.2991999208856422,2.0169776298264206,-1.7817660670152031,-0.4399441471144658,-1.8650550252970444,-0.582867068054201,-0.7069016366002563,-1.4307839670481184,1.82319910480265,1.2993600608696392,1.4428671874021373,-1.448494099314627,-0.967677558506533
13,1,-0.3694496867179838,-1.2423438120275183,-1.1559060919479838,-1.6470571634793645,1.4275086135387989,-1.4053960086771446,-0.2905589014608478,-1.405364718267774,-1.1227144515940146,-0.1319734131544389,-0.3187007065398187,-1.0966162942646496,1.4435025579720582,-0.3408325696013506,-0.3776702565991062,0.9719737687645692,-0.9546941791413568,-1.4414310336467968,-0.8906130132071808,2.199512299148515,-0.3502020858783379,1.2140093187742238,0.0784586234471391,0.4357295333798681,2.026430098671064,-0.8297338065692551,-1.5095644435054274,-1.2621364374069444,1.4434286415843658,-0.3167571269287817
14,1,-0.3694496725334537,-1.5881176018462546,-0.8259988768059586,-1.4901126181298996,1.6945529634057128,-1.6059228006070152,-0.2972987101258987,-1.6062663605709602,-0.7722836015339577,-0.8045263139570886,-0.3187006808336982,-0.4294269900487175,1.113126879115681,-0.294061270016146,-0.1763839908991723,0.3840360930980124,-0.1594191352773585,-1.5576674985057803,-0.5717649531356124,2.222118927095186,-0.2853715214578063,1.3796988798901666,-0.5613578410792199,-0.3708336454296325,2.197029841509764,-0.3903004747237182,-1.569539943675648,-1.6072680894700235,0.7198998284708958,-0.0728115637562821
15,1,-0.3649343026317062,-1.1006498910563625,1.2037181176743366,0.6997709232301093,-0.7091399635591878,-1.276969509715375,0.4466498334124674,-1.2767876671937357,0.9626532797820468,-0.2855211312095894,-0.3025183859280936,0.7307955867679584,-0.4160623485146915,0.3738557033286679,-0.1977484020348573,-0.656375793771899,0.4131128983757684,-1.3432857654165884,-0.2594239963308098,0.6170483428815483,-0.249039281116435,0.9157681087655288,0.4752413176362168,-1.311824020707368,0.8753956891569453,0.2249061898600343,-1.4085984935785814,-1.1147740235547448,-0.3544308334248632,-0.1740732407014218
16,1,-0.3694496875999234,0.9648201231715556,-1.4298977767213723,-1.652395413321183,1.4275086135387989,0.8940703965102097,-0.3593613704446571,0.8936197418216882,-1.4731739972690456,0.8042507953492506,-0.3187006790638468,1.6162931559663098,-1.5715379329490966,1.412805973992698,-0.621580617064843,-1.76845539731302,1.678623186018272,0.8554411904468545,1.9096104259247693,-1.2417188438447306,-0.4392303506441049,-1.4839690347303751,-0.6287002912557738,-2.1856007977510044,-1.1491916204348436,1.843420815648638,0.8173986674154223,0.9654963884127632,-1.492344330412413,-0.9746588297338736
17,1,0.1055756871394265,0.8565460803972748,1.3882505398249765,0.6997709232301093,-0.7091399635591878,0.7116625239908898,-0.0985939416488145,0.7114689194667987,1.4222422492024422,0.287677363792669,0.0040845342861504,-0.2552709584335291,-0.9779299002695094,-0.7654817469328737,3.6759474830489385,1.0010016540066835,-1.0462663055613814,0.6305606662989388,-0.2843678921867487,-0.3449892686267825,4.13800736045712,-0.1391220970059738,-0.4142943579458412,-0.7069016366002563,-0.4791251606105549,-0.8056233051759585,0.7034883649338529,0.8415140573806918,-1.305980848246822,1.806879092130807
18,1,0.8248607000926151,-0.1251964899145803,1.3994224739645642,0.6997709232301093,-0.7091399635591878,0.1647825684585171,-0.2435335576541047,0.1650164524021328,1.5084151809687665,0.1139808501556216,0.3335090856404609,0.3456899957315566,0.5688081509490769,-0.0231299614433131,1.067778775237776,-0.3856128641971474,-0.0843464910951761,0.3112373563042117,-0.3418473043765199,-0.711719010872778,-0.0972147718706651,0.404891961991373,1.2143026133621868,-1.1773968242391333,-0.355800045305471,-0.0037546943215367,0.4955157672212903,-0.1071335144900107,-0.8302058408358429,0.2103620948841304
19,1,-0.3694486618706548,-0.2447274113590317,-0.2109280427509572,0.6984363607696548,-0.7091399635591878,-0.1818111585618957,-0.1786682653426909,-0.1818737166413691,-0.2380286419517319,1.0095600744682411,-0.3186999757219753,-0.8586848144523502,1.2017865878526577,-0.6020673892357866,-0.345833094906713,0.4903076729674488,-1.4447288016052742,-0.1485422976217801,-0.5630888154465886,0.1900342594444298,-0.0750513914659583,0.3496621082860587,2.544609287425038,0.8390111227846092,-0.1235377448142297,-1.084838466472503,-0.0912948819261883,-0.2418240942002629,1.00711884216139,0.485158228051735
20,1,1.80514072980932,0.7351430910870234,1.5448251967912985,0.6997709232301093,-0.7091399635591878,0.8900336894865868,-0.1617175545599786,0.8896017089756235,1.606095054339585,1.5487140527976373,1.0214474192598972,-0.5373546716130595,-0.0653910736823798,-1.0900289355180144,1.5397507336600982,0.451767825329613,-1.0842151147084205,0.9440543567047898,-0.2290575144192303,-0.6941360780253727,2.966988561006496,-0.2164438921934114,0.7762495238116901,-0.7069016366002563,-0.8634884366447327,-0.6345165210945106,0.9015369590211274,0.7322809769957119,-0.5188692000415661,1.3160624807000656
21,1,0.2717042134218347,0.410928671069201,1.4162083050092942,0.6997709232301093,-0.7091399635591878,0.6511251364067617,-0.1680280760489116,0.6511984267758435,1.4538504690960845,-3.613546332495429,0.2485998726163397,-1.2486962091962224,0.910781313220274,-1.955868359546561,-0.6133769624620883,1.183040934338588,0.0393996256886411,0.7676409696951715,-0.5533281605464395,-0.2746575372371395,-0.4266139980304755,-0.14740657506177,2.163102255755483,-0.975756029536744,-0.3229133478907822,-1.1898358112497551,0.7172956743255587,0.405862335056272,1.1605946510036411,3.645413491925289
22,1,-0.369433385218652,-0.3009628617591441,0.7172641754013385,0.6997709232301093,-0.7091399635591878,0.005265230397318,0.1646817507903454,0.0049648107005942,0.431267881697201,1.621666588525197,-0.3183640953149131,0.203421688214924,0.2575072803407585,-0.3006206595921197,-0.3625545866289241,-0.3050891825368188,-1.086690037044095,0.1500972356452183,-0.4470454738559183,-0.5836147858416428,-0.1364200430052392,0.3137627033776023,2.638419963602191,-1.3790376189415037,-0.263306208826658,-0.6049617129349879,0.2711469896060776,-0.2946498281882203,0.2002745899621306,0.7813635929831837
23,1,-0.3694491738967783,-0.8317450839538231,-0.3339589674631669,0.6914966359752905,-0.7091399635591878,-0.564536982241691,-0.2212228898438633,-0.5642565091584332,-0.3126946321135619,0.2043030372468867,-0.3187001762260552,-0.6133946290788457,0.999135825025282,-1.2865254319461,-0.1768029009214408,0.2290567057884183,-0.3615377926909267,-0.4900805019168925,-0.4524680599115542,0.7099867022178618,-0.179943782785497,0.877107211171807,-0.2382276520763254,1.4439335068917394,0.941169083986327,-0.2596371123342476,-0.447264577181093,-0.7981611127511336,0.6541244818242167,0.1370255028483534
24,1,-0.3694496681772061,-1.1805451795599744,-0.4905056945941397,0.5444278528331898,-0.7091399635591878,-1.1806780537000097,-0.0329988611380003,-1.1810245510292154,-0.6861106697676335,-1.233556702640597,-0.318700539339582,0.433994462466018,0.2050134080421012,-0.123517141040826,-0.4461620452399787,1.0270775509190917,0.2844169369205986,-1.18797315827003,-0.6498501923368117,0.6773326840726706,-0.4085014125950669,0.8439692989486222,-0.5101673691188953,1.8472150962964804,0.8137331315044074,-0.2464152244734083,-1.0362326184210264,-1.153545689326882,0.8141778253311353,-0.0625058776587795
25,1,-0.3694496469438399,0.1593945329000876,-0.6135366193063494,-0.0438472797352126,1.1604642636718838,0.2603285422337635,-0.1249767049582314,0.2607795685666514,-0.6229229255953238,-1.0897359893491207,-0.3187005454880027,-0.0909265342332815,-0.9674006061165809,-0.5692704413559179,2.7501214246674004,0.8817741253568685,-0.1008459733330184,0.2682207449953982,-0.5327223335350114,0.0192286260695826,0.528945336841702,0.5153516694020017,-0.659938368444231,0.5701567298479722,0.2114954850979103,-0.4307438964156954,0.3350057955427156,0.19288852203279,-1.356408614009276,0.8649393828190605
26,1,-0.3694496100360001,0.1359957238672007,-0.4234182300859155,0.6131578195466036,-0.7091399635591878,-0.0607284527315105,-0.0449575753298559,-0.0606630591184467,-0.5252717478394793,-0.1670601089091226,-0.3187005001291386,-0.8292499922075296,-0.1806029155006542,1.010972064751518,0.039354670569019,0.1180291447211215,0.6399807791461001,-0.3988684373306793,-0.1932684464520148,0.1473328511007185,-0.1556747027932253,0.2695788204133496,-0.4127175716851176,-0.5052608418978858,0.1786087876832254,0.4527893159321444,-0.7544772111465377,0.1539339135155814,0.2002745899621306,-0.6119651673991816
27,1,-0.3694490102034263,0.3567080388078798,-0.2277138737956877,0.6979025357854727,-0.7091399635591878,0.1030238589065345,-0.0859667659970039,0.103406615429155,-0.2609851339307726,0.3832104462930457,-0.3186999691840216,-0.7777390532790935,-0.1488624345758846,0.6419351033902075,-0.1670981520722242,0.6037952243095013,-0.7501005993921125,-0.0324027122790861,-0.6791321570372636,-0.2068376533971264,-0.1481263051191585,0.0652283617036909,-0.7483502249092787,1.9144286945306164,-0.3085254177718556,-0.5365189993024087,0.1300535467595892,0.3605779075595923,0.187119520632795,-0.5200118520904965
28,1,-0.3694491242809892,1.0194282204595673,-0.2892153712341181,0.6993705544919729,-0.7091399635591878,1.2341001788419157,5.207352626450746,1.234482861596094,-0.3069555091188017,-0.5043787383922689,-0.3186998705799752,-0.0026220674988194,-1.243298632616502,-0.181410883820074,-0.4018623103851025,-1.2876092982741516,-0.378862249040661,1.3793445537740432,-0.5934552973581682,-0.2746575372371444,-0.3557518534353941,-0.3931794240504159,-0.7398743232298971,0.0324479439751084,-0.7833271116964282,-0.49607557761043,1.4055037518183742,0.99278331518875,-0.9771041150134264,-0.50265840646825
29,1,-0.2870442161690866,1.3343190083614442,1.1869602164649549,0.6997709232301093,-0.7091399635591878,1.2645089809982573,-0.0734438458022505,1.2646181079415717,1.1924477644922449,-0.311575608255146,-0.2354274714506434,-0.5937714142489654,0.2834490195581185,0.3219509684231365,-0.3706535137261117,0.8638981960269789,-0.7146267125807516,1.2335092906122909,-0.9101343230074836,0.8355790796993673,-0.3631218019918708,-0.9730928879562192,-0.2092738987746797,-0.3708336454296325,-0.8511559251142243,-0.685848556318945,1.07197093432499,1.3189702296510992,0.868990614203368,-0.5962074409146131
30,1,-0.3537736850130009,0.6863469691993714,1.0415854234735695,0.6997709232301093,-0.7091399635591878,0.5691168028855905,0.0005591306865298,0.5688287534315373,1.0000149704779355,-0.9584214250395124,-0.3025603086657267,-0.9224602626494612,0.205623801906039,-1.556886358816674,-0.5606990271618454,0.8163383840483734,-0.3252389317676735,0.514014608203119,-0.6292443653253836,-0.2420035190919482,-0.4089296904772834,-0.638952273039068,-0.7028188068290572,1.4439335068917394,-0.6928886938060335,-0.5458520966159423,0.499399072987708,0.6827238200530306,0.8339104293251393,-0.2546570571541526
