f_id,i_id,ic.eps.s,ic.eps.ratio,pca.expl_var_PC1.cov_init,disp.diff_median_25,disp.diff_mean_05,disp.ratio_median_10,ic.m0,ic.eps.max,pca.expl_var.cov_init,ela_level.qda_mda_25,disp.ratio_mean_10,ela_meta.lin_simple.coef.min,pca.expl_var_PC1.cor_init,disp.ratio_median_02,ela_level.mmce_mda_25,ela_level.mmce_qda_10,disp.diff_mean_10,ela_meta.lin_simple.adj_r2,ela_distr.kurtosis,nbc.nn_nb.mean_ratio,disp.diff_median_02,ela_level.lda_mda_25,ela_meta.lin_simple.coef.max,pca.expl_var_PC1.cor_x,nbc.nb_fitness.cor,ela_level.lda_mda_50,ela_level.lda_qda_50,ela_level.qda_mda_50,ela_meta.quad_simple.adj_r2,ela_level.lda_mda_10
11,1,-0.5189986494237694,-0.4661979479444171,0.485282286014925,1.104883012112942,1.0136425006753405,1.0512856356882447,1.9865937332694388,-0.3870912930076822,-0.7091399635591878,0.7664898736649616,1.0485597704995,-0.2643087559539531,-1.1918766805076273,0.9736956688576732,1.6914720351808417,1.6462206713873515,1.0486714872319944,-1.1238296065999476,-0.1997777649137878,-1.6898651934799482,0.9738232945305016,-0.8557184029538094,-0.3628131468421443,1.054373821539038,-1.7745734873787338,-0.493497487677677,-0.6544224057300893,-0.2529564066783338,-1.4314749062725194,-0.7904780585452991
12,1,-1.0584431239673875,-1.0161004782999927,-1.649751534194158,1.3844766711536756,1.2302464895054983,1.279604200840486,2.0160595959924934,-0.3870915860600981,1.4275086135387989,0.7629178724539054,1.2751306572556005,-0.2643087899733536,-1.3467969064102625,1.214042929160032,1.6898478277367093,1.6462206713873515,1.275144221019448,-1.2284741325207416,-0.1998816036184434,-1.8463003000302225,1.2140663722933211,-0.8549443956963305,-0.3628131688909562,-0.6443395576072424,-1.460574361629522,-0.4924226394906499,-0.6551328036583335,-0.232036632824979,-1.533593801184944,-0.7904780585452991
13,1,-1.1892282644982966,-1.1675899368408635,-1.6469582060386292,-1.3293315136605963,-1.5417419978420444,-1.4811590411039344,-0.9097914395817748,-0.3870915882163724,1.4275086135387989,-0.1836624484760862,-1.492126820157182,-0.2643087894803188,1.4912555653338393,-1.5633980575666944,-0.8950783196000995,-1.0394803364497738,-1.4921171826700947,1.788530720435102,-0.1995512449781878,1.2684344107475294,-1.5624036622712758,-0.4322590323870907,-0.3628131679198969,0.5589157526214826,0.1576164817664144,-0.4117448554226031,-0.4374421689512087,-0.4342611134074087,1.4639675197585136,1.562241988246472
14,1,-0.8677227327707009,-0.8253162517897784,-1.4905318293290235,-1.6772916320698288,-1.6654033768662442,-1.6777291667231735,-0.5889409343751985,-0.387091573999694,1.6945529634057128,-0.8752018829366381,-1.693821971572108,-0.2643087719775838,0.7812045299467636,-1.6329834988265246,-0.112210331528254,-0.3789824394048389,-1.6934307025792446,0.7262413956828185,-0.1989660002078654,1.4360434534799649,-1.634063486995477,-0.4150760712710588,-0.3628131611161759,-0.2904409369517362,-0.2323266185826062,-0.3534624156693293,-0.2593484970270771,-0.5791206795240352,1.135457256035781,0.940325965902512
15,1,1.1103038505096776,0.8692355823232744,0.6921215851505006,-1.1867416616511706,-1.442538642605516,-1.3453837996968332,-0.2746383986626333,-0.3825659703023663,-0.7091399635591878,-0.3415449020047866,-1.3630419232516304,-0.2419430742878187,-0.2731136741128342,-1.4652100116172395,0.451389651585709,0.7696039771475662,-1.3631868272458458,-0.4808553188119718,-0.0726933223099955,0.9667381338291484,-1.464832664890133,-0.3065602537725137,-0.3134241907832829,-1.2813570747871417,1.3833084179758357,-0.3207998647919097,-0.2782512592916571,-0.3666336683720352,-0.3850976413154919,-0.0179723075205682
16,1,-1.4562422558839818,-1.5098916495438526,-1.652278831096779,0.8917883249572066,0.7930540157688548,0.8094570962666386,1.9080180993412987,-0.387091589100311,1.4275086135387989,0.7789918779036605,0.8159380292009525,-0.2643087900946663,-1.3898303024943277,0.7295062676268577,1.6971567612353056,1.6462206713873515,0.8163707330145029,-1.2281056658801752,-0.1908369861898479,-1.4607995017456206,0.7295619245588257,-0.8572664174687672,-0.3628131689341944,-2.2014934884914736,-1.6088111582041498,-0.4917809390804845,-0.6532487048051644,-0.2404571707282161,-1.5340490117120422,-0.7904780585452991
17,1,1.2901368210586297,1.3181264552169998,0.6921215851505006,0.7828296651231708,0.5652256167151694,0.6358539269053178,-0.2997389483896781,0.0890104001105656,-0.7091399635591878,0.2478352978195475,0.6330677585847524,-0.0622374626761233,-1.2069383691370503,0.6266222716537343,-0.9852218327494512,-0.206573061867374,0.6332472185823459,-1.117197207069757,-0.1882837214727087,-0.100372771567356,0.6269314784693364,2.135664845750732,-0.2163339990867422,-0.6443395576072424,0.6235035567152437,3.623138983615492,3.149109875821293,2.180447476452465,-0.9437926949076868,-0.7904780585452991
18,1,1.301024241706364,1.4022934938845732,0.6921215851505006,-0.2051204660657113,0.2321132670829425,0.0839714780018216,-0.3575793455867807,0.8099256263013576,-0.7091399635591878,0.0692352372667196,0.0844569467361551,-0.1382757337601362,-0.7400260216249426,0.4200004706122747,-0.0383088928202272,0.3883607056914826,0.0842216856027718,-0.8183707615705884,-0.197996429344276,0.4499435854041409,0.4198355269350363,0.2915151540814499,0.0893192894031751,-1.139797626524955,-0.2987775963574401,-0.184310187549726,0.8414594230867025,-1.3618359918108762,0.5942119393156939,-0.7904780585452991
19,1,-0.2683157890096858,-0.3034974286419648,0.6907914288859633,-0.325407181843618,-0.2414377333501918,-0.2659368555746922,-0.5802103083831813,-0.3870905610462929,-0.7091399635591878,0.9900971494771036,-0.2638033480402837,-0.264308452614299,1.063073274297386,-0.1610166186799289,-1.3774679305074415,-0.8039351305183081,-0.2637318346894799,1.1085255352702257,-0.1961382899991313,0.3940739044933292,-0.1609868299865466,0.9950877511297912,-0.3628111702067308,0.9835940974080822,0.5358758937154637,-0.16438538981409,-0.4092733467530111,0.9472333863424368,1.2236163614505189,0.3995719401851982
20,1,1.4427240214366266,1.4976996209656326,0.6921215851505006,0.6606590443893814,0.8601503863988464,0.8202650756821297,-0.2440812076905767,1.792427397681275,-0.7091399635591878,1.5444717374330823,0.811904126172653,0.3235480289655746,-0.4344889094280838,0.827267409028705,-1.0225786039644993,-0.4858276874562254,0.8123181887537255,-0.6111082762521147,-0.1947486536853472,-0.17859032484249,0.8269092162623721,2.259970411301847,1.4393714057986216,-0.6443395576072424,0.4749016448781171,2.5703973757186205,1.259049857428406,3.819557807679472,-0.0364063775580601,-0.7904780585452991
21,1,1.3173825912295845,1.3489989137892051,0.6921215851505006,0.3343946157335192,0.6741973455771204,0.5723570478393091,-0.5703883541421647,0.2555154460170616,-0.7091399635591878,-3.763522062196981,0.5725592131602754,0.0339163561476279,1.2136901605916146,0.6394294080819234,0.0835066654897073,-1.1900350041585457,0.5724723242982575,1.388928648741085,-0.1955044028375747,-0.1087532237039768,0.6396541081335431,0.1615593355507388,1.211312232781689,-0.9274584541316356,0.8254122968772367,-0.4804388843308108,-0.6459902911904972,-0.131121748890871,0.9342542030582548,-0.9840934239920036
22,1,0.636238336955704,0.3502195243658559,0.6921215851505006,-0.3819982091458249,0.0737761751306584,-0.0666647351015807,-0.4634381857399742,-0.3870752497707405,-0.7091399635591878,1.61948376286527,-0.0762268572244026,-0.2640620954559743,0.2712587863505906,0.1971562967617749,-1.0250149151306964,0.2475192423510185,-0.0759214877985587,0.0521316767670007,-0.1544488933705053,0.3577586119012993,0.1973022016490058,1.6477306706360184,-0.3612919058970257,-1.352136798918255,1.223022817738738,-0.2195555825780615,-0.424068155780354,0.6463307272064467,0.284668780888731,-1.0975246481931036
23,1,-0.3882135088928604,-0.3764253788960528,0.6838746163103684,-0.9161365687398126,-0.5590402200640322,-0.6685340888017238,-0.468894826984981,-0.3870910742328907,-0.7091399635591878,0.1621072687541905,-0.6476964529000253,-0.2643081583341591,0.7166544358206657,-0.5379733342163098,-0.3111757434344805,-0.5611050213106112,-0.647959208915134,0.5923037718370138,-0.1976890094316761,0.9276293571915782,-0.537777834957143,0.1287414278336327,-0.3628125439584253,1.6206116145880014,0.1422816407414522,-0.2586832650878976,-0.2597191394244219,-0.0921767610883993,1.022109834788261,0.7222642159297088
25,1,-0.6606712106024127,-0.6794323236296983,-0.049041485449774,0.0812700265413444,0.2096835213511463,0.1542233442025113,-0.5496531174111272,-0.3870915483520831,1.1604642636718838,-1.168463182364382,0.1805983022439362,-0.264308769019375,-1.2564267746337252,0.222343665070548,-0.0545509672615518,-0.0438768886982176,0.1801425154765627,-1.1989968012754475,-0.1900999771588749,0.5616829472257645,0.2222142677458548,0.3104783318896837,-0.3628131633402441,0.7004752008835319,0.3361578451284654,0.3786054547576298,2.3299592908230453,-1.1909253865561096,-0.9333228527844216,-0.7904780585452991
26,1,-0.4753945297295933,-0.5840542242005433,0.6057944435820193,0.0577232667768565,-0.4696158355169594,-0.1592080588467207,-0.2080673754735134,-0.387091511360594,-0.7091399635591878,-0.2197396607077575,-0.1421139400199452,-0.2643086411384766,0.2712587863505906,-0.8231455720173332,0.6747181751539223,-0.7747955174133844,-0.142174084344759,0.1099809393358902,-0.1839099000579678,0.3130628671726487,-0.8232245975726269,-0.7023101645214869,-0.3628130706031769,-0.4320003852139426,0.7509287833274239,-0.2368654511422735,-0.068467662394553,-0.4591280144029058,-0.1509676935445093,0.6880392775931674
27,1,-0.2846741385329066,-0.3259195501651278,0.6902593663801481,0.2798311462705412,-0.0793768330967866,-0.0112738405971907,-0.6969824310263932,-0.3870909101685383,-0.7091399635591878,0.3460653311236035,0.0226037669689105,-0.2643013228382115,0.2583487675253713,0.0238330504336086,-0.6936765965276747,-0.723801194479768,0.0222206777309432,0.0687126755924786,-0.1862887690019033,0.1063450478026494,0.0240413133517738,-0.4508352065665849,-0.3628124002704694,2.116069683505714,0.576038572590363,-0.2300794693047742,-0.2511325905526027,0.0629453355977976,-0.1194064303323485,0.5433166811986642
28,1,-0.3446093891986843,-0.370819848515262,0.6917225382711394,0.9467417093892668,1.2523837562699895,1.2019218487916472,-0.6107674993552378,-0.3870910245046506,-0.7091399635591878,-0.5665809783013496,1.1581474694349427,-0.2643039261851575,-0.8841878985065613,1.4146880665350028,-0.3282299215978712,0.0435419506165535,1.15773455625403,-0.8515327592215443,5.289985408132005,-0.3573733037570864,1.4146378552306542,-0.7213507430554684,-0.3628126183201314,0.1342374078348634,1.8955651312620487,-0.4167340761116392,-0.4588467673978656,-0.4308402698842187,-1.207663063782436,0.0103854985297056
29,1,1.093972719538076,1.0936810187701371,0.6921215851505006,1.2636235525785753,1.137880359982924,1.2005708513647109,-0.9294353480638128,-0.3044993509664868,-0.7091399635591878,-0.3683349110877104,1.1884017421471813,-0.1459751969404974,0.9275180766325848,0.986075900738257,-0.6587561364788268,-0.5416786125739956,1.1882626614483476,0.9379254806880862,-0.1836447734244831,-0.9440049533206132,0.9861170148128504,-0.7235179633764092,-0.23887179617557,-0.2904409369517362,0.610724522527776,-0.4233596328465971,-0.4312339087956849,-0.4974151476816874,0.3104640440909781,-0.8247029968818382
30,1,0.9523001583594324,0.9057275851022222,0.6921215851505006,0.6115543844935587,0.4482319103803988,0.5075091713463658,-0.6467813315723011,-0.3713800578613663,-0.7091399635591878,-1.0334415365864436,0.489864201080156,-0.0491352524152038,0.8930913597653328,0.3935323886606829,-0.2754431796635663,-0.867070958912309,0.4901422469846769,0.8061986566856788,-0.1750223719518001,-0.6059933838102023,0.3933104251628868,-0.6141507378946375,-0.3256124524398956,1.6206116145880014,1.0068745823392808,-0.4645407566689626,-0.5993820097244004,-0.2438780142514061,0.2330782544842374,-0.2712368512109545
