f_id,i_id,ic.eps.ratio,ela_distr.skewness,pca.expl_var.cov_init,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.max,disp.diff_median_25,ela_meta.lin_w_interact.adj_r2,nbc.nn_nb.mean_ratio,disp.diff_median_02
12,1,-0.9966225524591392,-0.2983787156590096,1.4275086135387989,-0.2643087722096319,-1.0506327867994203,-0.3870915664176357,1.3785837922852633,-1.7682849996754806,-1.8470914293311005,1.2137946630152867
13,1,-1.147070216669999,-0.2922992533467267,1.4275086135387989,-0.2643087717165971,-1.18110130973478,-0.3870915685739101,-1.300253900842733,0.956138766676106,1.2709300463891344,-1.5132867308000753
14,1,-0.8071503507415958,-0.2990412604922352,1.6945529634057128,-0.2643087542138622,-0.8603741103773463,-0.3870915543572317,-1.6437301590823052,0.3708324421962864,1.4387159553965014,-1.583671850126633
15,1,0.8757480356022674,0.4451499540796378,-0.7091399635591878,-0.2419430566222495,1.1128638706337788,-0.3825659506898299,-1.1595014805509003,-0.6649230173574016,0.968915410175876,-1.4174513541449665
16,1,-1.4870179175038991,-0.3611241652352251,1.4275086135387989,-0.2643087723309446,-1.4474688872573351,-0.3870915694578486,0.8922442933695272,-1.7720254403135112,-1.4611838386141554,0.7379087185646986
17,1,1.3215518820409593,-0.1002716758501784,-0.7091399635591878,-0.0622374457991962,1.2922614837521804,0.0890104166047577,0.7846896892565977,0.985036735834524,-0.0993215438376942,0.6371038921176854
18,1,1.405140103248214,-0.2452585701877103,-0.7091399635591878,-0.1382757165495135,1.3031225470558527,0.8099256380284282,-0.1905295856976679,-0.3953719039079785,0.4515755240698288,0.4336918224274595
19,1,-0.2889200801999146,-0.1803721192522751,-0.7091399635591878,-0.2643084348505789,-0.2624182701936856,-0.3870905414038372,-0.3092662709252878,0.4766283970813419,0.3956468877340398,-0.1367987007743252
20,1,1.499890121559734,-0.1634158792612056,-0.7091399635591878,0.3235480441494733,1.4444792859531437,1.792427402911458,0.664093375321861,0.4382610368992616,-0.1776216347077964,0.8335243688825993
21,1,1.352212030445818,-0.1697284591999938,-0.7091399635591878,0.0339163726025818,1.3194412946696197,0.255515461410223,0.3420332333041196,1.1662612881839236,-0.1077108392880616,0.6496002080172742
22,1,0.3603012556102783,0.1630898953569909,-0.7091399635591878,-0.2640620776933353,0.6399460217336415,-0.3870752301283862,-0.3651280587547627,-0.3152086109318028,0.3592932741157747,0.2151169833921218
24,1,-0.7235621295343411,-0.0346551986633188,-0.7091399635591878,-0.2643086220805393,-0.5342163793680769,-0.387091549991111,-1.238865896114549,1.0109959284683565,0.8962081829393521,-1.125296277466069
25,1,-0.6622696676301203,-0.1266630450403308,1.1604642636718838,-0.2643087512556535,-0.6538238389997646,-0.3870915287096209,0.0921704410920961,0.8663428173137904,0.5634327967414069,0.2395859065529904
26,1,-0.5675474842240972,-0.0466178137076696,-0.7091399635591878,-0.2643086233747556,-0.4689956942295266,-0.387091491718132,0.0689271079924662,0.1060160242586948,0.3145503650471422,-0.7872563940982269
27,1,-0.3111880045974516,-0.0876403812982203,-0.7091399635591878,-0.2643013050745226,-0.2787370178074527,-0.3870908905260803,0.2881728759350275,0.5896080279153826,0.1076144106047271,0.0449381091852551
28,1,-0.3557795232035197,5.207405656491878,-0.7091399635591878,-0.2643039084214572,-0.338527171294167,-0.3870910048621919,0.9464895412117696,-1.293331397531132,-0.3565932709823201,1.4107983232165509
29,1,1.0986499588216134,-0.0751133762107514,-0.7091399635591878,-0.1459751796960854,1.0965722756782703,-0.3044993318701735,1.259288003001909,0.8485468928038044,-0.9438439525081084,0.9899001337106896
30,1,0.9119890825592588,-0.0010862604465559,-0.7091399635591878,-0.0491352355957761,0.955242689439239,-0.3713800383227979,0.615621484576877,0.8011999376854928,-0.6054757026765848,0.4076385567298769
