f_id,i_id,ic.eps.max,ic.eps.ratio,ela_meta.lin_simple.intercept,ela_distr.skewness,ic.eps.s,pca.expl_var_PC1.cov_init,pca.expl_var.cov_init,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.min,disp.ratio_mean_05
20,1,1.7924273974763918,1.5137499456005856,1.0122726614137283,-0.1712894500480609,1.4583925714796024,0.6463304788836871,-0.6548570506842823,1.4393714044973591,0.3235480242276027,0.9534951131527122
21,1,0.255515445414061,1.3610488609764062,0.2380210377106072,-0.17761781845887,1.3288727446251671,0.6463304788836871,-0.6548570506842823,1.2113122312550704,0.0339163510130364,0.7663180194919855
22,1,-0.387075250540196,0.335400100044365,-0.3299729666158294,0.1560329522148107,0.6250217854433573,0.6463304788836871,-0.6548570506842823,-0.3612919089776118,-0.2640621009986155,0.1615087977790057
23,1,-0.3870910750023503,-0.4107931560043533,-0.3303096581046973,-0.2309630736535819,-0.4335813075310664,0.6376878077669108,-0.6548570506842823,-0.3628125470405141,-0.2643081638771373,-0.476299853741213
24,1,-0.387091570403033,-0.7853288669108553,-0.3303100218779136,-0.0422067245140734,-0.5912270468403189,0.4840712985622723,-0.6548570506842823,-0.3628130930325876,-0.2643086453872391,-1.1357474756268324
25,1,-0.3870915491215427,-0.7219516567812835,-0.3303100280375045,-0.1344446928574316,-0.7151216912037903,-0.1303947382562808,1.2718084125956748,-0.3628131664223335,-0.2643087745623541,0.2983752853401726
26,1,-0.3870915121300536,-0.62400767582264,-0.3303099825962343,-0.0541992594033619,-0.523668605123847,0.5558612280000118,-0.6548570506842823,-0.3628130736852663,-0.2643086466814554,-0.3859571524656596
27,1,-0.3870909109379978,-0.3589286089319244,-0.3303094506865184,-0.0953244290467834,-0.3265903365529403,0.6443789079863504,-0.6548570506842823,-0.3628124033525581,-0.2643013283811803,0.006790159666383
28,1,-0.3870910252741102,-0.4050368244757818,-0.3303093519033323,5.212965114097373,-0.3885235957784487,0.6459122851199722,-0.6548570506842823,-0.3628126214022202,-0.2643039317281299,1.3489472965804297
29,1,-0.304499351714552,1.0988623506787978,-0.2468856669663142,-0.0827660925114362,1.0980152551960245,0.6463304788836871,-0.6548570506842823,-0.2388717991351868,-0.1459752023214312,1.2337197793846646
30,1,-0.3713800586267561,0.9058525545257968,-0.314140468308846,-0.0085538266093625,0.951619880868699,0.6463304788836871,-0.6548570506842823,-0.3256124554852252,-0.0491352576635256,0.5391088306552676
