f_id,i_id,ic.eps.max,ic.eps.s,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_distr.skewness,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.intercept,pca.expl_var.cov_init,disp.ratio_mean_05
15,1,-0.3825659710380453,1.1101257173804957,0.8668707737616592,0.6463304788836871,0.4410538638428553,-0.2419430797912103,-0.3134241938109641,-0.3140984690550967,-0.6548570506842823,-1.3573591398413003
16,1,-0.3870915898371125,-1.5101089534709642,-1.5460669776281557,-1.8105578829418576,-0.3663362363737917,-0.2643087956286356,-0.3628131720105892,-0.3303101615016706,1.5470030867191007,0.8342070893148117
17,1,0.0890103994918578,1.2937205428234249,1.3221409749309974,0.6463304788836871,-0.105122695592746,-0.0622374679338273,-0.2163340020186611,-0.0069385255268943,-0.6548570506842823,0.6109432543407147
18,1,0.8099256258614678,1.3048357131241926,1.4075041376502484,0.6463304788836871,-0.2503102693285292,-0.1382757391217972,0.089319286772729,0.3230845105227555,-0.6548570506842823,0.2844725522559511
19,1,-0.3870905617830941,-0.2973327219542069,-0.3225283119855592,0.644936499671304,-0.1853340076968385,-0.2643084581482679,-0.3628111732831236,-0.3303094568819971,-0.6548570506842823,-0.179431784093529
20,1,1.792427397485088,1.4494996545886836,1.5042661109756994,0.6463304788836871,-0.1683542982187262,0.323548024235304,1.439371404499763,1.0122726616263955,-0.6548570506842823,0.9000277953802894
21,1,0.2555154454396541,1.3215362565010955,1.3534521716460337,0.6463304788836871,-0.1746756155316703,0.0339163510213823,1.2113122312578908,0.2380210380049829,-0.6548570506842823,0.7178360809910489
22,1,-0.387075250507538,0.6261434145593204,0.3404788166404175,0.6463304788836871,0.1586033998831433,-0.2640621009896064,-0.36129190897192,-0.329972966261512,-0.6548570506842823,0.1291356859414257
23,1,-0.3870910749696921,-0.4197385348914105,-0.3964926640986098,0.6376878077669108,-0.2279614331919979,-0.2643081638681276,-0.3628125470348194,-0.3303096577503444,-0.6548570506842823,-0.4916852136681512
24,1,-0.3870915703703748,-0.5754898587309171,-0.7663997025486972,0.4840712985622723,-0.0394153972650005,-0.2643086453782294,-0.3628130930268929,-0.3303100215235606,-0.6548570506842823,-1.1335687392186795
25,1,-0.3870915490888846,-0.6978956716681207,-0.7038057350802354,-0.1303947382562808,-0.1315505936299525,-0.2643087745533443,-0.3628131664166388,-0.3303100276831515,1.2718084125956748,0.262356795017951
26,1,-0.3870915120973955,-0.5087432610748074,-0.6070721877163957,0.5558612280000118,-0.0513945700154777,-0.2643086466724457,-0.3628130736795716,-0.3303099822418814,-0.6548570506842823,-0.4037487503646735
27,1,-0.3870909109053396,-0.3140332653311102,-0.345269081274737,0.6443789079863504,-0.0924739178013448,-0.2643013283721706,-0.3628124033468635,-0.3303094503321656,-0.6548570506842823,-0.0214620895363848
28,1,-0.387091025241452,-0.3752222778368361,-0.3908074717763154,0.6459122851199722,5.20990110415268,-0.2643039317191202,-0.3628126213965256,-0.3303093515489794,-0.6548570506842823,1.2849472844511969
29,1,-0.3044993516828019,1.093452961929344,1.0945058743463283,0.6463304788836871,-0.0799295738236656,-0.1459752023126848,-0.2388717991297185,-0.2468856666207653,-0.6548570506842823,1.172788801315624
30,1,-0.3713800585942707,0.948816808390605,0.903881375779796,0.6463304788836871,-0.0057999955775078,-0.0491352576549949,-0.3256124554795985,-0.3141404679561995,-0.6548570506842823,0.496678508611048
