f_id,i_id,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ic.eps.s,ic.eps.ratio,disp.diff_mean_10,ic.h.max,disp.diff_median_02,ic.eps.max,nbc.nn_nb.mean_ratio,pca.expl_var_PC1.cor_x
12,1,-0.300247170805164,-0.2533132131179576,-1.0221965940141964,-0.96869079960296,1.281443321937333,1.2361160892720902,1.2273146895955591,-0.3505068132783272,-1.8427184756761787,-0.6434126122287779
13,1,-0.3002471614742404,-0.2533132126254692,-1.156616434898364,-1.1243775151861628,-1.4148624844433482,0.5148046586560764,-1.488295226006143,-0.3505068154521663,1.2427924720214714,0.510050725330516
14,1,-0.3002471356070411,-0.2533131951421285,-0.8261758187643811,-0.772620591837028,-1.611014106371896,0.689368612184152,-1.5583842700616244,-0.3505068011196804,1.4088289355747083,-0.3041586894172219
15,1,-0.2839634396937925,-0.2309722804017166,1.2068228652593918,0.9688815032897888,-1.2892380438011917,-1.6178398679369357,-1.392862981225972,-0.3459443323676935,0.9439268376256472,-1.2540696732895673
16,1,-0.3002471338260995,-0.2533132132391359,-1.4310511152466854,-1.4761632427379954,0.834433285996388,0.2290796969851194,0.753430561173027,-0.3505068163433054,-1.460834609503733,-2.136129872599628
17,1,0.0245607064799115,-0.0514657967194437,1.3916536433492346,1.4302096137024765,0.6560052579864778,-0.5498707748901659,0.6530497706103262,0.1294734456968887,-0.1131719803299613,-0.6434126122287779
18,1,0.3560494880095352,-0.1274198114280322,1.402843640509207,1.5167086344048557,0.1210573378332315,0.5230388074073998,0.4504933545618063,0.8562611655914165,0.4319810750031678,-1.11836810416496
19,1,-0.3002464260769683,-0.2533128761327234,-0.2101105251221045,-0.2363439460038974,-0.2179742751050057,-1.458920797036375,-0.1175973980930301,-0.3505057799148757,0.3766355871520888,0.9171554327043756
20,1,1.0482985600398576,0.3338922143029075,1.548481453546247,1.61475814038917,0.8304846533856849,-0.430475617995961,0.8486440038956595,1.846766285016602,-0.1906556633214695,-0.6434126122287779
21,1,0.270608219438959,0.0445814761223723,1.419656611242065,1.4619374429744276,0.5967886982057943,-0.7030259416647987,0.6654935207097457,0.2973348228309726,-0.1214738035076222,-0.9148157504780112
22,1,-0.2999084409862428,-0.2530667919574758,0.7195824139212964,0.4354852777264676,-0.0349795901268559,-3.0448178465414486,0.2328379514148636,-0.3504903439154085,0.3406610200488853,-1.3219204578518895
23,1,-0.3002466278374408,-0.253312582178669,-0.3333403688462997,-0.3112924814243403,-0.5923496408416,0.2628397068655492,-0.4861291583748017,-0.3505062972818334,0.90518499612989,1.5278124937651838
24,1,-0.3002469932262986,-0.2533130631552191,-0.490140204050412,-0.6861215711346491,-1.1950475114862835,-0.5251683286361918,-1.1019368559838496,-0.3505067967179938,0.8719777034192462,1.9349172011390436
25,1,-0.3002469994132464,-0.2533131921871977,-0.6133700477746074,-0.6226947167934441,0.2145186531237662,0.0009937765734357,0.2572039459577642,-0.350506775263147,0.5426720507053259,0.6457522944549915
26,1,-0.300246953770156,-0.2533130644480013,-0.4229442711047781,-0.5246740150118272,-0.0995333979157198,-0.4494141601240087,-0.7653189386659379,-0.3505067379703294,0.2963846297680209,-0.4398602585418481
27,1,-0.3002464194980467,-0.2533057542569876,-0.2269234958549629,-0.2593873081623733,0.0606461033530426,-0.7993654820552941,0.06337493528701,-0.3505061318810314,0.0916063247190328,2.002767985701366
28,1,-0.3002463202761306,-0.2533083547192208,-0.2885244302206106,-0.3055316408847213,1.1670441688937765,0.2653099514909481,1.423489653153909,-0.3505062471485127,-0.3677612244449211,0.1029460179566376
29,1,-0.2164521221541408,-0.1351107429985732,1.1900378695194331,1.1995455584961323,1.196789500210685,-0.3802473106128824,1.004361973476627,-0.2672417912009709,-0.9488888468812536,-0.3041586894172219
30,1,-0.2840056251264181,-0.0383781047363716,1.0444280314752932,1.006384575202708,0.5165696537727653,-0.9821635843346952,0.4245496820250741,-0.3346673007520752,-0.614048645382226,1.5278124937651838
