f_id,i_id,pca.expl_var.cov_init,ic.eps.ratio,pca.expl_var_PC1.cov_init,ela_meta.lin_simple.intercept,ic.eps.s,ela_meta.lin_simple.coef.min,ela_level.mmce_qda_50,ic.eps.max,ela_meta.lin_simple.coef.max,ela_meta.lin_w_interact.adj_r2
11,1,-0.655664334537321,-0.4633709156329544,0.4628789932261102,-0.3303098170043708,-0.5244416870528459,-0.2643087607194418,1.8421532256986104,-0.3870912921638787,-0.3628131497059473,-1.6635723900932182
12,1,1.5174202131795802,-1.0124453228513188,-1.662124220880352,-0.3303101896303491,-1.0652355986151598,-0.2643087947388423,2.213416383051072,-0.3870915852162945,-0.3628131717547592,-1.767907585069285
13,1,1.5174202131795802,-1.1637066465524024,-1.659344016064687,-0.3303101803406841,-1.1963479022155896,-0.2643087942458075,-0.6404489877929921,-0.3870915873725689,-0.3628131707836999,0.9908927377626584
14,1,1.7890184331540973,-0.8219484069524704,-1.5036525463874584,-0.3303101545878619,-0.8740381144677692,-0.2643087767430725,-0.3392820053106821,-0.3870915731558905,-0.362813163979979,0.3982010659039561
15,1,-0.655664334537321,0.8700515247713988,0.6687465402908132,-0.3140984604101624,1.1089365634199386,-0.2419430790269759,-0.1448443745150857,-0.3825659694598483,-0.3134241936017387,-0.6506234714102987
16,1,1.5174202131795802,-1.5054928715961275,-1.6646396442850009,-0.3303101528147951,-1.46402983734987,-0.264308794860155,2.2039058467621566,-0.3870915882565074,-0.3628131717979975,-1.771695222281667
17,1,-0.655664334537321,1.3182663925598452,0.6687465402908132,-0.006938517676613,1.2892193917004882,-0.0622374672037106,-0.8701108270660518,0.0890104008191253,-0.2163340018160533,1.0201553391347618
18,1,-0.655664334537321,1.402306680270179,0.6687465402908132,0.3230845175192349,1.3001340475673295,-0.1382757383772444,-0.478065386711887,0.8099256268051305,0.0893192869545039,-0.3776711840354823
19,1,-0.655664334537321,-0.3009154144146769,0.6674226332357348,-0.3303094481951234,-0.2731317357188274,-0.2643084573797874,-0.5083582060025053,-0.3870905602024896,-0.362811173070532,0.5053319455035209
20,1,-0.655664334537321,1.4975691309414998,0.6687465402908132,1.0122726668398774,1.4421882936742678,0.3235480248921779,-0.6985689317808069,1.7924273979059535,1.4393714045895198,0.4664804691055306
21,1,-0.655664334537321,1.3490923588978183,0.6687465402908132,0.2380210452215298,1.316533318007258,0.0339163517332439,-0.7556321495142974,0.255515446678323,1.2113122313631917,1.2036665680784595
22,1,-0.655664334537321,0.3518170766129037,0.6687465402908132,-0.3299729575755089,0.6336851603380059,-0.2640621002211726,-0.3829600238227365,-0.3870752489269416,-0.3612919087594319,-0.2964963971784051
23,1,-0.655664334537321,-0.3737335391640237,0.6605383165493267,-0.3303096490634701,-0.3933293834524159,-0.2643081630996471,-0.404446790993989,-0.3870910733890872,-0.3628125468222278,0.2419685331545915
24,1,-0.655664334537321,-0.7379081192421366,0.5146437590796785,-0.3303100128366855,-0.5462709987865282,-0.2643086446097488,-0.6904673638309897,-0.3870915687897697,-0.3628130928143012,1.04644208274021
26,1,-0.655664334537321,-0.5810497067824562,0.5828249724162201,-0.3303099735550063,-0.4807284903061468,-0.2643086459039651,-0.1656266575167888,-0.3870915105167904,-0.3628130734669799,0.1300432160420833
27,1,-0.655664334537321,-0.3233037694490648,0.6668930704137033,-0.3303094416452919,-0.2895310061587562,-0.2643013276036914,-0.3399864894802315,-0.3870909093247349,-0.3628124031342718,0.6197371440882413
28,1,-0.655664334537321,-0.3681364504054267,0.6683493681742897,-0.330309342862106,-0.349616186705717,-0.2643039309506405,-0.7295662352409739,-0.3870910236608472,-0.3628126211839339,-1.286961057179934
29,1,-0.655664334537321,1.094158958665622,0.6687465402908132,-0.2468856581497171,1.0925645796196768,-0.1459752015666703,-0.5654214237359956,-0.3044993501461447,-0.2388717989255745,0.8819432784168049
30,1,-0.655664334537321,0.906488572589865,0.6687465402908132,-0.3141404593111566,0.9505376201524058,-0.0491352569273657,-0.5080059639177306,-0.3713800570220258,-0.3256124552695423,0.8339989032873703
